Year,UNIT_MEASURE,Sex,Admin Area,Vital statistics,Value
2017,Number,Both sexes,posavina_canton,Deaths,
2017,Number,Both sexes,tuzla_canton,Deaths,
2017,Number,Both sexes,zenica-doboj_canton,Deaths,
2017,Number,Both sexes,bosnian-podrinje_canton,Deaths,
2017,Number,Both sexes,central_bosnia_canton,Deaths,
2017,Number,Both sexes,herzegovina-neretva_canton,Deaths,
2017,Number,Both sexes,west_herzegovina_canton,Deaths,
2017,Number,Both sexes,sarajevo_canton,Deaths,
2017,Number,Both sexes,canton_10,Deaths,
2017,Number,M,federation_of_bih,Deaths,
2017,Number,M,una-sana_canton,Deaths,
2017,Number,M,posavina_canton,Deaths,
2017,Number,M,tuzla_canton,Deaths,
2017,Number,M,zenica-doboj_canton,Deaths,
2017,Number,M,bosnian-podrinje_canton,Deaths,
2017,Number,M,central_bosnia_canton,Deaths,
2017,Number,M,herzegovina-neretva_canton,Deaths,
2017,Number,M,west_herzegovina_canton,Deaths,
2017,Number,M,sarajevo_canton,Deaths,
2017,Number,M,canton_10,Deaths,
2017,Number,F,federation_of_bih,Deaths,
2017,Number,F,una-sana_canton,Deaths,
2017,Number,F,posavina_canton,Deaths,
2017,Number,F,tuzla_canton,Deaths,
2017,Number,F,zenica-doboj_canton,Deaths,
2017,Number,F,bosnian-podrinje_canton,Deaths,
2017,Number,F,central_bosnia_canton,Deaths,
2017,Number,F,herzegovina-neretva_canton,Deaths,
2017,Number,F,west_herzegovina_canton,Deaths,
2017,Number,F,sarajevo_canton,Deaths,
2017,Number,F,canton_10,Deaths,
2018,Number,Both sexes,federation_of_bih,Deaths,
2018,Number,Both sexes,una-sana_canton,Deaths,
2018,Number,Both sexes,posavina_canton,Deaths,
2018,Number,Both sexes,tuzla_canton,Deaths,
2018,Number,Both sexes,zenica-doboj_canton,Deaths,
2018,Number,Both sexes,bosnian-podrinje_canton,Deaths,
2018,Number,Both sexes,central_bosnia_canton,Deaths,
2018,Number,Both sexes,herzegovina-neretva_canton,Deaths,
2018,Number,Both sexes,west_herzegovina_canton,Deaths,
2018,Number,Both sexes,sarajevo_canton,Deaths,
2018,Number,Both sexes,canton_10,Deaths,
2018,Number,M,federation_of_bih,Deaths,
2018,Number,M,una-sana_canton,Deaths,
2018,Number,M,posavina_canton,Deaths,
2018,Number,M,tuzla_canton,Deaths,
2018,Number,M,zenica-doboj_canton,Deaths,
2018,Number,M,bosnian-podrinje_canton,Deaths,
2018,Number,M,central_bosnia_canton,Deaths,
2018,Number,M,herzegovina-neretva_canton,Deaths,
2018,Number,M,west_herzegovina_canton,Deaths,
2018,Number,M,sarajevo_canton,Deaths,
2018,Number,M,canton_10,Deaths,
2018,Number,F,federation_of_bih,Deaths,
2018,Number,F,una-sana_canton,Deaths,
2018,Number,F,posavina_canton,Deaths,
2018,Number,F,tuzla_canton,Deaths,
2018,Number,F,zenica-doboj_canton,Deaths,
2018,Number,F,bosnian-podrinje_canton,Deaths,
2018,Number,F,central_bosnia_canton,Deaths,
2018,Number,F,herzegovina-neretva_canton,Deaths,
2018,Number,F,west_herzegovina_canton,Deaths,
2018,Number,F,sarajevo_canton,Deaths,
2018,Number,F,canton_10,Deaths,
2019,Number,Both sexes,federation_of_bih,Deaths,
2019,Number,Both sexes,una-sana_canton,Deaths,
2019,Number,Both sexes,posavina_canton,Deaths,
2019,Number,Both sexes,tuzla_canton,Deaths,
2019,Number,Both sexes,zenica-doboj_canton,Deaths,
2019,Number,Both sexes,bosnian-podrinje_canton,Deaths,
2019,Number,Both sexes,central_bosnia_canton,Deaths,
2019,Number,Both sexes,herzegovina-neretva_canton,Deaths,
2019,Number,Both sexes,west_herzegovina_canton,Deaths,
2019,Number,Both sexes,sarajevo_canton,Deaths,
2019,Number,Both sexes,canton_10,Deaths,
2019,Number,M,federation_of_bih,Deaths,
2019,Number,M,una-sana_canton,Deaths,
2019,Number,M,posavina_canton,Deaths,
2019,Number,M,tuzla_canton,Deaths,
2019,Number,M,zenica-doboj_canton,Deaths,
2019,Number,M,bosnian-podrinje_canton,Deaths,
2019,Number,M,central_bosnia_canton,Deaths,
2019,Number,M,herzegovina-neretva_canton,Deaths,
2019,Number,M,west_herzegovina_canton,Deaths,
2019,Number,M,sarajevo_canton,Deaths,
2019,Number,M,canton_10,Deaths,
2019,Number,F,federation_of_bih,Deaths,
2019,Number,F,una-sana_canton,Deaths,
2019,Number,F,posavina_canton,Deaths,
2019,Number,F,tuzla_canton,Deaths,
2019,Number,F,zenica-doboj_canton,Deaths,
2019,Number,F,bosnian-podrinje_canton,Deaths,
2019,Number,F,central_bosnia_canton,Deaths,
2019,Number,F,herzegovina-neretva_canton,Deaths,
2019,Number,F,west_herzegovina_canton,Deaths,
2019,Number,F,sarajevo_canton,Deaths,
2019,Number,F,canton_10,Deaths,
2020,Number,Both sexes,federation_of_bih,Deaths,
2020,Number,Both sexes,una-sana_canton,Deaths,
2020,Number,Both sexes,posavina_canton,Deaths,
2020,Number,Both sexes,tuzla_canton,Deaths,
2020,Number,Both sexes,zenica-doboj_canton,Deaths,
2020,Number,Both sexes,bosnian-podrinje_canton,Deaths,
2020,Number,Both sexes,central_bosnia_canton,Deaths,
2020,Number,Both sexes,herzegovina-neretva_canton,Deaths,
2020,Number,Both sexes,west_herzegovina_canton,Deaths,
2020,Number,Both sexes,sarajevo_canton,Deaths,
2020,Number,Both sexes,canton_10,Deaths,
2020,Number,M,federation_of_bih,Deaths,
2020,Number,M,una-sana_canton,Deaths,
2020,Number,M,posavina_canton,Deaths,
2020,Number,M,tuzla_canton,Deaths,
2020,Number,M,zenica-doboj_canton,Deaths,
2020,Number,M,bosnian-podrinje_canton,Deaths,
2020,Number,M,central_bosnia_canton,Deaths,
2020,Number,M,herzegovina-neretva_canton,Deaths,
2020,Number,M,west_herzegovina_canton,Deaths,
2020,Number,M,sarajevo_canton,Deaths,
2020,Number,M,canton_10,Deaths,
2020,Number,F,federation_of_bih,Deaths,
2020,Number,F,una-sana_canton,Deaths,
2020,Number,F,posavina_canton,Deaths,
2020,Number,F,tuzla_canton,Deaths,
2020,Number,F,zenica-doboj_canton,Deaths,
2020,Number,F,bosnian-podrinje_canton,Deaths,
2020,Number,F,central_bosnia_canton,Deaths,
2020,Number,F,herzegovina-neretva_canton,Deaths,
2020,Number,F,west_herzegovina_canton,Deaths,
2020,Number,F,sarajevo_canton,Deaths,
2020,Number,F,canton_10,Deaths,
2011,Number,Both sexes,federation_of_bih,Natural change,
2011,Number,Both sexes,una-sana_canton,Natural change,
2011,Number,Both sexes,posavina_canton,Natural change,
2011,Number,Both sexes,tuzla_canton,Natural change,
2011,Number,Both sexes,zenica-doboj_canton,Natural change,
2011,Number,Both sexes,bosnian-podrinje_canton,Natural change,
2011,Number,Both sexes,central_bosnia_canton,Natural change,
2011,Number,Both sexes,herzegovina-neretva_canton,Natural change,
2011,Number,Both sexes,west_herzegovina_canton,Natural change,
2011,Number,Both sexes,sarajevo_canton,Natural change,
2011,Number,Both sexes,canton_10,Natural change,
2011,Number,M,federation_of_bih,Natural change,
2011,Number,M,una-sana_canton,Natural change,
2011,Number,M,posavina_canton,Natural change,
2011,Number,M,tuzla_canton,Natural change,
2011,Number,M,zenica-doboj_canton,Natural change,
2011,Number,M,bosnian-podrinje_canton,Natural change,
2011,Number,M,central_bosnia_canton,Natural change,
2011,Number,M,herzegovina-neretva_canton,Natural change,
2011,Number,M,west_herzegovina_canton,Natural change,
2011,Number,M,sarajevo_canton,Natural change,
2011,Number,M,canton_10,Natural change,
2011,Number,F,federation_of_bih,Natural change,
2011,Number,F,una-sana_canton,Natural change,
2011,Number,F,posavina_canton,Natural change,
2011,Number,F,tuzla_canton,Natural change,
2011,Number,F,zenica-doboj_canton,Natural change,
2011,Number,F,bosnian-podrinje_canton,Natural change,
2011,Number,F,central_bosnia_canton,Natural change,
2011,Number,F,herzegovina-neretva_canton,Natural change,
2011,Number,F,west_herzegovina_canton,Natural change,
2011,Number,F,sarajevo_canton,Natural change,
2011,Number,F,canton_10,Natural change,
2012,Number,Both sexes,federation_of_bih,Natural change,
2012,Number,Both sexes,una-sana_canton,Natural change,
2012,Number,Both sexes,posavina_canton,Natural change,
2012,Number,Both sexes,tuzla_canton,Natural change,
2012,Number,Both sexes,zenica-doboj_canton,Natural change,
2012,Number,Both sexes,bosnian-podrinje_canton,Natural change,
2012,Number,Both sexes,central_bosnia_canton,Natural change,
2012,Number,Both sexes,herzegovina-neretva_canton,Natural change,
2012,Number,Both sexes,west_herzegovina_canton,Natural change,
2012,Number,Both sexes,sarajevo_canton,Natural change,
2012,Number,Both sexes,canton_10,Natural change,
2012,Number,M,federation_of_bih,Natural change,
2012,Number,M,una-sana_canton,Natural change,
2012,Number,M,posavina_canton,Natural change,
2012,Number,M,tuzla_canton,Natural change,
2012,Number,M,zenica-doboj_canton,Natural change,
2012,Number,M,bosnian-podrinje_canton,Natural change,
2012,Number,M,central_bosnia_canton,Natural change,
2012,Number,M,herzegovina-neretva_canton,Natural change,
2012,Number,M,west_herzegovina_canton,Natural change,
2012,Number,M,sarajevo_canton,Natural change,
2012,Number,M,canton_10,Natural change,
2012,Number,F,federation_of_bih,Natural change,
2012,Number,F,una-sana_canton,Natural change,
2012,Number,F,posavina_canton,Natural change,
2012,Number,F,tuzla_canton,Natural change,
2012,Number,F,zenica-doboj_canton,Natural change,
2012,Number,F,bosnian-podrinje_canton,Natural change,
2012,Number,F,central_bosnia_canton,Natural change,
2012,Number,F,herzegovina-neretva_canton,Natural change,
2012,Number,F,west_herzegovina_canton,Natural change,
2012,Number,F,sarajevo_canton,Natural change,
2012,Number,F,canton_10,Natural change,
2013,Number,Both sexes,federation_of_bih,Natural change,
2013,Number,Both sexes,una-sana_canton,Natural change,
2013,Number,Both sexes,posavina_canton,Natural change,
2013,Number,Both sexes,tuzla_canton,Natural change,
2013,Number,Both sexes,zenica-doboj_canton,Natural change,
2013,Number,Both sexes,bosnian-podrinje_canton,Natural change,
2013,Number,Both sexes,central_bosnia_canton,Natural change,
2013,Number,Both sexes,herzegovina-neretva_canton,Natural change,
2013,Number,Both sexes,west_herzegovina_canton,Natural change,
2013,Number,Both sexes,sarajevo_canton,Natural change,
2013,Number,Both sexes,canton_10,Natural change,
2013,Number,M,federation_of_bih,Natural change,
2013,Number,M,una-sana_canton,Natural change,
2013,Number,M,posavina_canton,Natural change,
2013,Number,M,tuzla_canton,Natural change,
2013,Number,M,zenica-doboj_canton,Natural change,
2013,Number,M,bosnian-podrinje_canton,Natural change,
2013,Number,M,central_bosnia_canton,Natural change,
2013,Number,M,herzegovina-neretva_canton,Natural change,
2013,Number,M,west_herzegovina_canton,Natural change,
2013,Number,M,sarajevo_canton,Natural change,
2013,Number,M,canton_10,Natural change,
2013,Number,F,federation_of_bih,Natural change,
2013,Number,F,una-sana_canton,Natural change,
2013,Number,F,posavina_canton,Natural change,
2013,Number,F,tuzla_canton,Natural change,
2013,Number,F,zenica-doboj_canton,Natural change,
2013,Number,F,bosnian-podrinje_canton,Natural change,
2013,Number,F,central_bosnia_canton,Natural change,
2013,Number,F,herzegovina-neretva_canton,Natural change,
2013,Number,F,west_herzegovina_canton,Natural change,
2013,Number,F,sarajevo_canton,Natural change,
2013,Number,F,canton_10,Natural change,
2014,Number,Both sexes,federation_of_bih,Natural change,
2014,Number,Both sexes,una-sana_canton,Natural change,
2014,Number,Both sexes,posavina_canton,Natural change,
2014,Number,Both sexes,tuzla_canton,Natural change,
2014,Number,Both sexes,zenica-doboj_canton,Natural change,
2014,Number,Both sexes,bosnian-podrinje_canton,Natural change,
2014,Number,Both sexes,central_bosnia_canton,Natural change,
2014,Number,Both sexes,herzegovina-neretva_canton,Natural change,
2014,Number,Both sexes,west_herzegovina_canton,Natural change,
2014,Number,Both sexes,sarajevo_canton,Natural change,
2014,Number,Both sexes,canton_10,Natural change,
2014,Number,M,federation_of_bih,Natural change,
2014,Number,M,una-sana_canton,Natural change,
2014,Number,M,posavina_canton,Natural change,
2014,Number,M,tuzla_canton,Natural change,
2014,Number,M,zenica-doboj_canton,Natural change,
2014,Number,M,bosnian-podrinje_canton,Natural change,
2014,Number,M,central_bosnia_canton,Natural change,
2014,Number,M,herzegovina-neretva_canton,Natural change,
2014,Number,M,west_herzegovina_canton,Natural change,
2014,Number,M,sarajevo_canton,Natural change,
2014,Number,M,canton_10,Natural change,
2014,Number,F,federation_of_bih,Natural change,
2014,Number,F,una-sana_canton,Natural change,
2014,Number,F,posavina_canton,Natural change,
2014,Number,F,tuzla_canton,Natural change,
2014,Number,F,zenica-doboj_canton,Natural change,
2014,Number,F,bosnian-podrinje_canton,Natural change,
2014,Number,F,central_bosnia_canton,Natural change,
2014,Number,F,herzegovina-neretva_canton,Natural change,
2014,Number,F,west_herzegovina_canton,Natural change,
2014,Number,F,sarajevo_canton,Natural change,
2014,Number,F,canton_10,Natural change,
2015,Number,Both sexes,federation_of_bih,Natural change,
2015,Number,Both sexes,una-sana_canton,Natural change,
2015,Number,Both sexes,posavina_canton,Natural change,
2015,Number,Both sexes,tuzla_canton,Natural change,
2015,Number,Both sexes,zenica-doboj_canton,Natural change,
2015,Number,Both sexes,bosnian-podrinje_canton,Natural change,
2015,Number,Both sexes,central_bosnia_canton,Natural change,
2015,Number,Both sexes,herzegovina-neretva_canton,Natural change,
2015,Number,Both sexes,west_herzegovina_canton,Natural change,
2015,Number,Both sexes,sarajevo_canton,Natural change,
2015,Number,Both sexes,canton_10,Natural change,
2015,Number,M,federation_of_bih,Natural change,
2015,Number,M,una-sana_canton,Natural change,
2015,Number,M,posavina_canton,Natural change,
2015,Number,M,tuzla_canton,Natural change,
2015,Number,M,zenica-doboj_canton,Natural change,
2015,Number,M,bosnian-podrinje_canton,Natural change,
2015,Number,M,central_bosnia_canton,Natural change,
2015,Number,M,herzegovina-neretva_canton,Natural change,
2015,Number,M,west_herzegovina_canton,Natural change,
2015,Number,M,sarajevo_canton,Natural change,
2015,Number,M,canton_10,Natural change,
2015,Number,F,federation_of_bih,Natural change,
2015,Number,F,una-sana_canton,Natural change,
2015,Number,F,posavina_canton,Natural change,
2015,Number,F,tuzla_canton,Natural change,
2015,Number,F,zenica-doboj_canton,Natural change,
2015,Number,F,bosnian-podrinje_canton,Natural change,
2015,Number,F,central_bosnia_canton,Natural change,
2015,Number,F,herzegovina-neretva_canton,Natural change,
2015,Number,F,west_herzegovina_canton,Natural change,
2015,Number,F,sarajevo_canton,Natural change,
2015,Number,F,canton_10,Natural change,
2016,Number,Both sexes,federation_of_bih,Natural change,
2016,Number,Both sexes,una-sana_canton,Natural change,
2016,Number,Both sexes,posavina_canton,Natural change,
2016,Number,Both sexes,tuzla_canton,Natural change,
2016,Number,Both sexes,zenica-doboj_canton,Natural change,
2016,Number,Both sexes,bosnian-podrinje_canton,Natural change,
2016,Number,Both sexes,central_bosnia_canton,Natural change,
2016,Number,Both sexes,herzegovina-neretva_canton,Natural change,
2016,Number,Both sexes,west_herzegovina_canton,Natural change,
2016,Number,Both sexes,sarajevo_canton,Natural change,
2016,Number,Both sexes,canton_10,Natural change,
2016,Number,M,federation_of_bih,Natural change,
2016,Number,M,una-sana_canton,Natural change,
2016,Number,M,posavina_canton,Natural change,
2016,Number,M,tuzla_canton,Natural change,
2016,Number,M,zenica-doboj_canton,Natural change,
2016,Number,M,bosnian-podrinje_canton,Natural change,
2016,Number,M,central_bosnia_canton,Natural change,
2016,Number,M,herzegovina-neretva_canton,Natural change,
2016,Number,M,west_herzegovina_canton,Natural change,
2016,Number,M,sarajevo_canton,Natural change,
2016,Number,M,canton_10,Natural change,
2016,Number,F,federation_of_bih,Natural change,
2016,Number,F,una-sana_canton,Natural change,
2016,Number,F,posavina_canton,Natural change,
2016,Number,F,tuzla_canton,Natural change,
2016,Number,F,zenica-doboj_canton,Natural change,
2016,Number,F,bosnian-podrinje_canton,Natural change,
2016,Number,F,central_bosnia_canton,Natural change,
2016,Number,F,herzegovina-neretva_canton,Natural change,
2016,Number,F,west_herzegovina_canton,Natural change,
2016,Number,F,sarajevo_canton,Natural change,
2016,Number,F,canton_10,Natural change,
2017,Number,Both sexes,federation_of_bih,Natural change,
2017,Number,Both sexes,una-sana_canton,Natural change,
2017,Number,Both sexes,posavina_canton,Natural change,
2017,Number,Both sexes,tuzla_canton,Natural change,
2017,Number,Both sexes,zenica-doboj_canton,Natural change,
2017,Number,Both sexes,bosnian-podrinje_canton,Natural change,
2017,Number,Both sexes,central_bosnia_canton,Natural change,
2017,Number,Both sexes,herzegovina-neretva_canton,Natural change,
2017,Number,Both sexes,west_herzegovina_canton,Natural change,
2017,Number,Both sexes,sarajevo_canton,Natural change,
2017,Number,Both sexes,canton_10,Natural change,
2017,Number,M,federation_of_bih,Natural change,
2017,Number,M,una-sana_canton,Natural change,
2017,Number,M,posavina_canton,Natural change,
2017,Number,M,tuzla_canton,Natural change,
2017,Number,M,zenica-doboj_canton,Natural change,
2017,Number,M,bosnian-podrinje_canton,Natural change,
2017,Number,M,central_bosnia_canton,Natural change,
2017,Number,M,herzegovina-neretva_canton,Natural change,
2017,Number,M,west_herzegovina_canton,Natural change,
2017,Number,M,sarajevo_canton,Natural change,
2017,Number,M,canton_10,Natural change,
2017,Number,F,federation_of_bih,Natural change,
2017,Number,F,una-sana_canton,Natural change,
2017,Number,F,posavina_canton,Natural change,
2017,Number,F,tuzla_canton,Natural change,
2017,Number,F,zenica-doboj_canton,Natural change,
2017,Number,F,bosnian-podrinje_canton,Natural change,
2017,Number,F,central_bosnia_canton,Natural change,
2017,Number,F,herzegovina-neretva_canton,Natural change,
2017,Number,F,west_herzegovina_canton,Natural change,
2017,Number,F,sarajevo_canton,Natural change,
2017,Number,F,canton_10,Natural change,
2018,Number,Both sexes,federation_of_bih,Natural change,
2018,Number,Both sexes,una-sana_canton,Natural change,
2018,Number,Both sexes,posavina_canton,Natural change,
2018,Number,Both sexes,tuzla_canton,Natural change,
2018,Number,Both sexes,zenica-doboj_canton,Natural change,
2018,Number,Both sexes,bosnian-podrinje_canton,Natural change,
2018,Number,Both sexes,central_bosnia_canton,Natural change,
2018,Number,Both sexes,herzegovina-neretva_canton,Natural change,
2018,Number,Both sexes,west_herzegovina_canton,Natural change,
2018,Number,Both sexes,sarajevo_canton,Natural change,
2018,Number,Both sexes,canton_10,Natural change,
2018,Number,M,federation_of_bih,Natural change,
2018,Number,M,una-sana_canton,Natural change,
2018,Number,M,posavina_canton,Natural change,
2018,Number,M,tuzla_canton,Natural change,
2018,Number,M,zenica-doboj_canton,Natural change,
2018,Number,M,bosnian-podrinje_canton,Natural change,
2018,Number,M,central_bosnia_canton,Natural change,
2018,Number,M,herzegovina-neretva_canton,Natural change,
2018,Number,M,west_herzegovina_canton,Natural change,
2018,Number,M,sarajevo_canton,Natural change,
2018,Number,M,canton_10,Natural change,
2018,Number,F,federation_of_bih,Natural change,
2018,Number,F,una-sana_canton,Natural change,
2018,Number,F,posavina_canton,Natural change,
2018,Number,F,tuzla_canton,Natural change,
2018,Number,F,zenica-doboj_canton,Natural change,
2018,Number,F,bosnian-podrinje_canton,Natural change,
2018,Number,F,central_bosnia_canton,Natural change,
2018,Number,F,herzegovina-neretva_canton,Natural change,
2018,Number,F,west_herzegovina_canton,Natural change,
2018,Number,F,sarajevo_canton,Natural change,
2018,Number,F,canton_10,Natural change,
2019,Number,Both sexes,federation_of_bih,Natural change,
2019,Number,Both sexes,una-sana_canton,Natural change,
2019,Number,Both sexes,posavina_canton,Natural change,
2019,Number,Both sexes,tuzla_canton,Natural change,
2019,Number,Both sexes,zenica-doboj_canton,Natural change,
2019,Number,Both sexes,bosnian-podrinje_canton,Natural change,
2019,Number,Both sexes,central_bosnia_canton,Natural change,
2019,Number,Both sexes,herzegovina-neretva_canton,Natural change,
2019,Number,Both sexes,west_herzegovina_canton,Natural change,
2019,Number,Both sexes,sarajevo_canton,Natural change,
2019,Number,Both sexes,canton_10,Natural change,
2019,Number,M,federation_of_bih,Natural change,
2019,Number,M,una-sana_canton,Natural change,
2019,Number,M,posavina_canton,Natural change,
2019,Number,M,tuzla_canton,Natural change,
2019,Number,M,zenica-doboj_canton,Natural change,
2019,Number,M,bosnian-podrinje_canton,Natural change,
2019,Number,M,central_bosnia_canton,Natural change,
2019,Number,M,herzegovina-neretva_canton,Natural change,
2019,Number,M,west_herzegovina_canton,Natural change,
2019,Number,M,sarajevo_canton,Natural change,
2019,Number,M,canton_10,Natural change,
2019,Number,F,federation_of_bih,Natural change,
2019,Number,F,una-sana_canton,Natural change,
2019,Number,F,posavina_canton,Natural change,
2019,Number,F,tuzla_canton,Natural change,
2019,Number,F,zenica-doboj_canton,Natural change,
2019,Number,F,bosnian-podrinje_canton,Natural change,
2019,Number,F,central_bosnia_canton,Natural change,
2019,Number,F,herzegovina-neretva_canton,Natural change,
2019,Number,F,west_herzegovina_canton,Natural change,
2019,Number,F,sarajevo_canton,Natural change,
2019,Number,F,canton_10,Natural change,
2020,Number,Both sexes,federation_of_bih,Natural change,
2020,Number,Both sexes,una-sana_canton,Natural change,
2020,Number,Both sexes,posavina_canton,Natural change,
2020,Number,Both sexes,tuzla_canton,Natural change,
2020,Number,Both sexes,zenica-doboj_canton,Natural change,
2020,Number,Both sexes,bosnian-podrinje_canton,Natural change,
2020,Number,Both sexes,central_bosnia_canton,Natural change,
2020,Number,Both sexes,herzegovina-neretva_canton,Natural change,
2020,Number,Both sexes,west_herzegovina_canton,Natural change,
2020,Number,Both sexes,sarajevo_canton,Natural change,
2020,Number,Both sexes,canton_10,Natural change,
2020,Number,M,federation_of_bih,Natural change,
2020,Number,M,una-sana_canton,Natural change,
2020,Number,M,posavina_canton,Natural change,
2020,Number,M,tuzla_canton,Natural change,
2020,Number,M,zenica-doboj_canton,Natural change,
2020,Number,M,bosnian-podrinje_canton,Natural change,
2020,Number,M,central_bosnia_canton,Natural change,
2020,Number,M,herzegovina-neretva_canton,Natural change,
2020,Number,M,west_herzegovina_canton,Natural change,
2020,Number,M,sarajevo_canton,Natural change,
2020,Number,M,canton_10,Natural change,
2020,Number,F,federation_of_bih,Natural change,
2020,Number,F,una-sana_canton,Natural change,
2020,Number,F,posavina_canton,Natural change,
2020,Number,F,tuzla_canton,Natural change,
2020,Number,F,zenica-doboj_canton,Natural change,
2020,Number,F,bosnian-podrinje_canton,Natural change,
2020,Number,F,central_bosnia_canton,Natural change,
2020,Number,F,herzegovina-neretva_canton,Natural change,
2020,Number,F,west_herzegovina_canton,Natural change,
2020,Number,F,sarajevo_canton,Natural change,
2020,Number,F,canton_10,Natural change,
