Year,UNIT_MEASURE,Administrativna jedinica,scientific_field,Value
2014,Broj,Hercegovačko-neretvanski kanton,Umjetnost i humanističke nauke,
2014,Broj,Hercegovačko-neretvanski kanton,"social_sciences,_journalism_and_information",
2014,Broj,Hercegovačko-neretvanski kanton,"business,_administration_and_law",
2014,Broj,Hercegovačko-neretvanski kanton,"natural_sciences,_mathematics_and_statistics",
2014,Broj,Hercegovačko-neretvanski kanton,Informacijske i komunikacijske tehnologije,
2014,Broj,Hercegovačko-neretvanski kanton,"engineering,_production_and_construction",
2014,Broj,Hercegovačko-neretvanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,Hercegovačko-neretvanski kanton,Zdravstvo i socijalna zaštita,
2014,Broj,Hercegovačko-neretvanski kanton,Usluge,
2014,Broj,Kanton Sarajevo,Obrazovanje,
2014,Broj,Kanton Sarajevo,Umjetnost i humanističke nauke,
2014,Broj,Kanton Sarajevo,"social_sciences,_journalism_and_information",
2014,Broj,Kanton Sarajevo,"business,_administration_and_law",
2014,Broj,Kanton Sarajevo,"natural_sciences,_mathematics_and_statistics",
2014,Broj,Kanton Sarajevo,Informacijske i komunikacijske tehnologije,
2014,Broj,Kanton Sarajevo,"engineering,_production_and_construction",
2014,Broj,Kanton Sarajevo,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2014,Broj,Kanton Sarajevo,Zdravstvo i socijalna zaštita,
2014,Broj,Kanton Sarajevo,Usluge,
2015,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2015,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke nauke,
2015,Broj,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2015,Broj,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2015,Broj,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2015,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2015,Broj,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2015,Broj,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna zaštita,
2015,Broj,Federacija Bosne i Hercegovine,Usluge,
2015,Broj,Unsko-sanski kanton,Obrazovanje,
2015,Broj,Unsko-sanski kanton,Umjetnost i humanističke nauke,
2015,Broj,Unsko-sanski kanton,"social_sciences,_journalism_and_information",
2015,Broj,Unsko-sanski kanton,"business,_administration_and_law",
2015,Broj,Unsko-sanski kanton,"natural_sciences,_mathematics_and_statistics",
2015,Broj,Unsko-sanski kanton,Informacijske i komunikacijske tehnologije,
2015,Broj,Unsko-sanski kanton,"engineering,_production_and_construction",
2015,Broj,Unsko-sanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Broj,Unsko-sanski kanton,Zdravstvo i socijalna zaštita,
2015,Broj,Unsko-sanski kanton,Usluge,
2015,Broj,Tuzlanski kanton,Obrazovanje,
2015,Broj,Tuzlanski kanton,Umjetnost i humanističke nauke,
2015,Broj,Tuzlanski kanton,"social_sciences,_journalism_and_information",
2015,Broj,Tuzlanski kanton,"business,_administration_and_law",
2015,Broj,Tuzlanski kanton,"natural_sciences,_mathematics_and_statistics",
2015,Broj,Tuzlanski kanton,Informacijske i komunikacijske tehnologije,
2015,Broj,Tuzlanski kanton,"engineering,_production_and_construction",
2015,Broj,Tuzlanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Broj,Tuzlanski kanton,Zdravstvo i socijalna zaštita,
2015,Broj,Tuzlanski kanton,Usluge,
2015,Broj,Zeničko-dobojski kanton,Obrazovanje,
2015,Broj,Zeničko-dobojski kanton,Umjetnost i humanističke nauke,
2015,Broj,Zeničko-dobojski kanton,"social_sciences,_journalism_and_information",
2015,Broj,Zeničko-dobojski kanton,"business,_administration_and_law",
2015,Broj,Zeničko-dobojski kanton,"natural_sciences,_mathematics_and_statistics",
2015,Broj,Zeničko-dobojski kanton,Informacijske i komunikacijske tehnologije,
2015,Broj,Zeničko-dobojski kanton,"engineering,_production_and_construction",
2015,Broj,Zeničko-dobojski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Broj,Zeničko-dobojski kanton,Zdravstvo i socijalna zaštita,
2015,Broj,Zeničko-dobojski kanton,Usluge,
2015,Broj,Bosansko-podrinjski kanton,Obrazovanje,
2015,Broj,Bosansko-podrinjski kanton,Umjetnost i humanističke nauke,
2015,Broj,Bosansko-podrinjski kanton,"social_sciences,_journalism_and_information",
2015,Broj,Bosansko-podrinjski kanton,"business,_administration_and_law",
2015,Broj,Bosansko-podrinjski kanton,"natural_sciences,_mathematics_and_statistics",
2015,Broj,Bosansko-podrinjski kanton,Informacijske i komunikacijske tehnologije,
2015,Broj,Bosansko-podrinjski kanton,"engineering,_production_and_construction",
2015,Broj,Bosansko-podrinjski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Broj,Bosansko-podrinjski kanton,Zdravstvo i socijalna zaštita,
2015,Broj,Bosansko-podrinjski kanton,Usluge,
2015,Broj,Srednjobosanski kanton,Obrazovanje,
2015,Broj,Srednjobosanski kanton,Umjetnost i humanističke nauke,
2015,Broj,Srednjobosanski kanton,"social_sciences,_journalism_and_information",
2015,Broj,Srednjobosanski kanton,"business,_administration_and_law",
2015,Broj,Srednjobosanski kanton,"natural_sciences,_mathematics_and_statistics",
2015,Broj,Srednjobosanski kanton,Informacijske i komunikacijske tehnologije,
2015,Broj,Srednjobosanski kanton,"engineering,_production_and_construction",
2015,Broj,Srednjobosanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Broj,Srednjobosanski kanton,Zdravstvo i socijalna zaštita,
2015,Broj,Srednjobosanski kanton,Usluge,
2015,Broj,Hercegovačko-neretvanski kanton,Obrazovanje,
2015,Broj,Hercegovačko-neretvanski kanton,Umjetnost i humanističke nauke,
2015,Broj,Hercegovačko-neretvanski kanton,"social_sciences,_journalism_and_information",
2015,Broj,Hercegovačko-neretvanski kanton,"business,_administration_and_law",
2015,Broj,Hercegovačko-neretvanski kanton,"natural_sciences,_mathematics_and_statistics",
2015,Broj,Hercegovačko-neretvanski kanton,Informacijske i komunikacijske tehnologije,
2015,Broj,Hercegovačko-neretvanski kanton,"engineering,_production_and_construction",
2015,Broj,Hercegovačko-neretvanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Broj,Hercegovačko-neretvanski kanton,Zdravstvo i socijalna zaštita,
2015,Broj,Hercegovačko-neretvanski kanton,Usluge,
2015,Broj,Kanton Sarajevo,Obrazovanje,
2015,Broj,Kanton Sarajevo,Umjetnost i humanističke nauke,
2015,Broj,Kanton Sarajevo,"social_sciences,_journalism_and_information",
2015,Broj,Kanton Sarajevo,"business,_administration_and_law",
2015,Broj,Kanton Sarajevo,"natural_sciences,_mathematics_and_statistics",
2015,Broj,Kanton Sarajevo,Informacijske i komunikacijske tehnologije,
2015,Broj,Kanton Sarajevo,"engineering,_production_and_construction",
2015,Broj,Kanton Sarajevo,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Broj,Kanton Sarajevo,Zdravstvo i socijalna zaštita,
2015,Broj,Kanton Sarajevo,Usluge,
2016,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2016,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke nauke,
2016,Broj,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2016,Broj,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2016,Broj,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2016,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2016,Broj,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2016,Broj,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna zaštita,
2016,Broj,Federacija Bosne i Hercegovine,Usluge,
2016,Broj,Unsko-sanski kanton,Obrazovanje,
2016,Broj,Unsko-sanski kanton,Umjetnost i humanističke nauke,
2016,Broj,Unsko-sanski kanton,"social_sciences,_journalism_and_information",
2016,Broj,Unsko-sanski kanton,"business,_administration_and_law",
2016,Broj,Unsko-sanski kanton,"natural_sciences,_mathematics_and_statistics",
2016,Broj,Unsko-sanski kanton,Informacijske i komunikacijske tehnologije,
2016,Broj,Unsko-sanski kanton,"engineering,_production_and_construction",
2016,Broj,Unsko-sanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Broj,Unsko-sanski kanton,Zdravstvo i socijalna zaštita,
2016,Broj,Unsko-sanski kanton,Usluge,
2016,Broj,Tuzlanski kanton,Obrazovanje,
2016,Broj,Tuzlanski kanton,Umjetnost i humanističke nauke,
2016,Broj,Tuzlanski kanton,"social_sciences,_journalism_and_information",
2016,Broj,Tuzlanski kanton,"business,_administration_and_law",
2016,Broj,Tuzlanski kanton,"natural_sciences,_mathematics_and_statistics",
2016,Broj,Tuzlanski kanton,Informacijske i komunikacijske tehnologije,
2016,Broj,Tuzlanski kanton,"engineering,_production_and_construction",
2016,Broj,Tuzlanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Broj,Tuzlanski kanton,Zdravstvo i socijalna zaštita,
2016,Broj,Tuzlanski kanton,Usluge,
2016,Broj,Zeničko-dobojski kanton,Obrazovanje,
2016,Broj,Zeničko-dobojski kanton,Umjetnost i humanističke nauke,
2016,Broj,Zeničko-dobojski kanton,"social_sciences,_journalism_and_information",
2016,Broj,Zeničko-dobojski kanton,"business,_administration_and_law",
2016,Broj,Zeničko-dobojski kanton,"natural_sciences,_mathematics_and_statistics",
2016,Broj,Zeničko-dobojski kanton,Informacijske i komunikacijske tehnologije,
2016,Broj,Zeničko-dobojski kanton,"engineering,_production_and_construction",
2016,Broj,Zeničko-dobojski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Broj,Zeničko-dobojski kanton,Zdravstvo i socijalna zaštita,
2016,Broj,Zeničko-dobojski kanton,Usluge,
2016,Broj,Bosansko-podrinjski kanton,Obrazovanje,
2016,Broj,Bosansko-podrinjski kanton,Umjetnost i humanističke nauke,
2016,Broj,Bosansko-podrinjski kanton,"social_sciences,_journalism_and_information",
2016,Broj,Bosansko-podrinjski kanton,"business,_administration_and_law",
2016,Broj,Bosansko-podrinjski kanton,"natural_sciences,_mathematics_and_statistics",
2016,Broj,Bosansko-podrinjski kanton,Informacijske i komunikacijske tehnologije,
2016,Broj,Bosansko-podrinjski kanton,"engineering,_production_and_construction",
2016,Broj,Bosansko-podrinjski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Broj,Bosansko-podrinjski kanton,Zdravstvo i socijalna zaštita,
2016,Broj,Bosansko-podrinjski kanton,Usluge,
2016,Broj,Srednjobosanski kanton,Obrazovanje,
2016,Broj,Srednjobosanski kanton,Umjetnost i humanističke nauke,
2016,Broj,Srednjobosanski kanton,"social_sciences,_journalism_and_information",
2016,Broj,Srednjobosanski kanton,"business,_administration_and_law",
2016,Broj,Srednjobosanski kanton,"natural_sciences,_mathematics_and_statistics",
2016,Broj,Srednjobosanski kanton,Informacijske i komunikacijske tehnologije,
2016,Broj,Srednjobosanski kanton,"engineering,_production_and_construction",
2016,Broj,Srednjobosanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Broj,Srednjobosanski kanton,Zdravstvo i socijalna zaštita,
2016,Broj,Srednjobosanski kanton,Usluge,
2016,Broj,Hercegovačko-neretvanski kanton,Obrazovanje,
2016,Broj,Hercegovačko-neretvanski kanton,Umjetnost i humanističke nauke,
2016,Broj,Hercegovačko-neretvanski kanton,"social_sciences,_journalism_and_information",
2016,Broj,Hercegovačko-neretvanski kanton,"business,_administration_and_law",
2016,Broj,Hercegovačko-neretvanski kanton,"natural_sciences,_mathematics_and_statistics",
2016,Broj,Hercegovačko-neretvanski kanton,Informacijske i komunikacijske tehnologije,
2016,Broj,Hercegovačko-neretvanski kanton,"engineering,_production_and_construction",
2016,Broj,Hercegovačko-neretvanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Broj,Hercegovačko-neretvanski kanton,Zdravstvo i socijalna zaštita,
2016,Broj,Hercegovačko-neretvanski kanton,Usluge,
2016,Broj,Kanton Sarajevo,Obrazovanje,
2016,Broj,Kanton Sarajevo,Umjetnost i humanističke nauke,
2016,Broj,Kanton Sarajevo,"social_sciences,_journalism_and_information",
2016,Broj,Kanton Sarajevo,"business,_administration_and_law",
2016,Broj,Kanton Sarajevo,"natural_sciences,_mathematics_and_statistics",
2016,Broj,Kanton Sarajevo,Informacijske i komunikacijske tehnologije,
2016,Broj,Kanton Sarajevo,"engineering,_production_and_construction",
2016,Broj,Kanton Sarajevo,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Broj,Kanton Sarajevo,Zdravstvo i socijalna zaštita,
2016,Broj,Kanton Sarajevo,Usluge,
2017,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2017,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke nauke,
2017,Broj,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2017,Broj,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2017,Broj,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2017,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2017,Broj,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2017,Broj,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna zaštita,
2017,Broj,Federacija Bosne i Hercegovine,Usluge,
2017,Broj,Unsko-sanski kanton,Obrazovanje,
2017,Broj,Unsko-sanski kanton,Umjetnost i humanističke nauke,
2017,Broj,Unsko-sanski kanton,"social_sciences,_journalism_and_information",
2017,Broj,Unsko-sanski kanton,"business,_administration_and_law",
2017,Broj,Unsko-sanski kanton,"natural_sciences,_mathematics_and_statistics",
2017,Broj,Unsko-sanski kanton,Informacijske i komunikacijske tehnologije,
2017,Broj,Unsko-sanski kanton,"engineering,_production_and_construction",
2017,Broj,Unsko-sanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Broj,Unsko-sanski kanton,Zdravstvo i socijalna zaštita,
2017,Broj,Unsko-sanski kanton,Usluge,
2017,Broj,Tuzlanski kanton,Obrazovanje,
2017,Broj,Tuzlanski kanton,Umjetnost i humanističke nauke,
2017,Broj,Tuzlanski kanton,"social_sciences,_journalism_and_information",
2017,Broj,Tuzlanski kanton,"business,_administration_and_law",
2017,Broj,Tuzlanski kanton,"natural_sciences,_mathematics_and_statistics",
2017,Broj,Tuzlanski kanton,Informacijske i komunikacijske tehnologije,
2017,Broj,Tuzlanski kanton,"engineering,_production_and_construction",
2017,Broj,Tuzlanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Broj,Tuzlanski kanton,Zdravstvo i socijalna zaštita,
2017,Broj,Tuzlanski kanton,Usluge,
2017,Broj,Zeničko-dobojski kanton,Obrazovanje,
2017,Broj,Zeničko-dobojski kanton,Umjetnost i humanističke nauke,
2017,Broj,Zeničko-dobojski kanton,"social_sciences,_journalism_and_information",
2017,Broj,Zeničko-dobojski kanton,"business,_administration_and_law",
2017,Broj,Zeničko-dobojski kanton,"natural_sciences,_mathematics_and_statistics",
2017,Broj,Zeničko-dobojski kanton,Informacijske i komunikacijske tehnologije,
2017,Broj,Zeničko-dobojski kanton,"engineering,_production_and_construction",
2017,Broj,Zeničko-dobojski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Broj,Zeničko-dobojski kanton,Zdravstvo i socijalna zaštita,
2017,Broj,Zeničko-dobojski kanton,Usluge,
2017,Broj,Bosansko-podrinjski kanton,Obrazovanje,
2017,Broj,Bosansko-podrinjski kanton,Umjetnost i humanističke nauke,
2017,Broj,Bosansko-podrinjski kanton,"social_sciences,_journalism_and_information",
2017,Broj,Bosansko-podrinjski kanton,"business,_administration_and_law",
2017,Broj,Bosansko-podrinjski kanton,"natural_sciences,_mathematics_and_statistics",
2017,Broj,Bosansko-podrinjski kanton,Informacijske i komunikacijske tehnologije,
2017,Broj,Bosansko-podrinjski kanton,"engineering,_production_and_construction",
2017,Broj,Bosansko-podrinjski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Broj,Bosansko-podrinjski kanton,Zdravstvo i socijalna zaštita,
2017,Broj,Bosansko-podrinjski kanton,Usluge,
2017,Broj,Srednjobosanski kanton,Obrazovanje,
2017,Broj,Srednjobosanski kanton,Umjetnost i humanističke nauke,
2017,Broj,Srednjobosanski kanton,"social_sciences,_journalism_and_information",
2017,Broj,Srednjobosanski kanton,"business,_administration_and_law",
2017,Broj,Srednjobosanski kanton,"natural_sciences,_mathematics_and_statistics",
2017,Broj,Srednjobosanski kanton,Informacijske i komunikacijske tehnologije,
2017,Broj,Srednjobosanski kanton,"engineering,_production_and_construction",
2017,Broj,Srednjobosanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Broj,Srednjobosanski kanton,Zdravstvo i socijalna zaštita,
2017,Broj,Srednjobosanski kanton,Usluge,
2017,Broj,Hercegovačko-neretvanski kanton,Obrazovanje,
2017,Broj,Hercegovačko-neretvanski kanton,Umjetnost i humanističke nauke,
2017,Broj,Hercegovačko-neretvanski kanton,"social_sciences,_journalism_and_information",
2017,Broj,Hercegovačko-neretvanski kanton,"business,_administration_and_law",
2017,Broj,Hercegovačko-neretvanski kanton,"natural_sciences,_mathematics_and_statistics",
2017,Broj,Hercegovačko-neretvanski kanton,Informacijske i komunikacijske tehnologije,
2017,Broj,Hercegovačko-neretvanski kanton,"engineering,_production_and_construction",
2017,Broj,Hercegovačko-neretvanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Broj,Hercegovačko-neretvanski kanton,Zdravstvo i socijalna zaštita,
2017,Broj,Hercegovačko-neretvanski kanton,Usluge,
2017,Broj,Kanton Sarajevo,Obrazovanje,
2017,Broj,Kanton Sarajevo,Umjetnost i humanističke nauke,
2017,Broj,Kanton Sarajevo,"social_sciences,_journalism_and_information",
2017,Broj,Kanton Sarajevo,"business,_administration_and_law",
2017,Broj,Kanton Sarajevo,"natural_sciences,_mathematics_and_statistics",
2017,Broj,Kanton Sarajevo,Informacijske i komunikacijske tehnologije,
2017,Broj,Kanton Sarajevo,"engineering,_production_and_construction",
2017,Broj,Kanton Sarajevo,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Broj,Kanton Sarajevo,Zdravstvo i socijalna zaštita,
2017,Broj,Kanton Sarajevo,Usluge,
2018,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2018,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke nauke,
2018,Broj,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2018,Broj,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2018,Broj,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2018,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2018,Broj,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2018,Broj,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna zaštita,
2018,Broj,Federacija Bosne i Hercegovine,Usluge,
2018,Broj,Unsko-sanski kanton,Obrazovanje,
2018,Broj,Unsko-sanski kanton,Umjetnost i humanističke nauke,
2018,Broj,Unsko-sanski kanton,"social_sciences,_journalism_and_information",
2018,Broj,Unsko-sanski kanton,"business,_administration_and_law",
2018,Broj,Unsko-sanski kanton,"natural_sciences,_mathematics_and_statistics",
2018,Broj,Unsko-sanski kanton,Informacijske i komunikacijske tehnologije,
2018,Broj,Unsko-sanski kanton,"engineering,_production_and_construction",
2018,Broj,Unsko-sanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Broj,Unsko-sanski kanton,Zdravstvo i socijalna zaštita,
2018,Broj,Unsko-sanski kanton,Usluge,
2018,Broj,Tuzlanski kanton,Obrazovanje,
2018,Broj,Tuzlanski kanton,Umjetnost i humanističke nauke,
2018,Broj,Tuzlanski kanton,"social_sciences,_journalism_and_information",
2018,Broj,Tuzlanski kanton,"business,_administration_and_law",
2018,Broj,Tuzlanski kanton,"natural_sciences,_mathematics_and_statistics",
2018,Broj,Tuzlanski kanton,Informacijske i komunikacijske tehnologije,
2018,Broj,Tuzlanski kanton,"engineering,_production_and_construction",
2018,Broj,Tuzlanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Broj,Tuzlanski kanton,Zdravstvo i socijalna zaštita,
2018,Broj,Tuzlanski kanton,Usluge,
2018,Broj,Zeničko-dobojski kanton,Obrazovanje,
2018,Broj,Zeničko-dobojski kanton,Umjetnost i humanističke nauke,
2018,Broj,Zeničko-dobojski kanton,"social_sciences,_journalism_and_information",
2018,Broj,Zeničko-dobojski kanton,"business,_administration_and_law",
2018,Broj,Zeničko-dobojski kanton,"natural_sciences,_mathematics_and_statistics",
2018,Broj,Zeničko-dobojski kanton,Informacijske i komunikacijske tehnologije,
2018,Broj,Zeničko-dobojski kanton,"engineering,_production_and_construction",
2018,Broj,Zeničko-dobojski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Broj,Zeničko-dobojski kanton,Zdravstvo i socijalna zaštita,
2018,Broj,Zeničko-dobojski kanton,Usluge,
2018,Broj,Bosansko-podrinjski kanton,Obrazovanje,
2018,Broj,Bosansko-podrinjski kanton,Umjetnost i humanističke nauke,
2018,Broj,Bosansko-podrinjski kanton,"social_sciences,_journalism_and_information",
2018,Broj,Bosansko-podrinjski kanton,"business,_administration_and_law",
2018,Broj,Bosansko-podrinjski kanton,"natural_sciences,_mathematics_and_statistics",
2018,Broj,Bosansko-podrinjski kanton,Informacijske i komunikacijske tehnologije,
2018,Broj,Bosansko-podrinjski kanton,"engineering,_production_and_construction",
2018,Broj,Bosansko-podrinjski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Broj,Bosansko-podrinjski kanton,Zdravstvo i socijalna zaštita,
2018,Broj,Bosansko-podrinjski kanton,Usluge,
2018,Broj,Srednjobosanski kanton,Obrazovanje,
2018,Broj,Srednjobosanski kanton,Umjetnost i humanističke nauke,
2018,Broj,Srednjobosanski kanton,"social_sciences,_journalism_and_information",
2018,Broj,Srednjobosanski kanton,"business,_administration_and_law",
2018,Broj,Srednjobosanski kanton,"natural_sciences,_mathematics_and_statistics",
2018,Broj,Srednjobosanski kanton,Informacijske i komunikacijske tehnologije,
2018,Broj,Srednjobosanski kanton,"engineering,_production_and_construction",
2018,Broj,Srednjobosanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Broj,Srednjobosanski kanton,Zdravstvo i socijalna zaštita,
2018,Broj,Srednjobosanski kanton,Usluge,
2018,Broj,Hercegovačko-neretvanski kanton,Obrazovanje,
2018,Broj,Hercegovačko-neretvanski kanton,Umjetnost i humanističke nauke,
2018,Broj,Hercegovačko-neretvanski kanton,"social_sciences,_journalism_and_information",
2018,Broj,Hercegovačko-neretvanski kanton,"business,_administration_and_law",
2018,Broj,Hercegovačko-neretvanski kanton,"natural_sciences,_mathematics_and_statistics",
2018,Broj,Hercegovačko-neretvanski kanton,Informacijske i komunikacijske tehnologije,
2018,Broj,Hercegovačko-neretvanski kanton,"engineering,_production_and_construction",
2018,Broj,Hercegovačko-neretvanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Broj,Hercegovačko-neretvanski kanton,Zdravstvo i socijalna zaštita,
2018,Broj,Hercegovačko-neretvanski kanton,Usluge,
2018,Broj,Kanton Sarajevo,Obrazovanje,
2018,Broj,Kanton Sarajevo,Umjetnost i humanističke nauke,
2018,Broj,Kanton Sarajevo,"social_sciences,_journalism_and_information",
2018,Broj,Kanton Sarajevo,"business,_administration_and_law",
2018,Broj,Kanton Sarajevo,"natural_sciences,_mathematics_and_statistics",
2018,Broj,Kanton Sarajevo,Informacijske i komunikacijske tehnologije,
2018,Broj,Kanton Sarajevo,"engineering,_production_and_construction",
2018,Broj,Kanton Sarajevo,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Broj,Kanton Sarajevo,Zdravstvo i socijalna zaštita,
2018,Broj,Kanton Sarajevo,Usluge,
2019,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2019,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke nauke,
2019,Broj,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2019,Broj,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2019,Broj,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2019,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2019,Broj,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2019,Broj,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna zaštita,
2019,Broj,Federacija Bosne i Hercegovine,Usluge,
2019,Broj,Unsko-sanski kanton,Obrazovanje,
2019,Broj,Unsko-sanski kanton,Umjetnost i humanističke nauke,
2019,Broj,Unsko-sanski kanton,"social_sciences,_journalism_and_information",
2019,Broj,Unsko-sanski kanton,"business,_administration_and_law",
2019,Broj,Unsko-sanski kanton,"natural_sciences,_mathematics_and_statistics",
2019,Broj,Unsko-sanski kanton,Informacijske i komunikacijske tehnologije,
2019,Broj,Unsko-sanski kanton,"engineering,_production_and_construction",
2019,Broj,Unsko-sanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Broj,Unsko-sanski kanton,Zdravstvo i socijalna zaštita,
2019,Broj,Unsko-sanski kanton,Usluge,
2019,Broj,Tuzlanski kanton,Obrazovanje,
2019,Broj,Tuzlanski kanton,Umjetnost i humanističke nauke,
2019,Broj,Tuzlanski kanton,"social_sciences,_journalism_and_information",
2019,Broj,Tuzlanski kanton,"business,_administration_and_law",
2019,Broj,Tuzlanski kanton,"natural_sciences,_mathematics_and_statistics",
2019,Broj,Tuzlanski kanton,Informacijske i komunikacijske tehnologije,
2019,Broj,Tuzlanski kanton,"engineering,_production_and_construction",
2019,Broj,Tuzlanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Broj,Tuzlanski kanton,Zdravstvo i socijalna zaštita,
2019,Broj,Tuzlanski kanton,Usluge,
2019,Broj,Zeničko-dobojski kanton,Obrazovanje,
2019,Broj,Zeničko-dobojski kanton,Umjetnost i humanističke nauke,
2019,Broj,Zeničko-dobojski kanton,"social_sciences,_journalism_and_information",
2019,Broj,Zeničko-dobojski kanton,"business,_administration_and_law",
2019,Broj,Zeničko-dobojski kanton,"natural_sciences,_mathematics_and_statistics",
2019,Broj,Zeničko-dobojski kanton,Informacijske i komunikacijske tehnologije,
2019,Broj,Zeničko-dobojski kanton,"engineering,_production_and_construction",
2019,Broj,Zeničko-dobojski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Broj,Zeničko-dobojski kanton,Zdravstvo i socijalna zaštita,
2019,Broj,Zeničko-dobojski kanton,Usluge,
2019,Broj,Bosansko-podrinjski kanton,Obrazovanje,
2019,Broj,Bosansko-podrinjski kanton,Umjetnost i humanističke nauke,
