Year,UNIT_MEASURE,Administrativna oblast,Naučna oblast,Value
2014,Broj,Zeničko-dobojski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2014,Broj,Zeničko-dobojski kanton,Zdravstvo i socijalna zaštita,
2014,Broj,Zeničko-dobojski kanton,Usluge,
2014,Broj,Bosansko-podrinjski kanton,Obrazovanje,
2014,Broj,Bosansko-podrinjski kanton,Umjetnost i humanističke nauke,
2014,Broj,Bosansko-podrinjski kanton,"Društvene nauke, novinarstvo i informiranje",
2014,Broj,Bosansko-podrinjski kanton,"Poslovanje, administracija i pravo",
2014,Broj,Bosansko-podrinjski kanton,"Prirodne nauke, matematika i statistika",
2014,Broj,Bosansko-podrinjski kanton,Informacijske i komunikacijske tehnologije,
2014,Broj,Bosansko-podrinjski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2014,Broj,Bosansko-podrinjski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2014,Broj,Bosansko-podrinjski kanton,Zdravstvo i socijalna zaštita,
2014,Broj,Bosansko-podrinjski kanton,Usluge,
2014,Broj,Srednjobosanski kanton,Obrazovanje,
2014,Broj,Srednjobosanski kanton,Umjetnost i humanističke nauke,
2014,Broj,Srednjobosanski kanton,"Društvene nauke, novinarstvo i informiranje",
2014,Broj,Srednjobosanski kanton,"Poslovanje, administracija i pravo",
2014,Broj,Srednjobosanski kanton,"Prirodne nauke, matematika i statistika",
2014,Broj,Srednjobosanski kanton,Informacijske i komunikacijske tehnologije,
2014,Broj,Srednjobosanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2014,Broj,Srednjobosanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2014,Broj,Srednjobosanski kanton,Zdravstvo i socijalna zaštita,
2014,Broj,Srednjobosanski kanton,Usluge,
2014,Broj,Hercegovačko-neretvanski kanton,Obrazovanje,
2014,Broj,Hercegovačko-neretvanski kanton,Umjetnost i humanističke nauke,
2014,Broj,Hercegovačko-neretvanski kanton,"Društvene nauke, novinarstvo i informiranje",
2014,Broj,Hercegovačko-neretvanski kanton,"Poslovanje, administracija i pravo",
2014,Broj,Hercegovačko-neretvanski kanton,"Prirodne nauke, matematika i statistika",
2014,Broj,Hercegovačko-neretvanski kanton,Informacijske i komunikacijske tehnologije,
2014,Broj,Hercegovačko-neretvanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2014,Broj,Hercegovačko-neretvanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2014,Broj,Hercegovačko-neretvanski kanton,Zdravstvo i socijalna zaštita,
2014,Broj,Hercegovačko-neretvanski kanton,Usluge,
2014,Broj,Kanton Sarajevo,Obrazovanje,
2014,Broj,Kanton Sarajevo,Umjetnost i humanističke nauke,
2014,Broj,Kanton Sarajevo,"Društvene nauke, novinarstvo i informiranje",
2014,Broj,Kanton Sarajevo,"Poslovanje, administracija i pravo",
2014,Broj,Kanton Sarajevo,"Prirodne nauke, matematika i statistika",
2014,Broj,Kanton Sarajevo,Informacijske i komunikacijske tehnologije,
2014,Broj,Kanton Sarajevo,"Inženjerstvo, proizvodnja i građevinarstvo",
2014,Broj,Kanton Sarajevo,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2014,Broj,Kanton Sarajevo,Zdravstvo i socijalna zaštita,
2014,Broj,Kanton Sarajevo,Usluge,
2015,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2015,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke nauke,
2015,Broj,Federacija Bosne i Hercegovine,"Društvene nauke, novinarstvo i informiranje",
2015,Broj,Federacija Bosne i Hercegovine,"Poslovanje, administracija i pravo",
2015,Broj,Federacija Bosne i Hercegovine,"Prirodne nauke, matematika i statistika",
2015,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2015,Broj,Federacija Bosne i Hercegovine,"Inženjerstvo, proizvodnja i građevinarstvo",
2015,Broj,Federacija Bosne i Hercegovine,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2015,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna zaštita,
2015,Broj,Federacija Bosne i Hercegovine,Usluge,
2015,Broj,Unsko-sanski kanton,Obrazovanje,
2015,Broj,Unsko-sanski kanton,Umjetnost i humanističke nauke,
2015,Broj,Unsko-sanski kanton,"Društvene nauke, novinarstvo i informiranje",
2015,Broj,Unsko-sanski kanton,"Poslovanje, administracija i pravo",
2015,Broj,Unsko-sanski kanton,"Prirodne nauke, matematika i statistika",
2015,Broj,Unsko-sanski kanton,Informacijske i komunikacijske tehnologije,
2015,Broj,Unsko-sanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2015,Broj,Unsko-sanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2015,Broj,Unsko-sanski kanton,Zdravstvo i socijalna zaštita,
2015,Broj,Unsko-sanski kanton,Usluge,
2015,Broj,Tuzlanski kanton,Obrazovanje,
2015,Broj,Tuzlanski kanton,Umjetnost i humanističke nauke,
2015,Broj,Tuzlanski kanton,"Društvene nauke, novinarstvo i informiranje",
2015,Broj,Tuzlanski kanton,"Poslovanje, administracija i pravo",
2015,Broj,Tuzlanski kanton,"Prirodne nauke, matematika i statistika",
2015,Broj,Tuzlanski kanton,Informacijske i komunikacijske tehnologije,
2015,Broj,Tuzlanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2015,Broj,Tuzlanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2015,Broj,Tuzlanski kanton,Zdravstvo i socijalna zaštita,
2015,Broj,Tuzlanski kanton,Usluge,
2015,Broj,Zeničko-dobojski kanton,Obrazovanje,
2015,Broj,Zeničko-dobojski kanton,Umjetnost i humanističke nauke,
2015,Broj,Zeničko-dobojski kanton,"Društvene nauke, novinarstvo i informiranje",
2015,Broj,Zeničko-dobojski kanton,"Poslovanje, administracija i pravo",
2015,Broj,Zeničko-dobojski kanton,"Prirodne nauke, matematika i statistika",
2015,Broj,Zeničko-dobojski kanton,Informacijske i komunikacijske tehnologije,
2015,Broj,Zeničko-dobojski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2015,Broj,Zeničko-dobojski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2015,Broj,Zeničko-dobojski kanton,Zdravstvo i socijalna zaštita,
2015,Broj,Zeničko-dobojski kanton,Usluge,
2015,Broj,Bosansko-podrinjski kanton,Obrazovanje,
2015,Broj,Bosansko-podrinjski kanton,Umjetnost i humanističke nauke,
2015,Broj,Bosansko-podrinjski kanton,"Društvene nauke, novinarstvo i informiranje",
2015,Broj,Bosansko-podrinjski kanton,"Poslovanje, administracija i pravo",
2015,Broj,Bosansko-podrinjski kanton,"Prirodne nauke, matematika i statistika",
2015,Broj,Bosansko-podrinjski kanton,Informacijske i komunikacijske tehnologije,
2015,Broj,Bosansko-podrinjski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2015,Broj,Bosansko-podrinjski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2015,Broj,Bosansko-podrinjski kanton,Zdravstvo i socijalna zaštita,
2015,Broj,Bosansko-podrinjski kanton,Usluge,
2015,Broj,Srednjobosanski kanton,Obrazovanje,
2015,Broj,Srednjobosanski kanton,Umjetnost i humanističke nauke,
2015,Broj,Srednjobosanski kanton,"Društvene nauke, novinarstvo i informiranje",
2015,Broj,Srednjobosanski kanton,"Poslovanje, administracija i pravo",
2015,Broj,Srednjobosanski kanton,"Prirodne nauke, matematika i statistika",
2015,Broj,Srednjobosanski kanton,Informacijske i komunikacijske tehnologije,
2015,Broj,Srednjobosanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2015,Broj,Srednjobosanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2015,Broj,Srednjobosanski kanton,Zdravstvo i socijalna zaštita,
2015,Broj,Srednjobosanski kanton,Usluge,
2015,Broj,Hercegovačko-neretvanski kanton,Obrazovanje,
2015,Broj,Hercegovačko-neretvanski kanton,Umjetnost i humanističke nauke,
2015,Broj,Hercegovačko-neretvanski kanton,"Društvene nauke, novinarstvo i informiranje",
2015,Broj,Hercegovačko-neretvanski kanton,"Poslovanje, administracija i pravo",
2015,Broj,Hercegovačko-neretvanski kanton,"Prirodne nauke, matematika i statistika",
2015,Broj,Hercegovačko-neretvanski kanton,Informacijske i komunikacijske tehnologije,
2015,Broj,Hercegovačko-neretvanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2015,Broj,Hercegovačko-neretvanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2015,Broj,Hercegovačko-neretvanski kanton,Zdravstvo i socijalna zaštita,
2015,Broj,Hercegovačko-neretvanski kanton,Usluge,
2015,Broj,Kanton Sarajevo,Obrazovanje,
2015,Broj,Kanton Sarajevo,Umjetnost i humanističke nauke,
2015,Broj,Kanton Sarajevo,"Društvene nauke, novinarstvo i informiranje",
2015,Broj,Kanton Sarajevo,"Poslovanje, administracija i pravo",
2015,Broj,Kanton Sarajevo,"Prirodne nauke, matematika i statistika",
2015,Broj,Kanton Sarajevo,Informacijske i komunikacijske tehnologije,
2015,Broj,Kanton Sarajevo,"Inženjerstvo, proizvodnja i građevinarstvo",
2015,Broj,Kanton Sarajevo,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2015,Broj,Kanton Sarajevo,Zdravstvo i socijalna zaštita,
2015,Broj,Kanton Sarajevo,Usluge,
2016,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2016,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke nauke,
2016,Broj,Federacija Bosne i Hercegovine,"Društvene nauke, novinarstvo i informiranje",
2016,Broj,Federacija Bosne i Hercegovine,"Poslovanje, administracija i pravo",
2016,Broj,Federacija Bosne i Hercegovine,"Prirodne nauke, matematika i statistika",
2016,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2016,Broj,Federacija Bosne i Hercegovine,"Inženjerstvo, proizvodnja i građevinarstvo",
2016,Broj,Federacija Bosne i Hercegovine,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2016,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna zaštita,
2016,Broj,Federacija Bosne i Hercegovine,Usluge,
2016,Broj,Unsko-sanski kanton,Obrazovanje,
2016,Broj,Unsko-sanski kanton,Umjetnost i humanističke nauke,
2016,Broj,Unsko-sanski kanton,"Društvene nauke, novinarstvo i informiranje",
2016,Broj,Unsko-sanski kanton,"Poslovanje, administracija i pravo",
2016,Broj,Unsko-sanski kanton,"Prirodne nauke, matematika i statistika",
2016,Broj,Unsko-sanski kanton,Informacijske i komunikacijske tehnologije,
2016,Broj,Unsko-sanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2016,Broj,Unsko-sanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2016,Broj,Unsko-sanski kanton,Zdravstvo i socijalna zaštita,
2016,Broj,Unsko-sanski kanton,Usluge,
2016,Broj,Tuzlanski kanton,Obrazovanje,
2016,Broj,Tuzlanski kanton,Umjetnost i humanističke nauke,
2016,Broj,Tuzlanski kanton,"Društvene nauke, novinarstvo i informiranje",
2016,Broj,Tuzlanski kanton,"Poslovanje, administracija i pravo",
2016,Broj,Tuzlanski kanton,"Prirodne nauke, matematika i statistika",
2016,Broj,Tuzlanski kanton,Informacijske i komunikacijske tehnologije,
2016,Broj,Tuzlanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2016,Broj,Tuzlanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2016,Broj,Tuzlanski kanton,Zdravstvo i socijalna zaštita,
2016,Broj,Tuzlanski kanton,Usluge,
2016,Broj,Zeničko-dobojski kanton,Obrazovanje,
2016,Broj,Zeničko-dobojski kanton,Umjetnost i humanističke nauke,
2016,Broj,Zeničko-dobojski kanton,"Društvene nauke, novinarstvo i informiranje",
2016,Broj,Zeničko-dobojski kanton,"Poslovanje, administracija i pravo",
2016,Broj,Zeničko-dobojski kanton,"Prirodne nauke, matematika i statistika",
2016,Broj,Zeničko-dobojski kanton,Informacijske i komunikacijske tehnologije,
2016,Broj,Zeničko-dobojski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2016,Broj,Zeničko-dobojski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2016,Broj,Zeničko-dobojski kanton,Zdravstvo i socijalna zaštita,
2016,Broj,Zeničko-dobojski kanton,Usluge,
2016,Broj,Bosansko-podrinjski kanton,Obrazovanje,
2016,Broj,Bosansko-podrinjski kanton,Umjetnost i humanističke nauke,
2016,Broj,Bosansko-podrinjski kanton,"Društvene nauke, novinarstvo i informiranje",
2016,Broj,Bosansko-podrinjski kanton,"Poslovanje, administracija i pravo",
2016,Broj,Bosansko-podrinjski kanton,"Prirodne nauke, matematika i statistika",
2016,Broj,Bosansko-podrinjski kanton,Informacijske i komunikacijske tehnologije,
2016,Broj,Bosansko-podrinjski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2016,Broj,Bosansko-podrinjski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2016,Broj,Bosansko-podrinjski kanton,Zdravstvo i socijalna zaštita,
2016,Broj,Bosansko-podrinjski kanton,Usluge,
2016,Broj,Srednjobosanski kanton,Obrazovanje,
2016,Broj,Srednjobosanski kanton,Umjetnost i humanističke nauke,
2016,Broj,Srednjobosanski kanton,"Društvene nauke, novinarstvo i informiranje",
2016,Broj,Srednjobosanski kanton,"Poslovanje, administracija i pravo",
2016,Broj,Srednjobosanski kanton,"Prirodne nauke, matematika i statistika",
2016,Broj,Srednjobosanski kanton,Informacijske i komunikacijske tehnologije,
2016,Broj,Srednjobosanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2016,Broj,Srednjobosanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2016,Broj,Srednjobosanski kanton,Zdravstvo i socijalna zaštita,
2016,Broj,Srednjobosanski kanton,Usluge,
2016,Broj,Hercegovačko-neretvanski kanton,Obrazovanje,
2016,Broj,Hercegovačko-neretvanski kanton,Umjetnost i humanističke nauke,
2016,Broj,Hercegovačko-neretvanski kanton,"Društvene nauke, novinarstvo i informiranje",
2016,Broj,Hercegovačko-neretvanski kanton,"Poslovanje, administracija i pravo",
2016,Broj,Hercegovačko-neretvanski kanton,"Prirodne nauke, matematika i statistika",
2016,Broj,Hercegovačko-neretvanski kanton,Informacijske i komunikacijske tehnologije,
2016,Broj,Hercegovačko-neretvanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2016,Broj,Hercegovačko-neretvanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2016,Broj,Hercegovačko-neretvanski kanton,Zdravstvo i socijalna zaštita,
2016,Broj,Hercegovačko-neretvanski kanton,Usluge,
2016,Broj,Kanton Sarajevo,Obrazovanje,
2016,Broj,Kanton Sarajevo,Umjetnost i humanističke nauke,
2016,Broj,Kanton Sarajevo,"Društvene nauke, novinarstvo i informiranje",
2016,Broj,Kanton Sarajevo,"Poslovanje, administracija i pravo",
2016,Broj,Kanton Sarajevo,"Prirodne nauke, matematika i statistika",
2016,Broj,Kanton Sarajevo,Informacijske i komunikacijske tehnologije,
2016,Broj,Kanton Sarajevo,"Inženjerstvo, proizvodnja i građevinarstvo",
2016,Broj,Kanton Sarajevo,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2016,Broj,Kanton Sarajevo,Zdravstvo i socijalna zaštita,
2016,Broj,Kanton Sarajevo,Usluge,
2017,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2017,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke nauke,
2017,Broj,Federacija Bosne i Hercegovine,"Društvene nauke, novinarstvo i informiranje",
2017,Broj,Federacija Bosne i Hercegovine,"Poslovanje, administracija i pravo",
2017,Broj,Federacija Bosne i Hercegovine,"Prirodne nauke, matematika i statistika",
2017,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2017,Broj,Federacija Bosne i Hercegovine,"Inženjerstvo, proizvodnja i građevinarstvo",
2017,Broj,Federacija Bosne i Hercegovine,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2017,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna zaštita,
2017,Broj,Federacija Bosne i Hercegovine,Usluge,
2017,Broj,Unsko-sanski kanton,Obrazovanje,
2017,Broj,Unsko-sanski kanton,Umjetnost i humanističke nauke,
2017,Broj,Unsko-sanski kanton,"Društvene nauke, novinarstvo i informiranje",
2017,Broj,Unsko-sanski kanton,"Poslovanje, administracija i pravo",
2017,Broj,Unsko-sanski kanton,"Prirodne nauke, matematika i statistika",
2017,Broj,Unsko-sanski kanton,Informacijske i komunikacijske tehnologije,
2017,Broj,Unsko-sanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2017,Broj,Unsko-sanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2017,Broj,Unsko-sanski kanton,Zdravstvo i socijalna zaštita,
2017,Broj,Unsko-sanski kanton,Usluge,
2017,Broj,Tuzlanski kanton,Obrazovanje,
2017,Broj,Tuzlanski kanton,Umjetnost i humanističke nauke,
2017,Broj,Tuzlanski kanton,"Društvene nauke, novinarstvo i informiranje",
2017,Broj,Tuzlanski kanton,"Poslovanje, administracija i pravo",
2017,Broj,Tuzlanski kanton,"Prirodne nauke, matematika i statistika",
2017,Broj,Tuzlanski kanton,Informacijske i komunikacijske tehnologije,
2017,Broj,Tuzlanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2017,Broj,Tuzlanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2017,Broj,Tuzlanski kanton,Zdravstvo i socijalna zaštita,
2017,Broj,Tuzlanski kanton,Usluge,
2017,Broj,Zeničko-dobojski kanton,Obrazovanje,
2017,Broj,Zeničko-dobojski kanton,Umjetnost i humanističke nauke,
2017,Broj,Zeničko-dobojski kanton,"Društvene nauke, novinarstvo i informiranje",
2017,Broj,Zeničko-dobojski kanton,"Poslovanje, administracija i pravo",
2017,Broj,Zeničko-dobojski kanton,"Prirodne nauke, matematika i statistika",
2017,Broj,Zeničko-dobojski kanton,Informacijske i komunikacijske tehnologije,
2017,Broj,Zeničko-dobojski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2017,Broj,Zeničko-dobojski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2017,Broj,Zeničko-dobojski kanton,Zdravstvo i socijalna zaštita,
2017,Broj,Zeničko-dobojski kanton,Usluge,
2017,Broj,Bosansko-podrinjski kanton,Obrazovanje,
2017,Broj,Bosansko-podrinjski kanton,Umjetnost i humanističke nauke,
2017,Broj,Bosansko-podrinjski kanton,"Društvene nauke, novinarstvo i informiranje",
2017,Broj,Bosansko-podrinjski kanton,"Poslovanje, administracija i pravo",
2017,Broj,Bosansko-podrinjski kanton,"Prirodne nauke, matematika i statistika",
2017,Broj,Bosansko-podrinjski kanton,Informacijske i komunikacijske tehnologije,
2017,Broj,Bosansko-podrinjski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2017,Broj,Bosansko-podrinjski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2017,Broj,Bosansko-podrinjski kanton,Zdravstvo i socijalna zaštita,
2017,Broj,Bosansko-podrinjski kanton,Usluge,
2017,Broj,Srednjobosanski kanton,Obrazovanje,
2017,Broj,Srednjobosanski kanton,Umjetnost i humanističke nauke,
2017,Broj,Srednjobosanski kanton,"Društvene nauke, novinarstvo i informiranje",
2017,Broj,Srednjobosanski kanton,"Poslovanje, administracija i pravo",
2017,Broj,Srednjobosanski kanton,"Prirodne nauke, matematika i statistika",
2017,Broj,Srednjobosanski kanton,Informacijske i komunikacijske tehnologije,
2017,Broj,Srednjobosanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2017,Broj,Srednjobosanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2017,Broj,Srednjobosanski kanton,Zdravstvo i socijalna zaštita,
2017,Broj,Srednjobosanski kanton,Usluge,
2017,Broj,Hercegovačko-neretvanski kanton,Obrazovanje,
2017,Broj,Hercegovačko-neretvanski kanton,Umjetnost i humanističke nauke,
2017,Broj,Hercegovačko-neretvanski kanton,"Društvene nauke, novinarstvo i informiranje",
2017,Broj,Hercegovačko-neretvanski kanton,"Poslovanje, administracija i pravo",
2017,Broj,Hercegovačko-neretvanski kanton,"Prirodne nauke, matematika i statistika",
2017,Broj,Hercegovačko-neretvanski kanton,Informacijske i komunikacijske tehnologije,
2017,Broj,Hercegovačko-neretvanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2017,Broj,Hercegovačko-neretvanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2017,Broj,Hercegovačko-neretvanski kanton,Zdravstvo i socijalna zaštita,
2017,Broj,Hercegovačko-neretvanski kanton,Usluge,
2017,Broj,Kanton Sarajevo,Obrazovanje,
2017,Broj,Kanton Sarajevo,Umjetnost i humanističke nauke,
2017,Broj,Kanton Sarajevo,"Društvene nauke, novinarstvo i informiranje",
2017,Broj,Kanton Sarajevo,"Poslovanje, administracija i pravo",
2017,Broj,Kanton Sarajevo,"Prirodne nauke, matematika i statistika",
2017,Broj,Kanton Sarajevo,Informacijske i komunikacijske tehnologije,
2017,Broj,Kanton Sarajevo,"Inženjerstvo, proizvodnja i građevinarstvo",
2017,Broj,Kanton Sarajevo,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2017,Broj,Kanton Sarajevo,Zdravstvo i socijalna zaštita,
2017,Broj,Kanton Sarajevo,Usluge,
2018,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2018,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke nauke,
2018,Broj,Federacija Bosne i Hercegovine,"Društvene nauke, novinarstvo i informiranje",
2018,Broj,Federacija Bosne i Hercegovine,"Poslovanje, administracija i pravo",
2018,Broj,Federacija Bosne i Hercegovine,"Prirodne nauke, matematika i statistika",
2018,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2018,Broj,Federacija Bosne i Hercegovine,"Inženjerstvo, proizvodnja i građevinarstvo",
2018,Broj,Federacija Bosne i Hercegovine,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2018,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna zaštita,
2018,Broj,Federacija Bosne i Hercegovine,Usluge,
2018,Broj,Unsko-sanski kanton,Obrazovanje,
2018,Broj,Unsko-sanski kanton,Umjetnost i humanističke nauke,
2018,Broj,Unsko-sanski kanton,"Društvene nauke, novinarstvo i informiranje",
2018,Broj,Unsko-sanski kanton,"Poslovanje, administracija i pravo",
2018,Broj,Unsko-sanski kanton,"Prirodne nauke, matematika i statistika",
2018,Broj,Unsko-sanski kanton,Informacijske i komunikacijske tehnologije,
2018,Broj,Unsko-sanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2018,Broj,Unsko-sanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2018,Broj,Unsko-sanski kanton,Zdravstvo i socijalna zaštita,
2018,Broj,Unsko-sanski kanton,Usluge,
2018,Broj,Tuzlanski kanton,Obrazovanje,
2018,Broj,Tuzlanski kanton,Umjetnost i humanističke nauke,
2018,Broj,Tuzlanski kanton,"Društvene nauke, novinarstvo i informiranje",
2018,Broj,Tuzlanski kanton,"Poslovanje, administracija i pravo",
2018,Broj,Tuzlanski kanton,"Prirodne nauke, matematika i statistika",
2018,Broj,Tuzlanski kanton,Informacijske i komunikacijske tehnologije,
2018,Broj,Tuzlanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2018,Broj,Tuzlanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2018,Broj,Tuzlanski kanton,Zdravstvo i socijalna zaštita,
2018,Broj,Tuzlanski kanton,Usluge,
2018,Broj,Zeničko-dobojski kanton,Obrazovanje,
2018,Broj,Zeničko-dobojski kanton,Umjetnost i humanističke nauke,
2018,Broj,Zeničko-dobojski kanton,"Društvene nauke, novinarstvo i informiranje",
2018,Broj,Zeničko-dobojski kanton,"Poslovanje, administracija i pravo",
2018,Broj,Zeničko-dobojski kanton,"Prirodne nauke, matematika i statistika",
2018,Broj,Zeničko-dobojski kanton,Informacijske i komunikacijske tehnologije,
2018,Broj,Zeničko-dobojski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2018,Broj,Zeničko-dobojski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2018,Broj,Zeničko-dobojski kanton,Zdravstvo i socijalna zaštita,
2018,Broj,Zeničko-dobojski kanton,Usluge,
2018,Broj,Bosansko-podrinjski kanton,Obrazovanje,
2018,Broj,Bosansko-podrinjski kanton,Umjetnost i humanističke nauke,
2018,Broj,Bosansko-podrinjski kanton,"Društvene nauke, novinarstvo i informiranje",
2018,Broj,Bosansko-podrinjski kanton,"Poslovanje, administracija i pravo",
2018,Broj,Bosansko-podrinjski kanton,"Prirodne nauke, matematika i statistika",
2018,Broj,Bosansko-podrinjski kanton,Informacijske i komunikacijske tehnologije,
2018,Broj,Bosansko-podrinjski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2018,Broj,Bosansko-podrinjski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2018,Broj,Bosansko-podrinjski kanton,Zdravstvo i socijalna zaštita,
2018,Broj,Bosansko-podrinjski kanton,Usluge,
2018,Broj,Srednjobosanski kanton,Obrazovanje,
2018,Broj,Srednjobosanski kanton,Umjetnost i humanističke nauke,
2018,Broj,Srednjobosanski kanton,"Društvene nauke, novinarstvo i informiranje",
2018,Broj,Srednjobosanski kanton,"Poslovanje, administracija i pravo",
2018,Broj,Srednjobosanski kanton,"Prirodne nauke, matematika i statistika",
2018,Broj,Srednjobosanski kanton,Informacijske i komunikacijske tehnologije,
2018,Broj,Srednjobosanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2018,Broj,Srednjobosanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2018,Broj,Srednjobosanski kanton,Zdravstvo i socijalna zaštita,
2018,Broj,Srednjobosanski kanton,Usluge,
2018,Broj,Hercegovačko-neretvanski kanton,Obrazovanje,
2018,Broj,Hercegovačko-neretvanski kanton,Umjetnost i humanističke nauke,
2018,Broj,Hercegovačko-neretvanski kanton,"Društvene nauke, novinarstvo i informiranje",
2018,Broj,Hercegovačko-neretvanski kanton,"Poslovanje, administracija i pravo",
2018,Broj,Hercegovačko-neretvanski kanton,"Prirodne nauke, matematika i statistika",
2018,Broj,Hercegovačko-neretvanski kanton,Informacijske i komunikacijske tehnologije,
2018,Broj,Hercegovačko-neretvanski kanton,"Inženjerstvo, proizvodnja i građevinarstvo",
2018,Broj,Hercegovačko-neretvanski kanton,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2018,Broj,Hercegovačko-neretvanski kanton,Zdravstvo i socijalna zaštita,
2018,Broj,Hercegovačko-neretvanski kanton,Usluge,
2018,Broj,Kanton Sarajevo,Obrazovanje,
2018,Broj,Kanton Sarajevo,Umjetnost i humanističke nauke,
2018,Broj,Kanton Sarajevo,"Društvene nauke, novinarstvo i informiranje",
2018,Broj,Kanton Sarajevo,"Poslovanje, administracija i pravo",
