Year,UNIT_MEASURE,Admin_Area,scientific_field,Value
2015,Number,Bosnian-Podrinje Canton,Information and communication technologies,
2015,Number,Bosnian-Podrinje Canton,"engineering,_production_and_construction",
2015,Number,Bosnian-Podrinje Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Number,Bosnian-Podrinje Canton,Health and social protection,
2015,Number,Bosnian-Podrinje Canton,Services,
2015,Number,Central Bosnia Canton,Education,
2015,Number,Central Bosnia Canton,Arts and humanities,
2015,Number,Central Bosnia Canton,"social_sciences,_journalism_and_information",
2015,Number,Central Bosnia Canton,"business,_administration_and_law",
2015,Number,Central Bosnia Canton,"natural_sciences,_mathematics_and_statistics",
2015,Number,Central Bosnia Canton,Information and communication technologies,
2015,Number,Central Bosnia Canton,"engineering,_production_and_construction",
2015,Number,Central Bosnia Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Number,Central Bosnia Canton,Health and social protection,
2015,Number,Central Bosnia Canton,Services,
2015,Number,Herzegovina-Neretva Canton,Education,
2015,Number,Herzegovina-Neretva Canton,Arts and humanities,
2015,Number,Herzegovina-Neretva Canton,"social_sciences,_journalism_and_information",
2015,Number,Herzegovina-Neretva Canton,"business,_administration_and_law",
2015,Number,Herzegovina-Neretva Canton,"natural_sciences,_mathematics_and_statistics",
2015,Number,Herzegovina-Neretva Canton,Information and communication technologies,
2015,Number,Herzegovina-Neretva Canton,"engineering,_production_and_construction",
2015,Number,Herzegovina-Neretva Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Number,Herzegovina-Neretva Canton,Health and social protection,
2015,Number,Herzegovina-Neretva Canton,Services,
2015,Number,Sarajevo Canton,Education,
2015,Number,Sarajevo Canton,Arts and humanities,
2015,Number,Sarajevo Canton,"social_sciences,_journalism_and_information",
2015,Number,Sarajevo Canton,"business,_administration_and_law",
2015,Number,Sarajevo Canton,"natural_sciences,_mathematics_and_statistics",
2015,Number,Sarajevo Canton,Information and communication technologies,
2015,Number,Sarajevo Canton,"engineering,_production_and_construction",
2015,Number,Sarajevo Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Number,Sarajevo Canton,Health and social protection,
2015,Number,Sarajevo Canton,Services,
2016,Number,Federation of Bosnia and Herzegovina,Education,
2016,Number,Federation of Bosnia and Herzegovina,Arts and humanities,
2016,Number,Federation of Bosnia and Herzegovina,"social_sciences,_journalism_and_information",
2016,Number,Federation of Bosnia and Herzegovina,"business,_administration_and_law",
2016,Number,Federation of Bosnia and Herzegovina,"natural_sciences,_mathematics_and_statistics",
2016,Number,Federation of Bosnia and Herzegovina,Information and communication technologies,
2016,Number,Federation of Bosnia and Herzegovina,"engineering,_production_and_construction",
2016,Number,Federation of Bosnia and Herzegovina,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Number,Federation of Bosnia and Herzegovina,Health and social protection,
2016,Number,Federation of Bosnia and Herzegovina,Services,
2016,Number,Una-Sana Canton,Education,
2016,Number,Una-Sana Canton,Arts and humanities,
2016,Number,Una-Sana Canton,"social_sciences,_journalism_and_information",
2016,Number,Una-Sana Canton,"business,_administration_and_law",
2016,Number,Una-Sana Canton,"natural_sciences,_mathematics_and_statistics",
2016,Number,Una-Sana Canton,Information and communication technologies,
2016,Number,Una-Sana Canton,"engineering,_production_and_construction",
2016,Number,Una-Sana Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Number,Una-Sana Canton,Health and social protection,
2016,Number,Una-Sana Canton,Services,
2016,Number,Tuzla Canton,Education,
2016,Number,Tuzla Canton,Arts and humanities,
2016,Number,Tuzla Canton,"social_sciences,_journalism_and_information",
2016,Number,Tuzla Canton,"business,_administration_and_law",
2016,Number,Tuzla Canton,"natural_sciences,_mathematics_and_statistics",
2016,Number,Tuzla Canton,Information and communication technologies,
2016,Number,Tuzla Canton,"engineering,_production_and_construction",
2016,Number,Tuzla Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Number,Tuzla Canton,Health and social protection,
2016,Number,Tuzla Canton,Services,
2016,Number,Zenica-Doboj Canton,Education,
2016,Number,Zenica-Doboj Canton,Arts and humanities,
2016,Number,Zenica-Doboj Canton,"social_sciences,_journalism_and_information",
2016,Number,Zenica-Doboj Canton,"business,_administration_and_law",
2016,Number,Zenica-Doboj Canton,"natural_sciences,_mathematics_and_statistics",
2016,Number,Zenica-Doboj Canton,Information and communication technologies,
2016,Number,Zenica-Doboj Canton,"engineering,_production_and_construction",
2016,Number,Zenica-Doboj Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Number,Zenica-Doboj Canton,Health and social protection,
2016,Number,Zenica-Doboj Canton,Services,
2016,Number,Bosnian-Podrinje Canton,Education,
2016,Number,Bosnian-Podrinje Canton,Arts and humanities,
2016,Number,Bosnian-Podrinje Canton,"social_sciences,_journalism_and_information",
2016,Number,Bosnian-Podrinje Canton,"business,_administration_and_law",
2016,Number,Bosnian-Podrinje Canton,"natural_sciences,_mathematics_and_statistics",
2016,Number,Bosnian-Podrinje Canton,Information and communication technologies,
2016,Number,Bosnian-Podrinje Canton,"engineering,_production_and_construction",
2016,Number,Bosnian-Podrinje Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Number,Bosnian-Podrinje Canton,Health and social protection,
2016,Number,Bosnian-Podrinje Canton,Services,
2016,Number,Central Bosnia Canton,Education,
2016,Number,Central Bosnia Canton,Arts and humanities,
2016,Number,Central Bosnia Canton,"social_sciences,_journalism_and_information",
2016,Number,Central Bosnia Canton,"business,_administration_and_law",
2016,Number,Central Bosnia Canton,"natural_sciences,_mathematics_and_statistics",
2016,Number,Central Bosnia Canton,Information and communication technologies,
2016,Number,Central Bosnia Canton,"engineering,_production_and_construction",
2016,Number,Central Bosnia Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Number,Central Bosnia Canton,Health and social protection,
2016,Number,Central Bosnia Canton,Services,
2016,Number,Herzegovina-Neretva Canton,Education,
2016,Number,Herzegovina-Neretva Canton,Arts and humanities,
2016,Number,Herzegovina-Neretva Canton,"social_sciences,_journalism_and_information",
2016,Number,Herzegovina-Neretva Canton,"business,_administration_and_law",
2016,Number,Herzegovina-Neretva Canton,"natural_sciences,_mathematics_and_statistics",
2016,Number,Herzegovina-Neretva Canton,Information and communication technologies,
2016,Number,Herzegovina-Neretva Canton,"engineering,_production_and_construction",
2016,Number,Herzegovina-Neretva Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Number,Herzegovina-Neretva Canton,Health and social protection,
2016,Number,Herzegovina-Neretva Canton,Services,
2016,Number,Sarajevo Canton,Education,
2016,Number,Sarajevo Canton,Arts and humanities,
2016,Number,Sarajevo Canton,"social_sciences,_journalism_and_information",
2016,Number,Sarajevo Canton,"business,_administration_and_law",
2016,Number,Sarajevo Canton,"natural_sciences,_mathematics_and_statistics",
2016,Number,Sarajevo Canton,Information and communication technologies,
2016,Number,Sarajevo Canton,"engineering,_production_and_construction",
2016,Number,Sarajevo Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Number,Sarajevo Canton,Health and social protection,
2016,Number,Sarajevo Canton,Services,
2017,Number,Federation of Bosnia and Herzegovina,Education,
2017,Number,Federation of Bosnia and Herzegovina,Arts and humanities,
2017,Number,Federation of Bosnia and Herzegovina,"social_sciences,_journalism_and_information",
2017,Number,Federation of Bosnia and Herzegovina,"business,_administration_and_law",
2017,Number,Federation of Bosnia and Herzegovina,"natural_sciences,_mathematics_and_statistics",
2017,Number,Federation of Bosnia and Herzegovina,Information and communication technologies,
2017,Number,Federation of Bosnia and Herzegovina,"engineering,_production_and_construction",
2017,Number,Federation of Bosnia and Herzegovina,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Number,Federation of Bosnia and Herzegovina,Health and social protection,
2017,Number,Federation of Bosnia and Herzegovina,Services,
2017,Number,Una-Sana Canton,Education,
2017,Number,Una-Sana Canton,Arts and humanities,
2017,Number,Una-Sana Canton,"social_sciences,_journalism_and_information",
2017,Number,Una-Sana Canton,"business,_administration_and_law",
2017,Number,Una-Sana Canton,"natural_sciences,_mathematics_and_statistics",
2017,Number,Una-Sana Canton,Information and communication technologies,
2017,Number,Una-Sana Canton,"engineering,_production_and_construction",
2017,Number,Una-Sana Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Number,Una-Sana Canton,Health and social protection,
2017,Number,Una-Sana Canton,Services,
2017,Number,Tuzla Canton,Education,
2017,Number,Tuzla Canton,Arts and humanities,
2017,Number,Tuzla Canton,"social_sciences,_journalism_and_information",
2017,Number,Tuzla Canton,"business,_administration_and_law",
2017,Number,Tuzla Canton,"natural_sciences,_mathematics_and_statistics",
2017,Number,Tuzla Canton,Information and communication technologies,
2017,Number,Tuzla Canton,"engineering,_production_and_construction",
2017,Number,Tuzla Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Number,Tuzla Canton,Health and social protection,
2017,Number,Tuzla Canton,Services,
2017,Number,Zenica-Doboj Canton,Education,
2017,Number,Zenica-Doboj Canton,Arts and humanities,
2017,Number,Zenica-Doboj Canton,"social_sciences,_journalism_and_information",
2017,Number,Zenica-Doboj Canton,"business,_administration_and_law",
2017,Number,Zenica-Doboj Canton,"natural_sciences,_mathematics_and_statistics",
2017,Number,Zenica-Doboj Canton,Information and communication technologies,
2017,Number,Zenica-Doboj Canton,"engineering,_production_and_construction",
2017,Number,Zenica-Doboj Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Number,Zenica-Doboj Canton,Health and social protection,
2017,Number,Zenica-Doboj Canton,Services,
2017,Number,Bosnian-Podrinje Canton,Education,
2017,Number,Bosnian-Podrinje Canton,Arts and humanities,
2017,Number,Bosnian-Podrinje Canton,"social_sciences,_journalism_and_information",
2017,Number,Bosnian-Podrinje Canton,"business,_administration_and_law",
2017,Number,Bosnian-Podrinje Canton,"natural_sciences,_mathematics_and_statistics",
2017,Number,Bosnian-Podrinje Canton,Information and communication technologies,
2017,Number,Bosnian-Podrinje Canton,"engineering,_production_and_construction",
2017,Number,Bosnian-Podrinje Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Number,Bosnian-Podrinje Canton,Health and social protection,
2017,Number,Bosnian-Podrinje Canton,Services,
2017,Number,Central Bosnia Canton,Education,
2017,Number,Central Bosnia Canton,Arts and humanities,
2017,Number,Central Bosnia Canton,"social_sciences,_journalism_and_information",
2017,Number,Central Bosnia Canton,"business,_administration_and_law",
2017,Number,Central Bosnia Canton,"natural_sciences,_mathematics_and_statistics",
2017,Number,Central Bosnia Canton,Information and communication technologies,
2017,Number,Central Bosnia Canton,"engineering,_production_and_construction",
2017,Number,Central Bosnia Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Number,Central Bosnia Canton,Health and social protection,
2017,Number,Central Bosnia Canton,Services,
2017,Number,Herzegovina-Neretva Canton,Education,
2017,Number,Herzegovina-Neretva Canton,Arts and humanities,
2017,Number,Herzegovina-Neretva Canton,"social_sciences,_journalism_and_information",
2017,Number,Herzegovina-Neretva Canton,"business,_administration_and_law",
2017,Number,Herzegovina-Neretva Canton,"natural_sciences,_mathematics_and_statistics",
2017,Number,Herzegovina-Neretva Canton,Information and communication technologies,
2017,Number,Herzegovina-Neretva Canton,"engineering,_production_and_construction",
2017,Number,Herzegovina-Neretva Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Number,Herzegovina-Neretva Canton,Health and social protection,
2017,Number,Herzegovina-Neretva Canton,Services,
2017,Number,Sarajevo Canton,Education,
2017,Number,Sarajevo Canton,Arts and humanities,
2017,Number,Sarajevo Canton,"social_sciences,_journalism_and_information",
2017,Number,Sarajevo Canton,"business,_administration_and_law",
2017,Number,Sarajevo Canton,"natural_sciences,_mathematics_and_statistics",
2017,Number,Sarajevo Canton,Information and communication technologies,
2017,Number,Sarajevo Canton,"engineering,_production_and_construction",
2017,Number,Sarajevo Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Number,Sarajevo Canton,Health and social protection,
2017,Number,Sarajevo Canton,Services,
2018,Number,Federation of Bosnia and Herzegovina,Education,
2018,Number,Federation of Bosnia and Herzegovina,Arts and humanities,
2018,Number,Federation of Bosnia and Herzegovina,"social_sciences,_journalism_and_information",
2018,Number,Federation of Bosnia and Herzegovina,"business,_administration_and_law",
2018,Number,Federation of Bosnia and Herzegovina,"natural_sciences,_mathematics_and_statistics",
2018,Number,Federation of Bosnia and Herzegovina,Information and communication technologies,
2018,Number,Federation of Bosnia and Herzegovina,"engineering,_production_and_construction",
2018,Number,Federation of Bosnia and Herzegovina,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Number,Federation of Bosnia and Herzegovina,Health and social protection,
2018,Number,Federation of Bosnia and Herzegovina,Services,
2018,Number,Una-Sana Canton,Education,
2018,Number,Una-Sana Canton,Arts and humanities,
2018,Number,Una-Sana Canton,"social_sciences,_journalism_and_information",
2018,Number,Una-Sana Canton,"business,_administration_and_law",
2018,Number,Una-Sana Canton,"natural_sciences,_mathematics_and_statistics",
2018,Number,Una-Sana Canton,Information and communication technologies,
2018,Number,Una-Sana Canton,"engineering,_production_and_construction",
2018,Number,Una-Sana Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Number,Una-Sana Canton,Health and social protection,
2018,Number,Una-Sana Canton,Services,
2018,Number,Tuzla Canton,Education,
2018,Number,Tuzla Canton,Arts and humanities,
2018,Number,Tuzla Canton,"social_sciences,_journalism_and_information",
2018,Number,Tuzla Canton,"business,_administration_and_law",
2018,Number,Tuzla Canton,"natural_sciences,_mathematics_and_statistics",
2018,Number,Tuzla Canton,Information and communication technologies,
2018,Number,Tuzla Canton,"engineering,_production_and_construction",
2018,Number,Tuzla Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Number,Tuzla Canton,Health and social protection,
2018,Number,Tuzla Canton,Services,
2018,Number,Zenica-Doboj Canton,Education,
2018,Number,Zenica-Doboj Canton,Arts and humanities,
2018,Number,Zenica-Doboj Canton,"social_sciences,_journalism_and_information",
2018,Number,Zenica-Doboj Canton,"business,_administration_and_law",
2018,Number,Zenica-Doboj Canton,"natural_sciences,_mathematics_and_statistics",
2018,Number,Zenica-Doboj Canton,Information and communication technologies,
2018,Number,Zenica-Doboj Canton,"engineering,_production_and_construction",
2018,Number,Zenica-Doboj Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Number,Zenica-Doboj Canton,Health and social protection,
2018,Number,Zenica-Doboj Canton,Services,
2018,Number,Bosnian-Podrinje Canton,Education,
2018,Number,Bosnian-Podrinje Canton,Arts and humanities,
2018,Number,Bosnian-Podrinje Canton,"social_sciences,_journalism_and_information",
2018,Number,Bosnian-Podrinje Canton,"business,_administration_and_law",
2018,Number,Bosnian-Podrinje Canton,"natural_sciences,_mathematics_and_statistics",
2018,Number,Bosnian-Podrinje Canton,Information and communication technologies,
2018,Number,Bosnian-Podrinje Canton,"engineering,_production_and_construction",
2018,Number,Bosnian-Podrinje Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Number,Bosnian-Podrinje Canton,Health and social protection,
2018,Number,Bosnian-Podrinje Canton,Services,
2018,Number,Central Bosnia Canton,Education,
2018,Number,Central Bosnia Canton,Arts and humanities,
2018,Number,Central Bosnia Canton,"social_sciences,_journalism_and_information",
2018,Number,Central Bosnia Canton,"business,_administration_and_law",
2018,Number,Central Bosnia Canton,"natural_sciences,_mathematics_and_statistics",
2018,Number,Central Bosnia Canton,Information and communication technologies,
2018,Number,Central Bosnia Canton,"engineering,_production_and_construction",
2018,Number,Central Bosnia Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Number,Central Bosnia Canton,Health and social protection,
2018,Number,Central Bosnia Canton,Services,
2018,Number,Herzegovina-Neretva Canton,Education,
2018,Number,Herzegovina-Neretva Canton,Arts and humanities,
2018,Number,Herzegovina-Neretva Canton,"social_sciences,_journalism_and_information",
2018,Number,Herzegovina-Neretva Canton,"business,_administration_and_law",
2018,Number,Herzegovina-Neretva Canton,"natural_sciences,_mathematics_and_statistics",
2018,Number,Herzegovina-Neretva Canton,Information and communication technologies,
2018,Number,Herzegovina-Neretva Canton,"engineering,_production_and_construction",
2018,Number,Herzegovina-Neretva Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Number,Herzegovina-Neretva Canton,Health and social protection,
2018,Number,Herzegovina-Neretva Canton,Services,
2018,Number,Sarajevo Canton,Education,
2018,Number,Sarajevo Canton,Arts and humanities,
2018,Number,Sarajevo Canton,"social_sciences,_journalism_and_information",
2018,Number,Sarajevo Canton,"business,_administration_and_law",
2018,Number,Sarajevo Canton,"natural_sciences,_mathematics_and_statistics",
2018,Number,Sarajevo Canton,Information and communication technologies,
2018,Number,Sarajevo Canton,"engineering,_production_and_construction",
2018,Number,Sarajevo Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Number,Sarajevo Canton,Health and social protection,
2018,Number,Sarajevo Canton,Services,
2019,Number,Federation of Bosnia and Herzegovina,Education,
2019,Number,Federation of Bosnia and Herzegovina,Arts and humanities,
2019,Number,Federation of Bosnia and Herzegovina,"social_sciences,_journalism_and_information",
2019,Number,Federation of Bosnia and Herzegovina,"business,_administration_and_law",
2019,Number,Federation of Bosnia and Herzegovina,"natural_sciences,_mathematics_and_statistics",
2019,Number,Federation of Bosnia and Herzegovina,Information and communication technologies,
2019,Number,Federation of Bosnia and Herzegovina,"engineering,_production_and_construction",
2019,Number,Federation of Bosnia and Herzegovina,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Number,Federation of Bosnia and Herzegovina,Health and social protection,
2019,Number,Federation of Bosnia and Herzegovina,Services,
2019,Number,Una-Sana Canton,Education,
2019,Number,Una-Sana Canton,Arts and humanities,
2019,Number,Una-Sana Canton,"social_sciences,_journalism_and_information",
2019,Number,Una-Sana Canton,"business,_administration_and_law",
2019,Number,Una-Sana Canton,"natural_sciences,_mathematics_and_statistics",
2019,Number,Una-Sana Canton,Information and communication technologies,
2019,Number,Una-Sana Canton,"engineering,_production_and_construction",
2019,Number,Una-Sana Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Number,Una-Sana Canton,Health and social protection,
2019,Number,Una-Sana Canton,Services,
2019,Number,Tuzla Canton,Education,
2019,Number,Tuzla Canton,Arts and humanities,
2019,Number,Tuzla Canton,"social_sciences,_journalism_and_information",
2019,Number,Tuzla Canton,"business,_administration_and_law",
2019,Number,Tuzla Canton,"natural_sciences,_mathematics_and_statistics",
2019,Number,Tuzla Canton,Information and communication technologies,
2019,Number,Tuzla Canton,"engineering,_production_and_construction",
2019,Number,Tuzla Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Number,Tuzla Canton,Health and social protection,
2019,Number,Tuzla Canton,Services,
2019,Number,Zenica-Doboj Canton,Education,
2019,Number,Zenica-Doboj Canton,Arts and humanities,
2019,Number,Zenica-Doboj Canton,"social_sciences,_journalism_and_information",
2019,Number,Zenica-Doboj Canton,"business,_administration_and_law",
2019,Number,Zenica-Doboj Canton,"natural_sciences,_mathematics_and_statistics",
2019,Number,Zenica-Doboj Canton,Information and communication technologies,
2019,Number,Zenica-Doboj Canton,"engineering,_production_and_construction",
2019,Number,Zenica-Doboj Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Number,Zenica-Doboj Canton,Health and social protection,
2019,Number,Zenica-Doboj Canton,Services,
2019,Number,Bosnian-Podrinje Canton,Education,
2019,Number,Bosnian-Podrinje Canton,Arts and humanities,
2019,Number,Bosnian-Podrinje Canton,"social_sciences,_journalism_and_information",
2019,Number,Bosnian-Podrinje Canton,"business,_administration_and_law",
2019,Number,Bosnian-Podrinje Canton,"natural_sciences,_mathematics_and_statistics",
2019,Number,Bosnian-Podrinje Canton,Information and communication technologies,
2019,Number,Bosnian-Podrinje Canton,"engineering,_production_and_construction",
2019,Number,Bosnian-Podrinje Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Number,Bosnian-Podrinje Canton,Health and social protection,
2019,Number,Bosnian-Podrinje Canton,Services,
2019,Number,Central Bosnia Canton,Education,
2019,Number,Central Bosnia Canton,Arts and humanities,
2019,Number,Central Bosnia Canton,"social_sciences,_journalism_and_information",
2019,Number,Central Bosnia Canton,"business,_administration_and_law",
2019,Number,Central Bosnia Canton,"natural_sciences,_mathematics_and_statistics",
2019,Number,Central Bosnia Canton,Information and communication technologies,
2019,Number,Central Bosnia Canton,"engineering,_production_and_construction",
2019,Number,Central Bosnia Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Number,Central Bosnia Canton,Health and social protection,
2019,Number,Central Bosnia Canton,Services,
2019,Number,Herzegovina-Neretva Canton,Education,
2019,Number,Herzegovina-Neretva Canton,Arts and humanities,
2019,Number,Herzegovina-Neretva Canton,"social_sciences,_journalism_and_information",
2019,Number,Herzegovina-Neretva Canton,"business,_administration_and_law",
2019,Number,Herzegovina-Neretva Canton,"natural_sciences,_mathematics_and_statistics",
2019,Number,Herzegovina-Neretva Canton,Information and communication technologies,
2019,Number,Herzegovina-Neretva Canton,"engineering,_production_and_construction",
2019,Number,Herzegovina-Neretva Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Number,Herzegovina-Neretva Canton,Health and social protection,
2019,Number,Herzegovina-Neretva Canton,Services,
2019,Number,Sarajevo Canton,Education,
2019,Number,Sarajevo Canton,Arts and humanities,
2019,Number,Sarajevo Canton,"social_sciences,_journalism_and_information",
2019,Number,Sarajevo Canton,"business,_administration_and_law",
2019,Number,Sarajevo Canton,"natural_sciences,_mathematics_and_statistics",
2019,Number,Sarajevo Canton,Information and communication technologies,
2019,Number,Sarajevo Canton,"engineering,_production_and_construction",
2019,Number,Sarajevo Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Number,Sarajevo Canton,Health and social protection,
2019,Number,Sarajevo Canton,Services,
2020,Number,Federation of Bosnia and Herzegovina,Education,
2020,Number,Federation of Bosnia and Herzegovina,Arts and humanities,
2020,Number,Federation of Bosnia and Herzegovina,"social_sciences,_journalism_and_information",
2020,Number,Federation of Bosnia and Herzegovina,"business,_administration_and_law",
2020,Number,Federation of Bosnia and Herzegovina,"natural_sciences,_mathematics_and_statistics",
2020,Number,Federation of Bosnia and Herzegovina,Information and communication technologies,
2020,Number,Federation of Bosnia and Herzegovina,"engineering,_production_and_construction",
2020,Number,Federation of Bosnia and Herzegovina,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Number,Federation of Bosnia and Herzegovina,Health and social protection,
2020,Number,Federation of Bosnia and Herzegovina,Services,
2020,Number,Una-Sana Canton,Education,
2020,Number,Una-Sana Canton,Arts and humanities,
2020,Number,Una-Sana Canton,"social_sciences,_journalism_and_information",
2020,Number,Una-Sana Canton,"business,_administration_and_law",
2020,Number,Una-Sana Canton,"natural_sciences,_mathematics_and_statistics",
2020,Number,Una-Sana Canton,Information and communication technologies,
2020,Number,Una-Sana Canton,"engineering,_production_and_construction",
2020,Number,Una-Sana Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Number,Una-Sana Canton,Health and social protection,
2020,Number,Una-Sana Canton,Services,
2020,Number,Tuzla Canton,Education,
2020,Number,Tuzla Canton,Arts and humanities,
2020,Number,Tuzla Canton,"social_sciences,_journalism_and_information",
2020,Number,Tuzla Canton,"business,_administration_and_law",
2020,Number,Tuzla Canton,"natural_sciences,_mathematics_and_statistics",
2020,Number,Tuzla Canton,Information and communication technologies,
2020,Number,Tuzla Canton,"engineering,_production_and_construction",
2020,Number,Tuzla Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Number,Tuzla Canton,Health and social protection,
2020,Number,Tuzla Canton,Services,
2020,Number,Zenica-Doboj Canton,Education,
2020,Number,Zenica-Doboj Canton,Arts and humanities,
2020,Number,Zenica-Doboj Canton,"social_sciences,_journalism_and_information",
2020,Number,Zenica-Doboj Canton,"business,_administration_and_law",
2020,Number,Zenica-Doboj Canton,"natural_sciences,_mathematics_and_statistics",
2020,Number,Zenica-Doboj Canton,Information and communication technologies,
2020,Number,Zenica-Doboj Canton,"engineering,_production_and_construction",
2020,Number,Zenica-Doboj Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Number,Zenica-Doboj Canton,Health and social protection,
2020,Number,Zenica-Doboj Canton,Services,
2020,Number,Bosnian-Podrinje Canton,Education,
2020,Number,Bosnian-Podrinje Canton,Arts and humanities,
2020,Number,Bosnian-Podrinje Canton,"social_sciences,_journalism_and_information",
2020,Number,Bosnian-Podrinje Canton,"business,_administration_and_law",
2020,Number,Bosnian-Podrinje Canton,"natural_sciences,_mathematics_and_statistics",
2020,Number,Bosnian-Podrinje Canton,Information and communication technologies,
2020,Number,Bosnian-Podrinje Canton,"engineering,_production_and_construction",
2020,Number,Bosnian-Podrinje Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Number,Bosnian-Podrinje Canton,Health and social protection,
2020,Number,Bosnian-Podrinje Canton,Services,
2020,Number,Central Bosnia Canton,Education,
2020,Number,Central Bosnia Canton,Arts and humanities,
2020,Number,Central Bosnia Canton,"social_sciences,_journalism_and_information",
2020,Number,Central Bosnia Canton,"business,_administration_and_law",
2020,Number,Central Bosnia Canton,"natural_sciences,_mathematics_and_statistics",
2020,Number,Central Bosnia Canton,Information and communication technologies,
2020,Number,Central Bosnia Canton,"engineering,_production_and_construction",
2020,Number,Central Bosnia Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Number,Central Bosnia Canton,Health and social protection,
2020,Number,Central Bosnia Canton,Services,
2020,Number,Herzegovina-Neretva Canton,Education,
2020,Number,Herzegovina-Neretva Canton,Arts and humanities,
2020,Number,Herzegovina-Neretva Canton,"social_sciences,_journalism_and_information",
2020,Number,Herzegovina-Neretva Canton,"business,_administration_and_law",
2020,Number,Herzegovina-Neretva Canton,"natural_sciences,_mathematics_and_statistics",
2020,Number,Herzegovina-Neretva Canton,Information and communication technologies,
2020,Number,Herzegovina-Neretva Canton,"engineering,_production_and_construction",
2020,Number,Herzegovina-Neretva Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Number,Herzegovina-Neretva Canton,Health and social protection,
2020,Number,Herzegovina-Neretva Canton,Services,
2020,Number,Sarajevo Canton,Education,
2020,Number,Sarajevo Canton,Arts and humanities,
2020,Number,Sarajevo Canton,"social_sciences,_journalism_and_information",
2020,Number,Sarajevo Canton,"business,_administration_and_law",
2020,Number,Sarajevo Canton,"natural_sciences,_mathematics_and_statistics",
2020,Number,Sarajevo Canton,Information and communication technologies,
2020,Number,Sarajevo Canton,"engineering,_production_and_construction",
2020,Number,Sarajevo Canton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Number,Sarajevo Canton,Health and social protection,
2020,Number,Sarajevo Canton,Services,
