Year,UNIT_MEASURE,Sex,Age,Value
2017,Number,Both sexes,17,
2017,Number,Both sexes,18,
2017,Number,Both sexes,19,
2017,Number,Both sexes,20,
2017,Number,Both sexes,21,
2017,Number,Both sexes,22,
2017,Number,Both sexes,23,
2017,Number,Both sexes,24,
2017,Number,Both sexes,25,
2017,Number,Both sexes,26,
2017,Number,Both sexes,27,
2017,Number,Both sexes,28,
2017,Number,Both sexes,29,
2017,Number,Both sexes,30,
2017,Number,Both sexes,31,
2017,Number,Both sexes,32,
2017,Number,Both sexes,33,
2017,Number,Both sexes,34,
2017,Number,Both sexes,35,
2017,Number,Both sexes,36,
2017,Number,Both sexes,37,
2017,Number,Both sexes,38,
2017,Number,Both sexes,39,
2017,Number,Both sexes,40,
2017,Number,Both sexes,41,
2017,Number,Both sexes,42,
2017,Number,Both sexes,43,
2017,Number,Both sexes,44,
2017,Number,Both sexes,45,
2017,Number,Both sexes,46,
2017,Number,Both sexes,47,
2017,Number,Both sexes,48,
2017,Number,Both sexes,49,
2017,Number,Both sexes,50,
2017,Number,Both sexes,51,
2017,Number,Both sexes,52,
2017,Number,Both sexes,53,
2017,Number,Both sexes,54,
2017,Number,Both sexes,55,
2017,Number,Both sexes,56,
2017,Number,Both sexes,57,
2017,Number,Both sexes,58,
2017,Number,Both sexes,59,
2017,Number,Both sexes,60,
2017,Number,Both sexes,61,
2017,Number,Both sexes,62,
2017,Number,Both sexes,63,
2017,Number,Both sexes,64,
2017,Number,Both sexes,65,
2017,Number,Both sexes,66,
2017,Number,Both sexes,67,
2017,Number,Both sexes,68,
2017,Number,Both sexes,69,
2017,Number,Both sexes,70,
2017,Number,Both sexes,71,
2017,Number,Both sexes,72,
2017,Number,Both sexes,73,
2017,Number,Both sexes,74,
2017,Number,Both sexes,75,
2017,Number,Both sexes,76,
2017,Number,Both sexes,77,
2017,Number,Both sexes,78,
2017,Number,Both sexes,79,
2017,Number,Both sexes,80,
2017,Number,Both sexes,81,
2017,Number,Both sexes,82,
2017,Number,Both sexes,83,
2017,Number,Both sexes,84,
2017,Number,Both sexes,85,
2017,Number,Both sexes,86,
2017,Number,Both sexes,87,
2017,Number,Both sexes,88,
2017,Number,Both sexes,89,
2017,Number,Both sexes,90,
2017,Number,Both sexes,91,
2017,Number,Both sexes,92,
2017,Number,Both sexes,93,
2017,Number,Both sexes,94,
2017,Number,Both sexes,95,
2017,Number,Both sexes,96,
2017,Number,Both sexes,97,
2017,Number,Both sexes,98,
2017,Number,Both sexes,99,
2017,Number,Both sexes,100,
2017,Number,Both sexes,101,
2017,Number,Both sexes,102,
2017,Number,Both sexes,103,
2017,Number,Both sexes,104,
2017,Number,Both sexes,105,
2017,Number,Both sexes,106,
2017,Number,Both sexes,107,
2017,Number,Both sexes,108,
2017,Number,Both sexes,109,
2017,Number,Both sexes,110,
2017,Number,Both sexes,111,
2017,Number,Both sexes,112,
2017,Number,Both sexes,113,
2017,Number,Both sexes,114,
2017,Number,Both sexes,115,
2017,Number,Both sexes,116,
2017,Number,Both sexes,117,
2017,Number,Both sexes,118,
2017,Number,Both sexes,119,
2017,Number,Both sexes,120,
2017,Number,Both sexes,Unknown,
2017,Number,Both sexes,Total,
2017,Number,M,0,
2017,Number,M,1,
2017,Number,M,2,
2017,Number,M,3,
2017,Number,M,4,
2017,Number,M,5,
2017,Number,M,6,
2017,Number,M,7,
2017,Number,M,8,
2017,Number,M,9,
2017,Number,M,10,
2017,Number,M,11,
2017,Number,M,12,
2017,Number,M,13,
2017,Number,M,14,
2017,Number,M,15,
2017,Number,M,16,
2017,Number,M,17,
2017,Number,M,18,
2017,Number,M,19,
2017,Number,M,20,
2017,Number,M,21,
2017,Number,M,22,
2017,Number,M,23,
2017,Number,M,24,
2017,Number,M,25,
2017,Number,M,26,
2017,Number,M,27,
2017,Number,M,28,
2017,Number,M,29,
2017,Number,M,30,
2017,Number,M,31,
2017,Number,M,32,
2017,Number,M,33,
2017,Number,M,34,
2017,Number,M,35,
2017,Number,M,36,
2017,Number,M,37,
2017,Number,M,38,
2017,Number,M,39,
2017,Number,M,40,
2017,Number,M,41,
2017,Number,M,42,
2017,Number,M,43,
2017,Number,M,44,
2017,Number,M,45,
2017,Number,M,46,
2017,Number,M,47,
2017,Number,M,48,
2017,Number,M,49,
2017,Number,M,50,
2017,Number,M,51,
2017,Number,M,52,
2017,Number,M,53,
2017,Number,M,54,
2017,Number,M,55,
2017,Number,M,56,
2017,Number,M,57,
2017,Number,M,58,
2017,Number,M,59,
2017,Number,M,60,
2017,Number,M,61,
2017,Number,M,62,
2017,Number,M,63,
2017,Number,M,64,
2017,Number,M,65,
2017,Number,M,66,
2017,Number,M,67,
2017,Number,M,68,
2017,Number,M,69,
2017,Number,M,70,
2017,Number,M,71,
2017,Number,M,72,
2017,Number,M,73,
2017,Number,M,74,
2017,Number,M,75,
2017,Number,M,76,
2017,Number,M,77,
2017,Number,M,78,
2017,Number,M,79,
2017,Number,M,80,
2017,Number,M,81,
2017,Number,M,82,
2017,Number,M,83,
2017,Number,M,84,
2017,Number,M,85,
2017,Number,M,86,
2017,Number,M,87,
2017,Number,M,88,
2017,Number,M,89,
2017,Number,M,90,
2017,Number,M,91,
2017,Number,M,92,
2017,Number,M,93,
2017,Number,M,94,
2017,Number,M,95,
2017,Number,M,96,
2017,Number,M,97,
2017,Number,M,98,
2017,Number,M,99,
2017,Number,M,100,
2017,Number,M,101,
2017,Number,M,102,
2017,Number,M,103,
2017,Number,M,104,
2017,Number,M,105,
2017,Number,M,106,
2017,Number,M,107,
2017,Number,M,108,
2017,Number,M,109,
2017,Number,M,110,
2017,Number,M,111,
2017,Number,M,112,
2017,Number,M,113,
2017,Number,M,114,
2017,Number,M,115,
2017,Number,M,116,
2017,Number,M,117,
2017,Number,M,118,
2017,Number,M,119,
2017,Number,M,120,
2017,Number,M,Unknown,
2017,Number,M,Total,
2017,Number,F,0,
2017,Number,F,1,
2017,Number,F,2,
2017,Number,F,3,
2017,Number,F,4,
2017,Number,F,5,
2017,Number,F,6,
2017,Number,F,7,
2017,Number,F,8,
2017,Number,F,9,
2017,Number,F,10,
2017,Number,F,11,
2017,Number,F,12,
2017,Number,F,13,
2017,Number,F,14,
2017,Number,F,15,
2017,Number,F,16,
2017,Number,F,17,
2017,Number,F,18,
2017,Number,F,19,
2017,Number,F,20,
2017,Number,F,21,
2017,Number,F,22,
2017,Number,F,23,
2017,Number,F,24,
2017,Number,F,25,
2017,Number,F,26,
2017,Number,F,27,
2017,Number,F,28,
2017,Number,F,29,
2017,Number,F,30,
2017,Number,F,31,
2017,Number,F,32,
2017,Number,F,33,
2017,Number,F,34,
2017,Number,F,35,
2017,Number,F,36,
2017,Number,F,37,
2017,Number,F,38,
2017,Number,F,39,
2017,Number,F,40,
2017,Number,F,41,
2017,Number,F,42,
2017,Number,F,43,
2017,Number,F,44,
2017,Number,F,45,
2017,Number,F,46,
2017,Number,F,47,
2017,Number,F,48,
2017,Number,F,49,
2017,Number,F,50,
2017,Number,F,51,
2017,Number,F,52,
2017,Number,F,53,
2017,Number,F,54,
2017,Number,F,55,
2017,Number,F,56,
2017,Number,F,57,
2017,Number,F,58,
2017,Number,F,59,
2017,Number,F,60,
2017,Number,F,61,
2017,Number,F,62,
2017,Number,F,63,
2017,Number,F,64,
2017,Number,F,65,
2017,Number,F,66,
2017,Number,F,67,
2017,Number,F,68,
2017,Number,F,69,
2017,Number,F,70,
2017,Number,F,71,
2017,Number,F,72,
2017,Number,F,73,
2017,Number,F,74,
2017,Number,F,75,
2017,Number,F,76,
2017,Number,F,77,
2017,Number,F,78,
2017,Number,F,79,
2017,Number,F,80,
2017,Number,F,81,
2017,Number,F,82,
2017,Number,F,83,
2017,Number,F,84,
2017,Number,F,85,
2017,Number,F,86,
2017,Number,F,87,
2017,Number,F,88,
2017,Number,F,89,
2017,Number,F,90,
2017,Number,F,91,
2017,Number,F,92,
2017,Number,F,93,
2017,Number,F,94,
2017,Number,F,95,
2017,Number,F,96,
2017,Number,F,97,
2017,Number,F,98,
2017,Number,F,99,
2017,Number,F,100,
2017,Number,F,101,
2017,Number,F,102,
2017,Number,F,103,
2017,Number,F,104,
2017,Number,F,105,
2017,Number,F,106,
2017,Number,F,107,
2017,Number,F,108,
2017,Number,F,109,
2017,Number,F,110,
2017,Number,F,111,
2017,Number,F,112,
2017,Number,F,113,
2017,Number,F,114,
2017,Number,F,115,
2017,Number,F,116,
2017,Number,F,117,
2017,Number,F,118,
2017,Number,F,119,
2017,Number,F,120,
2017,Number,F,Unknown,
2017,Number,F,Total,
2018,Number,Both sexes,0,
2018,Number,Both sexes,1,
2018,Number,Both sexes,2,
2018,Number,Both sexes,3,
2018,Number,Both sexes,4,
2018,Number,Both sexes,5,
2018,Number,Both sexes,6,
2018,Number,Both sexes,7,
2018,Number,Both sexes,8,
2018,Number,Both sexes,9,
2018,Number,Both sexes,10,
2018,Number,Both sexes,11,
2018,Number,Both sexes,12,
2018,Number,Both sexes,13,
2018,Number,Both sexes,14,
2018,Number,Both sexes,15,
2018,Number,Both sexes,16,
2018,Number,Both sexes,17,
2018,Number,Both sexes,18,
2018,Number,Both sexes,19,
2018,Number,Both sexes,20,
2018,Number,Both sexes,21,
2018,Number,Both sexes,22,
2018,Number,Both sexes,23,
2018,Number,Both sexes,24,
2018,Number,Both sexes,25,
2018,Number,Both sexes,26,
2018,Number,Both sexes,27,
2018,Number,Both sexes,28,
2018,Number,Both sexes,29,
2018,Number,Both sexes,30,
2018,Number,Both sexes,31,
2018,Number,Both sexes,32,
2018,Number,Both sexes,33,
2018,Number,Both sexes,34,
2018,Number,Both sexes,35,
2018,Number,Both sexes,36,
2018,Number,Both sexes,37,
2018,Number,Both sexes,38,
2018,Number,Both sexes,39,
2018,Number,Both sexes,40,
2018,Number,Both sexes,41,
2018,Number,Both sexes,42,
2018,Number,Both sexes,43,
2018,Number,Both sexes,44,
2018,Number,Both sexes,45,
2018,Number,Both sexes,46,
2018,Number,Both sexes,47,
2018,Number,Both sexes,48,
2018,Number,Both sexes,49,
2018,Number,Both sexes,50,
2018,Number,Both sexes,51,
2018,Number,Both sexes,52,
2018,Number,Both sexes,53,
2018,Number,Both sexes,54,
2018,Number,Both sexes,55,
2018,Number,Both sexes,56,
2018,Number,Both sexes,57,
2018,Number,Both sexes,58,
2018,Number,Both sexes,59,
2018,Number,Both sexes,60,
2018,Number,Both sexes,61,
2018,Number,Both sexes,62,
2018,Number,Both sexes,63,
2018,Number,Both sexes,64,
2018,Number,Both sexes,65,
2018,Number,Both sexes,66,
2018,Number,Both sexes,67,
2018,Number,Both sexes,68,
2018,Number,Both sexes,69,
2018,Number,Both sexes,70,
2018,Number,Both sexes,71,
2018,Number,Both sexes,72,
2018,Number,Both sexes,73,
2018,Number,Both sexes,74,
2018,Number,Both sexes,75,
2018,Number,Both sexes,76,
2018,Number,Both sexes,77,
2018,Number,Both sexes,78,
2018,Number,Both sexes,79,
2018,Number,Both sexes,80,
2018,Number,Both sexes,81,
2018,Number,Both sexes,82,
2018,Number,Both sexes,83,
2018,Number,Both sexes,84,
2018,Number,Both sexes,85,
2018,Number,Both sexes,86,
2018,Number,Both sexes,87,
2018,Number,Both sexes,88,
2018,Number,Both sexes,89,
2018,Number,Both sexes,90,
2018,Number,Both sexes,91,
2018,Number,Both sexes,92,
2018,Number,Both sexes,93,
2018,Number,Both sexes,94,
2018,Number,Both sexes,95,
2018,Number,Both sexes,96,
2018,Number,Both sexes,97,
2018,Number,Both sexes,98,
2018,Number,Both sexes,99,
2018,Number,Both sexes,100,
2018,Number,Both sexes,101,
2018,Number,Both sexes,102,
2018,Number,Both sexes,103,
2018,Number,Both sexes,104,
2018,Number,Both sexes,105,
2018,Number,Both sexes,106,
2018,Number,Both sexes,107,
2018,Number,Both sexes,108,
2018,Number,Both sexes,109,
2018,Number,Both sexes,110,
2018,Number,Both sexes,111,
2018,Number,Both sexes,112,
2018,Number,Both sexes,113,
2018,Number,Both sexes,114,
2018,Number,Both sexes,115,
2018,Number,Both sexes,116,
2018,Number,Both sexes,117,
2018,Number,Both sexes,118,
2018,Number,Both sexes,119,
2018,Number,Both sexes,120,
2018,Number,Both sexes,Unknown,
2018,Number,Both sexes,Total,
2018,Number,M,0,
2018,Number,M,1,
2018,Number,M,2,
2018,Number,M,3,
2018,Number,M,4,
2018,Number,M,5,
2018,Number,M,6,
2018,Number,M,7,
2018,Number,M,8,
2018,Number,M,9,
2018,Number,M,10,
2018,Number,M,11,
2018,Number,M,12,
2018,Number,M,13,
2018,Number,M,14,
2018,Number,M,15,
2018,Number,M,16,
2018,Number,M,17,
2018,Number,M,18,
2018,Number,M,19,
2018,Number,M,20,
2018,Number,M,21,
2018,Number,M,22,
2018,Number,M,23,
2018,Number,M,24,
2018,Number,M,25,
2018,Number,M,26,
2018,Number,M,27,
2018,Number,M,28,
2018,Number,M,29,
2018,Number,M,30,
2018,Number,M,31,
2018,Number,M,32,
2018,Number,M,33,
2018,Number,M,34,
2018,Number,M,35,
2018,Number,M,36,
2018,Number,M,37,
2018,Number,M,38,
2018,Number,M,39,
2018,Number,M,40,
2018,Number,M,41,
2018,Number,M,42,
2018,Number,M,43,
2018,Number,M,44,
2018,Number,M,45,
2018,Number,M,46,
2018,Number,M,47,
2018,Number,M,48,
2018,Number,M,49,
2018,Number,M,50,
2018,Number,M,51,
2018,Number,M,52,
2018,Number,M,53,
2018,Number,M,54,
2018,Number,M,55,
2018,Number,M,56,
2018,Number,M,57,
2018,Number,M,58,
2018,Number,M,59,
2018,Number,M,60,
2018,Number,M,61,
2018,Number,M,62,
2018,Number,M,63,
2018,Number,M,64,
2018,Number,M,65,
2018,Number,M,66,
2018,Number,M,67,
2018,Number,M,68,
2018,Number,M,69,
2018,Number,M,70,
2018,Number,M,71,
2018,Number,M,72,
2018,Number,M,73,
2018,Number,M,74,
2018,Number,M,75,
2018,Number,M,76,
2018,Number,M,77,
2018,Number,M,78,
2018,Number,M,79,
2018,Number,M,80,
2018,Number,M,81,
2018,Number,M,82,
2018,Number,M,83,
2018,Number,M,84,
2018,Number,M,85,
2018,Number,M,86,
2018,Number,M,87,
2018,Number,M,88,
2018,Number,M,89,
2018,Number,M,90,
2018,Number,M,91,
2018,Number,M,92,
2018,Number,M,93,
2018,Number,M,94,
2018,Number,M,95,
2018,Number,M,96,
2018,Number,M,97,
2018,Number,M,98,
2018,Number,M,99,
2018,Number,M,100,
2018,Number,M,101,
2018,Number,M,102,
2018,Number,M,103,
2018,Number,M,104,
2018,Number,M,105,
2018,Number,M,106,
2018,Number,M,107,
2018,Number,M,108,
2018,Number,M,109,
2018,Number,M,110,
2018,Number,M,111,
2018,Number,M,112,
2018,Number,M,113,
2018,Number,M,114,
2018,Number,M,115,
2018,Number,M,116,
2018,Number,M,117,
2018,Number,M,118,
2018,Number,M,119,
2018,Number,M,120,
2018,Number,M,Unknown,
2018,Number,M,Total,
2018,Number,F,0,
2018,Number,F,1,
2018,Number,F,2,
2018,Number,F,3,
2018,Number,F,4,
2018,Number,F,5,
2018,Number,F,6,
2018,Number,F,7,
2018,Number,F,8,
2018,Number,F,9,
2018,Number,F,10,
2018,Number,F,11,
2018,Number,F,12,
2018,Number,F,13,
2018,Number,F,14,
2018,Number,F,15,
2018,Number,F,16,
2018,Number,F,17,
2018,Number,F,18,
2018,Number,F,19,
2018,Number,F,20,
2018,Number,F,21,
2018,Number,F,22,
2018,Number,F,23,
2018,Number,F,24,
2018,Number,F,25,
2018,Number,F,26,
2018,Number,F,27,
2018,Number,F,28,
2018,Number,F,29,
2018,Number,F,30,
2018,Number,F,31,
2018,Number,F,32,
2018,Number,F,33,
2018,Number,F,34,
2018,Number,F,35,
2018,Number,F,36,
2018,Number,F,37,
2018,Number,F,38,
2018,Number,F,39,
2018,Number,F,40,
2018,Number,F,41,
2018,Number,F,42,
2018,Number,F,43,
2018,Number,F,44,
2018,Number,F,45,
2018,Number,F,46,
2018,Number,F,47,
2018,Number,F,48,
2018,Number,F,49,
2018,Number,F,50,
2018,Number,F,51,
2018,Number,F,52,
2018,Number,F,53,
2018,Number,F,54,
2018,Number,F,55,
2018,Number,F,56,
2018,Number,F,57,
2018,Number,F,58,
2018,Number,F,59,
2018,Number,F,60,
2018,Number,F,61,
2018,Number,F,62,
2018,Number,F,63,
2018,Number,F,64,
2018,Number,F,65,
2018,Number,F,66,
2018,Number,F,67,
2018,Number,F,68,
2018,Number,F,69,
2018,Number,F,70,
2018,Number,F,71,
2018,Number,F,72,
2018,Number,F,73,
2018,Number,F,74,
2018,Number,F,75,
2018,Number,F,76,
2018,Number,F,77,
2018,Number,F,78,
2018,Number,F,79,
2018,Number,F,80,
2018,Number,F,81,
2018,Number,F,82,
2018,Number,F,83,
2018,Number,F,84,
2018,Number,F,85,
2018,Number,F,86,
2018,Number,F,87,
2018,Number,F,88,
2018,Number,F,89,
2018,Number,F,90,
2018,Number,F,91,
2018,Number,F,92,
2018,Number,F,93,
2018,Number,F,94,
2018,Number,F,95,
2018,Number,F,96,
2018,Number,F,97,
2018,Number,F,98,
2018,Number,F,99,
2018,Number,F,100,
2018,Number,F,101,
2018,Number,F,102,
2018,Number,F,103,
2018,Number,F,104,
2018,Number,F,105,
2018,Number,F,106,
2018,Number,F,107,
2018,Number,F,108,
2018,Number,F,109,
2018,Number,F,110,
2018,Number,F,111,
2018,Number,F,112,
2018,Number,F,113,
2018,Number,F,114,
2018,Number,F,115,
2018,Number,F,116,
2018,Number,F,117,
2018,Number,F,118,
2018,Number,F,119,
2018,Number,F,120,
2018,Number,F,Unknown,
2018,Number,F,Total,
2019,Number,Both sexes,0,
2019,Number,Both sexes,1,
2019,Number,Both sexes,2,
2019,Number,Both sexes,3,
2019,Number,Both sexes,4,
2019,Number,Both sexes,5,
2019,Number,Both sexes,6,
2019,Number,Both sexes,7,
2019,Number,Both sexes,8,
2019,Number,Both sexes,9,
2019,Number,Both sexes,10,
2019,Number,Both sexes,11,
2019,Number,Both sexes,12,
2019,Number,Both sexes,13,
2019,Number,Both sexes,14,
2019,Number,Both sexes,15,
2019,Number,Both sexes,16,
2019,Number,Both sexes,17,
2019,Number,Both sexes,18,
2019,Number,Both sexes,19,
2019,Number,Both sexes,20,
2019,Number,Both sexes,21,
2019,Number,Both sexes,22,
2019,Number,Both sexes,23,
2019,Number,Both sexes,24,
2019,Number,Both sexes,25,
2019,Number,Both sexes,26,
2019,Number,Both sexes,27,
2019,Number,Both sexes,28,
2019,Number,Both sexes,29,
2019,Number,Both sexes,30,
2019,Number,Both sexes,31,
2019,Number,Both sexes,32,
2019,Number,Both sexes,33,
2019,Number,Both sexes,34,
2019,Number,Both sexes,35,
2019,Number,Both sexes,36,
2019,Number,Both sexes,37,
2019,Number,Both sexes,38,
2019,Number,Both sexes,39,
2019,Number,Both sexes,40,
2019,Number,Both sexes,41,
2019,Number,Both sexes,42,
2019,Number,Both sexes,43,
2019,Number,Both sexes,44,
2019,Number,Both sexes,45,
2019,Number,Both sexes,46,
2019,Number,Both sexes,47,
2019,Number,Both sexes,48,
2019,Number,Both sexes,49,
2019,Number,Both sexes,50,
2019,Number,Both sexes,51,
2019,Number,Both sexes,52,
2019,Number,Both sexes,53,
2019,Number,Both sexes,54,
2019,Number,Both sexes,55,
2019,Number,Both sexes,56,
2019,Number,Both sexes,57,
2019,Number,Both sexes,58,
2019,Number,Both sexes,59,
2019,Number,Both sexes,60,
2019,Number,Both sexes,61,
2019,Number,Both sexes,62,
2019,Number,Both sexes,63,
2019,Number,Both sexes,64,
2019,Number,Both sexes,65,
2019,Number,Both sexes,66,
2019,Number,Both sexes,67,
2019,Number,Both sexes,68,
2019,Number,Both sexes,69,
2019,Number,Both sexes,70,
2019,Number,Both sexes,71,
2019,Number,Both sexes,72,
2019,Number,Both sexes,73,
2019,Number,Both sexes,74,
2019,Number,Both sexes,75,
2019,Number,Both sexes,76,
2019,Number,Both sexes,77,
2019,Number,Both sexes,78,
2019,Number,Both sexes,79,
2019,Number,Both sexes,80,
2019,Number,Both sexes,81,
2019,Number,Both sexes,82,
2019,Number,Both sexes,83,
2019,Number,Both sexes,84,
2019,Number,Both sexes,85,
2019,Number,Both sexes,86,
2019,Number,Both sexes,87,
2019,Number,Both sexes,88,
2019,Number,Both sexes,89,
2019,Number,Both sexes,90,
2019,Number,Both sexes,91,
2019,Number,Both sexes,92,
2019,Number,Both sexes,93,
2019,Number,Both sexes,94,
2019,Number,Both sexes,95,
2019,Number,Both sexes,96,
2019,Number,Both sexes,97,
2019,Number,Both sexes,98,
2019,Number,Both sexes,99,
2019,Number,Both sexes,100,
2019,Number,Both sexes,101,
2019,Number,Both sexes,102,
2019,Number,Both sexes,103,
2019,Number,Both sexes,104,
2019,Number,Both sexes,105,
2019,Number,Both sexes,106,
2019,Number,Both sexes,107,
2019,Number,Both sexes,108,
2019,Number,Both sexes,109,
2019,Number,Both sexes,110,
2019,Number,Both sexes,111,
2019,Number,Both sexes,112,
2019,Number,Both sexes,113,
2019,Number,Both sexes,114,
2019,Number,Both sexes,115,
2019,Number,Both sexes,116,
2019,Number,Both sexes,117,
2019,Number,Both sexes,118,
2019,Number,Both sexes,119,
2019,Number,Both sexes,120,
2019,Number,Both sexes,Unknown,
2019,Number,Both sexes,Total,
2019,Number,M,0,
2019,Number,M,1,
2019,Number,M,2,
2019,Number,M,3,
2019,Number,M,4,
2019,Number,M,5,
2019,Number,M,6,
2019,Number,M,7,
2019,Number,M,8,
2019,Number,M,9,
2019,Number,M,10,
2019,Number,M,11,
2019,Number,M,12,
2019,Number,M,13,
2019,Number,M,14,
2019,Number,M,15,
2019,Number,M,16,
2019,Number,M,17,
2019,Number,M,18,
2019,Number,M,19,
2019,Number,M,20,
2019,Number,M,21,
2019,Number,M,22,
2019,Number,M,23,
2019,Number,M,24,
2019,Number,M,25,
2019,Number,M,26,
2019,Number,M,27,
2019,Number,M,28,
2019,Number,M,29,
2019,Number,M,30,
2019,Number,M,31,
2019,Number,M,32,
2019,Number,M,33,
2019,Number,M,34,
2019,Number,M,35,
2019,Number,M,36,
2019,Number,M,37,
2019,Number,M,38,
2019,Number,M,39,
2019,Number,M,40,
2019,Number,M,41,
2019,Number,M,42,
2019,Number,M,43,
2019,Number,M,44,
2019,Number,M,45,
2019,Number,M,46,
2019,Number,M,47,
2019,Number,M,48,
2019,Number,M,49,
2019,Number,M,50,
2019,Number,M,51,
2019,Number,M,52,
2019,Number,M,53,
2019,Number,M,54,
2019,Number,M,55,
2019,Number,M,56,
2019,Number,M,57,
2019,Number,M,58,
2019,Number,M,59,
2019,Number,M,60,
2019,Number,M,61,
2019,Number,M,62,
2019,Number,M,63,
2019,Number,M,64,
2019,Number,M,65,
2019,Number,M,66,
2019,Number,M,67,
2019,Number,M,68,
2019,Number,M,69,
2019,Number,M,70,
2019,Number,M,71,
2019,Number,M,72,
2019,Number,M,73,
2019,Number,M,74,
2019,Number,M,75,
2019,Number,M,76,
2019,Number,M,77,
2019,Number,M,78,
2019,Number,M,79,
2019,Number,M,80,
2019,Number,M,81,
2019,Number,M,82,
2019,Number,M,83,
2019,Number,M,84,
2019,Number,M,85,
2019,Number,M,86,
2019,Number,M,87,
2019,Number,M,88,
2019,Number,M,89,
2019,Number,M,90,
2019,Number,M,91,
2019,Number,M,92,
2019,Number,M,93,
2019,Number,M,94,
2019,Number,M,95,
2019,Number,M,96,
2019,Number,M,97,
2019,Number,M,98,
2019,Number,M,99,
2019,Number,M,100,
2019,Number,M,101,
2019,Number,M,102,
2019,Number,M,103,
2019,Number,M,104,
2019,Number,M,105,
2019,Number,M,106,
2019,Number,M,107,
2019,Number,M,108,
2019,Number,M,109,
2019,Number,M,110,
2019,Number,M,111,
2019,Number,M,112,
2019,Number,M,113,
2019,Number,M,114,
2019,Number,M,115,
2019,Number,M,116,
2019,Number,M,117,
2019,Number,M,118,
2019,Number,M,119,
2019,Number,M,120,
2019,Number,M,Unknown,
2019,Number,M,Total,
2019,Number,F,0,
2019,Number,F,1,
2019,Number,F,2,
2019,Number,F,3,
2019,Number,F,4,
2019,Number,F,5,
2019,Number,F,6,
2019,Number,F,7,
2019,Number,F,8,
2019,Number,F,9,
2019,Number,F,10,
2019,Number,F,11,
2019,Number,F,12,
2019,Number,F,13,
2019,Number,F,14,
2019,Number,F,15,
2019,Number,F,16,
2019,Number,F,17,
2019,Number,F,18,
2019,Number,F,19,
2019,Number,F,20,
2019,Number,F,21,
2019,Number,F,22,
2019,Number,F,23,
2019,Number,F,24,
2019,Number,F,25,
2019,Number,F,26,
2019,Number,F,27,
2019,Number,F,28,
2019,Number,F,29,
2019,Number,F,30,
2019,Number,F,31,
2019,Number,F,32,
2019,Number,F,33,
2019,Number,F,34,
2019,Number,F,35,
2019,Number,F,36,
2019,Number,F,37,
2019,Number,F,38,
2019,Number,F,39,
2019,Number,F,40,
2019,Number,F,41,
2019,Number,F,42,
2019,Number,F,43,
2019,Number,F,44,
2019,Number,F,45,
2019,Number,F,46,
2019,Number,F,47,
2019,Number,F,48,
2019,Number,F,49,
2019,Number,F,50,
2019,Number,F,51,
2019,Number,F,52,
2019,Number,F,53,
2019,Number,F,54,
2019,Number,F,55,
2019,Number,F,56,
2019,Number,F,57,
2019,Number,F,58,
2019,Number,F,59,
2019,Number,F,60,
2019,Number,F,61,
2019,Number,F,62,
2019,Number,F,63,
2019,Number,F,64,
2019,Number,F,65,
2019,Number,F,66,
2019,Number,F,67,
2019,Number,F,68,
2019,Number,F,69,
2019,Number,F,70,
2019,Number,F,71,
2019,Number,F,72,
2019,Number,F,73,
2019,Number,F,74,
2019,Number,F,75,
2019,Number,F,76,
2019,Number,F,77,
2019,Number,F,78,
2019,Number,F,79,
2019,Number,F,80,
2019,Number,F,81,
2019,Number,F,82,
2019,Number,F,83,
2019,Number,F,84,
2019,Number,F,85,
2019,Number,F,86,
2019,Number,F,87,
2019,Number,F,88,
2019,Number,F,89,
2019,Number,F,90,
2019,Number,F,91,
2019,Number,F,92,
2019,Number,F,93,
2019,Number,F,94,
2019,Number,F,95,
2019,Number,F,96,
2019,Number,F,97,
2019,Number,F,98,
2019,Number,F,99,
2019,Number,F,100,
2019,Number,F,101,
2019,Number,F,102,
2019,Number,F,103,
2019,Number,F,104,
2019,Number,F,105,
2019,Number,F,106,
2019,Number,F,107,
2019,Number,F,108,
2019,Number,F,109,
2019,Number,F,110,
2019,Number,F,111,
2019,Number,F,112,
2019,Number,F,113,
2019,Number,F,114,
2019,Number,F,115,
2019,Number,F,116,
2019,Number,F,117,
2019,Number,F,118,
2019,Number,F,119,
2019,Number,F,120,
2019,Number,F,Unknown,
2019,Number,F,Total,
2020,Number,Both sexes,0,
2020,Number,Both sexes,1,
2020,Number,Both sexes,2,
2020,Number,Both sexes,3,
2020,Number,Both sexes,4,
2020,Number,Both sexes,5,
2020,Number,Both sexes,6,
2020,Number,Both sexes,7,
2020,Number,Both sexes,8,
2020,Number,Both sexes,9,
2020,Number,Both sexes,10,
2020,Number,Both sexes,11,
2020,Number,Both sexes,12,
2020,Number,Both sexes,13,
2020,Number,Both sexes,14,
2020,Number,Both sexes,15,
2020,Number,Both sexes,16,
2020,Number,Both sexes,17,
2020,Number,Both sexes,18,
2020,Number,Both sexes,19,
2020,Number,Both sexes,20,
2020,Number,Both sexes,21,
2020,Number,Both sexes,22,
2020,Number,Both sexes,23,
2020,Number,Both sexes,24,
2020,Number,Both sexes,25,
2020,Number,Both sexes,26,
2020,Number,Both sexes,27,
2020,Number,Both sexes,28,
2020,Number,Both sexes,29,
2020,Number,Both sexes,30,
2020,Number,Both sexes,31,
2020,Number,Both sexes,32,
2020,Number,Both sexes,33,
2020,Number,Both sexes,34,
2020,Number,Both sexes,35,
