Year,UNIT_MEASURE,AGE,Sex,Cause_of_death,Value
2009,NUMBER, 10-14,_T,diseases_of_the_genitourinary,0
2009,NUMBER, 10-14,_T,pregnancy_childbirth_and_the,0
2009,NUMBER, 10-14,_T,symptoms_signs_and_abnormal,0
2009,NUMBER, 10-14,_T,factors_influencing_health_status,0
2009,NUMBER, 10-14,_T,unknown,0
2009,NUMBER, 10-14,_T,infectious_and_parasitic,1
2009,NUMBER, 10-14,_T,diseases_of_the_circulatory,2
2009,NUMBER, 10-14,_T,injuries_poisoning_and_consequences,2
2009,NUMBER, 10-14,_T,neoplasms,7
2009,NUMBER, 10-14,M,endocrine_metabolic_and_nutritional,0
2009,NUMBER, 10-14,M,diseases_of_the_nervous,0
2009,NUMBER, 10-14,M,diseases_of_the_respiratory,0
2009,NUMBER, 10-14,M,diseases_of_the_digestive,0
2009,NUMBER, 10-14,M,diseases_of_the_genitourinary,0
2009,NUMBER, 10-14,M,symptoms_signs_and_abnormal,0
2009,NUMBER, 10-14,M,unknown,0
2009,NUMBER, 10-14,M,mental_and_behavioural_disorders,0
2009,NUMBER, 10-14,M,factors_influencing_health_status,0
2009,NUMBER, 10-14,M,pregnancy_childbirth_and_the,0
2009,NUMBER, 10-14,M,diseases_of_the_blood,0
2009,NUMBER, 10-14,M,diseases_of_the_musculoskeletal,0
2009,NUMBER, 10-14,M,congenital_malformations_deformations,0
2009,NUMBER, 10-14,M,diseases_of_the_skin,0
2009,NUMBER, 10-14,M,certain_conditions_originating,0
2009,NUMBER, 10-14,M,infectious_and_parasitic,1
2009,NUMBER, 10-14,M,diseases_of_the_circulatory,1
2009,NUMBER, 10-14,M,injuries_poisoning_and_consequences,1
2009,NUMBER, 10-14,M,neoplasms,4
2009,NUMBER, 10-14,F,certain_conditions_originating,0
2009,NUMBER, 10-14,F,diseases_of_the_skin,0
2009,NUMBER, 10-14,F,congenital_malformations_deformations,0
2009,NUMBER, 10-14,F,infectious_and_parasitic,0
2009,NUMBER, 10-14,F,diseases_of_the_blood,0
2009,NUMBER, 10-14,F,endocrine_metabolic_and_nutritional,0
2009,NUMBER, 10-14,F,mental_and_behavioural_disorders,0
2009,NUMBER, 10-14,F,diseases_of_the_nervous,0
2009,NUMBER, 10-14,F,diseases_of_the_respiratory,0
2009,NUMBER, 10-14,F,diseases_of_the_digestive,0
2009,NUMBER, 10-14,F,diseases_of_the_musculoskeletal,0
2009,NUMBER, 10-14,F,diseases_of_the_genitourinary,0
2009,NUMBER, 10-14,F,pregnancy_childbirth_and_the,0
2009,NUMBER, 10-14,F,symptoms_signs_and_abnormal,0
2009,NUMBER, 10-14,F,factors_influencing_health_status,0
2009,NUMBER, 10-14,F,unknown,0
2009,NUMBER, 10-14,F,diseases_of_the_circulatory,1
2009,NUMBER, 10-14,F,injuries_poisoning_and_consequences,1
2009,NUMBER, 10-14,F,neoplasms,3
2009,NUMBER,15-19,_T,certain_conditions_originating,0
2009,NUMBER,15-19,_T,diseases_of_the_skin,0
2009,NUMBER,15-19,_T,congenital_malformations_deformations,0
2009,NUMBER,15-19,_T,pregnancy_childbirth_and_the,0
2009,NUMBER,15-19,_T,diseases_of_the_blood,0
2009,NUMBER,15-19,_T,diseases_of_the_musculoskeletal,0
2009,NUMBER,15-19,_T,factors_influencing_health_status,0
2009,NUMBER,15-19,_T,endocrine_metabolic_and_nutritional,0
2009,NUMBER,15-19,_T,diseases_of_the_respiratory,0
2009,NUMBER,15-19,_T,diseases_of_the_digestive,0
2009,NUMBER,15-19,_T,infectious_and_parasitic,1
2009,NUMBER,15-19,_T,mental_and_behavioural_disorders,1
2009,NUMBER,15-19,_T,diseases_of_the_nervous,1
2009,NUMBER,15-19,_T,diseases_of_the_genitourinary,1
2009,NUMBER,15-19,_T,symptoms_signs_and_abnormal,1
2009,NUMBER,15-19,_T,diseases_of_the_circulatory,3
2009,NUMBER,15-19,_T,unknown,4
2009,NUMBER,15-19,_T,neoplasms,10
2009,NUMBER,15-19,_T,injuries_poisoning_and_consequences,25
2009,NUMBER,15-19,M,endocrine_metabolic_and_nutritional,0
2009,NUMBER,15-19,M,diseases_of_the_nervous,0
2009,NUMBER,15-19,M,diseases_of_the_respiratory,0
2009,NUMBER,15-19,M,diseases_of_the_digestive,0
2009,NUMBER,15-19,M,diseases_of_the_genitourinary,0
2009,NUMBER,15-19,M,factors_influencing_health_status,0
2009,NUMBER,15-19,M,pregnancy_childbirth_and_the,0
2009,NUMBER,15-19,M,diseases_of_the_blood,0
2009,NUMBER,15-19,M,diseases_of_the_musculoskeletal,0
2009,NUMBER,15-19,M,congenital_malformations_deformations,0
2009,NUMBER,15-19,M,diseases_of_the_skin,0
2009,NUMBER,15-19,M,certain_conditions_originating,0
2009,NUMBER,15-19,M,infectious_and_parasitic,1
2009,NUMBER,15-19,M,mental_and_behavioural_disorders,1
2009,NUMBER,15-19,M,symptoms_signs_and_abnormal,1
2009,NUMBER,15-19,M,diseases_of_the_circulatory,3
2009,NUMBER,15-19,M,unknown,3
2009,NUMBER,15-19,M,neoplasms,4
2009,NUMBER,15-19,M,injuries_poisoning_and_consequences,17
2009,NUMBER,15-19,F,certain_conditions_originating,0
2009,NUMBER,15-19,F,diseases_of_the_skin,0
2009,NUMBER,15-19,F,congenital_malformations_deformations,0
2009,NUMBER,15-19,F,infectious_and_parasitic,0
2009,NUMBER,15-19,F,diseases_of_the_blood,0
2009,NUMBER,15-19,F,endocrine_metabolic_and_nutritional,0
2009,NUMBER,15-19,F,mental_and_behavioural_disorders,0
2009,NUMBER,15-19,F,diseases_of_the_circulatory,0
2009,NUMBER,15-19,F,diseases_of_the_respiratory,0
2009,NUMBER,15-19,F,diseases_of_the_digestive,0
2009,NUMBER,15-19,F,diseases_of_the_musculoskeletal,0
2009,NUMBER,15-19,F,pregnancy_childbirth_and_the,0
2009,NUMBER,15-19,F,symptoms_signs_and_abnormal,0
2009,NUMBER,15-19,F,factors_influencing_health_status,0
2009,NUMBER,15-19,F,diseases_of_the_nervous,1
2009,NUMBER,15-19,F,diseases_of_the_genitourinary,1
2009,NUMBER,15-19,F,unknown,1
2009,NUMBER,15-19,F,neoplasms,6
2009,NUMBER,15-19,F,injuries_poisoning_and_consequences,8
2009,NUMBER,20-24,_T,certain_conditions_originating,0
2009,NUMBER,20-24,_T,diseases_of_the_skin,0
2009,NUMBER,20-24,_T,congenital_malformations_deformations,0
2009,NUMBER,20-24,_T,pregnancy_childbirth_and_the,0
2009,NUMBER,20-24,_T,diseases_of_the_blood,0
2009,NUMBER,20-24,_T,diseases_of_the_musculoskeletal,0
2009,NUMBER,20-24,_T,factors_influencing_health_status,0
2009,NUMBER,20-24,_T,endocrine_metabolic_and_nutritional,1
2009,NUMBER,20-24,_T,diseases_of_the_digestive,1
2009,NUMBER,20-24,_T,infectious_and_parasitic,2
2009,NUMBER,20-24,_T,mental_and_behavioural_disorders,2
2009,NUMBER,20-24,_T,diseases_of_the_respiratory,2
2009,NUMBER,20-24,_T,diseases_of_the_genitourinary,2
2009,NUMBER,20-24,_T,unknown,2
2009,NUMBER,20-24,_T,neoplasms,9
2009,NUMBER,20-24,_T,diseases_of_the_circulatory,19
2009,NUMBER,20-24,_T,injuries_poisoning_and_consequences,50
2009,NUMBER,20-24,_T,symptoms_signs_and_abnormal,7
2009,NUMBER,20-24,_T,diseases_of_the_nervous,6
2009,NUMBER,20-24,M,infectious_and_parasitic,0
2009,NUMBER,20-24,M,endocrine_metabolic_and_nutritional,0
2009,NUMBER,20-24,M,diseases_of_the_respiratory,0
2009,NUMBER,20-24,M,diseases_of_the_genitourinary,0
2009,NUMBER,20-24,M,factors_influencing_health_status,0
2009,NUMBER,20-24,M,pregnancy_childbirth_and_the,0
2009,NUMBER,20-24,M,diseases_of_the_blood,0
2009,NUMBER,20-24,M,diseases_of_the_musculoskeletal,0
2009,NUMBER,20-24,M,congenital_malformations_deformations,0
2009,NUMBER,20-24,M,diseases_of_the_skin,0
2009,NUMBER,20-24,M,certain_conditions_originating,0
2009,NUMBER,20-24,M,mental_and_behavioural_disorders,1
2009,NUMBER,20-24,M,diseases_of_the_digestive,1
2009,NUMBER,20-24,M,unknown,2
2009,NUMBER,20-24,M,diseases_of_the_nervous,3
2009,NUMBER,20-24,M,injuries_poisoning_and_consequences,45
2009,NUMBER,20-24,M,diseases_of_the_circulatory,10
2009,NUMBER,20-24,M,neoplasms,6
2009,NUMBER,20-24,M,symptoms_signs_and_abnormal,6
2009,NUMBER,20-24,F,certain_conditions_originating,0
2009,NUMBER,20-24,F,diseases_of_the_skin,0
2009,NUMBER,20-24,F,congenital_malformations_deformations,0
2009,NUMBER,20-24,F,diseases_of_the_blood,0
2009,NUMBER,20-24,F,diseases_of_the_digestive,0
2009,NUMBER,20-24,F,diseases_of_the_musculoskeletal,0
2009,NUMBER,20-24,F,pregnancy_childbirth_and_the,0
2009,NUMBER,20-24,F,factors_influencing_health_status,0
2009,NUMBER,20-24,F,unknown,0
2009,NUMBER,20-24,F,endocrine_metabolic_and_nutritional,1
2009,NUMBER,20-24,F,mental_and_behavioural_disorders,1
2009,NUMBER,20-24,F,symptoms_signs_and_abnormal,1
2009,NUMBER,20-24,F,infectious_and_parasitic,2
2009,NUMBER,20-24,F,diseases_of_the_respiratory,2
2009,NUMBER,20-24,F,diseases_of_the_genitourinary,2
2009,NUMBER,20-24,F,neoplasms,3
2009,NUMBER,20-24,F,diseases_of_the_nervous,3
2009,NUMBER,20-24,F,injuries_poisoning_and_consequences,5
2009,NUMBER,20-24,F,diseases_of_the_circulatory,9
2009,NUMBER,25-29,_T,certain_conditions_originating,0
2009,NUMBER,25-29,_T,diseases_of_the_skin,0
2009,NUMBER,25-29,_T,congenital_malformations_deformations,0
2009,NUMBER,25-29,_T,diseases_of_the_musculoskeletal,0
2009,NUMBER,25-29,_T,factors_influencing_health_status,0
2009,NUMBER,25-29,_T,mental_and_behavioural_disorders,0
2009,NUMBER,25-29,_T,diseases_of_the_genitourinary,0
2009,NUMBER,25-29,_T,infectious_and_parasitic,1
2009,NUMBER,25-29,_T,diseases_of_the_blood,1
2009,NUMBER,25-29,_T,endocrine_metabolic_and_nutritional,1
2009,NUMBER,25-29,_T,pregnancy_childbirth_and_the,1
2009,NUMBER,25-29,_T,diseases_of_the_digestive,2
2009,NUMBER,25-29,_T,diseases_of_the_nervous,3
2009,NUMBER,25-29,_T,unknown,3
2009,NUMBER,25-29,_T,symptoms_signs_and_abnormal,8
2009,NUMBER,25-29,_T,neoplasms,13
2009,NUMBER,25-29,_T,diseases_of_the_circulatory,19
2009,NUMBER,25-29,_T,injuries_poisoning_and_consequences,42
2009,NUMBER,25-29,_T,diseases_of_the_respiratory,5
2009,NUMBER,25-29,M,infectious_and_parasitic,0
2009,NUMBER,25-29,M,endocrine_metabolic_and_nutritional,0
2009,NUMBER,25-29,M,diseases_of_the_genitourinary,0
2009,NUMBER,25-29,M,mental_and_behavioural_disorders,0
2009,NUMBER,25-29,M,factors_influencing_health_status,0
2009,NUMBER,25-29,M,pregnancy_childbirth_and_the,0
2009,NUMBER,25-29,M,diseases_of_the_musculoskeletal,0
2009,NUMBER,25-29,M,congenital_malformations_deformations,0
2009,NUMBER,25-29,M,diseases_of_the_skin,0
2009,NUMBER,25-29,M,certain_conditions_originating,0
2009,NUMBER,25-29,M,diseases_of_the_blood,1
2009,NUMBER,25-29,M,diseases_of_the_nervous,1
2009,NUMBER,25-29,M,diseases_of_the_digestive,1
2009,NUMBER,25-29,M,unknown,3
2009,NUMBER,25-29,M,diseases_of_the_respiratory,4
2009,NUMBER,25-29,M,injuries_poisoning_and_consequences,37
2009,NUMBER,25-29,M,diseases_of_the_circulatory,12
2009,NUMBER,25-29,M,neoplasms,9
2009,NUMBER,25-29,M,symptoms_signs_and_abnormal,5
2009,NUMBER,25-29,F,certain_conditions_originating,0
2009,NUMBER,25-29,F,diseases_of_the_skin,0
2009,NUMBER,25-29,F,congenital_malformations_deformations,0
2009,NUMBER,25-29,F,diseases_of_the_blood,0
2009,NUMBER,25-29,F,mental_and_behavioural_disorders,0
2009,NUMBER,25-29,F,diseases_of_the_musculoskeletal,0
2009,NUMBER,25-29,F,diseases_of_the_genitourinary,0
2009,NUMBER,25-29,F,factors_influencing_health_status,0
2009,NUMBER,25-29,F,unknown,0
2009,NUMBER,25-29,F,infectious_and_parasitic,1
2009,NUMBER,25-29,F,endocrine_metabolic_and_nutritional,1
2009,NUMBER,25-29,F,diseases_of_the_respiratory,1
2009,NUMBER,25-29,F,diseases_of_the_digestive,1
2009,NUMBER,25-29,F,pregnancy_childbirth_and_the,1
2009,NUMBER,25-29,F,diseases_of_the_nervous,2
2009,NUMBER,25-29,F,symptoms_signs_and_abnormal,3
2009,NUMBER,25-29,F,neoplasms,4
2009,NUMBER,25-29,F,injuries_poisoning_and_consequences,5
2009,NUMBER,25-29,F,diseases_of_the_circulatory,7
2009,NUMBER,30-34,_T,certain_conditions_originating,0
2009,NUMBER,30-34,_T,pregnancy_childbirth_and_the,0
2009,NUMBER,30-34,_T,diseases_of_the_blood,0
2009,NUMBER,30-34,_T,diseases_of_the_musculoskeletal,0
2009,NUMBER,30-34,_T,factors_influencing_health_status,0
2009,NUMBER,30-34,_T,mental_and_behavioural_disorders,0
2009,NUMBER,30-34,_T,infectious_and_parasitic,0
2009,NUMBER,30-34,_T,diseases_of_the_skin,1
2009,NUMBER,30-34,_T,unknown,1
2009,NUMBER,30-34,_T,congenital_malformations_deformations,2
2009,NUMBER,30-34,_T,endocrine_metabolic_and_nutritional,3
2009,NUMBER,30-34,_T,diseases_of_the_genitourinary,3
2009,NUMBER,30-34,_T,diseases_of_the_respiratory,4
2009,NUMBER,30-34,_T,diseases_of_the_nervous,4
2009,NUMBER,30-34,_T,neoplasms,24
2009,NUMBER,30-34,_T,diseases_of_the_circulatory,26
2009,NUMBER,30-34,_T,injuries_poisoning_and_consequences,36
2009,NUMBER,30-34,_T,diseases_of_the_digestive,5
2009,NUMBER,30-34,_T,symptoms_signs_and_abnormal,5
2009,NUMBER,30-34,M,infectious_and_parasitic,0
2009,NUMBER,30-34,M,unknown,0
2009,NUMBER,30-34,M,mental_and_behavioural_disorders,0
2009,NUMBER,30-34,M,factors_influencing_health_status,0
2009,NUMBER,30-34,M,pregnancy_childbirth_and_the,0
2009,NUMBER,30-34,M,diseases_of_the_blood,0
2009,NUMBER,30-34,M,diseases_of_the_musculoskeletal,0
2009,NUMBER,30-34,M,diseases_of_the_skin,0
2009,NUMBER,30-34,M,certain_conditions_originating,0
2009,NUMBER,30-34,M,diseases_of_the_respiratory,1
2009,NUMBER,30-34,M,diseases_of_the_genitourinary,1
2009,NUMBER,30-34,M,diseases_of_the_nervous,2
2009,NUMBER,30-34,M,congenital_malformations_deformations,2
2009,NUMBER,30-34,M,endocrine_metabolic_and_nutritional,3
2009,NUMBER,30-34,M,symptoms_signs_and_abnormal,3
2009,NUMBER,30-34,M,diseases_of_the_digestive,4
2009,NUMBER,30-34,M,injuries_poisoning_and_consequences,29
2009,NUMBER,30-34,M,diseases_of_the_circulatory,15
2009,NUMBER,30-34,M,neoplasms,9
2009,NUMBER,30-34,F,certain_conditions_originating,0
2009,NUMBER,30-34,F,congenital_malformations_deformations,0
2009,NUMBER,30-34,F,infectious_and_parasitic,0
2009,NUMBER,30-34,F,diseases_of_the_blood,0
2009,NUMBER,30-34,F,endocrine_metabolic_and_nutritional,0
2009,NUMBER,30-34,F,mental_and_behavioural_disorders,0
2009,NUMBER,30-34,F,diseases_of_the_musculoskeletal,0
2009,NUMBER,30-34,F,pregnancy_childbirth_and_the,0
2009,NUMBER,30-34,F,factors_influencing_health_status,0
2009,NUMBER,30-34,F,diseases_of_the_digestive,1
2009,NUMBER,30-34,F,diseases_of_the_skin,1
2009,NUMBER,30-34,F,unknown,1
2009,NUMBER,30-34,F,diseases_of_the_nervous,2
2009,NUMBER,30-34,F,diseases_of_the_genitourinary,2
2009,NUMBER,30-34,F,symptoms_signs_and_abnormal,2
2009,NUMBER,30-34,F,diseases_of_the_respiratory,3
2009,NUMBER,30-34,F,injuries_poisoning_and_consequences,7
2009,NUMBER,30-34,F,diseases_of_the_circulatory,11
2009,NUMBER,30-34,F,neoplasms,15
2009,NUMBER,35-39,_T,certain_conditions_originating,0
2009,NUMBER,35-39,_T,diseases_of_the_skin,0
2009,NUMBER,35-39,_T,congenital_malformations_deformations,0
2009,NUMBER,35-39,_T,pregnancy_childbirth_and_the,0
2009,NUMBER,35-39,_T,diseases_of_the_blood,0
2009,NUMBER,35-39,_T,diseases_of_the_musculoskeletal,0
2009,NUMBER,35-39,_T,factors_influencing_health_status,0
2009,NUMBER,35-39,_T,mental_and_behavioural_disorders,0
2009,NUMBER,35-39,_T,infectious_and_parasitic,1
2009,NUMBER,35-39,_T,endocrine_metabolic_and_nutritional,1
2009,NUMBER,35-39,_T,diseases_of_the_genitourinary,1
2009,NUMBER,35-39,_T,diseases_of_the_digestive,2
2009,NUMBER,35-39,_T,symptoms_signs_and_abnormal,9
2009,NUMBER,35-39,_T,neoplasms,31
2009,NUMBER,35-39,_T,diseases_of_the_circulatory,42
2009,NUMBER,35-39,_T,injuries_poisoning_and_consequences,37
2009,NUMBER,35-39,_T,diseases_of_the_nervous,7
2009,NUMBER,35-39,_T,diseases_of_the_respiratory,7
2009,NUMBER,35-39,_T,unknown,6
2009,NUMBER,35-39,M,endocrine_metabolic_and_nutritional,0
2009,NUMBER,35-39,M,diseases_of_the_genitourinary,0
2009,NUMBER,35-39,M,mental_and_behavioural_disorders,0
2009,NUMBER,35-39,M,factors_influencing_health_status,0
2009,NUMBER,35-39,M,pregnancy_childbirth_and_the,0
2009,NUMBER,35-39,M,diseases_of_the_blood,0
2009,NUMBER,35-39,M,diseases_of_the_musculoskeletal,0
2009,NUMBER,35-39,M,congenital_malformations_deformations,0
2009,NUMBER,35-39,M,diseases_of_the_skin,0
2009,NUMBER,35-39,M,certain_conditions_originating,0
2009,NUMBER,35-39,M,infectious_and_parasitic,1
2009,NUMBER,35-39,M,diseases_of_the_digestive,1
2009,NUMBER,35-39,M,diseases_of_the_nervous,3
2009,NUMBER,35-39,M,unknown,3
2009,NUMBER,35-39,M,injuries_poisoning_and_consequences,33
2009,NUMBER,35-39,M,diseases_of_the_circulatory,32
2009,NUMBER,35-39,M,neoplasms,12
2009,NUMBER,35-39,M,diseases_of_the_respiratory,7
2009,NUMBER,35-39,M,symptoms_signs_and_abnormal,7
2009,NUMBER,35-39,F,certain_conditions_originating,0
2009,NUMBER,35-39,F,diseases_of_the_skin,0
2009,NUMBER,35-39,F,congenital_malformations_deformations,0
2009,NUMBER,35-39,F,infectious_and_parasitic,0
2009,NUMBER,35-39,F,diseases_of_the_blood,0
2009,NUMBER,35-39,F,mental_and_behavioural_disorders,0
2009,NUMBER,35-39,F,diseases_of_the_respiratory,0
2009,NUMBER,35-39,F,diseases_of_the_musculoskeletal,0
2009,NUMBER,35-39,F,pregnancy_childbirth_and_the,0
2009,NUMBER,35-39,F,factors_influencing_health_status,0
2009,NUMBER,35-39,F,endocrine_metabolic_and_nutritional,1
2009,NUMBER,35-39,F,diseases_of_the_digestive,1
2009,NUMBER,35-39,F,diseases_of_the_genitourinary,1
2009,NUMBER,35-39,F,symptoms_signs_and_abnormal,2
2009,NUMBER,35-39,F,unknown,3
2009,NUMBER,35-39,F,injuries_poisoning_and_consequences,4
2009,NUMBER,35-39,F,diseases_of_the_nervous,4
2009,NUMBER,35-39,F,diseases_of_the_circulatory,10
2009,NUMBER,35-39,F,neoplasms,19
2009,NUMBER,40-44,_T,certain_conditions_originating,0
2009,NUMBER,40-44,_T,pregnancy_childbirth_and_the,0
2009,NUMBER,40-44,_T,diseases_of_the_blood,0
2009,NUMBER,40-44,_T,diseases_of_the_musculoskeletal,0
2009,NUMBER,40-44,_T,factors_influencing_health_status,0
2009,NUMBER,40-44,_T,infectious_and_parasitic,1
2009,NUMBER,40-44,_T,diseases_of_the_skin,1
2009,NUMBER,40-44,_T,congenital_malformations_deformations,1
2009,NUMBER,40-44,_T,mental_and_behavioural_disorders,3
2009,NUMBER,40-44,_T,diseases_of_the_genitourinary,4
2009,NUMBER,40-44,_T,unknown,10
2009,NUMBER,40-44,_T,endocrine_metabolic_and_nutritional,9
2009,NUMBER,40-44,_T,diseases_of_the_digestive,16
2009,NUMBER,40-44,_T,symptoms_signs_and_abnormal,14
2009,NUMBER,40-44,_T,neoplasms,90
2009,NUMBER,40-44,_T,diseases_of_the_circulatory,82
2009,NUMBER,40-44,_T,injuries_poisoning_and_consequences,47
2009,NUMBER,40-44,_T,diseases_of_the_respiratory,7
2009,NUMBER,40-44,_T,diseases_of_the_nervous,5
2009,NUMBER,40-44,M,factors_influencing_health_status,0
2009,NUMBER,40-44,M,pregnancy_childbirth_and_the,0
2009,NUMBER,40-44,M,diseases_of_the_blood,0
2009,NUMBER,40-44,M,diseases_of_the_musculoskeletal,0
2009,NUMBER,40-44,M,diseases_of_the_skin,0
2009,NUMBER,40-44,M,certain_conditions_originating,0
2009,NUMBER,40-44,M,infectious_and_parasitic,1
2009,NUMBER,40-44,M,mental_and_behavioural_disorders,1
2009,NUMBER,40-44,M,congenital_malformations_deformations,1
2009,NUMBER,40-44,M,diseases_of_the_nervous,3
2009,NUMBER,40-44,M,diseases_of_the_genitourinary,3
2009,NUMBER,40-44,M,diseases_of_the_respiratory,4
2009,NUMBER,40-44,M,injuries_poisoning_and_consequences,38
2009,NUMBER,40-44,M,diseases_of_the_circulatory,62
2009,NUMBER,40-44,M,neoplasms,41
2009,NUMBER,40-44,M,symptoms_signs_and_abnormal,12
2009,NUMBER,40-44,M,diseases_of_the_digestive,12
2009,NUMBER,40-44,M,unknown,9
2009,NUMBER,40-44,M,endocrine_metabolic_and_nutritional,5
2009,NUMBER,40-44,F,certain_conditions_originating,0
2009,NUMBER,40-44,F,congenital_malformations_deformations,0
2009,NUMBER,40-44,F,pregnancy_childbirth_and_the,0
2009,NUMBER,40-44,F,infectious_and_parasitic,0
2009,NUMBER,40-44,F,diseases_of_the_blood,0
2009,NUMBER,40-44,F,diseases_of_the_musculoskeletal,0
2009,NUMBER,40-44,F,factors_influencing_health_status,0
2009,NUMBER,40-44,F,diseases_of_the_skin,1
2009,NUMBER,40-44,F,diseases_of_the_genitourinary,1
2009,NUMBER,40-44,F,unknown,1
2009,NUMBER,40-44,F,mental_and_behavioural_disorders,2
2009,NUMBER,40-44,F,diseases_of_the_nervous,2
2009,NUMBER,40-44,F,symptoms_signs_and_abnormal,2
2009,NUMBER,40-44,F,diseases_of_the_respiratory,3
2009,NUMBER,40-44,F,endocrine_metabolic_and_nutritional,4
2009,NUMBER,40-44,F,diseases_of_the_digestive,4
2009,NUMBER,40-44,F,injuries_poisoning_and_consequences,9
2009,NUMBER,40-44,F,diseases_of_the_circulatory,20
2009,NUMBER,40-44,F,neoplasms,49
2009,NUMBER,45-49,_T,certain_conditions_originating,0
2009,NUMBER,45-49,_T,diseases_of_the_skin,0
2009,NUMBER,45-49,_T,congenital_malformations_deformations,0
2009,NUMBER,45-49,_T,pregnancy_childbirth_and_the,0
2009,NUMBER,45-49,_T,factors_influencing_health_status,0
2009,NUMBER,45-49,_T,diseases_of_the_blood,1
2009,NUMBER,45-49,_T,diseases_of_the_musculoskeletal,2
2009,NUMBER,45-49,_T,diseases_of_the_genitourinary,12
2009,NUMBER,45-49,_T,diseases_of_the_respiratory,18
2009,NUMBER,45-49,_T,unknown,21
2009,NUMBER,45-49,_T,diseases_of_the_digestive,34
2009,NUMBER,45-49,_T,symptoms_signs_and_abnormal,33
2009,NUMBER,45-49,_T,neoplasms,167
2009,NUMBER,45-49,_T,diseases_of_the_circulatory,215
2009,NUMBER,45-49,_T,injuries_poisoning_and_consequences,52
2009,NUMBER,45-49,_T,endocrine_metabolic_and_nutritional,7
2009,NUMBER,45-49,_T,mental_and_behavioural_disorders,7
2009,NUMBER,45-49,_T,infectious_and_parasitic,6
2009,NUMBER,45-49,_T,diseases_of_the_nervous,5
2009,NUMBER,45-49,M,factors_influencing_health_status,0
2009,NUMBER,45-49,M,pregnancy_childbirth_and_the,0
2009,NUMBER,45-49,M,congenital_malformations_deformations,0
2009,NUMBER,45-49,M,diseases_of_the_skin,0
2009,NUMBER,45-49,M,certain_conditions_originating,0
2009,NUMBER,45-49,M,diseases_of_the_blood,1
2009,NUMBER,45-49,M,diseases_of_the_musculoskeletal,1
2009,NUMBER,45-49,M,endocrine_metabolic_and_nutritional,2
2009,NUMBER,45-49,M,diseases_of_the_nervous,3
2009,NUMBER,45-49,M,infectious_and_parasitic,4
2009,NUMBER,45-49,M,injuries_poisoning_and_consequences,41
2009,NUMBER,45-49,M,diseases_of_the_circulatory,143
2009,NUMBER,45-49,M,neoplasms,83
2009,NUMBER,45-49,M,symptoms_signs_and_abnormal,22
2009,NUMBER,45-49,M,diseases_of_the_digestive,25
2009,NUMBER,45-49,M,unknown,16
2009,NUMBER,45-49,M,diseases_of_the_respiratory,12
2009,NUMBER,45-49,M,diseases_of_the_genitourinary,9
2009,NUMBER,45-49,M,mental_and_behavioural_disorders,5
2009,NUMBER,45-49,F,certain_conditions_originating,0
2009,NUMBER,45-49,F,diseases_of_the_skin,0
2009,NUMBER,45-49,F,congenital_malformations_deformations,0
2009,NUMBER,45-49,F,pregnancy_childbirth_and_the,0
2009,NUMBER,45-49,F,diseases_of_the_blood,0
2009,NUMBER,45-49,F,factors_influencing_health_status,0
2009,NUMBER,45-49,F,diseases_of_the_musculoskeletal,1
2009,NUMBER,45-49,F,infectious_and_parasitic,2
2009,NUMBER,45-49,F,mental_and_behavioural_disorders,2
2009,NUMBER,45-49,F,diseases_of_the_nervous,2
2009,NUMBER,45-49,F,diseases_of_the_genitourinary,3
2009,NUMBER,45-49,F,endocrine_metabolic_and_nutritional,5
2009,NUMBER,45-49,F,unknown,5
2009,NUMBER,45-49,F,diseases_of_the_respiratory,6
2009,NUMBER,45-49,F,diseases_of_the_digestive,9
2009,NUMBER,45-49,F,diseases_of_the_circulatory,72
2009,NUMBER,45-49,F,symptoms_signs_and_abnormal,11
2009,NUMBER,45-49,F,injuries_poisoning_and_consequences,11
2009,NUMBER,45-49,F,neoplasms,84
2009,NUMBER,50-54,_T,certain_conditions_originating,0
2009,NUMBER,50-54,_T,diseases_of_the_skin,0
2009,NUMBER,50-54,_T,pregnancy_childbirth_and_the,0
2009,NUMBER,50-54,_T,diseases_of_the_blood,0
2009,NUMBER,50-54,_T,diseases_of_the_musculoskeletal,0
2009,NUMBER,50-54,_T,factors_influencing_health_status,0
2009,NUMBER,50-54,_T,congenital_malformations_deformations,1
2009,NUMBER,50-54,_T,mental_and_behavioural_disorders,4
2009,NUMBER,50-54,_T,diseases_of_the_genitourinary,10
2009,NUMBER,50-54,_T,diseases_of_the_nervous,8
2009,NUMBER,50-54,_T,infectious_and_parasitic,11
2009,NUMBER,50-54,_T,endocrine_metabolic_and_nutritional,20
2009,NUMBER,50-54,_T,diseases_of_the_respiratory,19
2009,NUMBER,50-54,_T,unknown,14
2009,NUMBER,50-54,_T,diseases_of_the_digestive,41
2009,NUMBER,50-54,_T,symptoms_signs_and_abnormal,48
2009,NUMBER,50-54,_T,neoplasms,312
2009,NUMBER,50-54,_T,diseases_of_the_circulatory,313
2009,NUMBER,50-54,_T,injuries_poisoning_and_consequences,58
2009,NUMBER,50-54,M,factors_influencing_health_status,0
2009,NUMBER,50-54,M,pregnancy_childbirth_and_the,0
2009,NUMBER,50-54,M,diseases_of_the_blood,0
2009,NUMBER,50-54,M,diseases_of_the_musculoskeletal,0
2009,NUMBER,50-54,M,congenital_malformations_deformations,0
2009,NUMBER,50-54,M,diseases_of_the_skin,0
