Year,UNIT_MEASURE,Sex,Age,Cause of death,Value
2010,Number,F,30-34,(J00-J99) Diseases of the respiratory system,1.0
2010,Number,F,30-34,(K00-K93) Diseases of the digestive system,1.0
2010,Number,F,30-34,Unknown,2.0
2010,Number,F,30-34,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",4.0
2010,Number,F,30-34,"(S00-T98) Injuries, poisoning and consequences of external causes",5.0
2010,Number,F,30-34,(I00-I99) Diseases of the circulatory system,12.0
2010,Number,F,30-34,"(C00-C97,D00-D48) Neoplasms",11.0
2010,Number,Both sexes,35-39,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,Both sexes,35-39,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,Both sexes,35-39,(H00-H59) Diseases of the eye,0.0
2010,Number,Both sexes,35-39,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2010,Number,Both sexes,35-39,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2010,Number,Both sexes,35-39,(F00-F99) Mental and behavioural disorders,1.0
2010,Number,Both sexes,35-39,(L00-L99) Diseases of the skin and subcutaneous tissue,1.0
2010,Number,Both sexes,35-39,(N00-N99) Diseases of the genitourinary system,2.0
2010,Number,Both sexes,35-39,(A00-B99) Infectious and parasitic diseases,3.0
2010,Number,Both sexes,35-39,(E00-E90) Endocrine metabolic and nutritional diseases,3.0
2010,Number,Both sexes,35-39,(G00-G99) Diseases of the nervous system,3.0
2010,Number,Both sexes,35-39,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",14.0
2010,Number,Both sexes,35-39,"(C00-C97,D00-D48) Neoplasms",44.0
2010,Number,Both sexes,35-39,(I00-I99) Diseases of the circulatory system,30.0
2010,Number,Both sexes,35-39,"(S00-T98) Injuries, poisoning and consequences of external causes",28.0
2010,Number,Both sexes,35-39,(K00-K93) Diseases of the digestive system,6.0
2010,Number,Both sexes,35-39,(J00-J99) Diseases of the respiratory system,5.0
2010,Number,Both sexes,35-39,Unknown,5.0
2010,Number,M,35-39,(H00-H59) Diseases of the eye,0.0
2010,Number,M,35-39,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2010,Number,M,35-39,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2010,Number,M,35-39,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,M,35-39,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,M,35-39,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,M,35-39,(E00-E90) Endocrine metabolic and nutritional diseases,1.0
2010,Number,M,35-39,(F00-F99) Mental and behavioural disorders,1.0
2010,Number,M,35-39,(A00-B99) Infectious and parasitic diseases,2.0
2010,Number,M,35-39,(J00-J99) Diseases of the respiratory system,2.0
2010,Number,M,35-39,(N00-N99) Diseases of the genitourinary system,2.0
2010,Number,M,35-39,Unknown,2.0
2010,Number,M,35-39,(G00-G99) Diseases of the nervous system,3.0
2010,Number,M,35-39,(K00-K93) Diseases of the digestive system,4.0
2010,Number,M,35-39,"(S00-T98) Injuries, poisoning and consequences of external causes",23.0
2010,Number,M,35-39,(I00-I99) Diseases of the circulatory system,21.0
2010,Number,M,35-39,"(C00-C97,D00-D48) Neoplasms",26.0
2010,Number,M,35-39,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",11.0
2010,Number,F,35-39,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,F,35-39,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,F,35-39,(F00-F99) Mental and behavioural disorders,0.0
2010,Number,F,35-39,(G00-G99) Diseases of the nervous system,0.0
2010,Number,F,35-39,(H00-H59) Diseases of the eye,0.0
2010,Number,F,35-39,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2010,Number,F,35-39,(N00-N99) Diseases of the genitourinary system,0.0
2010,Number,F,35-39,(A00-B99) Infectious and parasitic diseases,1.0
2010,Number,F,35-39,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2010,Number,F,35-39,(L00-L99) Diseases of the skin and subcutaneous tissue,1.0
2010,Number,F,35-39,(E00-E90) Endocrine metabolic and nutritional diseases,2.0
2010,Number,F,35-39,(K00-K93) Diseases of the digestive system,2.0
2010,Number,F,35-39,(J00-J99) Diseases of the respiratory system,3.0
2010,Number,F,35-39,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",3.0
2010,Number,F,35-39,Unknown,3.0
2010,Number,F,35-39,"(S00-T98) Injuries, poisoning and consequences of external causes",5.0
2010,Number,F,35-39,(I00-I99) Diseases of the circulatory system,9.0
2010,Number,F,35-39,"(C00-C97,D00-D48) Neoplasms",18.0
2010,Number,Both sexes,40-44,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,Both sexes,40-44,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,Both sexes,40-44,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,Both sexes,40-44,(H00-H59) Diseases of the eye,0.0
2010,Number,Both sexes,40-44,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2010,Number,Both sexes,40-44,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2010,Number,Both sexes,40-44,(F00-F99) Mental and behavioural disorders,3.0
2010,Number,Both sexes,40-44,(G00-G99) Diseases of the nervous system,4.0
2010,Number,Both sexes,40-44,(J00-J99) Diseases of the respiratory system,10.0
2010,Number,Both sexes,40-44,(E00-E90) Endocrine metabolic and nutritional diseases,8.0
2010,Number,Both sexes,40-44,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",8.0
2010,Number,Both sexes,40-44,Unknown,8.0
2010,Number,Both sexes,40-44,(N00-N99) Diseases of the genitourinary system,9.0
2010,Number,Both sexes,40-44,(K00-K93) Diseases of the digestive system,15.0
2010,Number,Both sexes,40-44,"(C00-C97,D00-D48) Neoplasms",88.0
2010,Number,Both sexes,40-44,(I00-I99) Diseases of the circulatory system,90.0
2010,Number,Both sexes,40-44,"(S00-T98) Injuries, poisoning and consequences of external causes",47.0
2010,Number,Both sexes,40-44,(A00-B99) Infectious and parasitic diseases,5.0
2010,Number,M,40-44,(H00-H59) Diseases of the eye,0.0
2010,Number,M,40-44,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2010,Number,M,40-44,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2010,Number,M,40-44,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,M,40-44,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,M,40-44,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,M,40-44,(F00-F99) Mental and behavioural disorders,1.0
2010,Number,M,40-44,(G00-G99) Diseases of the nervous system,2.0
2010,Number,M,40-44,(A00-B99) Infectious and parasitic diseases,4.0
2010,Number,M,40-44,Unknown,4.0
2010,Number,M,40-44,"(S00-T98) Injuries, poisoning and consequences of external causes",39.0
2010,Number,M,40-44,(I00-I99) Diseases of the circulatory system,59.0
2010,Number,M,40-44,"(C00-C97,D00-D48) Neoplasms",37.0
2010,Number,M,40-44,(J00-J99) Diseases of the respiratory system,9.0
2010,Number,M,40-44,(K00-K93) Diseases of the digestive system,8.0
2010,Number,M,40-44,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",6.0
2010,Number,M,40-44,(E00-E90) Endocrine metabolic and nutritional diseases,5.0
2010,Number,M,40-44,(N00-N99) Diseases of the genitourinary system,5.0
2010,Number,F,40-44,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,F,40-44,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,F,40-44,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,F,40-44,(H00-H59) Diseases of the eye,0.0
2010,Number,F,40-44,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2010,Number,F,40-44,(A00-B99) Infectious and parasitic diseases,1.0
2010,Number,F,40-44,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2010,Number,F,40-44,(J00-J99) Diseases of the respiratory system,1.0
2010,Number,F,40-44,(F00-F99) Mental and behavioural disorders,2.0
2010,Number,F,40-44,(G00-G99) Diseases of the nervous system,2.0
2010,Number,F,40-44,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",2.0
2010,Number,F,40-44,(E00-E90) Endocrine metabolic and nutritional diseases,3.0
2010,Number,F,40-44,(N00-N99) Diseases of the genitourinary system,4.0
2010,Number,F,40-44,Unknown,4.0
2010,Number,F,40-44,(K00-K93) Diseases of the digestive system,7.0
2010,Number,F,40-44,(I00-I99) Diseases of the circulatory system,31.0
2010,Number,F,40-44,"(S00-T98) Injuries, poisoning and consequences of external causes",8.0
2010,Number,F,40-44,"(C00-C97,D00-D48) Neoplasms",51.0
2010,Number,Both sexes,45-49,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,Both sexes,45-49,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,Both sexes,45-49,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,Both sexes,45-49,(H00-H59) Diseases of the eye,0.0
2010,Number,Both sexes,45-49,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2010,Number,Both sexes,45-49,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2010,Number,Both sexes,45-49,(F00-F99) Mental and behavioural disorders,3.0
2010,Number,Both sexes,45-49,(A00-B99) Infectious and parasitic diseases,4.0
2010,Number,Both sexes,45-49,(J00-J99) Diseases of the respiratory system,10.0
2010,Number,Both sexes,45-49,(E00-E90) Endocrine metabolic and nutritional diseases,14.0
2010,Number,Both sexes,45-49,Unknown,18.0
2010,Number,Both sexes,45-49,(K00-K93) Diseases of the digestive system,24.0
2010,Number,Both sexes,45-49,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",22.0
2010,Number,Both sexes,45-49,"(C00-C97,D00-D48) Neoplasms",157.0
2010,Number,Both sexes,45-49,(I00-I99) Diseases of the circulatory system,197.0
2010,Number,Both sexes,45-49,"(S00-T98) Injuries, poisoning and consequences of external causes",63.0
2010,Number,Both sexes,45-49,(G00-G99) Diseases of the nervous system,7.0
2010,Number,Both sexes,45-49,(N00-N99) Diseases of the genitourinary system,7.0
2010,Number,M,45-49,(H00-H59) Diseases of the eye,0.0
2010,Number,M,45-49,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2010,Number,M,45-49,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2010,Number,M,45-49,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,M,45-49,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,M,45-49,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,M,45-49,(F00-F99) Mental and behavioural disorders,1.0
2010,Number,M,45-49,(A00-B99) Infectious and parasitic diseases,2.0
2010,Number,M,45-49,(G00-G99) Diseases of the nervous system,3.0
2010,Number,M,45-49,(N00-N99) Diseases of the genitourinary system,4.0
2010,Number,M,45-49,"(S00-T98) Injuries, poisoning and consequences of external causes",50.0
2010,Number,M,45-49,(I00-I99) Diseases of the circulatory system,138.0
2010,Number,M,45-49,"(C00-C97,D00-D48) Neoplasms",87.0
2010,Number,M,45-49,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",15.0
2010,Number,M,45-49,(K00-K93) Diseases of the digestive system,16.0
2010,Number,M,45-49,Unknown,10.0
2010,Number,M,45-49,(E00-E90) Endocrine metabolic and nutritional diseases,9.0
2010,Number,M,45-49,(J00-J99) Diseases of the respiratory system,6.0
2010,Number,F,45-49,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,F,45-49,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,F,45-49,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,F,45-49,(H00-H59) Diseases of the eye,0.0
2010,Number,F,45-49,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2010,Number,F,45-49,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2010,Number,F,45-49,(A00-B99) Infectious and parasitic diseases,2.0
2010,Number,F,45-49,(F00-F99) Mental and behavioural disorders,2.0
2010,Number,F,45-49,(N00-N99) Diseases of the genitourinary system,3.0
2010,Number,F,45-49,(J00-J99) Diseases of the respiratory system,4.0
2010,Number,F,45-49,(G00-G99) Diseases of the nervous system,4.0
2010,Number,F,45-49,(E00-E90) Endocrine metabolic and nutritional diseases,5.0
2010,Number,F,45-49,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",7.0
2010,Number,F,45-49,(I00-I99) Diseases of the circulatory system,59.0
2010,Number,F,45-49,(K00-K93) Diseases of the digestive system,8.0
2010,Number,F,45-49,"(S00-T98) Injuries, poisoning and consequences of external causes",13.0
2010,Number,F,45-49,Unknown,8.0
2010,Number,F,45-49,"(C00-C97,D00-D48) Neoplasms",70.0
2010,Number,Both sexes,50-54,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,Both sexes,50-54,(H00-H59) Diseases of the eye,0.0
2010,Number,Both sexes,50-54,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2010,Number,Both sexes,50-54,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2010,Number,Both sexes,50-54,(L00-L99) Diseases of the skin and subcutaneous tissue,1.0
2010,Number,Both sexes,50-54,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1.0
2010,Number,Both sexes,50-54,(A00-B99) Infectious and parasitic diseases,10.0
2010,Number,Both sexes,50-54,(G00-G99) Diseases of the nervous system,11.0
2010,Number,Both sexes,50-54,(N00-N99) Diseases of the genitourinary system,15.0
2010,Number,Both sexes,50-54,(E00-E90) Endocrine metabolic and nutritional diseases,24.0
2010,Number,Both sexes,50-54,(J00-J99) Diseases of the respiratory system,18.0
2010,Number,Both sexes,50-54,Unknown,28.0
2010,Number,Both sexes,50-54,(K00-K93) Diseases of the digestive system,35.0
2010,Number,Both sexes,50-54,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",48.0
2010,Number,Both sexes,50-54,"(C00-C97,D00-D48) Neoplasms",339.0
2010,Number,Both sexes,50-54,(I00-I99) Diseases of the circulatory system,316.0
2010,Number,Both sexes,50-54,"(S00-T98) Injuries, poisoning and consequences of external causes",47.0
2010,Number,Both sexes,50-54,(F00-F99) Mental and behavioural disorders,7.0
2010,Number,M,50-54,(H00-H59) Diseases of the eye,0.0
2010,Number,M,50-54,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2010,Number,M,50-54,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2010,Number,M,50-54,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,M,50-54,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,M,50-54,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1.0
2010,Number,M,50-54,(G00-G99) Diseases of the nervous system,4.0
2010,Number,M,50-54,"(S00-T98) Injuries, poisoning and consequences of external causes",34.0
2010,Number,M,50-54,(I00-I99) Diseases of the circulatory system,236.0
2010,Number,M,50-54,"(C00-C97,D00-D48) Neoplasms",190.0
2010,Number,M,50-54,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",38.0
2010,Number,M,50-54,(K00-K93) Diseases of the digestive system,23.0
2010,Number,M,50-54,Unknown,19.0
2010,Number,M,50-54,(J00-J99) Diseases of the respiratory system,16.0
2010,Number,M,50-54,(E00-E90) Endocrine metabolic and nutritional diseases,17.0
2010,Number,M,50-54,(A00-B99) Infectious and parasitic diseases,8.0
2010,Number,M,50-54,(N00-N99) Diseases of the genitourinary system,7.0
2010,Number,M,50-54,(F00-F99) Mental and behavioural disorders,5.0
2010,Number,F,50-54,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,F,50-54,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,F,50-54,(H00-H59) Diseases of the eye,0.0
2010,Number,F,50-54,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2010,Number,F,50-54,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2010,Number,F,50-54,(L00-L99) Diseases of the skin and subcutaneous tissue,1.0
2010,Number,F,50-54,(A00-B99) Infectious and parasitic diseases,2.0
2010,Number,F,50-54,(F00-F99) Mental and behavioural disorders,2.0
2010,Number,F,50-54,(J00-J99) Diseases of the respiratory system,2.0
2010,Number,F,50-54,(E00-E90) Endocrine metabolic and nutritional diseases,7.0
2010,Number,F,50-54,(G00-G99) Diseases of the nervous system,7.0
2010,Number,F,50-54,Unknown,9.0
2010,Number,F,50-54,(I00-I99) Diseases of the circulatory system,80.0
2010,Number,F,50-54,(K00-K93) Diseases of the digestive system,12.0
2010,Number,F,50-54,(N00-N99) Diseases of the genitourinary system,8.0
2010,Number,F,50-54,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",10.0
2010,Number,F,50-54,"(S00-T98) Injuries, poisoning and consequences of external causes",13.0
2010,Number,F,50-54,"(C00-C97,D00-D48) Neoplasms",149.0
2010,Number,Both sexes,55-59,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,Both sexes,55-59,(H00-H59) Diseases of the eye,0.0
2010,Number,Both sexes,55-59,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2010,Number,Both sexes,55-59,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1.0
2010,Number,Both sexes,55-59,(L00-L99) Diseases of the skin and subcutaneous tissue,2.0
2010,Number,Both sexes,55-59,(M00-M99) Diseases of the musculoskeletal system and connective tissue,3.0
2010,Number,Both sexes,55-59,(F00-F99) Mental and behavioural disorders,4.0
2010,Number,Both sexes,55-59,(A00-B99) Infectious and parasitic diseases,13.0
2010,Number,Both sexes,55-59,(N00-N99) Diseases of the genitourinary system,19.0
2010,Number,Both sexes,55-59,(E00-E90) Endocrine metabolic and nutritional diseases,64.0
2010,Number,Both sexes,55-59,(J00-J99) Diseases of the respiratory system,28.0
2010,Number,Both sexes,55-59,Unknown,40.0
2010,Number,Both sexes,55-59,(K00-K93) Diseases of the digestive system,62.0
2010,Number,Both sexes,55-59,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",72.0
2010,Number,Both sexes,55-59,"(C00-C97,D00-D48) Neoplasms",426.0
2010,Number,Both sexes,55-59,(I00-I99) Diseases of the circulatory system,514.0
2010,Number,Both sexes,55-59,"(S00-T98) Injuries, poisoning and consequences of external causes",48.0
2010,Number,Both sexes,55-59,(G00-G99) Diseases of the nervous system,6.0
2010,Number,M,55-59,(H00-H59) Diseases of the eye,0.0
2010,Number,M,55-59,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,M,55-59,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,M,55-59,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,M,55-59,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2010,Number,M,55-59,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1.0
2010,Number,M,55-59,(F00-F99) Mental and behavioural disorders,2.0
2010,Number,M,55-59,(G00-G99) Diseases of the nervous system,3.0
2010,Number,M,55-59,"(S00-T98) Injuries, poisoning and consequences of external causes",33.0
2010,Number,M,55-59,(I00-I99) Diseases of the circulatory system,350.0
2010,Number,M,55-59,"(C00-C97,D00-D48) Neoplasms",259.0
2010,Number,M,55-59,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",50.0
2010,Number,M,55-59,(K00-K93) Diseases of the digestive system,44.0
2010,Number,M,55-59,Unknown,27.0
2010,Number,M,55-59,(J00-J99) Diseases of the respiratory system,15.0
2010,Number,M,55-59,(E00-E90) Endocrine metabolic and nutritional diseases,41.0
2010,Number,M,55-59,(N00-N99) Diseases of the genitourinary system,10.0
2010,Number,M,55-59,(A00-B99) Infectious and parasitic diseases,9.0
2010,Number,F,55-59,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,F,55-59,(H00-H59) Diseases of the eye,0.0
2010,Number,F,55-59,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2010,Number,F,55-59,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",1.0
2010,Number,F,55-59,(F00-F99) Mental and behavioural disorders,2.0
2010,Number,F,55-59,(L00-L99) Diseases of the skin and subcutaneous tissue,2.0
2010,Number,F,55-59,(M00-M99) Diseases of the musculoskeletal system and connective tissue,2.0
2010,Number,F,55-59,(G00-G99) Diseases of the nervous system,3.0
2010,Number,F,55-59,(A00-B99) Infectious and parasitic diseases,4.0
2010,Number,F,55-59,(N00-N99) Diseases of the genitourinary system,9.0
2010,Number,F,55-59,(E00-E90) Endocrine metabolic and nutritional diseases,23.0
2010,Number,F,55-59,(I00-I99) Diseases of the circulatory system,164.0
2010,Number,F,55-59,(J00-J99) Diseases of the respiratory system,13.0
2010,Number,F,55-59,(K00-K93) Diseases of the digestive system,18.0
2010,Number,F,55-59,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",22.0
2010,Number,F,55-59,"(S00-T98) Injuries, poisoning and consequences of external causes",15.0
2010,Number,F,55-59,Unknown,13.0
2010,Number,F,55-59,"(C00-C97,D00-D48) Neoplasms",167.0
2010,Number,Both sexes,60-64,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,Both sexes,60-64,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,Both sexes,60-64,(H00-H59) Diseases of the eye,0.0
2010,Number,Both sexes,60-64,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2010,Number,Both sexes,60-64,(L00-L99) Diseases of the skin and subcutaneous tissue,1.0
2010,Number,Both sexes,60-64,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1.0
2010,Number,Both sexes,60-64,(A00-B99) Infectious and parasitic diseases,10.0
2010,Number,Both sexes,60-64,(G00-G99) Diseases of the nervous system,11.0
2010,Number,Both sexes,60-64,(N00-N99) Diseases of the genitourinary system,32.0
2010,Number,Both sexes,60-64,(E00-E90) Endocrine metabolic and nutritional diseases,81.0
2010,Number,Both sexes,60-64,(J00-J99) Diseases of the respiratory system,45.0
2010,Number,Both sexes,60-64,Unknown,41.0
2010,Number,Both sexes,60-64,(K00-K93) Diseases of the digestive system,59.0
2010,Number,Both sexes,60-64,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",87.0
2010,Number,Both sexes,60-64,"(C00-C97,D00-D48) Neoplasms",464.0
2010,Number,Both sexes,60-64,(I00-I99) Diseases of the circulatory system,702.0
2010,Number,Both sexes,60-64,"(S00-T98) Injuries, poisoning and consequences of external causes",31.0
2010,Number,Both sexes,60-64,(F00-F99) Mental and behavioural disorders,5.0
2010,Number,M,60-64,(H00-H59) Diseases of the eye,0.0
2010,Number,M,60-64,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",0.0
2010,Number,M,60-64,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,M,60-64,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,M,60-64,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,M,60-64,(M00-M99) Diseases of the musculoskeletal system and connective tissue,1.0
2010,Number,M,60-64,(F00-F99) Mental and behavioural disorders,4.0
2010,Number,M,60-64,"(S00-T98) Injuries, poisoning and consequences of external causes",25.0
2010,Number,M,60-64,(I00-I99) Diseases of the circulatory system,429.0
2010,Number,M,60-64,"(C00-C97,D00-D48) Neoplasms",275.0
2010,Number,M,60-64,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",64.0
2010,Number,M,60-64,(K00-K93) Diseases of the digestive system,35.0
2010,Number,M,60-64,Unknown,28.0
2010,Number,M,60-64,(J00-J99) Diseases of the respiratory system,31.0
2010,Number,M,60-64,(E00-E90) Endocrine metabolic and nutritional diseases,34.0
2010,Number,M,60-64,(N00-N99) Diseases of the genitourinary system,15.0
2010,Number,M,60-64,(A00-B99) Infectious and parasitic diseases,10.0
2010,Number,M,60-64,(G00-G99) Diseases of the nervous system,6.0
2010,Number,F,60-64,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,F,60-64,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,F,60-64,(H00-H59) Diseases of the eye,0.0
2010,Number,F,60-64,(A00-B99) Infectious and parasitic diseases,0.0
2010,Number,F,60-64,(M00-M99) Diseases of the musculoskeletal system and connective tissue,0.0
2010,Number,F,60-64,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2010,Number,F,60-64,(F00-F99) Mental and behavioural disorders,1.0
2010,Number,F,60-64,(L00-L99) Diseases of the skin and subcutaneous tissue,1.0
2010,Number,F,60-64,(G00-G99) Diseases of the nervous system,5.0
2010,Number,F,60-64,"(S00-T98) Injuries, poisoning and consequences of external causes",6.0
2010,Number,F,60-64,(E00-E90) Endocrine metabolic and nutritional diseases,47.0
2010,Number,F,60-64,(I00-I99) Diseases of the circulatory system,273.0
2010,Number,F,60-64,(J00-J99) Diseases of the respiratory system,14.0
2010,Number,F,60-64,(K00-K93) Diseases of the digestive system,24.0
2010,Number,F,60-64,(N00-N99) Diseases of the genitourinary system,17.0
2010,Number,F,60-64,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",23.0
2010,Number,F,60-64,Unknown,13.0
2010,Number,F,60-64,"(C00-C97,D00-D48) Neoplasms",189.0
2010,Number,Both sexes,65-69,(P00-P96) Certain conditions originating in the perinatal period,0.0
2010,Number,Both sexes,65-69,(L00-L99) Diseases of the skin and subcutaneous tissue,0.0
2010,Number,Both sexes,65-69,"(Q00-Q99) Congenital malformations, deformations and chromosomal abnormalities",0.0
2010,Number,Both sexes,65-69,"(D50-D89) Diseases of the blood and blood-forming organs, disorders involving the immune mechanism",1.0
2010,Number,Both sexes,65-69,(H00-H59) Diseases of the eye,1.0
2010,Number,Both sexes,65-69,(M00-M99) Diseases of the musculoskeletal system and connective tissue,2.0
2010,Number,Both sexes,65-69,(G00-G99) Diseases of the nervous system,16.0
2010,Number,Both sexes,65-69,(A00-B99) Infectious and parasitic diseases,18.0
2010,Number,Both sexes,65-69,(N00-N99) Diseases of the genitourinary system,35.0
2010,Number,Both sexes,65-69,(E00-E90) Endocrine metabolic and nutritional diseases,163.0
2010,Number,Both sexes,65-69,(J00-J99) Diseases of the respiratory system,65.0
2010,Number,Both sexes,65-69,Unknown,53.0
2010,Number,Both sexes,65-69,(K00-K93) Diseases of the digestive system,56.0
2010,Number,Both sexes,65-69,"(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",66.0
