Year,UNIT_MEASURE,Administrativna jedinica,Starosna dob,Spol,Value
2013,Broj,Federacija Bosne i Hercegovine,Ukupno,Oba spola,2219220
2013,Broj,Federacija Bosne i Hercegovine,0,Oba spola,21718
2013,Broj,Federacija Bosne i Hercegovine,1,Oba spola,22690
2013,Broj,Federacija Bosne i Hercegovine,2,Oba spola,22691
2013,Broj,Federacija Bosne i Hercegovine,3,Oba spola,23664
2013,Broj,Federacija Bosne i Hercegovine,4,Oba spola,24080
2013,Broj,Federacija Bosne i Hercegovine,5,Oba spola,23892
2013,Broj,Federacija Bosne i Hercegovine,6,Oba spola,22901
2013,Broj,Federacija Bosne i Hercegovine,7,Oba spola,22965
2013,Broj,Federacija Bosne i Hercegovine,8,Oba spola,23147
2013,Broj,Federacija Bosne i Hercegovine,9,Oba spola,23147
2013,Broj,Federacija Bosne i Hercegovine,10,Oba spola,23884
2013,Broj,Federacija Bosne i Hercegovine,11,Oba spola,24043
2013,Broj,Federacija Bosne i Hercegovine,12,Oba spola,24989
2013,Broj,Federacija Bosne i Hercegovine,13,Oba spola,25785
2013,Broj,Federacija Bosne i Hercegovine,14,Oba spola,27352
2013,Broj,Federacija Bosne i Hercegovine,15,Oba spola,30464
2013,Broj,Federacija Bosne i Hercegovine,16,Oba spola,35091
2013,Broj,Federacija Bosne i Hercegovine,17,Oba spola,35286
2013,Broj,Federacija Bosne i Hercegovine,18,Oba spola,33903
2013,Broj,Federacija Bosne i Hercegovine,19,Oba spola,27137
2013,Broj,Federacija Bosne i Hercegovine,20,Oba spola,25325
2013,Broj,Federacija Bosne i Hercegovine,21,Oba spola,29600
2013,Broj,Federacija Bosne i Hercegovine,22,Oba spola,32119
2013,Broj,Federacija Bosne i Hercegovine,23,Oba spola,31990
2013,Broj,Federacija Bosne i Hercegovine,24,Oba spola,31868
2013,Broj,Federacija Bosne i Hercegovine,25,Oba spola,32919
2013,Broj,Federacija Bosne i Hercegovine,26,Oba spola,32539
2013,Broj,Federacija Bosne i Hercegovine,27,Oba spola,32484
2013,Broj,Federacija Bosne i Hercegovine,28,Oba spola,32610
2013,Broj,Federacija Bosne i Hercegovine,29,Oba spola,33651
2013,Broj,Federacija Bosne i Hercegovine,30,Oba spola,32390
2013,Broj,Federacija Bosne i Hercegovine,31,Oba spola,32319
2013,Broj,Federacija Bosne i Hercegovine,32,Oba spola,32749
2013,Broj,Federacija Bosne i Hercegovine,33,Oba spola,31974
2013,Broj,Federacija Bosne i Hercegovine,34,Oba spola,31556
2013,Broj,Federacija Bosne i Hercegovine,35,Oba spola,31528
2013,Broj,Federacija Bosne i Hercegovine,36,Oba spola,31538
2013,Broj,Federacija Bosne i Hercegovine,37,Oba spola,32341
2013,Broj,Federacija Bosne i Hercegovine,38,Oba spola,31321
2013,Broj,Federacija Bosne i Hercegovine,39,Oba spola,30987
2013,Broj,Federacija Bosne i Hercegovine,40,Oba spola,30584
2013,Broj,Federacija Bosne i Hercegovine,41,Oba spola,31771
2013,Broj,Federacija Bosne i Hercegovine,42,Oba spola,31017
2013,Broj,Federacija Bosne i Hercegovine,43,Oba spola,29652
2013,Broj,Federacija Bosne i Hercegovine,44,Oba spola,31806
2013,Broj,Federacija Bosne i Hercegovine,45,Oba spola,32017
2013,Broj,Federacija Bosne i Hercegovine,46,Oba spola,33018
2013,Broj,Federacija Bosne i Hercegovine,47,Oba spola,33813
2013,Broj,Federacija Bosne i Hercegovine,48,Oba spola,34178
2013,Broj,Federacija Bosne i Hercegovine,49,Oba spola,34083
2013,Broj,Federacija Bosne i Hercegovine,50,Oba spola,34340
2013,Broj,Federacija Bosne i Hercegovine,51,Oba spola,35525
2013,Broj,Federacija Bosne i Hercegovine,52,Oba spola,35006
2013,Broj,Federacija Bosne i Hercegovine,53,Oba spola,34518
2013,Broj,Federacija Bosne i Hercegovine,54,Oba spola,34607
2013,Broj,Federacija Bosne i Hercegovine,55,Oba spola,32581
2013,Broj,Federacija Bosne i Hercegovine,56,Oba spola,30906
2013,Broj,Federacija Bosne i Hercegovine,57,Oba spola,31264
2013,Broj,Federacija Bosne i Hercegovine,58,Oba spola,31461
2013,Broj,Federacija Bosne i Hercegovine,59,Oba spola,29877
2013,Broj,Federacija Bosne i Hercegovine,60,Oba spola,29631
2013,Broj,Federacija Bosne i Hercegovine,61,Oba spola,26762
2013,Broj,Federacija Bosne i Hercegovine,62,Oba spola,24438
2013,Broj,Federacija Bosne i Hercegovine,63,Oba spola,24535
2013,Broj,Federacija Bosne i Hercegovine,64,Oba spola,23247
2013,Broj,Federacija Bosne i Hercegovine,65,Oba spola,20490
2013,Broj,Federacija Bosne i Hercegovine,66,Oba spola,21656
2013,Broj,Federacija Bosne i Hercegovine,67,Oba spola,16531
2013,Broj,Federacija Bosne i Hercegovine,68,Oba spola,15234
2013,Broj,Federacija Bosne i Hercegovine,69,Oba spola,14480
2013,Broj,Federacija Bosne i Hercegovine,70,Oba spola,14562
2013,Broj,Federacija Bosne i Hercegovine,71,Oba spola,16128
2013,Broj,Federacija Bosne i Hercegovine,72,Oba spola,16725
2013,Broj,Federacija Bosne i Hercegovine,73,Oba spola,17668
2013,Broj,Federacija Bosne i Hercegovine,74,Oba spola,15940
2013,Broj,Federacija Bosne i Hercegovine,75,Oba spola,15320
2013,Broj,Federacija Bosne i Hercegovine,76,Oba spola,14194
2013,Broj,Federacija Bosne i Hercegovine,77,Oba spola,13342
2013,Broj,Federacija Bosne i Hercegovine,78,Oba spola,11991
2013,Broj,Federacija Bosne i Hercegovine,79,Oba spola,10766
2013,Broj,Federacija Bosne i Hercegovine,80,Oba spola,9117
2013,Broj,Federacija Bosne i Hercegovine,81,Oba spola,8359
2013,Broj,Federacija Bosne i Hercegovine,82,Oba spola,6844
2013,Broj,Federacija Bosne i Hercegovine,83,Oba spola,6095
2013,Broj,Federacija Bosne i Hercegovine,84,Oba spola,4812
2013,Broj,Federacija Bosne i Hercegovine,85+,Oba spola,15692
2013,Broj,Unsko-sanski kanton,Ukupno,Oba spola,273261
2013,Broj,Unsko-sanski kanton,0,Oba spola,2742
2013,Broj,Unsko-sanski kanton,1,Oba spola,2879
2013,Broj,Unsko-sanski kanton,2,Oba spola,2927
2013,Broj,Unsko-sanski kanton,3,Oba spola,3078
2013,Broj,Unsko-sanski kanton,4,Oba spola,3179
2013,Broj,Unsko-sanski kanton,5,Oba spola,3277
2013,Broj,Unsko-sanski kanton,6,Oba spola,3117
2013,Broj,Unsko-sanski kanton,7,Oba spola,3091
2013,Broj,Unsko-sanski kanton,8,Oba spola,3125
2013,Broj,Unsko-sanski kanton,9,Oba spola,3167
2013,Broj,Unsko-sanski kanton,10,Oba spola,3270
2013,Broj,Unsko-sanski kanton,11,Oba spola,3327
2013,Broj,Unsko-sanski kanton,12,Oba spola,3466
2013,Broj,Unsko-sanski kanton,13,Oba spola,3522
2013,Broj,Unsko-sanski kanton,14,Oba spola,3865
2013,Broj,Unsko-sanski kanton,15,Oba spola,4480
2013,Broj,Unsko-sanski kanton,16,Oba spola,5326
2013,Broj,Unsko-sanski kanton,17,Oba spola,4257
2013,Broj,Unsko-sanski kanton,18,Oba spola,3768
2013,Broj,Unsko-sanski kanton,19,Oba spola,3497
2013,Broj,Unsko-sanski kanton,20,Oba spola,3282
2013,Broj,Unsko-sanski kanton,21,Oba spola,3826
2013,Broj,Unsko-sanski kanton,22,Oba spola,4146
2013,Broj,Unsko-sanski kanton,23,Oba spola,4100
2013,Broj,Unsko-sanski kanton,24,Oba spola,4187
2013,Broj,Unsko-sanski kanton,25,Oba spola,4155
2013,Broj,Unsko-sanski kanton,26,Oba spola,4294
2013,Broj,Unsko-sanski kanton,27,Oba spola,4087
2013,Broj,Unsko-sanski kanton,28,Oba spola,4133
2013,Broj,Unsko-sanski kanton,29,Oba spola,4243
2013,Broj,Unsko-sanski kanton,30,Oba spola,4048
2013,Broj,Unsko-sanski kanton,31,Oba spola,4051
2013,Broj,Unsko-sanski kanton,32,Oba spola,4334
2013,Broj,Unsko-sanski kanton,33,Oba spola,4111
2013,Broj,Unsko-sanski kanton,34,Oba spola,4132
2013,Broj,Unsko-sanski kanton,35,Oba spola,4294
2013,Broj,Unsko-sanski kanton,36,Oba spola,4234
2013,Broj,Unsko-sanski kanton,37,Oba spola,4381
2013,Broj,Unsko-sanski kanton,38,Oba spola,4346
2013,Broj,Unsko-sanski kanton,39,Oba spola,4309
2013,Broj,Unsko-sanski kanton,40,Oba spola,4129
2013,Broj,Unsko-sanski kanton,41,Oba spola,4264
2013,Broj,Unsko-sanski kanton,42,Oba spola,4139
2013,Broj,Unsko-sanski kanton,43,Oba spola,3895
2013,Broj,Unsko-sanski kanton,44,Oba spola,4260
2013,Broj,Unsko-sanski kanton,45,Oba spola,4248
2013,Broj,Unsko-sanski kanton,46,Oba spola,4211
2013,Broj,Unsko-sanski kanton,47,Oba spola,4150
2013,Broj,Unsko-sanski kanton,48,Oba spola,4004
2013,Broj,Unsko-sanski kanton,49,Oba spola,4088
2013,Broj,Unsko-sanski kanton,50,Oba spola,4131
2013,Broj,Unsko-sanski kanton,51,Oba spola,4113
2013,Broj,Unsko-sanski kanton,52,Oba spola,4172
2013,Broj,Unsko-sanski kanton,53,Oba spola,3939
2013,Broj,Unsko-sanski kanton,54,Oba spola,3869
2013,Broj,Unsko-sanski kanton,55,Oba spola,3409
2013,Broj,Unsko-sanski kanton,56,Oba spola,3443
2013,Broj,Unsko-sanski kanton,57,Oba spola,3517
2013,Broj,Unsko-sanski kanton,58,Oba spola,3447
2013,Broj,Unsko-sanski kanton,59,Oba spola,3173
2013,Broj,Unsko-sanski kanton,60,Oba spola,3204
2013,Broj,Unsko-sanski kanton,61,Oba spola,2615
2013,Broj,Unsko-sanski kanton,62,Oba spola,2435
2013,Broj,Unsko-sanski kanton,63,Oba spola,2673
2013,Broj,Unsko-sanski kanton,64,Oba spola,2417
2013,Broj,Unsko-sanski kanton,65,Oba spola,2296
2013,Broj,Unsko-sanski kanton,66,Oba spola,2569
2013,Broj,Unsko-sanski kanton,67,Oba spola,1852
2013,Broj,Unsko-sanski kanton,68,Oba spola,1472
2013,Broj,Unsko-sanski kanton,69,Oba spola,1437
2013,Broj,Unsko-sanski kanton,70,Oba spola,1886
2013,Broj,Unsko-sanski kanton,71,Oba spola,1603
2013,Broj,Unsko-sanski kanton,72,Oba spola,1878
2013,Broj,Unsko-sanski kanton,73,Oba spola,1822
2013,Broj,Unsko-sanski kanton,74,Oba spola,1635
2013,Broj,Unsko-sanski kanton,75,Oba spola,1583
2013,Broj,Unsko-sanski kanton,76,Oba spola,1459
2013,Broj,Unsko-sanski kanton,77,Oba spola,1346
2013,Broj,Unsko-sanski kanton,78,Oba spola,1112
2013,Broj,Unsko-sanski kanton,79,Oba spola,1027
2013,Broj,Unsko-sanski kanton,80,Oba spola,869
2013,Broj,Unsko-sanski kanton,81,Oba spola,672
2013,Broj,Unsko-sanski kanton,82,Oba spola,594
2013,Broj,Unsko-sanski kanton,83,Oba spola,547
2013,Broj,Unsko-sanski kanton,84,Oba spola,385
2013,Broj,Unsko-sanski kanton,85+,Oba spola,1219
2013,Broj,Posavski kanton,Ukupno,Oba spola,43453
2013,Broj,Posavski kanton,0,Oba spola,246
2013,Broj,Posavski kanton,1,Oba spola,308
2013,Broj,Posavski kanton,2,Oba spola,343
2013,Broj,Posavski kanton,3,Oba spola,344
2013,Broj,Posavski kanton,4,Oba spola,341
2013,Broj,Posavski kanton,5,Oba spola,381
2013,Broj,Posavski kanton,6,Oba spola,376
2013,Broj,Posavski kanton,7,Oba spola,412
2013,Broj,Posavski kanton,8,Oba spola,414
2013,Broj,Posavski kanton,9,Oba spola,404
2013,Broj,Posavski kanton,10,Oba spola,440
2013,Broj,Posavski kanton,11,Oba spola,474
2013,Broj,Posavski kanton,12,Oba spola,482
2013,Broj,Posavski kanton,13,Oba spola,520
2013,Broj,Posavski kanton,14,Oba spola,550
2013,Broj,Posavski kanton,15,Oba spola,636
2013,Broj,Posavski kanton,16,Oba spola,570
2013,Broj,Posavski kanton,17,Oba spola,648
2013,Broj,Posavski kanton,18,Oba spola,618
2013,Broj,Posavski kanton,19,Oba spola,544
2013,Broj,Posavski kanton,20,Oba spola,475
2013,Broj,Posavski kanton,21,Oba spola,590
2013,Broj,Posavski kanton,22,Oba spola,574
2013,Broj,Posavski kanton,23,Oba spola,590
2013,Broj,Posavski kanton,24,Oba spola,612
2013,Broj,Posavski kanton,25,Oba spola,584
2013,Broj,Posavski kanton,26,Oba spola,554
2013,Broj,Posavski kanton,27,Oba spola,562
2013,Broj,Posavski kanton,28,Oba spola,591
2013,Broj,Posavski kanton,29,Oba spola,532
2013,Broj,Posavski kanton,30,Oba spola,550
2013,Broj,Posavski kanton,31,Oba spola,540
2013,Broj,Posavski kanton,32,Oba spola,527
2013,Broj,Posavski kanton,33,Oba spola,523
2013,Broj,Posavski kanton,34,Oba spola,540
2013,Broj,Posavski kanton,35,Oba spola,530
2013,Broj,Posavski kanton,36,Oba spola,567
2013,Broj,Posavski kanton,37,Oba spola,644
2013,Broj,Posavski kanton,38,Oba spola,655
2013,Broj,Posavski kanton,39,Oba spola,662
2013,Broj,Posavski kanton,40,Oba spola,697
2013,Broj,Posavski kanton,41,Oba spola,726
2013,Broj,Posavski kanton,42,Oba spola,684
2013,Broj,Posavski kanton,43,Oba spola,703
2013,Broj,Posavski kanton,44,Oba spola,769
2013,Broj,Posavski kanton,45,Oba spola,786
2013,Broj,Posavski kanton,46,Oba spola,788
2013,Broj,Posavski kanton,47,Oba spola,824
2013,Broj,Posavski kanton,48,Oba spola,875
2013,Broj,Posavski kanton,49,Oba spola,799
2013,Broj,Posavski kanton,50,Oba spola,731
2013,Broj,Posavski kanton,51,Oba spola,743
2013,Broj,Posavski kanton,52,Oba spola,694
2013,Broj,Posavski kanton,53,Oba spola,691
2013,Broj,Posavski kanton,54,Oba spola,676
2013,Broj,Posavski kanton,55,Oba spola,561
2013,Broj,Posavski kanton,56,Oba spola,561
2013,Broj,Posavski kanton,57,Oba spola,562
2013,Broj,Posavski kanton,58,Oba spola,546
2013,Broj,Posavski kanton,59,Oba spola,567
2013,Broj,Posavski kanton,60,Oba spola,550
2013,Broj,Posavski kanton,61,Oba spola,507
2013,Broj,Posavski kanton,62,Oba spola,460
2013,Broj,Posavski kanton,63,Oba spola,503
2013,Broj,Posavski kanton,64,Oba spola,478
2013,Broj,Posavski kanton,65,Oba spola,440
2013,Broj,Posavski kanton,66,Oba spola,461
2013,Broj,Posavski kanton,67,Oba spola,387
2013,Broj,Posavski kanton,68,Oba spola,463
2013,Broj,Posavski kanton,69,Oba spola,387
2013,Broj,Posavski kanton,70,Oba spola,377
2013,Broj,Posavski kanton,71,Oba spola,425
2013,Broj,Posavski kanton,72,Oba spola,384
2013,Broj,Posavski kanton,73,Oba spola,405
2013,Broj,Posavski kanton,74,Oba spola,343
2013,Broj,Posavski kanton,75,Oba spola,306
2013,Broj,Posavski kanton,76,Oba spola,333
2013,Broj,Posavski kanton,77,Oba spola,293
2013,Broj,Posavski kanton,78,Oba spola,286
2013,Broj,Posavski kanton,79,Oba spola,268
2013,Broj,Posavski kanton,80,Oba spola,186
2013,Broj,Posavski kanton,81,Oba spola,182
2013,Broj,Posavski kanton,82,Oba spola,156
2013,Broj,Posavski kanton,83,Oba spola,101
2013,Broj,Posavski kanton,84,Oba spola,91
2013,Broj,Posavski kanton,85 i više,Oba spola,245
2013,Broj,Tuzlanski kanton,Ukupno,Oba spola,445028
2013,Broj,Tuzlanski kanton,0,Oba spola,4395
2013,Broj,Tuzlanski kanton,1,Oba spola,4522
2013,Broj,Tuzlanski kanton,2,Oba spola,4533
2013,Broj,Tuzlanski kanton,3,Oba spola,4748
2013,Broj,Tuzlanski kanton,4,Oba spola,4849
2013,Broj,Tuzlanski kanton,5,Oba spola,4687
2013,Broj,Tuzlanski kanton,6,Oba spola,4483
2013,Broj,Tuzlanski kanton,7,Oba spola,4510
2013,Broj,Tuzlanski kanton,8,Oba spola,4592
2013,Broj,Tuzlanski kanton,9,Oba spola,4458
2013,Broj,Tuzlanski kanton,10,Oba spola,4610
2013,Broj,Tuzlanski kanton,11,Oba spola,4663
2013,Broj,Tuzlanski kanton,12,Oba spola,4792
2013,Broj,Tuzlanski kanton,13,Oba spola,4811
2013,Broj,Tuzlanski kanton,14,Oba spola,5151
2013,Broj,Tuzlanski kanton,15,Oba spola,5812
2013,Broj,Tuzlanski kanton,16,Oba spola,6736
2013,Broj,Tuzlanski kanton,17,Oba spola,7413
2013,Broj,Tuzlanski kanton,18,Oba spola,6874
2013,Broj,Tuzlanski kanton,19,Oba spola,5428
2013,Broj,Tuzlanski kanton,20,Oba spola,5337
2013,Broj,Tuzlanski kanton,21,Oba spola,6359
2013,Broj,Tuzlanski kanton,22,Oba spola,6772
2013,Broj,Tuzlanski kanton,23,Oba spola,6631
2013,Broj,Tuzlanski kanton,24,Oba spola,6521
2013,Broj,Tuzlanski kanton,25,Oba spola,6818
2013,Broj,Tuzlanski kanton,26,Oba spola,6626
2013,Broj,Tuzlanski kanton,27,Oba spola,6494
2013,Broj,Tuzlanski kanton,28,Oba spola,6390
2013,Broj,Tuzlanski kanton,29,Oba spola,6718
2013,Broj,Tuzlanski kanton,30,Oba spola,6272
2013,Broj,Tuzlanski kanton,31,Oba spola,6209
2013,Broj,Tuzlanski kanton,32,Oba spola,6597
2013,Broj,Tuzlanski kanton,33,Oba spola,6275
2013,Broj,Tuzlanski kanton,34,Oba spola,6127
2013,Broj,Tuzlanski kanton,35,Oba spola,6113
2013,Broj,Tuzlanski kanton,36,Oba spola,6052
2013,Broj,Tuzlanski kanton,37,Oba spola,6545
2013,Broj,Tuzlanski kanton,38,Oba spola,6218
2013,Broj,Tuzlanski kanton,39,Oba spola,6267
2013,Broj,Tuzlanski kanton,40,Oba spola,6215
2013,Broj,Tuzlanski kanton,41,Oba spola,6490
2013,Broj,Tuzlanski kanton,42,Oba spola,6335
2013,Broj,Tuzlanski kanton,43,Oba spola,6011
2013,Broj,Tuzlanski kanton,44,Oba spola,6418
2013,Broj,Tuzlanski kanton,45,Oba spola,6347
2013,Broj,Tuzlanski kanton,46,Oba spola,6693
2013,Broj,Tuzlanski kanton,47,Oba spola,7018
2013,Broj,Tuzlanski kanton,48,Oba spola,7163
2013,Broj,Tuzlanski kanton,49,Oba spola,7355
2013,Broj,Tuzlanski kanton,50,Oba spola,7228
2013,Broj,Tuzlanski kanton,51,Oba spola,7475
2013,Broj,Tuzlanski kanton,52,Oba spola,7598
2013,Broj,Tuzlanski kanton,53,Oba spola,7476
2013,Broj,Tuzlanski kanton,54,Oba spola,7255
2013,Broj,Tuzlanski kanton,55,Oba spola,6927
2013,Broj,Tuzlanski kanton,56,Oba spola,6036
2013,Broj,Tuzlanski kanton,57,Oba spola,6345
2013,Broj,Tuzlanski kanton,58,Oba spola,6434
2013,Broj,Tuzlanski kanton,59,Oba spola,6225
2013,Broj,Tuzlanski kanton,60,Oba spola,6492
2013,Broj,Tuzlanski kanton,61,Oba spola,5700
2013,Broj,Tuzlanski kanton,62,Oba spola,4997
2013,Broj,Tuzlanski kanton,63,Oba spola,4768
2013,Broj,Tuzlanski kanton,64,Oba spola,4778
2013,Broj,Tuzlanski kanton,65,Oba spola,4102
2013,Broj,Tuzlanski kanton,66,Oba spola,4445
2013,Broj,Tuzlanski kanton,67,Oba spola,3704
2013,Broj,Tuzlanski kanton,68,Oba spola,2954
2013,Broj,Tuzlanski kanton,69,Oba spola,3174
2013,Broj,Tuzlanski kanton,70,Oba spola,2921
2013,Broj,Tuzlanski kanton,71,Oba spola,3186
2013,Broj,Tuzlanski kanton,72,Oba spola,3058
2013,Broj,Tuzlanski kanton,73,Oba spola,3293
2013,Broj,Tuzlanski kanton,74,Oba spola,2779
2013,Broj,Tuzlanski kanton,75,Oba spola,2737
2013,Broj,Tuzlanski kanton,76,Oba spola,2542
2013,Broj,Tuzlanski kanton,77,Oba spola,2375
2013,Broj,Tuzlanski kanton,78,Oba spola,2155
2013,Broj,Tuzlanski kanton,79,Oba spola,1929
2013,Broj,Tuzlanski kanton,80,Oba spola,1608
2013,Broj,Tuzlanski kanton,81,Oba spola,1447
2013,Broj,Tuzlanski kanton,82,Oba spola,1176
2013,Broj,Tuzlanski kanton,83,Oba spola,1024
2013,Broj,Tuzlanski kanton,84,Oba spola,816
2013,Broj,Tuzlanski kanton,85+,Oba spola,2416
2013,Broj,Zeničko-dobojski kanton,Ukupno,Oba spola,364433
2013,Broj,Zeničko-dobojski kanton,0,Oba spola,3695
2013,Broj,Zeničko-dobojski kanton,1,Oba spola,3974
2013,Broj,Zeničko-dobojski kanton,2,Oba spola,3870
2013,Broj,Zeničko-dobojski kanton,3,Oba spola,4106
2013,Broj,Zeničko-dobojski kanton,4,Oba spola,4261
2013,Broj,Zeničko-dobojski kanton,5,Oba spola,4208
2013,Broj,Zeničko-dobojski kanton,6,Oba spola,3902
2013,Broj,Zeničko-dobojski kanton,7,Oba spola,3794
2013,Broj,Zeničko-dobojski kanton,8,Oba spola,3859
2013,Broj,Zeničko-dobojski kanton,9,Oba spola,3847
2013,Broj,Zeničko-dobojski kanton,10,Oba spola,4009
2013,Broj,Zeničko-dobojski kanton,11,Oba spola,3901
2013,Broj,Zeničko-dobojski kanton,12,Oba spola,4163
2013,Broj,Zeničko-dobojski kanton,13,Oba spola,4340
2013,Broj,Zeničko-dobojski kanton,14,Oba spola,4514
2013,Broj,Zeničko-dobojski kanton,15,Oba spola,4967
2013,Broj,Zeničko-dobojski kanton,16,Oba spola,5877
2013,Broj,Zeničko-dobojski kanton,17,Oba spola,6643
2013,Broj,Zeničko-dobojski kanton,18,Oba spola,5892
2013,Broj,Zeničko-dobojski kanton,19,Oba spola,4295
2013,Broj,Zeničko-dobojski kanton,20,Oba spola,4114
2013,Broj,Zeničko-dobojski kanton,21,Oba spola,4975
2013,Broj,Zeničko-dobojski kanton,22,Oba spola,5441
2013,Broj,Zeničko-dobojski kanton,23,Oba spola,5404
2013,Broj,Zeničko-dobojski kanton,24,Oba spola,5406
2013,Broj,Zeničko-dobojski kanton,25,Oba spola,5458
2013,Broj,Zeničko-dobojski kanton,26,Oba spola,5535
2013,Broj,Zeničko-dobojski kanton,27,Oba spola,5334
2013,Broj,Zeničko-dobojski kanton,28,Oba spola,5357
2013,Broj,Zeničko-dobojski kanton,29,Oba spola,5408
2013,Broj,Zeničko-dobojski kanton,30,Oba spola,5227
2013,Broj,Zeničko-dobojski kanton,31,Oba spola,5405
2013,Broj,Zeničko-dobojski kanton,32,Oba spola,5204
2013,Broj,Zeničko-dobojski kanton,33,Oba spola,5036
2013,Broj,Zeničko-dobojski kanton,34,Oba spola,5178
2013,Broj,Zeničko-dobojski kanton,35,Oba spola,5092
2013,Broj,Zeničko-dobojski kanton,36,Oba spola,5214
2013,Broj,Zeničko-dobojski kanton,37,Oba spola,5332
2013,Broj,Zeničko-dobojski kanton,38,Oba spola,5117
2013,Broj,Zeničko-dobojski kanton,39,Oba spola,5011
2013,Broj,Zeničko-dobojski kanton,40,Oba spola,4944
2013,Broj,Zeničko-dobojski kanton,41,Oba spola,5223
2013,Broj,Zeničko-dobojski kanton,42,Oba spola,5045
2013,Broj,Zeničko-dobojski kanton,43,Oba spola,4922
2013,Broj,Zeničko-dobojski kanton,44,Oba spola,5156
2013,Broj,Zeničko-dobojski kanton,45,Oba spola,5210
2013,Broj,Zeničko-dobojski kanton,46,Oba spola,5522
2013,Broj,Zeničko-dobojski kanton,47,Oba spola,5792
2013,Broj,Zeničko-dobojski kanton,48,Oba spola,5809
2013,Broj,Zeničko-dobojski kanton,49,Oba spola,5647
2013,Broj,Zeničko-dobojski kanton,50,Oba spola,5772
2013,Broj,Zeničko-dobojski kanton,51,Oba spola,6038
2013,Broj,Zeničko-dobojski kanton,52,Oba spola,5912
2013,Broj,Zeničko-dobojski kanton,53,Oba spola,5868
2013,Broj,Zeničko-dobojski kanton,54,Oba spola,5908
2013,Broj,Zeničko-dobojski kanton,55,Oba spola,5517
2013,Broj,Zeničko-dobojski kanton,56,Oba spola,5118
2013,Broj,Zeničko-dobojski kanton,57,Oba spola,5218
2013,Broj,Zeničko-dobojski kanton,58,Oba spola,5230
2013,Broj,Zeničko-dobojski kanton,59,Oba spola,4986
2013,Broj,Zeničko-dobojski kanton,60,Oba spola,4860
2013,Broj,Zeničko-dobojski kanton,61,Oba spola,4492
2013,Broj,Zeničko-dobojski kanton,62,Oba spola,4065
2013,Broj,Zeničko-dobojski kanton,63,Oba spola,4054
2013,Broj,Zeničko-dobojski kanton,64,Oba spola,3780
2013,Broj,Zeničko-dobojski kanton,65,Oba spola,3288
2013,Broj,Zeničko-dobojski kanton,66,Oba spola,3576
2013,Broj,Zeničko-dobojski kanton,67,Oba spola,2810
2013,Broj,Zeničko-dobojski kanton,68,Oba spola,2373
2013,Broj,Zeničko-dobojski kanton,69,Oba spola,2170
2013,Broj,Zeničko-dobojski kanton,70,Oba spola,2313
2013,Broj,Zeničko-dobojski kanton,71,Oba spola,2434
2013,Broj,Zeničko-dobojski kanton,72,Oba spola,2588
2013,Broj,Zeničko-dobojski kanton,73,Oba spola,2675
2013,Broj,Zeničko-dobojski kanton,74,Oba spola,2198
2013,Broj,Zeničko-dobojski kanton,75,Oba spola,2163
2013,Broj,Zeničko-dobojski kanton,76,Oba spola,2035
2013,Broj,Zeničko-dobojski kanton,77,Oba spola,1908
2013,Broj,Zeničko-dobojski kanton,78,Oba spola,1709
2013,Broj,Zeničko-dobojski kanton,79,Oba spola,1422
2013,Broj,Zeničko-dobojski kanton,80,Oba spola,1194
2013,Broj,Zeničko-dobojski kanton,81,Oba spola,1162
2013,Broj,Zeničko-dobojski kanton,82,Oba spola,860
2013,Broj,Zeničko-dobojski kanton,83,Oba spola,759
2013,Broj,Zeničko-dobojski kanton,84,Oba spola,618
2013,Broj,Zeničko-dobojski kanton,85+,Oba spola,1725
2013,Broj,Bosansko-podrinjski kanton,Ukupno,Oba spola,23734
2013,Broj,Bosansko-podrinjski kanton,0,Oba spola,232
2013,Broj,Bosansko-podrinjski kanton,1,Oba spola,201
2013,Broj,Bosansko-podrinjski kanton,2,Oba spola,197
2013,Broj,Bosansko-podrinjski kanton,3,Oba spola,230
2013,Broj,Bosansko-podrinjski kanton,4,Oba spola,238
2013,Broj,Bosansko-podrinjski kanton,5,Oba spola,206
2013,Broj,Bosansko-podrinjski kanton,6,Oba spola,165
2013,Broj,Bosansko-podrinjski kanton,7,Oba spola,164
2013,Broj,Bosansko-podrinjski kanton,8,Oba spola,210
2013,Broj,Bosansko-podrinjski kanton,9,Oba spola,213
2013,Broj,Bosansko-podrinjski kanton,10,Oba spola,201
2013,Broj,Bosansko-podrinjski kanton,11,Oba spola,225
2013,Broj,Bosansko-podrinjski kanton,12,Oba spola,244
2013,Broj,Bosansko-podrinjski kanton,13,Oba spola,267
2013,Broj,Bosansko-podrinjski kanton,14,Oba spola,293
2013,Broj,Bosansko-podrinjski kanton,15,Oba spola,336
2013,Broj,Bosansko-podrinjski kanton,16,Oba spola,427
2013,Broj,Bosansko-podrinjski kanton,17,Oba spola,345
2013,Broj,Bosansko-podrinjski kanton,18,Oba spola,364
2013,Broj,Bosansko-podrinjski kanton,19,Oba spola,266
2013,Broj,Bosansko-podrinjski kanton,20,Oba spola,247
2013,Broj,Bosansko-podrinjski kanton,21,Oba spola,278
2013,Broj,Bosansko-podrinjski kanton,22,Oba spola,317
2013,Broj,Bosansko-podrinjski kanton,23,Oba spola,305
2013,Broj,Bosansko-podrinjski kanton,24,Oba spola,290
2013,Broj,Bosansko-podrinjski kanton,25,Oba spola,331
