Year,UNIT_MEASURE,Administrativna jedinica,Znanstvena oblast,Value
2014,Broj,Bosansko-podrinjska županija,"Prirodne znanosti, matematika i statistika",
2014,Broj,Bosansko-podrinjska županija,Informacijske i komunikacijske tehnologije,
2014,Broj,Bosansko-podrinjska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2014,Broj,Bosansko-podrinjska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2014,Broj,Bosansko-podrinjska županija,Zdravstvo i socijalna skrb,
2014,Broj,Bosansko-podrinjska županija,Usluge,
2014,Broj,Srednjobosanska županija,Obrazovanje,
2014,Broj,Srednjobosanska županija,Umjetnost i humanističke znanosti,
2014,Broj,Srednjobosanska županija,"Društvene znanosti, novinarstvo i informiranje",
2014,Broj,Srednjobosanska županija,"Poslovanje, administracija i pravo",
2014,Broj,Srednjobosanska županija,"Prirodne znanosti, matematika i statistika",
2014,Broj,Srednjobosanska županija,Informacijske i komunikacijske tehnologije,
2014,Broj,Srednjobosanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2014,Broj,Srednjobosanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2014,Broj,Srednjobosanska županija,Zdravstvo i socijalna skrb,
2014,Broj,Srednjobosanska županija,Usluge,
2014,Broj,Hercegovačko-neretvanska županija,Obrazovanje,
2014,Broj,Hercegovačko-neretvanska županija,Umjetnost i humanističke znanosti,
2014,Broj,Hercegovačko-neretvanska županija,"Društvene znanosti, novinarstvo i informiranje",
2014,Broj,Hercegovačko-neretvanska županija,"Poslovanje, administracija i pravo",
2014,Broj,Hercegovačko-neretvanska županija,"Prirodne znanosti, matematika i statistika",
2014,Broj,Hercegovačko-neretvanska županija,Informacijske i komunikacijske tehnologije,
2014,Broj,Hercegovačko-neretvanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2014,Broj,Hercegovačko-neretvanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2014,Broj,Hercegovačko-neretvanska županija,Zdravstvo i socijalna skrb,
2014,Broj,Hercegovačko-neretvanska županija,Usluge,
2014,Broj,Sarajevska županija,Obrazovanje,
2014,Broj,Sarajevska županija,Umjetnost i humanističke znanosti,
2014,Broj,Sarajevska županija,"Društvene znanosti, novinarstvo i informiranje",
2014,Broj,Sarajevska županija,"Poslovanje, administracija i pravo",
2014,Broj,Sarajevska županija,"Prirodne znanosti, matematika i statistika",
2014,Broj,Sarajevska županija,Informacijske i komunikacijske tehnologije,
2014,Broj,Sarajevska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2014,Broj,Sarajevska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2014,Broj,Sarajevska županija,Zdravstvo i socijalna skrb,
2014,Broj,Sarajevska županija,Usluge,
2015,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2015,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke znanosti,
2015,Broj,Federacija Bosne i Hercegovine,"Društvene znanosti, novinarstvo i informiranje",
2015,Broj,Federacija Bosne i Hercegovine,"Poslovanje, administracija i pravo",
2015,Broj,Federacija Bosne i Hercegovine,"Prirodne znanosti, matematika i statistika",
2015,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2015,Broj,Federacija Bosne i Hercegovine,"Inženjerstvo, proizvodnja i građevinarstvo",
2015,Broj,Federacija Bosne i Hercegovine,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2015,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna skrb,
2015,Broj,Federacija Bosne i Hercegovine,Usluge,
2015,Broj,Unsko-sanska županija,Obrazovanje,
2015,Broj,Unsko-sanska županija,Umjetnost i humanističke znanosti,
2015,Broj,Unsko-sanska županija,"Društvene znanosti, novinarstvo i informiranje",
2015,Broj,Unsko-sanska županija,"Poslovanje, administracija i pravo",
2015,Broj,Unsko-sanska županija,"Prirodne znanosti, matematika i statistika",
2015,Broj,Unsko-sanska županija,Informacijske i komunikacijske tehnologije,
2015,Broj,Unsko-sanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2015,Broj,Unsko-sanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2015,Broj,Unsko-sanska županija,Zdravstvo i socijalna skrb,
2015,Broj,Unsko-sanska županija,Usluge,
2015,Broj,Tuzlanska županija,Obrazovanje,
2015,Broj,Tuzlanska županija,Umjetnost i humanističke znanosti,
2015,Broj,Tuzlanska županija,"Društvene znanosti, novinarstvo i informiranje",
2015,Broj,Tuzlanska županija,"Poslovanje, administracija i pravo",
2015,Broj,Tuzlanska županija,"Prirodne znanosti, matematika i statistika",
2015,Broj,Tuzlanska županija,Informacijske i komunikacijske tehnologije,
2015,Broj,Tuzlanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2015,Broj,Tuzlanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2015,Broj,Tuzlanska županija,Zdravstvo i socijalna skrb,
2015,Broj,Tuzlanska županija,Usluge,
2015,Broj,Zeničko-dobojska županija,Obrazovanje,
2015,Broj,Zeničko-dobojska županija,Umjetnost i humanističke znanosti,
2015,Broj,Zeničko-dobojska županija,"Društvene znanosti, novinarstvo i informiranje",
2015,Broj,Zeničko-dobojska županija,"Poslovanje, administracija i pravo",
2015,Broj,Zeničko-dobojska županija,"Prirodne znanosti, matematika i statistika",
2015,Broj,Zeničko-dobojska županija,Informacijske i komunikacijske tehnologije,
2015,Broj,Zeničko-dobojska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2015,Broj,Zeničko-dobojska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2015,Broj,Zeničko-dobojska županija,Zdravstvo i socijalna skrb,
2015,Broj,Zeničko-dobojska županija,Usluge,
2015,Broj,Bosansko-podrinjska županija,Obrazovanje,
2015,Broj,Bosansko-podrinjska županija,Umjetnost i humanističke znanosti,
2015,Broj,Bosansko-podrinjska županija,"Društvene znanosti, novinarstvo i informiranje",
2015,Broj,Bosansko-podrinjska županija,"Poslovanje, administracija i pravo",
2015,Broj,Bosansko-podrinjska županija,"Prirodne znanosti, matematika i statistika",
2015,Broj,Bosansko-podrinjska županija,Informacijske i komunikacijske tehnologije,
2015,Broj,Bosansko-podrinjska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2015,Broj,Bosansko-podrinjska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2015,Broj,Bosansko-podrinjska županija,Zdravstvo i socijalna skrb,
2015,Broj,Bosansko-podrinjska županija,Usluge,
2015,Broj,Srednjobosanska županija,Obrazovanje,
2015,Broj,Srednjobosanska županija,Umjetnost i humanističke znanosti,
2015,Broj,Srednjobosanska županija,"Društvene znanosti, novinarstvo i informiranje",
2015,Broj,Srednjobosanska županija,"Poslovanje, administracija i pravo",
2015,Broj,Srednjobosanska županija,"Prirodne znanosti, matematika i statistika",
2015,Broj,Srednjobosanska županija,Informacijske i komunikacijske tehnologije,
2015,Broj,Srednjobosanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2015,Broj,Srednjobosanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2015,Broj,Srednjobosanska županija,Zdravstvo i socijalna skrb,
2015,Broj,Srednjobosanska županija,Usluge,
2015,Broj,Hercegovačko-neretvanska županija,Obrazovanje,
2015,Broj,Hercegovačko-neretvanska županija,Umjetnost i humanističke znanosti,
2015,Broj,Hercegovačko-neretvanska županija,"Društvene znanosti, novinarstvo i informiranje",
2015,Broj,Hercegovačko-neretvanska županija,"Poslovanje, administracija i pravo",
2015,Broj,Hercegovačko-neretvanska županija,"Prirodne znanosti, matematika i statistika",
2015,Broj,Hercegovačko-neretvanska županija,Informacijske i komunikacijske tehnologije,
2015,Broj,Hercegovačko-neretvanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2015,Broj,Hercegovačko-neretvanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2015,Broj,Hercegovačko-neretvanska županija,Zdravstvo i socijalna skrb,
2015,Broj,Hercegovačko-neretvanska županija,Usluge,
2015,Broj,Sarajevska županija,Obrazovanje,
2015,Broj,Sarajevska županija,Umjetnost i humanističke znanosti,
2015,Broj,Sarajevska županija,"Društvene znanosti, novinarstvo i informiranje",
2015,Broj,Sarajevska županija,"Poslovanje, administracija i pravo",
2015,Broj,Sarajevska županija,"Prirodne znanosti, matematika i statistika",
2015,Broj,Sarajevska županija,Informacijske i komunikacijske tehnologije,
2015,Broj,Sarajevska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2015,Broj,Sarajevska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2015,Broj,Sarajevska županija,Zdravstvo i socijalna skrb,
2015,Broj,Sarajevska županija,Usluge,
2016,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2016,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke znanosti,
2016,Broj,Federacija Bosne i Hercegovine,"Društvene znanosti, novinarstvo i informiranje",
2016,Broj,Federacija Bosne i Hercegovine,"Poslovanje, administracija i pravo",
2016,Broj,Federacija Bosne i Hercegovine,"Prirodne znanosti, matematika i statistika",
2016,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2016,Broj,Federacija Bosne i Hercegovine,"Inženjerstvo, proizvodnja i građevinarstvo",
2016,Broj,Federacija Bosne i Hercegovine,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2016,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna skrb,
2016,Broj,Federacija Bosne i Hercegovine,Usluge,
2016,Broj,Unsko-sanska županija,Obrazovanje,
2016,Broj,Unsko-sanska županija,Umjetnost i humanističke znanosti,
2016,Broj,Unsko-sanska županija,"Društvene znanosti, novinarstvo i informiranje",
2016,Broj,Unsko-sanska županija,"Poslovanje, administracija i pravo",
2016,Broj,Unsko-sanska županija,"Prirodne znanosti, matematika i statistika",
2016,Broj,Unsko-sanska županija,Informacijske i komunikacijske tehnologije,
2016,Broj,Unsko-sanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2016,Broj,Unsko-sanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2016,Broj,Unsko-sanska županija,Zdravstvo i socijalna skrb,
2016,Broj,Unsko-sanska županija,Usluge,
2016,Broj,Tuzlanska županija,Obrazovanje,
2016,Broj,Tuzlanska županija,Umjetnost i humanističke znanosti,
2016,Broj,Tuzlanska županija,"Društvene znanosti, novinarstvo i informiranje",
2016,Broj,Tuzlanska županija,"Poslovanje, administracija i pravo",
2016,Broj,Tuzlanska županija,"Prirodne znanosti, matematika i statistika",
2016,Broj,Tuzlanska županija,Informacijske i komunikacijske tehnologije,
2016,Broj,Tuzlanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2016,Broj,Tuzlanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2016,Broj,Tuzlanska županija,Zdravstvo i socijalna skrb,
2016,Broj,Tuzlanska županija,Usluge,
2016,Broj,Zeničko-dobojska županija,Obrazovanje,
2016,Broj,Zeničko-dobojska županija,Umjetnost i humanističke znanosti,
2016,Broj,Zeničko-dobojska županija,"Društvene znanosti, novinarstvo i informiranje",
2016,Broj,Zeničko-dobojska županija,"Poslovanje, administracija i pravo",
2016,Broj,Zeničko-dobojska županija,"Prirodne znanosti, matematika i statistika",
2016,Broj,Zeničko-dobojska županija,Informacijske i komunikacijske tehnologije,
2016,Broj,Zeničko-dobojska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2016,Broj,Zeničko-dobojska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2016,Broj,Zeničko-dobojska županija,Zdravstvo i socijalna skrb,
2016,Broj,Zeničko-dobojska županija,Usluge,
2016,Broj,Bosansko-podrinjska županija,Obrazovanje,
2016,Broj,Bosansko-podrinjska županija,Umjetnost i humanističke znanosti,
2016,Broj,Bosansko-podrinjska županija,"Društvene znanosti, novinarstvo i informiranje",
2016,Broj,Bosansko-podrinjska županija,"Poslovanje, administracija i pravo",
2016,Broj,Bosansko-podrinjska županija,"Prirodne znanosti, matematika i statistika",
2016,Broj,Bosansko-podrinjska županija,Informacijske i komunikacijske tehnologije,
2016,Broj,Bosansko-podrinjska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2016,Broj,Bosansko-podrinjska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2016,Broj,Bosansko-podrinjska županija,Zdravstvo i socijalna skrb,
2016,Broj,Bosansko-podrinjska županija,Usluge,
2016,Broj,Srednjobosanska županija,Obrazovanje,
2016,Broj,Srednjobosanska županija,Umjetnost i humanističke znanosti,
2016,Broj,Srednjobosanska županija,"Društvene znanosti, novinarstvo i informiranje",
2016,Broj,Srednjobosanska županija,"Poslovanje, administracija i pravo",
2016,Broj,Srednjobosanska županija,"Prirodne znanosti, matematika i statistika",
2016,Broj,Srednjobosanska županija,Informacijske i komunikacijske tehnologije,
2016,Broj,Srednjobosanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2016,Broj,Srednjobosanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2016,Broj,Srednjobosanska županija,Zdravstvo i socijalna skrb,
2016,Broj,Srednjobosanska županija,Usluge,
2016,Broj,Hercegovačko-neretvanska županija,Obrazovanje,
2016,Broj,Hercegovačko-neretvanska županija,Umjetnost i humanističke znanosti,
2016,Broj,Hercegovačko-neretvanska županija,"Društvene znanosti, novinarstvo i informiranje",
2016,Broj,Hercegovačko-neretvanska županija,"Poslovanje, administracija i pravo",
2016,Broj,Hercegovačko-neretvanska županija,"Prirodne znanosti, matematika i statistika",
2016,Broj,Hercegovačko-neretvanska županija,Informacijske i komunikacijske tehnologije,
2016,Broj,Hercegovačko-neretvanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2016,Broj,Hercegovačko-neretvanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2016,Broj,Hercegovačko-neretvanska županija,Zdravstvo i socijalna skrb,
2016,Broj,Hercegovačko-neretvanska županija,Usluge,
2016,Broj,Sarajevska županija,Obrazovanje,
2016,Broj,Sarajevska županija,Umjetnost i humanističke znanosti,
2016,Broj,Sarajevska županija,"Društvene znanosti, novinarstvo i informiranje",
2016,Broj,Sarajevska županija,"Poslovanje, administracija i pravo",
2016,Broj,Sarajevska županija,"Prirodne znanosti, matematika i statistika",
2016,Broj,Sarajevska županija,Informacijske i komunikacijske tehnologije,
2016,Broj,Sarajevska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2016,Broj,Sarajevska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2016,Broj,Sarajevska županija,Zdravstvo i socijalna skrb,
2016,Broj,Sarajevska županija,Usluge,
2017,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2017,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke znanosti,
2017,Broj,Federacija Bosne i Hercegovine,"Društvene znanosti, novinarstvo i informiranje",
2017,Broj,Federacija Bosne i Hercegovine,"Poslovanje, administracija i pravo",
2017,Broj,Federacija Bosne i Hercegovine,"Prirodne znanosti, matematika i statistika",
2017,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2017,Broj,Federacija Bosne i Hercegovine,"Inženjerstvo, proizvodnja i građevinarstvo",
2017,Broj,Federacija Bosne i Hercegovine,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2017,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna skrb,
2017,Broj,Federacija Bosne i Hercegovine,Usluge,
2017,Broj,Unsko-sanska županija,Obrazovanje,
2017,Broj,Unsko-sanska županija,Umjetnost i humanističke znanosti,
2017,Broj,Unsko-sanska županija,"Društvene znanosti, novinarstvo i informiranje",
2017,Broj,Unsko-sanska županija,"Poslovanje, administracija i pravo",
2017,Broj,Unsko-sanska županija,"Prirodne znanosti, matematika i statistika",
2017,Broj,Unsko-sanska županija,Informacijske i komunikacijske tehnologije,
2017,Broj,Unsko-sanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2017,Broj,Unsko-sanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2017,Broj,Unsko-sanska županija,Zdravstvo i socijalna skrb,
2017,Broj,Unsko-sanska županija,Usluge,
2017,Broj,Tuzlanska županija,Obrazovanje,
2017,Broj,Tuzlanska županija,Umjetnost i humanističke znanosti,
2017,Broj,Tuzlanska županija,"Društvene znanosti, novinarstvo i informiranje",
2017,Broj,Tuzlanska županija,"Poslovanje, administracija i pravo",
2017,Broj,Tuzlanska županija,"Prirodne znanosti, matematika i statistika",
2017,Broj,Tuzlanska županija,Informacijske i komunikacijske tehnologije,
2017,Broj,Tuzlanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2017,Broj,Tuzlanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2017,Broj,Tuzlanska županija,Zdravstvo i socijalna skrb,
2017,Broj,Tuzlanska županija,Usluge,
2017,Broj,Zeničko-dobojska županija,Obrazovanje,
2017,Broj,Zeničko-dobojska županija,Umjetnost i humanističke znanosti,
2017,Broj,Zeničko-dobojska županija,"Društvene znanosti, novinarstvo i informiranje",
2017,Broj,Zeničko-dobojska županija,"Poslovanje, administracija i pravo",
2017,Broj,Zeničko-dobojska županija,"Prirodne znanosti, matematika i statistika",
2017,Broj,Zeničko-dobojska županija,Informacijske i komunikacijske tehnologije,
2017,Broj,Zeničko-dobojska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2017,Broj,Zeničko-dobojska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2017,Broj,Zeničko-dobojska županija,Zdravstvo i socijalna skrb,
2017,Broj,Zeničko-dobojska županija,Usluge,
2017,Broj,Bosansko-podrinjska županija,Obrazovanje,
2017,Broj,Bosansko-podrinjska županija,Umjetnost i humanističke znanosti,
2017,Broj,Bosansko-podrinjska županija,"Društvene znanosti, novinarstvo i informiranje",
2017,Broj,Bosansko-podrinjska županija,"Poslovanje, administracija i pravo",
2017,Broj,Bosansko-podrinjska županija,"Prirodne znanosti, matematika i statistika",
2017,Broj,Bosansko-podrinjska županija,Informacijske i komunikacijske tehnologije,
2017,Broj,Bosansko-podrinjska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2017,Broj,Bosansko-podrinjska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2017,Broj,Bosansko-podrinjska županija,Zdravstvo i socijalna skrb,
2017,Broj,Bosansko-podrinjska županija,Usluge,
2017,Broj,Srednjobosanska županija,Obrazovanje,
2017,Broj,Srednjobosanska županija,Umjetnost i humanističke znanosti,
2017,Broj,Srednjobosanska županija,"Društvene znanosti, novinarstvo i informiranje",
2017,Broj,Srednjobosanska županija,"Poslovanje, administracija i pravo",
2017,Broj,Srednjobosanska županija,"Prirodne znanosti, matematika i statistika",
2017,Broj,Srednjobosanska županija,Informacijske i komunikacijske tehnologije,
2017,Broj,Srednjobosanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2017,Broj,Srednjobosanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2017,Broj,Srednjobosanska županija,Zdravstvo i socijalna skrb,
2017,Broj,Srednjobosanska županija,Usluge,
2017,Broj,Hercegovačko-neretvanska županija,Obrazovanje,
2017,Broj,Hercegovačko-neretvanska županija,Umjetnost i humanističke znanosti,
2017,Broj,Hercegovačko-neretvanska županija,"Društvene znanosti, novinarstvo i informiranje",
2017,Broj,Hercegovačko-neretvanska županija,"Poslovanje, administracija i pravo",
2017,Broj,Hercegovačko-neretvanska županija,"Prirodne znanosti, matematika i statistika",
2017,Broj,Hercegovačko-neretvanska županija,Informacijske i komunikacijske tehnologije,
2017,Broj,Hercegovačko-neretvanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2017,Broj,Hercegovačko-neretvanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2017,Broj,Hercegovačko-neretvanska županija,Zdravstvo i socijalna skrb,
2017,Broj,Hercegovačko-neretvanska županija,Usluge,
2017,Broj,Sarajevska županija,Obrazovanje,
2017,Broj,Sarajevska županija,Umjetnost i humanističke znanosti,
2017,Broj,Sarajevska županija,"Društvene znanosti, novinarstvo i informiranje",
2017,Broj,Sarajevska županija,"Poslovanje, administracija i pravo",
2017,Broj,Sarajevska županija,"Prirodne znanosti, matematika i statistika",
2017,Broj,Sarajevska županija,Informacijske i komunikacijske tehnologije,
2017,Broj,Sarajevska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2017,Broj,Sarajevska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2017,Broj,Sarajevska županija,Zdravstvo i socijalna skrb,
2017,Broj,Sarajevska županija,Usluge,
2018,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2018,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke znanosti,
2018,Broj,Federacija Bosne i Hercegovine,"Društvene znanosti, novinarstvo i informiranje",
2018,Broj,Federacija Bosne i Hercegovine,"Poslovanje, administracija i pravo",
2018,Broj,Federacija Bosne i Hercegovine,"Prirodne znanosti, matematika i statistika",
2018,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2018,Broj,Federacija Bosne i Hercegovine,"Inženjerstvo, proizvodnja i građevinarstvo",
2018,Broj,Federacija Bosne i Hercegovine,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2018,Broj,Federacija Bosne i Hercegovine,Zdravstvo i socijalna skrb,
2018,Broj,Federacija Bosne i Hercegovine,Usluge,
2018,Broj,Unsko-sanska županija,Obrazovanje,
2018,Broj,Unsko-sanska županija,Umjetnost i humanističke znanosti,
2018,Broj,Unsko-sanska županija,"Društvene znanosti, novinarstvo i informiranje",
2018,Broj,Unsko-sanska županija,"Poslovanje, administracija i pravo",
2018,Broj,Unsko-sanska županija,"Prirodne znanosti, matematika i statistika",
2018,Broj,Unsko-sanska županija,Informacijske i komunikacijske tehnologije,
2018,Broj,Unsko-sanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2018,Broj,Unsko-sanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2018,Broj,Unsko-sanska županija,Zdravstvo i socijalna skrb,
2018,Broj,Unsko-sanska županija,Usluge,
2018,Broj,Tuzlanska županija,Obrazovanje,
2018,Broj,Tuzlanska županija,Umjetnost i humanističke znanosti,
2018,Broj,Tuzlanska županija,"Društvene znanosti, novinarstvo i informiranje",
2018,Broj,Tuzlanska županija,"Poslovanje, administracija i pravo",
2018,Broj,Tuzlanska županija,"Prirodne znanosti, matematika i statistika",
2018,Broj,Tuzlanska županija,Informacijske i komunikacijske tehnologije,
2018,Broj,Tuzlanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2018,Broj,Tuzlanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2018,Broj,Tuzlanska županija,Zdravstvo i socijalna skrb,
2018,Broj,Tuzlanska županija,Usluge,
2018,Broj,Zeničko-dobojska županija,Obrazovanje,
2018,Broj,Zeničko-dobojska županija,Umjetnost i humanističke znanosti,
2018,Broj,Zeničko-dobojska županija,"Društvene znanosti, novinarstvo i informiranje",
2018,Broj,Zeničko-dobojska županija,"Poslovanje, administracija i pravo",
2018,Broj,Zeničko-dobojska županija,"Prirodne znanosti, matematika i statistika",
2018,Broj,Zeničko-dobojska županija,Informacijske i komunikacijske tehnologije,
2018,Broj,Zeničko-dobojska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2018,Broj,Zeničko-dobojska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2018,Broj,Zeničko-dobojska županija,Zdravstvo i socijalna skrb,
2018,Broj,Zeničko-dobojska županija,Usluge,
2018,Broj,Bosansko-podrinjska županija,Obrazovanje,
2018,Broj,Bosansko-podrinjska županija,Umjetnost i humanističke znanosti,
2018,Broj,Bosansko-podrinjska županija,"Društvene znanosti, novinarstvo i informiranje",
2018,Broj,Bosansko-podrinjska županija,"Poslovanje, administracija i pravo",
2018,Broj,Bosansko-podrinjska županija,"Prirodne znanosti, matematika i statistika",
2018,Broj,Bosansko-podrinjska županija,Informacijske i komunikacijske tehnologije,
2018,Broj,Bosansko-podrinjska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2018,Broj,Bosansko-podrinjska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2018,Broj,Bosansko-podrinjska županija,Zdravstvo i socijalna skrb,
2018,Broj,Bosansko-podrinjska županija,Usluge,
2018,Broj,Srednjobosanska županija,Obrazovanje,
2018,Broj,Srednjobosanska županija,Umjetnost i humanističke znanosti,
2018,Broj,Srednjobosanska županija,"Društvene znanosti, novinarstvo i informiranje",
2018,Broj,Srednjobosanska županija,"Poslovanje, administracija i pravo",
2018,Broj,Srednjobosanska županija,"Prirodne znanosti, matematika i statistika",
2018,Broj,Srednjobosanska županija,Informacijske i komunikacijske tehnologije,
2018,Broj,Srednjobosanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2018,Broj,Srednjobosanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2018,Broj,Srednjobosanska županija,Zdravstvo i socijalna skrb,
2018,Broj,Srednjobosanska županija,Usluge,
2018,Broj,Hercegovačko-neretvanska županija,Obrazovanje,
2018,Broj,Hercegovačko-neretvanska županija,Umjetnost i humanističke znanosti,
2018,Broj,Hercegovačko-neretvanska županija,"Društvene znanosti, novinarstvo i informiranje",
2018,Broj,Hercegovačko-neretvanska županija,"Poslovanje, administracija i pravo",
2018,Broj,Hercegovačko-neretvanska županija,"Prirodne znanosti, matematika i statistika",
2018,Broj,Hercegovačko-neretvanska županija,Informacijske i komunikacijske tehnologije,
2018,Broj,Hercegovačko-neretvanska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2018,Broj,Hercegovačko-neretvanska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2018,Broj,Hercegovačko-neretvanska županija,Zdravstvo i socijalna skrb,
2018,Broj,Hercegovačko-neretvanska županija,Usluge,
2018,Broj,Sarajevska županija,Obrazovanje,
2018,Broj,Sarajevska županija,Umjetnost i humanističke znanosti,
2018,Broj,Sarajevska županija,"Društvene znanosti, novinarstvo i informiranje",
2018,Broj,Sarajevska županija,"Poslovanje, administracija i pravo",
2018,Broj,Sarajevska županija,"Prirodne znanosti, matematika i statistika",
2018,Broj,Sarajevska županija,Informacijske i komunikacijske tehnologije,
2018,Broj,Sarajevska županija,"Inženjerstvo, proizvodnja i građevinarstvo",
2018,Broj,Sarajevska županija,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
2018,Broj,Sarajevska županija,Zdravstvo i socijalna skrb,
2018,Broj,Sarajevska županija,Usluge,
2019,Broj,Federacija Bosne i Hercegovine,Obrazovanje,
2019,Broj,Federacija Bosne i Hercegovine,Umjetnost i humanističke znanosti,
2019,Broj,Federacija Bosne i Hercegovine,"Društvene znanosti, novinarstvo i informiranje",
2019,Broj,Federacija Bosne i Hercegovine,"Poslovanje, administracija i pravo",
2019,Broj,Federacija Bosne i Hercegovine,"Prirodne znanosti, matematika i statistika",
2019,Broj,Federacija Bosne i Hercegovine,Informacijske i komunikacijske tehnologije,
2019,Broj,Federacija Bosne i Hercegovine,"Inženjerstvo, proizvodnja i građevinarstvo",
2019,Broj,Federacija Bosne i Hercegovine,"Poljoprivreda, šumarstvo, ribarstvo i veterinarstvo",
