Year,UNIT_MEASURE,Spol,Administrativna jedinica,Vitalna statistika,Value
2009,Broj,Ukupno,Posavska županija,Živorođeni,255
2009,Broj,Ukupno,Tuzlanska županija,Živorođeni,4898
2009,Broj,Ukupno,Zeničko-dobojska županija,Živorođeni,4186
2009,Broj,Ukupno,Bosansko-podrinjska županija,Živorođeni,236
2009,Broj,Ukupno,Srednjobosanska županija,Živorođeni,2462
2009,Broj,Ukupno,Hercegovačko-neretvanska županija,Živorođeni,1870
2009,Broj,Ukupno,Zapadno-hercegovačka županija,Živorođeni,722
2009,Broj,Ukupno,Sarajevska županija,Živorođeni,4898
2009,Broj,Ukupno,Županija 10,Živorođeni,438
2009,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,11823
2009,Broj,M,Unsko-sanska županija,Živorođeni,1468
2009,Broj,M,Posavska županija,Živorođeni,135
2009,Broj,M,Tuzlanska županija,Živorođeni,2552
2009,Broj,M,Zeničko-dobojska županija,Živorođeni,2192
2009,Broj,M,Bosansko-podrinjska županija,Živorođeni,125
2009,Broj,M,Srednjobosanska županija,Živorođeni,1280
2009,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,931
2009,Broj,M,Zapadno-hercegovačka županija,Živorođeni,368
2009,Broj,M,Sarajevska županija,Živorođeni,2548
2009,Broj,M,Županija 10,Živorođeni,224
2009,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,10984
2009,Broj,Ž,Unsko-sanska županija,Živorođeni,1374
2009,Broj,Ž,Posavska županija,Živorođeni,120
2009,Broj,Ž,Tuzlanska županija,Živorođeni,2346
2009,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1994
2009,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,111
2009,Broj,Ž,Srednjobosanska županija,Živorođeni,1182
2009,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,939
2009,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,354
2009,Broj,Ž,Sarajevska županija,Živorođeni,2350
2009,Broj,Ž,Županija 10,Živorođeni,214
2010,Broj,Ukupno,Federacija Bosne i Hercegovine,Živorođeni,22305
2010,Broj,Ukupno,Unsko-sanska županija,Živorođeni,2673
2010,Broj,Ukupno,Posavska županija,Živorođeni,241
2010,Broj,Ukupno,Tuzlanska županija,Živorođeni,4826
2010,Broj,Ukupno,Zeničko-dobojska županija,Živorođeni,3980
2010,Broj,Ukupno,Bosansko-podrinjska županija,Živorođeni,231
2010,Broj,Ukupno,Srednjobosanska županija,Živorođeni,2444
2010,Broj,Ukupno,Hercegovačko-neretvanska županija,Živorođeni,1903
2010,Broj,Ukupno,Zapadno-hercegovačka županija,Živorođeni,789
2010,Broj,Ukupno,Sarajevska županija,Živorođeni,4704
2010,Broj,Ukupno,Županija 10,Živorođeni,514
2010,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,11520
2010,Broj,M,Unsko-sanska županija,Živorođeni,1361
2010,Broj,M,Posavska županija,Živorođeni,132
2010,Broj,M,Tuzlanska županija,Živorođeni,2512
2010,Broj,M,Zeničko-dobojska županija,Živorođeni,2008
2010,Broj,M,Bosansko-podrinjska županija,Živorođeni,113
2010,Broj,M,Srednjobosanska županija,Živorođeni,1282
2010,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,1018
2010,Broj,M,Zapadno-hercegovačka županija,Živorođeni,398
2010,Broj,M,Sarajevska županija,Živorođeni,2423
2010,Broj,M,Županija 10,Živorođeni,273
2010,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,10785
2010,Broj,Ž,Unsko-sanska županija,Živorođeni,1312
2010,Broj,Ž,Posavska županija,Živorođeni,109
2010,Broj,Ž,Tuzlanska županija,Živorođeni,2314
2010,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1972
2010,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,118
2010,Broj,Ž,Srednjobosanska županija,Živorođeni,1162
2010,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,885
2010,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,391
2010,Broj,Ž,Sarajevska županija,Živorođeni,2281
2010,Broj,Ž,Županija 10,Živorođeni,241
2011,Broj,Ukupno,Federacija Bosne i Hercegovine,Živorođeni,21161
2011,Broj,Ukupno,Unsko-sanska županija,Živorođeni,2496
2011,Broj,Ukupno,Posavska županija,Živorođeni,228
2011,Broj,Ukupno,Tuzlanska županija,Živorođeni,4417
2011,Broj,Ukupno,Zeničko-dobojska županija,Živorođeni,3760
2011,Broj,Ukupno,Bosansko-podrinjska županija,Živorođeni,191
2011,Broj,Ukupno,Srednjobosanska županija,Živorođeni,2300
2011,Broj,Ukupno,Hercegovačko-neretvanska županija,Živorođeni,1817
2011,Broj,Ukupno,Zapadno-hercegovačka županija,Živorođeni,772
2011,Broj,Ukupno,Sarajevska županija,Živorođeni,4722
2011,Broj,Ukupno,Županija 10,Živorođeni,458
2011,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,10981
2011,Broj,M,Unsko-sanska županija,Živorođeni,1312
2011,Broj,M,Posavska županija,Živorođeni,112
2011,Broj,M,Tuzlanska županija,Živorođeni,2305
2011,Broj,M,Zeničko-dobojska županija,Živorođeni,1945
2011,Broj,M,Bosansko-podrinjska županija,Živorođeni,99
2011,Broj,M,Srednjobosanska županija,Živorođeni,1219
2011,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,946
2011,Broj,M,Zapadno-hercegovačka županija,Živorođeni,401
2011,Broj,M,Sarajevska županija,Živorođeni,2411
2011,Broj,M,Županija 10,Živorođeni,231
2011,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,10180
2011,Broj,Ž,Unsko-sanska županija,Živorođeni,1184
2011,Broj,Ž,Posavska županija,Živorođeni,116
2011,Broj,Ž,Tuzlanska županija,Živorođeni,2112
2011,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1815
2011,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,92
2011,Broj,Ž,Srednjobosanska županija,Živorođeni,1081
2011,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,871
2011,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,371
2011,Broj,Ž,Sarajevska županija,Živorođeni,2311
2011,Broj,Ž,Županija 10,Živorođeni,227
2012,Broj,Ukupno,Federacija Bosne i Hercegovine,Živorođeni,21389
2012,Broj,Ukupno,Unsko-sanska županija,Živorođeni,2351
2012,Broj,Ukupno,Posavska županija,Živorođeni,220
2012,Broj,Ukupno,Tuzlanska županija,Živorođeni,4587
2012,Broj,Ukupno,Zeničko-dobojska županija,Živorođeni,3807
2012,Broj,Ukupno,Bosansko-podrinjska županija,Živorođeni,216
2012,Broj,Ukupno,Srednjobosanska županija,Živorođeni,2361
2012,Broj,Ukupno,Hercegovačko-neretvanska županija,Živorođeni,1901
2012,Broj,Ukupno,Zapadno-hercegovačka županija,Živorođeni,798
2012,Broj,Ukupno,Sarajevska županija,Živorođeni,4682
2012,Broj,Ukupno,Županija 10,Živorođeni,466
2012,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,11110
2012,Broj,M,Unsko-sanska županija,Živorođeni,1227
2012,Broj,M,Posavska županija,Živorođeni,125
2012,Broj,M,Tuzlanska županija,Živorođeni,2351
2012,Broj,M,Zeničko-dobojska županija,Živorođeni,1995
2012,Broj,M,Bosansko-podrinjska županija,Živorođeni,121
2012,Broj,M,Srednjobosanska županija,Živorođeni,1207
2012,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,985
2012,Broj,M,Zapadno-hercegovačka županija,Živorođeni,397
2012,Broj,M,Sarajevska županija,Živorođeni,2465
2012,Broj,M,Županija 10,Živorođeni,237
2012,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,10279
2012,Broj,Ž,Unsko-sanska županija,Živorođeni,1124
2012,Broj,Ž,Posavska županija,Živorođeni,95
2012,Broj,Ž,Tuzlanska županija,Živorođeni,2236
2012,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1812
2012,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,95
2012,Broj,Ž,Srednjobosanska županija,Živorođeni,1154
2012,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,916
2012,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,401
2012,Broj,Ž,Sarajevska županija,Živorođeni,2217
2012,Broj,Ž,Županija 10,Živorođeni,229
2013,Broj,Ukupno,Federacija Bosne i Hercegovine,Živorođeni,20083
2013,Broj,Ukupno,Unsko-sanska županija,Živorođeni,2174
2013,Broj,Ukupno,Posavska županija,Živorođeni,167
2013,Broj,Ukupno,Tuzlanska županija,Živorođeni,4323
2013,Broj,Ukupno,Zeničko-dobojska županija,Živorođeni,3416
2013,Broj,Ukupno,Bosansko-podrinjska županija,Živorođeni,236
2013,Broj,Ukupno,Srednjobosanska županija,Živorođeni,2184
2013,Broj,Ukupno,Hercegovačko-neretvanska županija,Živorođeni,1831
2013,Broj,Ukupno,Zapadno-hercegovačka županija,Živorođeni,773
2013,Broj,Ukupno,Sarajevska županija,Živorođeni,4550
2013,Broj,Ukupno,Županija 10,Živorođeni,429
2013,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,10358
2013,Broj,M,Unsko-sanska županija,Živorođeni,1108
2013,Broj,M,Posavska županija,Živorođeni,85
2013,Broj,M,Tuzlanska županija,Živorođeni,2243
2013,Broj,M,Zeničko-dobojska županija,Živorođeni,1799
2013,Broj,M,Bosansko-podrinjska županija,Živorođeni,132
2013,Broj,M,Srednjobosanska županija,Živorođeni,1126
2013,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,939
2013,Broj,M,Zapadno-hercegovačka županija,Živorođeni,399
2013,Broj,M,Sarajevska županija,Živorođeni,2305
2013,Broj,M,Županija 10,Živorođeni,222
2013,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,9725
2013,Broj,Ž,Unsko-sanska županija,Živorođeni,1066
2013,Broj,Ž,Posavska županija,Živorođeni,82
2013,Broj,Ž,Tuzlanska županija,Živorođeni,2080
2013,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1617
2013,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,104
2013,Broj,Ž,Srednjobosanska županija,Živorođeni,1058
2013,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,892
2013,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,374
2013,Broj,Ž,Sarajevska županija,Živorođeni,2245
2013,Broj,Ž,Županija 10,Živorođeni,207
2014,Broj,Ukupno,Federacija Bosne i Hercegovine,Živorođeni,19823
2014,Broj,Ukupno,Unsko-sanska županija,Živorođeni,2154
2014,Broj,Ukupno,Posavska županija,Živorođeni,212
2014,Broj,Ukupno,Tuzlanska županija,Živorođeni,4069
2014,Broj,Ukupno,Zeničko-dobojska županija,Živorođeni,3391
2014,Broj,Ukupno,Bosansko-podrinjska županija,Živorođeni,268
2014,Broj,Ukupno,Srednjobosanska županija,Živorođeni,2090
2014,Broj,Ukupno,Hercegovačko-neretvanska županija,Živorođeni,1824
2014,Broj,Ukupno,Zapadno-hercegovačka županija,Živorođeni,816
2014,Broj,Ukupno,Sarajevska županija,Živorođeni,4566
2014,Broj,Ukupno,Županija 10,Živorođeni,433
2014,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,10156
2014,Broj,M,Unsko-sanska županija,Živorođeni,1112
2014,Broj,M,Posavska županija,Živorođeni,107
2014,Broj,M,Tuzlanska županija,Živorođeni,2091
2014,Broj,M,Zeničko-dobojska županija,Živorođeni,1724
2014,Broj,M,Bosansko-podrinjska županija,Živorođeni,134
2014,Broj,M,Srednjobosanska županija,Živorođeni,1088
2014,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,921
2014,Broj,M,Zapadno-hercegovačka županija,Živorođeni,403
2014,Broj,M,Sarajevska županija,Živorođeni,2355
2014,Broj,M,Županija 10,Živorođeni,221
2014,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,9667
2014,Broj,Ž,Unsko-sanska županija,Živorođeni,1042
2014,Broj,Ž,Posavska županija,Živorođeni,105
2014,Broj,Ž,Tuzlanska županija,Živorođeni,1978
2014,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1667
2014,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,134
2014,Broj,Ž,Srednjobosanska županija,Živorođeni,1002
2014,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,903
2014,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,413
2014,Broj,Ž,Sarajevska županija,Živorođeni,2211
2014,Broj,Ž,Županija 10,Živorođeni,212
2015,Broj,Ukupno,Federacija Bosne i Hercegovine,Živorođeni,19317
2015,Broj,Ukupno,Unsko-sanska županija,Živorođeni,2096
2015,Broj,Ukupno,Posavska županija,Živorođeni,193
2015,Broj,Ukupno,Tuzlanska županija,Živorođeni,3888
2015,Broj,Ukupno,Zeničko-dobojska županija,Živorođeni,3438
2015,Broj,Ukupno,Bosansko-podrinjska županija,Živorođeni,214
2015,Broj,Ukupno,Srednjobosanska županija,Živorođeni,1965
2015,Broj,Ukupno,Hercegovačko-neretvanska županija,Živorođeni,1762
2015,Broj,Ukupno,Zapadno-hercegovačka županija,Živorođeni,734
2015,Broj,Ukupno,Sarajevska županija,Živorođeni,4619
2015,Broj,Ukupno,Županija 10,Živorođeni,408
2015,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,9868
2015,Broj,M,Unsko-sanska županija,Živorođeni,1098
2015,Broj,M,Posavska županija,Živorođeni,108
2015,Broj,M,Tuzlanska županija,Živorođeni,1919
2015,Broj,M,Zeničko-dobojska županija,Živorođeni,1782
2015,Broj,M,Bosansko-podrinjska županija,Živorođeni,114
2015,Broj,M,Srednjobosanska županija,Živorođeni,1047
2015,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,913
2015,Broj,M,Zapadno-hercegovačka županija,Živorođeni,390
2015,Broj,M,Sarajevska županija,Živorođeni,2304
2015,Broj,M,Županija 10,Živorođeni,193
2015,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,9449
2015,Broj,Ž,Unsko-sanska županija,Živorođeni,998
2015,Broj,Ž,Posavska županija,Živorođeni,85
2015,Broj,Ž,Tuzlanska županija,Živorođeni,1969
2015,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1656
2015,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,100
2015,Broj,Ž,Srednjobosanska županija,Živorođeni,918
2015,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,849
2015,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,344
2015,Broj,Ž,Sarajevska županija,Živorođeni,2315
2015,Broj,Ž,Županija 10,Živorođeni,215
2016,Broj,Ukupno,Federacija Bosne i Hercegovine,Živorođeni,19655
2016,Broj,Ukupno,Unsko-sanska županija,Živorođeni,2105
2016,Broj,Ukupno,Posavska županija,Živorođeni,144
2016,Broj,Ukupno,Tuzlanska županija,Živorođeni,3903
2016,Broj,Ukupno,Zeničko-dobojska županija,Živorođeni,3452
2016,Broj,Ukupno,Bosansko-podrinjska županija,Živorođeni,234
2016,Broj,Ukupno,Srednjobosanska županija,Živorođeni,2135
2016,Broj,Ukupno,Hercegovačko-neretvanska županija,Živorođeni,1833
2016,Broj,Ukupno,Zapadno-hercegovačka županija,Živorođeni,709
2016,Broj,Ukupno,Sarajevska županija,Živorođeni,4774
2016,Broj,Ukupno,Županija 10,Živorođeni,366
2016,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,10214
2016,Broj,M,Unsko-sanska županija,Živorođeni,1090
2016,Broj,M,Posavska županija,Živorođeni,75
2016,Broj,M,Tuzlanska županija,Živorođeni,1995
2016,Broj,M,Zeničko-dobojska županija,Živorođeni,1816
2016,Broj,M,Bosansko-podrinjska županija,Živorođeni,131
2016,Broj,M,Srednjobosanska županija,Živorođeni,1106
2016,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,915
2016,Broj,M,Zapadno-hercegovačka županija,Živorođeni,371
2016,Broj,M,Sarajevska županija,Živorođeni,2516
2016,Broj,M,Županija 10,Živorođeni,199
2016,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,9441
2016,Broj,Ž,Unsko-sanska županija,Živorođeni,1015
2016,Broj,Ž,Posavska županija,Živorođeni,69
2016,Broj,Ž,Tuzlanska županija,Živorođeni,1908
2016,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1636
2016,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,103
2016,Broj,Ž,Srednjobosanska županija,Živorođeni,1029
2016,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,918
2016,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,338
2016,Broj,Ž,Sarajevska županija,Živorođeni,2258
2016,Broj,Ž,Županija 10,Živorođeni,167
2017,Broj,Ukupno,Federacija Bosne i Hercegovine,Živorođeni,19824
2017,Broj,Ukupno,Unsko-sanska županija,Živorođeni,2057
2017,Broj,Ukupno,Posavska županija,Živorođeni,154
2017,Broj,Ukupno,Tuzlanska županija,Živorođeni,3966
2017,Broj,Ukupno,Zeničko-dobojska županija,Živorođeni,3585
2017,Broj,Ukupno,Bosansko-podrinjska županija,Živorođeni,241
2017,Broj,Ukupno,Srednjobosanska županija,Živorođeni,2167
2017,Broj,Ukupno,Hercegovačko-neretvanska županija,Živorođeni,1712
2017,Broj,Ukupno,Zapadno-hercegovačka županija,Živorođeni,709
2017,Broj,Ukupno,Sarajevska županija,Živorođeni,4856
2017,Broj,Ukupno,Županija 10,Živorođeni,377
2017,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,10247
2017,Broj,M,Unsko-sanska županija,Živorođeni,1051
2017,Broj,M,Posavska županija,Živorođeni,75
2017,Broj,M,Tuzlanska županija,Živorođeni,2036
2017,Broj,M,Zeničko-dobojska županija,Živorođeni,1827
2017,Broj,M,Bosansko-podrinjska županija,Živorođeni,133
2017,Broj,M,Srednjobosanska županija,Živorođeni,1189
2017,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,919
2017,Broj,M,Zapadno-hercegovačka županija,Živorođeni,364
2017,Broj,M,Sarajevska županija,Živorođeni,2459
2017,Broj,M,Županija 10,Živorođeni,194
2017,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,9577
2017,Broj,Ž,Unsko-sanska županija,Živorođeni,1006
2017,Broj,Ž,Posavska županija,Živorođeni,79
2017,Broj,Ž,Tuzlanska županija,Živorođeni,1930
2017,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1758
2017,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,108
2017,Broj,Ž,Srednjobosanska županija,Živorođeni,978
2017,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,793
2017,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,345
2017,Broj,Ž,Sarajevska županija,Živorođeni,2397
2017,Broj,Ž,Županija 10,Živorođeni,183
2018,Broj,Ukupno,Federacija Bosne i Hercegovine,Živorođeni,18899
2018,Broj,Ukupno,Unsko-sanska županija,Živorođeni,1804
2018,Broj,Ukupno,Posavska županija,Živorođeni,151
2018,Broj,Ukupno,Tuzlanska županija,Živorođeni,3723
2018,Broj,Ukupno,Zeničko-dobojska županija,Živorođeni,3488
2018,Broj,Ukupno,Bosansko-podrinjska županija,Živorođeni,240
2018,Broj,Ukupno,Srednjobosanska županija,Živorođeni,2040
2018,Broj,Ukupno,Hercegovačko-neretvanska županija,Živorođeni,1790
2018,Broj,Ukupno,Zapadno-hercegovačka županija,Živorođeni,760
2018,Broj,Ukupno,Sarajevska županija,Živorođeni,4530
2018,Broj,Ukupno,Županija 10,Živorođeni,373
2018,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,9742
2018,Broj,M,Unsko-sanska županija,Živorođeni,975
2018,Broj,M,Posavska županija,Živorođeni,68
2018,Broj,M,Tuzlanska županija,Živorođeni,1895
2018,Broj,M,Zeničko-dobojska županija,Živorođeni,1760
2018,Broj,M,Bosansko-podrinjska županija,Živorođeni,125
2018,Broj,M,Srednjobosanska županija,Živorođeni,1059
2018,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,914
2018,Broj,M,Zapadno-hercegovačka županija,Živorođeni,397
2018,Broj,M,Sarajevska županija,Živorođeni,2340
2018,Broj,M,Županija 10,Živorođeni,209
2019,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,9342
2018,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,9157
2018,Broj,Ž,Unsko-sanska županija,Živorođeni,829
2018,Broj,Ž,Posavska županija,Živorođeni,83
2018,Broj,Ž,Tuzlanska županija,Živorođeni,1828
2018,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1728
2018,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,115
2018,Broj,Ž,Srednjobosanska županija,Živorođeni,981
2018,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,876
2018,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,363
2018,Broj,Ž,Sarajevska županija,Živorođeni,2190
2018,Broj,Ž,Županija 10,Živorođeni,164
2019,Broj,Ukupno,Federacija Bosne i Hercegovine,Živorođeni,18019
2019,Broj,Ukupno,Unsko-sanska županija,Živorođeni,1735
2019,Broj,Ukupno,Posavska županija,Živorođeni,124
2019,Broj,Ukupno,Tuzlanska županija,Živorođeni,3636
2019,Broj,Ukupno,Zeničko-dobojska županija,Živorođeni,3337
2019,Broj,Ukupno,Bosansko-podrinjska županija,Živorođeni,200
2019,Broj,Ukupno,Srednjobosanska županija,Živorođeni,1929
2019,Broj,Ukupno,Hercegovačko-neretvanska županija,Živorođeni,1632
2019,Broj,Ukupno,Zapadno-hercegovačka županija,Živorođeni,729
2019,Broj,Ukupno,Sarajevska županija,Živorođeni,4339
2019,Broj,Ukupno,Županija 10,Živorođeni,358
2019,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,9342
2019,Broj,M,Unsko-sanska županija,Živorođeni,876
2019,Broj,M,Posavska županija,Živorođeni,68
2019,Broj,M,Tuzlanska županija,Živorođeni,1887
2019,Broj,M,Zeničko-dobojska županija,Živorođeni,1733
2019,Broj,M,Bosansko-podrinjska županija,Živorođeni,100
2019,Broj,M,Srednjobosanska županija,Živorođeni,1041
2019,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,823
2019,Broj,M,Zapadno-hercegovačka županija,Živorođeni,381
2019,Broj,M,Sarajevska županija,Živorođeni,2249
2019,Broj,M,Županija 10,Živorođeni,184
2019,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,8677
2019,Broj,Ž,Unsko-sanska županija,Živorođeni,859
2019,Broj,Ž,Posavska županija,Živorođeni,56
2019,Broj,Ž,Tuzlanska županija,Živorođeni,1749
2019,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1604
2019,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,100
2019,Broj,Ž,Srednjobosanska županija,Živorođeni,888
2019,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,809
2019,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,348
2019,Broj,Ž,Sarajevska županija,Živorođeni,2090
2019,Broj,Ž,Županija 10,Živorođeni,174
2020,Broj,Ukupno,Federacija Bosne i Hercegovine,Živorođeni,17211
2020,Broj,Ukupno,Unsko-sanska županija,Živorođeni,1552
2020,Broj,Ukupno,Posavska županija,Živorođeni,128
2020,Broj,Ukupno,Tuzlanska županija,Živorođeni,3425
2020,Broj,Ukupno,Zeničko-dobojska županija,Živorođeni,3259
2020,Broj,Ukupno,Bosansko-podrinjska županija,Živorođeni,173
2020,Broj,Ukupno,Srednjobosanska županija,Živorođeni,1854
2020,Broj,Ukupno,Hercegovačko-neretvanska županija,Živorođeni,1532
2020,Broj,Ukupno,Zapadno-hercegovačka županija,Živorođeni,756
2020,Broj,Ukupno,Sarajevska županija,Živorođeni,4206
2020,Broj,Ukupno,Županija 10,Živorođeni,326
2020,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,8901
2020,Broj,M,Unsko-sanska županija,Živorođeni,808
2020,Broj,M,Posavska županija,Živorođeni,69
2020,Broj,M,Tuzlanska županija,Živorođeni,1775
2020,Broj,M,Zeničko-dobojska županija,Živorođeni,1683
2020,Broj,M,Bosansko-podrinjska županija,Živorođeni,88
2020,Broj,M,Srednjobosanska županija,Živorođeni,978
2020,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,805
2020,Broj,M,Zapadno-hercegovačka županija,Živorođeni,373
2020,Broj,M,Sarajevska županija,Živorođeni,2164
2020,Broj,M,Županija 10,Živorođeni,158
2020,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,8310
2020,Broj,Ž,Unsko-sanska županija,Živorođeni,744
2020,Broj,Ž,Posavska županija,Živorođeni,59
2020,Broj,Ž,Tuzlanska županija,Živorođeni,1650
2020,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1576
2020,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,85
2020,Broj,Ž,Srednjobosanska županija,Živorođeni,876
2020,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,727
2020,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,383
2020,Broj,Ž,Sarajevska županija,Živorođeni,2042
2020,Broj,Ž,Županija 10,Živorođeni,168
2021,Broj,Ukupno,Federacija Bosne i Hercegovine,Živorođeni,16873
2021,Broj,Ukupno,Unsko-sanska županija,Živorođeni,1397
2021,Broj,Ukupno,Posavska županija,Živorođeni,139
2021,Broj,Ukupno,Tuzlanska županija,Živorođeni,3354
2021,Broj,Ukupno,Zeničko-dobojska županija,Živorođeni,3172
2021,Broj,Ukupno,Bosansko-podrinjska županija,Živorođeni,150
2021,Broj,Ukupno,Srednjobosanska županija,Živorođeni,1825
2021,Broj,Ukupno,Hercegovačko-neretvanska županija,Živorođeni,1593
2021,Broj,Ukupno,Zapadno-hercegovačka županija,Živorođeni,815
2021,Broj,Ukupno,Sarajevska županija,Živorođeni,4093
2021,Broj,Ukupno,Županija 10,Živorođeni,335
2021,Broj,M,Federacija Bosne i Hercegovine,Živorođeni,8621
2021,Broj,M,Unsko-sanska županija,Živorođeni,720
2021,Broj,M,Posavska županija,Živorođeni,71
2021,Broj,M,Tuzlanska županija,Živorođeni,1714
2021,Broj,M,Zeničko-dobojska županija,Živorođeni,1637
2021,Broj,M,Bosansko-podrinjska županija,Živorođeni,78
2021,Broj,M,Srednjobosanska županija,Živorođeni,904
2021,Broj,M,Hercegovačko-neretvanska županija,Živorođeni,802
2021,Broj,M,Zapadno-hercegovačka županija,Živorođeni,427
2021,Broj,M,Sarajevska županija,Živorođeni,2080
2021,Broj,M,Županija 10,Živorođeni,188
2021,Broj,Ž,Federacija Bosne i Hercegovine,Živorođeni,8252
2021,Broj,Ž,Unsko-sanska županija,Živorođeni,677
2021,Broj,Ž,Posavska županija,Živorođeni,68
2021,Broj,Ž,Tuzlanska županija,Živorođeni,1640
2021,Broj,Ž,Zeničko-dobojska županija,Živorođeni,1535
2021,Broj,Ž,Bosansko-podrinjska županija,Živorođeni,72
2021,Broj,Ž,Srednjobosanska županija,Živorođeni,921
2021,Broj,Ž,Hercegovačko-neretvanska županija,Živorođeni,791
2021,Broj,Ž,Zapadno-hercegovačka županija,Živorođeni,388
2021,Broj,Ž,Sarajevska županija,Živorođeni,2013
2021,Broj,Ž,Županija 10,Živorođeni,147
2022,Broj,Ukupno,Federacija Bosne i Hercegovine,Živorođeni,16538
2022,Broj,Ukupno,Unsko-sanska županija,Živorođeni,1426
2022,Broj,Ukupno,Posavska županija,Živorođeni,124
2022,Broj,Ukupno,Tuzlanska županija,Živorođeni,3266
2022,Broj,Ukupno,Zeničko-dobojska županija,Živorođeni,3038
