Year,UNIT_MEASURE,Administrative Area,Age,Sex,Value
2013,Number,Federation of Bosnia and Herzegovina,Total,Both sexes,2219220
2013,Number,Federation of Bosnia and Herzegovina,0,Both sexes,21718
2013,Number,Federation of Bosnia and Herzegovina,1,Both sexes,22690
2013,Number,Federation of Bosnia and Herzegovina,2,Both sexes,22691
2013,Number,Federation of Bosnia and Herzegovina,3,Both sexes,23664
2013,Number,Federation of Bosnia and Herzegovina,4,Both sexes,24080
2013,Number,Federation of Bosnia and Herzegovina,5,Both sexes,23892
2013,Number,Federation of Bosnia and Herzegovina,6,Both sexes,22901
2013,Number,Federation of Bosnia and Herzegovina,7,Both sexes,22965
2013,Number,Federation of Bosnia and Herzegovina,8,Both sexes,23147
2013,Number,Federation of Bosnia and Herzegovina,9,Both sexes,23147
2013,Number,Federation of Bosnia and Herzegovina,10,Both sexes,23884
2013,Number,Federation of Bosnia and Herzegovina,11,Both sexes,24043
2013,Number,Federation of Bosnia and Herzegovina,12,Both sexes,24989
2013,Number,Federation of Bosnia and Herzegovina,13,Both sexes,25785
2013,Number,Federation of Bosnia and Herzegovina,14,Both sexes,27352
2013,Number,Federation of Bosnia and Herzegovina,15,Both sexes,30464
2013,Number,Federation of Bosnia and Herzegovina,16,Both sexes,35091
2013,Number,Federation of Bosnia and Herzegovina,17,Both sexes,35286
2013,Number,Federation of Bosnia and Herzegovina,18,Both sexes,33903
2013,Number,Federation of Bosnia and Herzegovina,19,Both sexes,27137
2013,Number,Federation of Bosnia and Herzegovina,20,Both sexes,25325
2013,Number,Federation of Bosnia and Herzegovina,21,Both sexes,29600
2013,Number,Federation of Bosnia and Herzegovina,22,Both sexes,32119
2013,Number,Federation of Bosnia and Herzegovina,23,Both sexes,31990
2013,Number,Federation of Bosnia and Herzegovina,24,Both sexes,31868
2013,Number,Federation of Bosnia and Herzegovina,25,Both sexes,32919
2013,Number,Federation of Bosnia and Herzegovina,26,Both sexes,32539
2013,Number,Federation of Bosnia and Herzegovina,27,Both sexes,32484
2013,Number,Federation of Bosnia and Herzegovina,28,Both sexes,32610
2013,Number,Federation of Bosnia and Herzegovina,29,Both sexes,33651
2013,Number,Federation of Bosnia and Herzegovina,30,Both sexes,32390
2013,Number,Federation of Bosnia and Herzegovina,31,Both sexes,32319
2013,Number,Federation of Bosnia and Herzegovina,32,Both sexes,32749
2013,Number,Federation of Bosnia and Herzegovina,33,Both sexes,31974
2013,Number,Federation of Bosnia and Herzegovina,34,Both sexes,31556
2013,Number,Federation of Bosnia and Herzegovina,35,Both sexes,31528
2013,Number,Federation of Bosnia and Herzegovina,36,Both sexes,31538
2013,Number,Federation of Bosnia and Herzegovina,37,Both sexes,32341
2013,Number,Federation of Bosnia and Herzegovina,38,Both sexes,31321
2013,Number,Federation of Bosnia and Herzegovina,39,Both sexes,30987
2013,Number,Federation of Bosnia and Herzegovina,40,Both sexes,30584
2013,Number,Federation of Bosnia and Herzegovina,41,Both sexes,31771
2013,Number,Federation of Bosnia and Herzegovina,42,Both sexes,31017
2013,Number,Federation of Bosnia and Herzegovina,43,Both sexes,29652
2013,Number,Federation of Bosnia and Herzegovina,44,Both sexes,31806
2013,Number,Federation of Bosnia and Herzegovina,45,Both sexes,32017
2013,Number,Federation of Bosnia and Herzegovina,46,Both sexes,33018
2013,Number,Federation of Bosnia and Herzegovina,47,Both sexes,33813
2013,Number,Federation of Bosnia and Herzegovina,48,Both sexes,34178
2013,Number,Federation of Bosnia and Herzegovina,49,Both sexes,34083
2013,Number,Federation of Bosnia and Herzegovina,50,Both sexes,34340
2013,Number,Federation of Bosnia and Herzegovina,51,Both sexes,35525
2013,Number,Federation of Bosnia and Herzegovina,52,Both sexes,35006
2013,Number,Federation of Bosnia and Herzegovina,53,Both sexes,34518
2013,Number,Federation of Bosnia and Herzegovina,54,Both sexes,34607
2013,Number,Federation of Bosnia and Herzegovina,55,Both sexes,32581
2013,Number,Federation of Bosnia and Herzegovina,56,Both sexes,30906
2013,Number,Federation of Bosnia and Herzegovina,57,Both sexes,31264
2013,Number,Federation of Bosnia and Herzegovina,58,Both sexes,31461
2013,Number,Federation of Bosnia and Herzegovina,59,Both sexes,29877
2013,Number,Federation of Bosnia and Herzegovina,60,Both sexes,29631
2013,Number,Federation of Bosnia and Herzegovina,61,Both sexes,26762
2013,Number,Federation of Bosnia and Herzegovina,62,Both sexes,24438
2013,Number,Federation of Bosnia and Herzegovina,63,Both sexes,24535
2013,Number,Federation of Bosnia and Herzegovina,64,Both sexes,23247
2013,Number,Federation of Bosnia and Herzegovina,65,Both sexes,20490
2013,Number,Federation of Bosnia and Herzegovina,66,Both sexes,21656
2013,Number,Federation of Bosnia and Herzegovina,67,Both sexes,16531
2013,Number,Federation of Bosnia and Herzegovina,68,Both sexes,15234
2013,Number,Federation of Bosnia and Herzegovina,69,Both sexes,14480
2013,Number,Federation of Bosnia and Herzegovina,70,Both sexes,14562
2013,Number,Federation of Bosnia and Herzegovina,71,Both sexes,16128
2013,Number,Federation of Bosnia and Herzegovina,72,Both sexes,16725
2013,Number,Federation of Bosnia and Herzegovina,73,Both sexes,17668
2013,Number,Federation of Bosnia and Herzegovina,74,Both sexes,15940
2013,Number,Federation of Bosnia and Herzegovina,75,Both sexes,15320
2013,Number,Federation of Bosnia and Herzegovina,76,Both sexes,14194
2013,Number,Federation of Bosnia and Herzegovina,77,Both sexes,13342
2013,Number,Federation of Bosnia and Herzegovina,78,Both sexes,11991
2013,Number,Federation of Bosnia and Herzegovina,79,Both sexes,10766
2013,Number,Federation of Bosnia and Herzegovina,80,Both sexes,9117
2013,Number,Federation of Bosnia and Herzegovina,81,Both sexes,8359
2013,Number,Federation of Bosnia and Herzegovina,82,Both sexes,6844
2013,Number,Federation of Bosnia and Herzegovina,83,Both sexes,6095
2013,Number,Federation of Bosnia and Herzegovina,84,Both sexes,4812
2013,Number,Federation of Bosnia and Herzegovina,85+,Both sexes,15692
2013,Number,Una-Sana Canton,Total,Both sexes,273261
2013,Number,Una-Sana Canton,0,Both sexes,2742
2013,Number,Una-Sana Canton,1,Both sexes,2879
2013,Number,Una-Sana Canton,2,Both sexes,2927
2013,Number,Una-Sana Canton,3,Both sexes,3078
2013,Number,Una-Sana Canton,4,Both sexes,3179
2013,Number,Una-Sana Canton,5,Both sexes,3277
2013,Number,Una-Sana Canton,6,Both sexes,3117
2013,Number,Una-Sana Canton,7,Both sexes,3091
2013,Number,Una-Sana Canton,8,Both sexes,3125
2013,Number,Una-Sana Canton,9,Both sexes,3167
2013,Number,Una-Sana Canton,10,Both sexes,3270
2013,Number,Una-Sana Canton,11,Both sexes,3327
2013,Number,Una-Sana Canton,12,Both sexes,3466
2013,Number,Una-Sana Canton,13,Both sexes,3522
2013,Number,Una-Sana Canton,14,Both sexes,3865
2013,Number,Una-Sana Canton,15,Both sexes,4480
2013,Number,Una-Sana Canton,16,Both sexes,5326
2013,Number,Una-Sana Canton,17,Both sexes,4257
2013,Number,Una-Sana Canton,18,Both sexes,3768
2013,Number,Una-Sana Canton,19,Both sexes,3497
2013,Number,Una-Sana Canton,20,Both sexes,3282
2013,Number,Una-Sana Canton,21,Both sexes,3826
2013,Number,Una-Sana Canton,22,Both sexes,4146
2013,Number,Una-Sana Canton,23,Both sexes,4100
2013,Number,Una-Sana Canton,24,Both sexes,4187
2013,Number,Una-Sana Canton,25,Both sexes,4155
2013,Number,Una-Sana Canton,26,Both sexes,4294
2013,Number,Una-Sana Canton,27,Both sexes,4087
2013,Number,Una-Sana Canton,28,Both sexes,4133
2013,Number,Una-Sana Canton,29,Both sexes,4243
2013,Number,Una-Sana Canton,30,Both sexes,4048
2013,Number,Una-Sana Canton,31,Both sexes,4051
2013,Number,Una-Sana Canton,32,Both sexes,4334
2013,Number,Una-Sana Canton,33,Both sexes,4111
2013,Number,Una-Sana Canton,34,Both sexes,4132
2013,Number,Una-Sana Canton,35,Both sexes,4294
2013,Number,Una-Sana Canton,36,Both sexes,4234
2013,Number,Una-Sana Canton,37,Both sexes,4381
2013,Number,Una-Sana Canton,38,Both sexes,4346
2013,Number,Una-Sana Canton,39,Both sexes,4309
2013,Number,Una-Sana Canton,40,Both sexes,4129
2013,Number,Una-Sana Canton,41,Both sexes,4264
2013,Number,Una-Sana Canton,42,Both sexes,4139
2013,Number,Una-Sana Canton,43,Both sexes,3895
2013,Number,Una-Sana Canton,44,Both sexes,4260
2013,Number,Una-Sana Canton,45,Both sexes,4248
2013,Number,Una-Sana Canton,46,Both sexes,4211
2013,Number,Una-Sana Canton,47,Both sexes,4150
2013,Number,Una-Sana Canton,48,Both sexes,4004
2013,Number,Una-Sana Canton,49,Both sexes,4088
2013,Number,Una-Sana Canton,50,Both sexes,4131
2013,Number,Una-Sana Canton,51,Both sexes,4113
2013,Number,Una-Sana Canton,52,Both sexes,4172
2013,Number,Una-Sana Canton,53,Both sexes,3939
2013,Number,Una-Sana Canton,54,Both sexes,3869
2013,Number,Una-Sana Canton,55,Both sexes,3409
2013,Number,Una-Sana Canton,56,Both sexes,3443
2013,Number,Una-Sana Canton,57,Both sexes,3517
2013,Number,Una-Sana Canton,58,Both sexes,3447
2013,Number,Una-Sana Canton,59,Both sexes,3173
2013,Number,Una-Sana Canton,60,Both sexes,3204
2013,Number,Una-Sana Canton,61,Both sexes,2615
2013,Number,Una-Sana Canton,62,Both sexes,2435
2013,Number,Una-Sana Canton,63,Both sexes,2673
2013,Number,Una-Sana Canton,64,Both sexes,2417
2013,Number,Una-Sana Canton,65,Both sexes,2296
2013,Number,Una-Sana Canton,66,Both sexes,2569
2013,Number,Una-Sana Canton,67,Both sexes,1852
2013,Number,Una-Sana Canton,68,Both sexes,1472
2013,Number,Una-Sana Canton,69,Both sexes,1437
2013,Number,Una-Sana Canton,70,Both sexes,1886
2013,Number,Una-Sana Canton,71,Both sexes,1603
2013,Number,Una-Sana Canton,72,Both sexes,1878
2013,Number,Una-Sana Canton,73,Both sexes,1822
2013,Number,Una-Sana Canton,74,Both sexes,1635
2013,Number,Una-Sana Canton,75,Both sexes,1583
2013,Number,Una-Sana Canton,76,Both sexes,1459
2013,Number,Una-Sana Canton,77,Both sexes,1346
2013,Number,Una-Sana Canton,78,Both sexes,1112
2013,Number,Una-Sana Canton,79,Both sexes,1027
2013,Number,Una-Sana Canton,80,Both sexes,869
2013,Number,Una-Sana Canton,81,Both sexes,672
2013,Number,Una-Sana Canton,82,Both sexes,594
2013,Number,Una-Sana Canton,83,Both sexes,547
2013,Number,Una-Sana Canton,84,Both sexes,385
2013,Number,Una-Sana Canton,85+,Both sexes,1219
2013,Number,Posavina Canton,Total,Both sexes,43453
2013,Number,Posavina Canton,0,Both sexes,246
2013,Number,Posavina Canton,1,Both sexes,308
2013,Number,Posavina Canton,2,Both sexes,343
2013,Number,Posavina Canton,3,Both sexes,344
2013,Number,Posavina Canton,4,Both sexes,341
2013,Number,Posavina Canton,5,Both sexes,381
2013,Number,Posavina Canton,6,Both sexes,376
2013,Number,Posavina Canton,7,Both sexes,412
2013,Number,Posavina Canton,8,Both sexes,414
2013,Number,Posavina Canton,9,Both sexes,404
2013,Number,Posavina Canton,10,Both sexes,440
2013,Number,Posavina Canton,11,Both sexes,474
2013,Number,Posavina Canton,12,Both sexes,482
2013,Number,Posavina Canton,13,Both sexes,520
2013,Number,Posavina Canton,14,Both sexes,550
2013,Number,Posavina Canton,15,Both sexes,636
2013,Number,Posavina Canton,16,Both sexes,570
2013,Number,Posavina Canton,17,Both sexes,648
2013,Number,Posavina Canton,18,Both sexes,618
2013,Number,Posavina Canton,19,Both sexes,544
2013,Number,Posavina Canton,20,Both sexes,475
2013,Number,Posavina Canton,21,Both sexes,590
2013,Number,Posavina Canton,22,Both sexes,574
2013,Number,Posavina Canton,23,Both sexes,590
2013,Number,Posavina Canton,24,Both sexes,612
2013,Number,Posavina Canton,25,Both sexes,584
2013,Number,Posavina Canton,26,Both sexes,554
2013,Number,Posavina Canton,27,Both sexes,562
2013,Number,Posavina Canton,28,Both sexes,591
2013,Number,Posavina Canton,29,Both sexes,532
2013,Number,Posavina Canton,30,Both sexes,550
2013,Number,Posavina Canton,31,Both sexes,540
2013,Number,Posavina Canton,32,Both sexes,527
2013,Number,Posavina Canton,33,Both sexes,523
2013,Number,Posavina Canton,34,Both sexes,540
2013,Number,Posavina Canton,35,Both sexes,530
2013,Number,Posavina Canton,36,Both sexes,567
2013,Number,Posavina Canton,37,Both sexes,644
2013,Number,Posavina Canton,38,Both sexes,655
2013,Number,Posavina Canton,39,Both sexes,662
2013,Number,Posavina Canton,40,Both sexes,697
2013,Number,Posavina Canton,41,Both sexes,726
2013,Number,Posavina Canton,42,Both sexes,684
2013,Number,Posavina Canton,43,Both sexes,703
2013,Number,Posavina Canton,44,Both sexes,769
2013,Number,Posavina Canton,45,Both sexes,786
2013,Number,Posavina Canton,46,Both sexes,788
2013,Number,Posavina Canton,47,Both sexes,824
2013,Number,Posavina Canton,48,Both sexes,875
2013,Number,Posavina Canton,49,Both sexes,799
2013,Number,Posavina Canton,50,Both sexes,731
2013,Number,Posavina Canton,51,Both sexes,743
2013,Number,Posavina Canton,52,Both sexes,694
2013,Number,Posavina Canton,53,Both sexes,691
2013,Number,Posavina Canton,54,Both sexes,676
2013,Number,Posavina Canton,55,Both sexes,561
2013,Number,Posavina Canton,56,Both sexes,561
2013,Number,Posavina Canton,57,Both sexes,562
2013,Number,Posavina Canton,58,Both sexes,546
2013,Number,Posavina Canton,59,Both sexes,567
2013,Number,Posavina Canton,60,Both sexes,550
2013,Number,Posavina Canton,61,Both sexes,507
2013,Number,Posavina Canton,62,Both sexes,460
2013,Number,Posavina Canton,63,Both sexes,503
2013,Number,Posavina Canton,64,Both sexes,478
2013,Number,Posavina Canton,65,Both sexes,440
2013,Number,Posavina Canton,66,Both sexes,461
2013,Number,Posavina Canton,67,Both sexes,387
2013,Number,Posavina Canton,68,Both sexes,463
2013,Number,Posavina Canton,69,Both sexes,387
2013,Number,Posavina Canton,70,Both sexes,377
2013,Number,Posavina Canton,71,Both sexes,425
2013,Number,Posavina Canton,72,Both sexes,384
2013,Number,Posavina Canton,73,Both sexes,405
2013,Number,Posavina Canton,74,Both sexes,343
2013,Number,Posavina Canton,75,Both sexes,306
2013,Number,Posavina Canton,76,Both sexes,333
2013,Number,Posavina Canton,77,Both sexes,293
2013,Number,Posavina Canton,78,Both sexes,286
2013,Number,Posavina Canton,79,Both sexes,268
2013,Number,Posavina Canton,80,Both sexes,186
2013,Number,Posavina Canton,81,Both sexes,182
2013,Number,Posavina Canton,82,Both sexes,156
2013,Number,Posavina Canton,83,Both sexes,101
2013,Number,Posavina Canton,84,Both sexes,91
2013,Number,Posavina Canton,85 i više,Both sexes,245
2013,Number,Tuzla Canton,Total,Both sexes,445028
2013,Number,Tuzla Canton,0,Both sexes,4395
2013,Number,Tuzla Canton,1,Both sexes,4522
2013,Number,Tuzla Canton,2,Both sexes,4533
2013,Number,Tuzla Canton,3,Both sexes,4748
2013,Number,Tuzla Canton,4,Both sexes,4849
2013,Number,Tuzla Canton,5,Both sexes,4687
2013,Number,Tuzla Canton,6,Both sexes,4483
2013,Number,Tuzla Canton,7,Both sexes,4510
2013,Number,Tuzla Canton,8,Both sexes,4592
2013,Number,Tuzla Canton,9,Both sexes,4458
2013,Number,Tuzla Canton,10,Both sexes,4610
2013,Number,Tuzla Canton,11,Both sexes,4663
2013,Number,Tuzla Canton,12,Both sexes,4792
2013,Number,Tuzla Canton,13,Both sexes,4811
2013,Number,Tuzla Canton,14,Both sexes,5151
2013,Number,Tuzla Canton,15,Both sexes,5812
2013,Number,Tuzla Canton,16,Both sexes,6736
2013,Number,Tuzla Canton,17,Both sexes,7413
2013,Number,Tuzla Canton,18,Both sexes,6874
2013,Number,Tuzla Canton,19,Both sexes,5428
2013,Number,Tuzla Canton,20,Both sexes,5337
2013,Number,Tuzla Canton,21,Both sexes,6359
2013,Number,Tuzla Canton,22,Both sexes,6772
2013,Number,Tuzla Canton,23,Both sexes,6631
2013,Number,Tuzla Canton,24,Both sexes,6521
2013,Number,Tuzla Canton,25,Both sexes,6818
2013,Number,Tuzla Canton,26,Both sexes,6626
2013,Number,Tuzla Canton,27,Both sexes,6494
2013,Number,Tuzla Canton,28,Both sexes,6390
2013,Number,Tuzla Canton,29,Both sexes,6718
2013,Number,Tuzla Canton,30,Both sexes,6272
2013,Number,Tuzla Canton,31,Both sexes,6209
2013,Number,Tuzla Canton,32,Both sexes,6597
2013,Number,Tuzla Canton,33,Both sexes,6275
2013,Number,Tuzla Canton,34,Both sexes,6127
2013,Number,Tuzla Canton,35,Both sexes,6113
2013,Number,Tuzla Canton,36,Both sexes,6052
2013,Number,Tuzla Canton,37,Both sexes,6545
2013,Number,Tuzla Canton,38,Both sexes,6218
2013,Number,Tuzla Canton,39,Both sexes,6267
2013,Number,Tuzla Canton,40,Both sexes,6215
2013,Number,Tuzla Canton,41,Both sexes,6490
2013,Number,Tuzla Canton,42,Both sexes,6335
2013,Number,Tuzla Canton,43,Both sexes,6011
2013,Number,Tuzla Canton,44,Both sexes,6418
2013,Number,Tuzla Canton,45,Both sexes,6347
2013,Number,Tuzla Canton,46,Both sexes,6693
2013,Number,Tuzla Canton,47,Both sexes,7018
2013,Number,Tuzla Canton,48,Both sexes,7163
2013,Number,Tuzla Canton,49,Both sexes,7355
2013,Number,Tuzla Canton,50,Both sexes,7228
2013,Number,Tuzla Canton,51,Both sexes,7475
2013,Number,Tuzla Canton,52,Both sexes,7598
2013,Number,Tuzla Canton,53,Both sexes,7476
2013,Number,Tuzla Canton,54,Both sexes,7255
2013,Number,Tuzla Canton,55,Both sexes,6927
2013,Number,Tuzla Canton,56,Both sexes,6036
2013,Number,Tuzla Canton,57,Both sexes,6345
2013,Number,Tuzla Canton,58,Both sexes,6434
2013,Number,Tuzla Canton,59,Both sexes,6225
2013,Number,Tuzla Canton,60,Both sexes,6492
2013,Number,Tuzla Canton,61,Both sexes,5700
2013,Number,Tuzla Canton,62,Both sexes,4997
2013,Number,Tuzla Canton,63,Both sexes,4768
2013,Number,Tuzla Canton,64,Both sexes,4778
2013,Number,Tuzla Canton,65,Both sexes,4102
2013,Number,Tuzla Canton,66,Both sexes,4445
2013,Number,Tuzla Canton,67,Both sexes,3704
2013,Number,Tuzla Canton,68,Both sexes,2954
2013,Number,Tuzla Canton,69,Both sexes,3174
2013,Number,Tuzla Canton,70,Both sexes,2921
2013,Number,Tuzla Canton,71,Both sexes,3186
2013,Number,Tuzla Canton,72,Both sexes,3058
2013,Number,Tuzla Canton,73,Both sexes,3293
2013,Number,Tuzla Canton,74,Both sexes,2779
2013,Number,Tuzla Canton,75,Both sexes,2737
2013,Number,Tuzla Canton,76,Both sexes,2542
2013,Number,Tuzla Canton,77,Both sexes,2375
2013,Number,Tuzla Canton,78,Both sexes,2155
2013,Number,Tuzla Canton,79,Both sexes,1929
2013,Number,Tuzla Canton,80,Both sexes,1608
2013,Number,Tuzla Canton,81,Both sexes,1447
2013,Number,Tuzla Canton,82,Both sexes,1176
2013,Number,Tuzla Canton,83,Both sexes,1024
2013,Number,Tuzla Canton,84,Both sexes,816
2013,Number,Tuzla Canton,85+,Both sexes,2416
2013,Number,Zenica-Doboj Canton,Total,Both sexes,364433
2013,Number,Zenica-Doboj Canton,0,Both sexes,3695
2013,Number,Zenica-Doboj Canton,1,Both sexes,3974
2013,Number,Zenica-Doboj Canton,2,Both sexes,3870
2013,Number,Zenica-Doboj Canton,3,Both sexes,4106
2013,Number,Zenica-Doboj Canton,4,Both sexes,4261
2013,Number,Zenica-Doboj Canton,5,Both sexes,4208
2013,Number,Zenica-Doboj Canton,6,Both sexes,3902
2013,Number,Zenica-Doboj Canton,7,Both sexes,3794
2013,Number,Zenica-Doboj Canton,8,Both sexes,3859
2013,Number,Zenica-Doboj Canton,9,Both sexes,3847
2013,Number,Zenica-Doboj Canton,10,Both sexes,4009
2013,Number,Zenica-Doboj Canton,11,Both sexes,3901
2013,Number,Zenica-Doboj Canton,12,Both sexes,4163
2013,Number,Zenica-Doboj Canton,13,Both sexes,4340
2013,Number,Zenica-Doboj Canton,14,Both sexes,4514
2013,Number,Zenica-Doboj Canton,15,Both sexes,4967
2013,Number,Zenica-Doboj Canton,16,Both sexes,5877
2013,Number,Zenica-Doboj Canton,17,Both sexes,6643
2013,Number,Zenica-Doboj Canton,18,Both sexes,5892
2013,Number,Zenica-Doboj Canton,19,Both sexes,4295
2013,Number,Zenica-Doboj Canton,20,Both sexes,4114
2013,Number,Zenica-Doboj Canton,21,Both sexes,4975
2013,Number,Zenica-Doboj Canton,22,Both sexes,5441
2013,Number,Zenica-Doboj Canton,23,Both sexes,5404
2013,Number,Zenica-Doboj Canton,24,Both sexes,5406
2013,Number,Zenica-Doboj Canton,25,Both sexes,5458
2013,Number,Zenica-Doboj Canton,26,Both sexes,5535
2013,Number,Zenica-Doboj Canton,27,Both sexes,5334
2013,Number,Zenica-Doboj Canton,28,Both sexes,5357
2013,Number,Zenica-Doboj Canton,29,Both sexes,5408
2013,Number,Zenica-Doboj Canton,30,Both sexes,5227
2013,Number,Zenica-Doboj Canton,31,Both sexes,5405
2013,Number,Zenica-Doboj Canton,32,Both sexes,5204
2013,Number,Zenica-Doboj Canton,33,Both sexes,5036
2013,Number,Zenica-Doboj Canton,34,Both sexes,5178
2013,Number,Zenica-Doboj Canton,35,Both sexes,5092
2013,Number,Zenica-Doboj Canton,36,Both sexes,5214
2013,Number,Zenica-Doboj Canton,37,Both sexes,5332
2013,Number,Zenica-Doboj Canton,38,Both sexes,5117
2013,Number,Zenica-Doboj Canton,39,Both sexes,5011
2013,Number,Zenica-Doboj Canton,40,Both sexes,4944
2013,Number,Zenica-Doboj Canton,41,Both sexes,5223
2013,Number,Zenica-Doboj Canton,42,Both sexes,5045
2013,Number,Zenica-Doboj Canton,43,Both sexes,4922
2013,Number,Zenica-Doboj Canton,44,Both sexes,5156
2013,Number,Zenica-Doboj Canton,45,Both sexes,5210
2013,Number,Zenica-Doboj Canton,46,Both sexes,5522
2013,Number,Zenica-Doboj Canton,47,Both sexes,5792
2013,Number,Zenica-Doboj Canton,48,Both sexes,5809
2013,Number,Zenica-Doboj Canton,49,Both sexes,5647
2013,Number,Zenica-Doboj Canton,50,Both sexes,5772
2013,Number,Zenica-Doboj Canton,51,Both sexes,6038
2013,Number,Zenica-Doboj Canton,52,Both sexes,5912
2013,Number,Zenica-Doboj Canton,53,Both sexes,5868
2013,Number,Zenica-Doboj Canton,54,Both sexes,5908
2013,Number,Zenica-Doboj Canton,55,Both sexes,5517
2013,Number,Zenica-Doboj Canton,56,Both sexes,5118
2013,Number,Zenica-Doboj Canton,57,Both sexes,5218
2013,Number,Zenica-Doboj Canton,58,Both sexes,5230
2013,Number,Zenica-Doboj Canton,59,Both sexes,4986
2013,Number,Zenica-Doboj Canton,60,Both sexes,4860
2013,Number,Zenica-Doboj Canton,61,Both sexes,4492
2013,Number,Zenica-Doboj Canton,62,Both sexes,4065
2013,Number,Zenica-Doboj Canton,63,Both sexes,4054
2013,Number,Zenica-Doboj Canton,64,Both sexes,3780
2013,Number,Zenica-Doboj Canton,65,Both sexes,3288
2013,Number,Zenica-Doboj Canton,66,Both sexes,3576
2013,Number,Zenica-Doboj Canton,67,Both sexes,2810
2013,Number,Zenica-Doboj Canton,68,Both sexes,2373
2013,Number,Zenica-Doboj Canton,69,Both sexes,2170
2013,Number,Zenica-Doboj Canton,70,Both sexes,2313
2013,Number,Zenica-Doboj Canton,71,Both sexes,2434
2013,Number,Zenica-Doboj Canton,72,Both sexes,2588
2013,Number,Zenica-Doboj Canton,73,Both sexes,2675
2013,Number,Zenica-Doboj Canton,74,Both sexes,2198
2013,Number,Zenica-Doboj Canton,75,Both sexes,2163
2013,Number,Zenica-Doboj Canton,76,Both sexes,2035
2013,Number,Zenica-Doboj Canton,77,Both sexes,1908
2013,Number,Zenica-Doboj Canton,78,Both sexes,1709
2013,Number,Zenica-Doboj Canton,79,Both sexes,1422
2013,Number,Zenica-Doboj Canton,80,Both sexes,1194
2013,Number,Zenica-Doboj Canton,81,Both sexes,1162
2013,Number,Zenica-Doboj Canton,82,Both sexes,860
2013,Number,Zenica-Doboj Canton,83,Both sexes,759
2013,Number,Zenica-Doboj Canton,84,Both sexes,618
2013,Number,Zenica-Doboj Canton,85+,Both sexes,1725
2013,Number,Bosnian-Podrinje Canton,Total,Both sexes,23734
2013,Number,Bosnian-Podrinje Canton,0,Both sexes,232
2013,Number,Bosnian-Podrinje Canton,1,Both sexes,201
2013,Number,Bosnian-Podrinje Canton,2,Both sexes,197
2013,Number,Bosnian-Podrinje Canton,3,Both sexes,230
2013,Number,Bosnian-Podrinje Canton,4,Both sexes,238
2013,Number,Bosnian-Podrinje Canton,5,Both sexes,206
2013,Number,Bosnian-Podrinje Canton,6,Both sexes,165
2013,Number,Bosnian-Podrinje Canton,7,Both sexes,164
2013,Number,Bosnian-Podrinje Canton,8,Both sexes,210
2013,Number,Bosnian-Podrinje Canton,9,Both sexes,213
2013,Number,Bosnian-Podrinje Canton,10,Both sexes,201
2013,Number,Bosnian-Podrinje Canton,11,Both sexes,225
2013,Number,Bosnian-Podrinje Canton,12,Both sexes,244
2013,Number,Bosnian-Podrinje Canton,13,Both sexes,267
2013,Number,Bosnian-Podrinje Canton,14,Both sexes,293
2013,Number,Bosnian-Podrinje Canton,15,Both sexes,336
2013,Number,Bosnian-Podrinje Canton,16,Both sexes,427
2013,Number,Bosnian-Podrinje Canton,17,Both sexes,345
2013,Number,Bosnian-Podrinje Canton,18,Both sexes,364
2013,Number,Bosnian-Podrinje Canton,19,Both sexes,266
2013,Number,Bosnian-Podrinje Canton,20,Both sexes,247
2013,Number,Bosnian-Podrinje Canton,21,Both sexes,278
2013,Number,Bosnian-Podrinje Canton,22,Both sexes,317
2013,Number,Bosnian-Podrinje Canton,23,Both sexes,305
2013,Number,Bosnian-Podrinje Canton,24,Both sexes,290
2013,Number,Bosnian-Podrinje Canton,25,Both sexes,331
2013,Number,Bosnian-Podrinje Canton,26,Both sexes,326
2013,Number,Bosnian-Podrinje Canton,27,Both sexes,289
2013,Number,Bosnian-Podrinje Canton,28,Both sexes,309
2013,Number,Bosnian-Podrinje Canton,29,Both sexes,347
2013,Number,Bosnian-Podrinje Canton,30,Both sexes,324
2013,Number,Bosnian-Podrinje Canton,31,Both sexes,324
2013,Number,Bosnian-Podrinje Canton,32,Both sexes,310
2013,Number,Bosnian-Podrinje Canton,33,Both sexes,328
2013,Number,Bosnian-Podrinje Canton,34,Both sexes,337
2013,Number,Bosnian-Podrinje Canton,35,Both sexes,308
2013,Number,Bosnian-Podrinje Canton,36,Both sexes,321
2013,Number,Bosnian-Podrinje Canton,37,Both sexes,272
2013,Number,Bosnian-Podrinje Canton,38,Both sexes,277
2013,Number,Bosnian-Podrinje Canton,39,Both sexes,277
2013,Number,Bosnian-Podrinje Canton,40,Both sexes,284
2013,Number,Bosnian-Podrinje Canton,41,Both sexes,242
2013,Number,Bosnian-Podrinje Canton,42,Both sexes,301
2013,Number,Bosnian-Podrinje Canton,43,Both sexes,271
2013,Number,Bosnian-Podrinje Canton,44,Both sexes,305
2013,Number,Bosnian-Podrinje Canton,45,Both sexes,338
2013,Number,Bosnian-Podrinje Canton,46,Both sexes,314
2013,Number,Bosnian-Podrinje Canton,47,Both sexes,350
2013,Number,Bosnian-Podrinje Canton,48,Both sexes,378
2013,Number,Bosnian-Podrinje Canton,49,Both sexes,326
2013,Number,Bosnian-Podrinje Canton,50,Both sexes,333
2013,Number,Bosnian-Podrinje Canton,51,Both sexes,417
2013,Number,Bosnian-Podrinje Canton,52,Both sexes,383
