Year,UNIT_MEASURE,Administrativna jedinica,scientific_field,Value
2015,Број,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2015,Број,Federacija Bosne i Hercegovine,Информационе и комуникационе технологије,
2015,Број,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2015,Број,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,Federacija Bosne i Hercegovine,Здравство и социјална заштита,
2015,Број,Federacija Bosne i Hercegovine,Услуге,
2015,Број,Unsko-sanski kanton,Образовање,
2015,Број,Unsko-sanski kanton,Умјетност и хуманистичке науке,
2015,Број,Unsko-sanski kanton,"social_sciences,_journalism_and_information",
2015,Број,Unsko-sanski kanton,"business,_administration_and_law",
2015,Број,Unsko-sanski kanton,"natural_sciences,_mathematics_and_statistics",
2015,Број,Unsko-sanski kanton,Информационе и комуникационе технологије,
2015,Број,Unsko-sanski kanton,"engineering,_production_and_construction",
2015,Број,Unsko-sanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,Unsko-sanski kanton,Здравство и социјална заштита,
2015,Број,Unsko-sanski kanton,Услуге,
2015,Број,Tuzlanski kanton,Образовање,
2015,Број,Tuzlanski kanton,Умјетност и хуманистичке науке,
2015,Број,Tuzlanski kanton,"social_sciences,_journalism_and_information",
2015,Број,Tuzlanski kanton,"business,_administration_and_law",
2015,Број,Tuzlanski kanton,"natural_sciences,_mathematics_and_statistics",
2015,Број,Tuzlanski kanton,Информационе и комуникационе технологије,
2015,Број,Tuzlanski kanton,"engineering,_production_and_construction",
2015,Број,Tuzlanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,Tuzlanski kanton,Здравство и социјална заштита,
2015,Број,Tuzlanski kanton,Услуге,
2015,Број,Zeničko-dobojski kanton,Образовање,
2015,Број,Zeničko-dobojski kanton,Умјетност и хуманистичке науке,
2015,Број,Zeničko-dobojski kanton,"social_sciences,_journalism_and_information",
2015,Број,Zeničko-dobojski kanton,"business,_administration_and_law",
2015,Број,Zeničko-dobojski kanton,"natural_sciences,_mathematics_and_statistics",
2015,Број,Zeničko-dobojski kanton,Информационе и комуникационе технологије,
2015,Број,Zeničko-dobojski kanton,"engineering,_production_and_construction",
2015,Број,Zeničko-dobojski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,Zeničko-dobojski kanton,Здравство и социјална заштита,
2015,Број,Zeničko-dobojski kanton,Услуге,
2015,Број,Bosansko-podrinjski kanton,Образовање,
2015,Број,Bosansko-podrinjski kanton,Умјетност и хуманистичке науке,
2015,Број,Bosansko-podrinjski kanton,"social_sciences,_journalism_and_information",
2015,Број,Bosansko-podrinjski kanton,"business,_administration_and_law",
2015,Број,Bosansko-podrinjski kanton,"natural_sciences,_mathematics_and_statistics",
2015,Број,Bosansko-podrinjski kanton,Информационе и комуникационе технологије,
2015,Број,Bosansko-podrinjski kanton,"engineering,_production_and_construction",
2015,Број,Bosansko-podrinjski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,Bosansko-podrinjski kanton,Здравство и социјална заштита,
2015,Број,Bosansko-podrinjski kanton,Услуге,
2015,Број,Srednjobosanski kanton,Образовање,
2015,Број,Srednjobosanski kanton,Умјетност и хуманистичке науке,
2015,Број,Srednjobosanski kanton,"social_sciences,_journalism_and_information",
2015,Број,Srednjobosanski kanton,"business,_administration_and_law",
2015,Број,Srednjobosanski kanton,"natural_sciences,_mathematics_and_statistics",
2015,Број,Srednjobosanski kanton,Информационе и комуникационе технологије,
2015,Број,Srednjobosanski kanton,"engineering,_production_and_construction",
2015,Број,Srednjobosanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,Srednjobosanski kanton,Здравство и социјална заштита,
2015,Број,Srednjobosanski kanton,Услуге,
2015,Број,Hercegovačko-neretvanski kanton,Образовање,
2015,Број,Hercegovačko-neretvanski kanton,Умјетност и хуманистичке науке,
2015,Број,Hercegovačko-neretvanski kanton,"social_sciences,_journalism_and_information",
2015,Број,Hercegovačko-neretvanski kanton,"business,_administration_and_law",
2015,Број,Hercegovačko-neretvanski kanton,"natural_sciences,_mathematics_and_statistics",
2015,Број,Hercegovačko-neretvanski kanton,Информационе и комуникационе технологије,
2015,Број,Hercegovačko-neretvanski kanton,"engineering,_production_and_construction",
2015,Број,Hercegovačko-neretvanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,Hercegovačko-neretvanski kanton,Здравство и социјална заштита,
2015,Број,Hercegovačko-neretvanski kanton,Услуге,
2015,Број,Kanton Sarajevo,Образовање,
2015,Број,Kanton Sarajevo,Умјетност и хуманистичке науке,
2015,Број,Kanton Sarajevo,"social_sciences,_journalism_and_information",
2015,Број,Kanton Sarajevo,"business,_administration_and_law",
2015,Број,Kanton Sarajevo,"natural_sciences,_mathematics_and_statistics",
2015,Број,Kanton Sarajevo,Информационе и комуникационе технологије,
2015,Број,Kanton Sarajevo,"engineering,_production_and_construction",
2015,Број,Kanton Sarajevo,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,Kanton Sarajevo,Здравство и социјална заштита,
2015,Број,Kanton Sarajevo,Услуге,
2016,Број,Federacija Bosne i Hercegovine,Образовање,
2016,Број,Federacija Bosne i Hercegovine,Умјетност и хуманистичке науке,
2016,Број,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2016,Број,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2016,Број,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2016,Број,Federacija Bosne i Hercegovine,Информационе и комуникационе технологије,
2016,Број,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2016,Број,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Број,Federacija Bosne i Hercegovine,Здравство и социјална заштита,
2016,Број,Federacija Bosne i Hercegovine,Услуге,
2016,Број,Unsko-sanski kanton,Образовање,
2016,Број,Unsko-sanski kanton,Умјетност и хуманистичке науке,
2016,Број,Unsko-sanski kanton,"social_sciences,_journalism_and_information",
2016,Број,Unsko-sanski kanton,"business,_administration_and_law",
2016,Број,Unsko-sanski kanton,"natural_sciences,_mathematics_and_statistics",
2016,Број,Unsko-sanski kanton,Информационе и комуникационе технологије,
2016,Број,Unsko-sanski kanton,"engineering,_production_and_construction",
2016,Број,Unsko-sanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Број,Unsko-sanski kanton,Здравство и социјална заштита,
2016,Број,Unsko-sanski kanton,Услуге,
2016,Број,Tuzlanski kanton,Образовање,
2016,Број,Tuzlanski kanton,Умјетност и хуманистичке науке,
2016,Број,Tuzlanski kanton,"social_sciences,_journalism_and_information",
2016,Број,Tuzlanski kanton,"business,_administration_and_law",
2016,Број,Tuzlanski kanton,"natural_sciences,_mathematics_and_statistics",
2016,Број,Tuzlanski kanton,Информационе и комуникационе технологије,
2016,Број,Tuzlanski kanton,"engineering,_production_and_construction",
2016,Број,Tuzlanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Број,Tuzlanski kanton,Здравство и социјална заштита,
2016,Број,Tuzlanski kanton,Услуге,
2016,Број,Zeničko-dobojski kanton,Образовање,
2016,Број,Zeničko-dobojski kanton,Умјетност и хуманистичке науке,
2016,Број,Zeničko-dobojski kanton,"social_sciences,_journalism_and_information",
2016,Број,Zeničko-dobojski kanton,"business,_administration_and_law",
2016,Број,Zeničko-dobojski kanton,"natural_sciences,_mathematics_and_statistics",
2016,Број,Zeničko-dobojski kanton,Информационе и комуникационе технологије,
2016,Број,Zeničko-dobojski kanton,"engineering,_production_and_construction",
2016,Број,Zeničko-dobojski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Број,Zeničko-dobojski kanton,Здравство и социјална заштита,
2016,Број,Zeničko-dobojski kanton,Услуге,
2016,Број,Bosansko-podrinjski kanton,Образовање,
2016,Број,Bosansko-podrinjski kanton,Умјетност и хуманистичке науке,
2016,Број,Bosansko-podrinjski kanton,"social_sciences,_journalism_and_information",
2016,Број,Bosansko-podrinjski kanton,"business,_administration_and_law",
2016,Број,Bosansko-podrinjski kanton,"natural_sciences,_mathematics_and_statistics",
2016,Број,Bosansko-podrinjski kanton,Информационе и комуникационе технологије,
2016,Број,Bosansko-podrinjski kanton,"engineering,_production_and_construction",
2016,Број,Bosansko-podrinjski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Број,Bosansko-podrinjski kanton,Здравство и социјална заштита,
2016,Број,Bosansko-podrinjski kanton,Услуге,
2016,Број,Srednjobosanski kanton,Образовање,
2016,Број,Srednjobosanski kanton,Умјетност и хуманистичке науке,
2016,Број,Srednjobosanski kanton,"social_sciences,_journalism_and_information",
2016,Број,Srednjobosanski kanton,"business,_administration_and_law",
2016,Број,Srednjobosanski kanton,"natural_sciences,_mathematics_and_statistics",
2016,Број,Srednjobosanski kanton,Информационе и комуникационе технологије,
2016,Број,Srednjobosanski kanton,"engineering,_production_and_construction",
2016,Број,Srednjobosanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Број,Srednjobosanski kanton,Здравство и социјална заштита,
2016,Број,Srednjobosanski kanton,Услуге,
2016,Број,Hercegovačko-neretvanski kanton,Образовање,
2016,Број,Hercegovačko-neretvanski kanton,Умјетност и хуманистичке науке,
2016,Број,Hercegovačko-neretvanski kanton,"social_sciences,_journalism_and_information",
2016,Број,Hercegovačko-neretvanski kanton,"business,_administration_and_law",
2016,Број,Hercegovačko-neretvanski kanton,"natural_sciences,_mathematics_and_statistics",
2016,Број,Hercegovačko-neretvanski kanton,Информационе и комуникационе технологије,
2016,Број,Hercegovačko-neretvanski kanton,"engineering,_production_and_construction",
2016,Број,Hercegovačko-neretvanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Број,Hercegovačko-neretvanski kanton,Здравство и социјална заштита,
2016,Број,Hercegovačko-neretvanski kanton,Услуге,
2016,Број,Kanton Sarajevo,Образовање,
2016,Број,Kanton Sarajevo,Умјетност и хуманистичке науке,
2016,Број,Kanton Sarajevo,"social_sciences,_journalism_and_information",
2016,Број,Kanton Sarajevo,"business,_administration_and_law",
2016,Број,Kanton Sarajevo,"natural_sciences,_mathematics_and_statistics",
2016,Број,Kanton Sarajevo,Информационе и комуникационе технологије,
2016,Број,Kanton Sarajevo,"engineering,_production_and_construction",
2016,Број,Kanton Sarajevo,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Број,Kanton Sarajevo,Здравство и социјална заштита,
2016,Број,Kanton Sarajevo,Услуге,
2017,Број,Federacija Bosne i Hercegovine,Образовање,
2017,Број,Federacija Bosne i Hercegovine,Умјетност и хуманистичке науке,
2017,Број,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2017,Број,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2017,Број,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2017,Број,Federacija Bosne i Hercegovine,Информационе и комуникационе технологије,
2017,Број,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2017,Број,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Број,Federacija Bosne i Hercegovine,Здравство и социјална заштита,
2017,Број,Federacija Bosne i Hercegovine,Услуге,
2017,Број,Unsko-sanski kanton,Образовање,
2017,Број,Unsko-sanski kanton,Умјетност и хуманистичке науке,
2017,Број,Unsko-sanski kanton,"social_sciences,_journalism_and_information",
2017,Број,Unsko-sanski kanton,"business,_administration_and_law",
2017,Број,Unsko-sanski kanton,"natural_sciences,_mathematics_and_statistics",
2017,Број,Unsko-sanski kanton,Информационе и комуникационе технологије,
2017,Број,Unsko-sanski kanton,"engineering,_production_and_construction",
2017,Број,Unsko-sanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Број,Unsko-sanski kanton,Здравство и социјална заштита,
2017,Број,Unsko-sanski kanton,Услуге,
2017,Број,Tuzlanski kanton,Образовање,
2017,Број,Tuzlanski kanton,Умјетност и хуманистичке науке,
2017,Број,Tuzlanski kanton,"social_sciences,_journalism_and_information",
2017,Број,Tuzlanski kanton,"business,_administration_and_law",
2017,Број,Tuzlanski kanton,"natural_sciences,_mathematics_and_statistics",
2017,Број,Tuzlanski kanton,Информационе и комуникационе технологије,
2017,Број,Tuzlanski kanton,"engineering,_production_and_construction",
2017,Број,Tuzlanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Број,Tuzlanski kanton,Здравство и социјална заштита,
2017,Број,Tuzlanski kanton,Услуге,
2017,Број,Zeničko-dobojski kanton,Образовање,
2017,Број,Zeničko-dobojski kanton,Умјетност и хуманистичке науке,
2017,Број,Zeničko-dobojski kanton,"social_sciences,_journalism_and_information",
2017,Број,Zeničko-dobojski kanton,"business,_administration_and_law",
2017,Број,Zeničko-dobojski kanton,"natural_sciences,_mathematics_and_statistics",
2017,Број,Zeničko-dobojski kanton,Информационе и комуникационе технологије,
2017,Број,Zeničko-dobojski kanton,"engineering,_production_and_construction",
2017,Број,Zeničko-dobojski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Број,Zeničko-dobojski kanton,Здравство и социјална заштита,
2017,Број,Zeničko-dobojski kanton,Услуге,
2017,Број,Bosansko-podrinjski kanton,Образовање,
2017,Број,Bosansko-podrinjski kanton,Умјетност и хуманистичке науке,
2017,Број,Bosansko-podrinjski kanton,"social_sciences,_journalism_and_information",
2017,Број,Bosansko-podrinjski kanton,"business,_administration_and_law",
2017,Број,Bosansko-podrinjski kanton,"natural_sciences,_mathematics_and_statistics",
2017,Број,Bosansko-podrinjski kanton,Информационе и комуникационе технологије,
2017,Број,Bosansko-podrinjski kanton,"engineering,_production_and_construction",
2017,Број,Bosansko-podrinjski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Број,Bosansko-podrinjski kanton,Здравство и социјална заштита,
2017,Број,Bosansko-podrinjski kanton,Услуге,
2017,Број,Srednjobosanski kanton,Образовање,
2017,Број,Srednjobosanski kanton,Умјетност и хуманистичке науке,
2017,Број,Srednjobosanski kanton,"social_sciences,_journalism_and_information",
2017,Број,Srednjobosanski kanton,"business,_administration_and_law",
2017,Број,Srednjobosanski kanton,"natural_sciences,_mathematics_and_statistics",
2017,Број,Srednjobosanski kanton,Информационе и комуникационе технологије,
2017,Број,Srednjobosanski kanton,"engineering,_production_and_construction",
2017,Број,Srednjobosanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Број,Srednjobosanski kanton,Здравство и социјална заштита,
2017,Број,Srednjobosanski kanton,Услуге,
2017,Број,Hercegovačko-neretvanski kanton,Образовање,
2017,Број,Hercegovačko-neretvanski kanton,Умјетност и хуманистичке науке,
2017,Број,Hercegovačko-neretvanski kanton,"social_sciences,_journalism_and_information",
2017,Број,Hercegovačko-neretvanski kanton,"business,_administration_and_law",
2017,Број,Hercegovačko-neretvanski kanton,"natural_sciences,_mathematics_and_statistics",
2017,Број,Hercegovačko-neretvanski kanton,Информационе и комуникационе технологије,
2017,Број,Hercegovačko-neretvanski kanton,"engineering,_production_and_construction",
2017,Број,Hercegovačko-neretvanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Број,Hercegovačko-neretvanski kanton,Здравство и социјална заштита,
2017,Број,Hercegovačko-neretvanski kanton,Услуге,
2017,Број,Kanton Sarajevo,Образовање,
2017,Број,Kanton Sarajevo,Умјетност и хуманистичке науке,
2017,Број,Kanton Sarajevo,"social_sciences,_journalism_and_information",
2017,Број,Kanton Sarajevo,"business,_administration_and_law",
2017,Број,Kanton Sarajevo,"natural_sciences,_mathematics_and_statistics",
2017,Број,Kanton Sarajevo,Информационе и комуникационе технологије,
2017,Број,Kanton Sarajevo,"engineering,_production_and_construction",
2017,Број,Kanton Sarajevo,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Број,Kanton Sarajevo,Здравство и социјална заштита,
2017,Број,Kanton Sarajevo,Услуге,
2018,Број,Federacija Bosne i Hercegovine,Образовање,
2018,Број,Federacija Bosne i Hercegovine,Умјетност и хуманистичке науке,
2018,Број,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2018,Број,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2018,Број,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2018,Број,Federacija Bosne i Hercegovine,Информационе и комуникационе технологије,
2018,Број,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2018,Број,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Број,Federacija Bosne i Hercegovine,Здравство и социјална заштита,
2018,Број,Federacija Bosne i Hercegovine,Услуге,
2018,Број,Unsko-sanski kanton,Образовање,
2018,Број,Unsko-sanski kanton,Умјетност и хуманистичке науке,
2018,Број,Unsko-sanski kanton,"social_sciences,_journalism_and_information",
2018,Број,Unsko-sanski kanton,"business,_administration_and_law",
2018,Број,Unsko-sanski kanton,"natural_sciences,_mathematics_and_statistics",
2018,Број,Unsko-sanski kanton,Информационе и комуникационе технологије,
2018,Број,Unsko-sanski kanton,"engineering,_production_and_construction",
2018,Број,Unsko-sanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Број,Unsko-sanski kanton,Здравство и социјална заштита,
2018,Број,Unsko-sanski kanton,Услуге,
2018,Број,Tuzlanski kanton,Образовање,
2018,Број,Tuzlanski kanton,Умјетност и хуманистичке науке,
2018,Број,Tuzlanski kanton,"social_sciences,_journalism_and_information",
2018,Број,Tuzlanski kanton,"business,_administration_and_law",
2018,Број,Tuzlanski kanton,"natural_sciences,_mathematics_and_statistics",
2018,Број,Tuzlanski kanton,Информационе и комуникационе технологије,
2018,Број,Tuzlanski kanton,"engineering,_production_and_construction",
2018,Број,Tuzlanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Број,Tuzlanski kanton,Здравство и социјална заштита,
2018,Број,Tuzlanski kanton,Услуге,
2018,Број,Zeničko-dobojski kanton,Образовање,
2018,Број,Zeničko-dobojski kanton,Умјетност и хуманистичке науке,
2018,Број,Zeničko-dobojski kanton,"social_sciences,_journalism_and_information",
2018,Број,Zeničko-dobojski kanton,"business,_administration_and_law",
2018,Број,Zeničko-dobojski kanton,"natural_sciences,_mathematics_and_statistics",
2018,Број,Zeničko-dobojski kanton,Информационе и комуникационе технологије,
2018,Број,Zeničko-dobojski kanton,"engineering,_production_and_construction",
2018,Број,Zeničko-dobojski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Број,Zeničko-dobojski kanton,Здравство и социјална заштита,
2018,Број,Zeničko-dobojski kanton,Услуге,
2018,Број,Bosansko-podrinjski kanton,Образовање,
2018,Број,Bosansko-podrinjski kanton,Умјетност и хуманистичке науке,
2018,Број,Bosansko-podrinjski kanton,"social_sciences,_journalism_and_information",
2018,Број,Bosansko-podrinjski kanton,"business,_administration_and_law",
2018,Број,Bosansko-podrinjski kanton,"natural_sciences,_mathematics_and_statistics",
2018,Број,Bosansko-podrinjski kanton,Информационе и комуникационе технологије,
2018,Број,Bosansko-podrinjski kanton,"engineering,_production_and_construction",
2018,Број,Bosansko-podrinjski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Број,Bosansko-podrinjski kanton,Здравство и социјална заштита,
2018,Број,Bosansko-podrinjski kanton,Услуге,
2018,Број,Srednjobosanski kanton,Образовање,
2018,Број,Srednjobosanski kanton,Умјетност и хуманистичке науке,
2018,Број,Srednjobosanski kanton,"social_sciences,_journalism_and_information",
2018,Број,Srednjobosanski kanton,"business,_administration_and_law",
2018,Број,Srednjobosanski kanton,"natural_sciences,_mathematics_and_statistics",
2018,Број,Srednjobosanski kanton,Информационе и комуникационе технологије,
2018,Број,Srednjobosanski kanton,"engineering,_production_and_construction",
2018,Број,Srednjobosanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Број,Srednjobosanski kanton,Здравство и социјална заштита,
2018,Број,Srednjobosanski kanton,Услуге,
2018,Број,Hercegovačko-neretvanski kanton,Образовање,
2018,Број,Hercegovačko-neretvanski kanton,Умјетност и хуманистичке науке,
2018,Број,Hercegovačko-neretvanski kanton,"social_sciences,_journalism_and_information",
2018,Број,Hercegovačko-neretvanski kanton,"business,_administration_and_law",
2018,Број,Hercegovačko-neretvanski kanton,"natural_sciences,_mathematics_and_statistics",
2018,Број,Hercegovačko-neretvanski kanton,Информационе и комуникационе технологије,
2018,Број,Hercegovačko-neretvanski kanton,"engineering,_production_and_construction",
2018,Број,Hercegovačko-neretvanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Број,Hercegovačko-neretvanski kanton,Здравство и социјална заштита,
2018,Број,Hercegovačko-neretvanski kanton,Услуге,
2018,Број,Kanton Sarajevo,Образовање,
2018,Број,Kanton Sarajevo,Умјетност и хуманистичке науке,
2018,Број,Kanton Sarajevo,"social_sciences,_journalism_and_information",
2018,Број,Kanton Sarajevo,"business,_administration_and_law",
2018,Број,Kanton Sarajevo,"natural_sciences,_mathematics_and_statistics",
2018,Број,Kanton Sarajevo,Информационе и комуникационе технологије,
2018,Број,Kanton Sarajevo,"engineering,_production_and_construction",
2018,Број,Kanton Sarajevo,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Број,Kanton Sarajevo,Здравство и социјална заштита,
2018,Број,Kanton Sarajevo,Услуге,
2019,Број,Federacija Bosne i Hercegovine,Образовање,
2019,Број,Federacija Bosne i Hercegovine,Умјетност и хуманистичке науке,
2019,Број,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2019,Број,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2019,Број,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2019,Број,Federacija Bosne i Hercegovine,Информационе и комуникационе технологије,
2019,Број,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2019,Број,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Број,Federacija Bosne i Hercegovine,Здравство и социјална заштита,
2019,Број,Federacija Bosne i Hercegovine,Услуге,
2019,Број,Unsko-sanski kanton,Образовање,
2019,Број,Unsko-sanski kanton,Умјетност и хуманистичке науке,
2019,Број,Unsko-sanski kanton,"social_sciences,_journalism_and_information",
2019,Број,Unsko-sanski kanton,"business,_administration_and_law",
2019,Број,Unsko-sanski kanton,"natural_sciences,_mathematics_and_statistics",
2019,Број,Unsko-sanski kanton,Информационе и комуникационе технологије,
2019,Број,Unsko-sanski kanton,"engineering,_production_and_construction",
2019,Број,Unsko-sanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Број,Unsko-sanski kanton,Здравство и социјална заштита,
2019,Број,Unsko-sanski kanton,Услуге,
2019,Број,Tuzlanski kanton,Образовање,
2019,Број,Tuzlanski kanton,Умјетност и хуманистичке науке,
2019,Број,Tuzlanski kanton,"social_sciences,_journalism_and_information",
2019,Број,Tuzlanski kanton,"business,_administration_and_law",
2019,Број,Tuzlanski kanton,"natural_sciences,_mathematics_and_statistics",
2019,Број,Tuzlanski kanton,Информационе и комуникационе технологије,
2019,Број,Tuzlanski kanton,"engineering,_production_and_construction",
2019,Број,Tuzlanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Број,Tuzlanski kanton,Здравство и социјална заштита,
2019,Број,Tuzlanski kanton,Услуге,
2019,Број,Zeničko-dobojski kanton,Образовање,
2019,Број,Zeničko-dobojski kanton,Умјетност и хуманистичке науке,
2019,Број,Zeničko-dobojski kanton,"social_sciences,_journalism_and_information",
2019,Број,Zeničko-dobojski kanton,"business,_administration_and_law",
2019,Број,Zeničko-dobojski kanton,"natural_sciences,_mathematics_and_statistics",
2019,Број,Zeničko-dobojski kanton,Информационе и комуникационе технологије,
2019,Број,Zeničko-dobojski kanton,"engineering,_production_and_construction",
2019,Број,Zeničko-dobojski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Број,Zeničko-dobojski kanton,Здравство и социјална заштита,
2019,Број,Zeničko-dobojski kanton,Услуге,
2019,Број,Bosansko-podrinjski kanton,Образовање,
2019,Број,Bosansko-podrinjski kanton,Умјетност и хуманистичке науке,
2019,Број,Bosansko-podrinjski kanton,"social_sciences,_journalism_and_information",
2019,Број,Bosansko-podrinjski kanton,"business,_administration_and_law",
2019,Број,Bosansko-podrinjski kanton,"natural_sciences,_mathematics_and_statistics",
2019,Број,Bosansko-podrinjski kanton,Информационе и комуникационе технологије,
2019,Број,Bosansko-podrinjski kanton,"engineering,_production_and_construction",
2019,Број,Bosansko-podrinjski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Број,Bosansko-podrinjski kanton,Здравство и социјална заштита,
2019,Број,Bosansko-podrinjski kanton,Услуге,
2019,Број,Srednjobosanski kanton,Образовање,
2019,Број,Srednjobosanski kanton,Умјетност и хуманистичке науке,
2019,Број,Srednjobosanski kanton,"social_sciences,_journalism_and_information",
2019,Број,Srednjobosanski kanton,"business,_administration_and_law",
2019,Број,Srednjobosanski kanton,"natural_sciences,_mathematics_and_statistics",
2019,Број,Srednjobosanski kanton,Информационе и комуникационе технологије,
2019,Број,Srednjobosanski kanton,"engineering,_production_and_construction",
2019,Број,Srednjobosanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Број,Srednjobosanski kanton,Здравство и социјална заштита,
2019,Број,Srednjobosanski kanton,Услуге,
2019,Број,Hercegovačko-neretvanski kanton,Образовање,
2019,Број,Hercegovačko-neretvanski kanton,Умјетност и хуманистичке науке,
2019,Број,Hercegovačko-neretvanski kanton,"social_sciences,_journalism_and_information",
2019,Број,Hercegovačko-neretvanski kanton,"business,_administration_and_law",
2019,Број,Hercegovačko-neretvanski kanton,"natural_sciences,_mathematics_and_statistics",
2019,Број,Hercegovačko-neretvanski kanton,Информационе и комуникационе технологије,
2019,Број,Hercegovačko-neretvanski kanton,"engineering,_production_and_construction",
2019,Број,Hercegovačko-neretvanski kanton,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Број,Hercegovačko-neretvanski kanton,Здравство и социјална заштита,
2019,Број,Hercegovačko-neretvanski kanton,Услуге,
2019,Број,Kanton Sarajevo,Образовање,
2019,Број,Kanton Sarajevo,Умјетност и хуманистичке науке,
2019,Број,Kanton Sarajevo,"social_sciences,_journalism_and_information",
2019,Број,Kanton Sarajevo,"business,_administration_and_law",
2019,Број,Kanton Sarajevo,"natural_sciences,_mathematics_and_statistics",
2019,Број,Kanton Sarajevo,Информационе и комуникационе технологије,
2019,Број,Kanton Sarajevo,"engineering,_production_and_construction",
2019,Број,Kanton Sarajevo,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Број,Kanton Sarajevo,Здравство и социјална заштита,
2019,Број,Kanton Sarajevo,Услуге,
2020,Број,Federacija Bosne i Hercegovine,Образовање,
2020,Број,Federacija Bosne i Hercegovine,Умјетност и хуманистичке науке,
2020,Број,Federacija Bosne i Hercegovine,"social_sciences,_journalism_and_information",
2020,Број,Federacija Bosne i Hercegovine,"business,_administration_and_law",
2020,Број,Federacija Bosne i Hercegovine,"natural_sciences,_mathematics_and_statistics",
2020,Број,Federacija Bosne i Hercegovine,Информационе и комуникационе технологије,
2020,Број,Federacija Bosne i Hercegovine,"engineering,_production_and_construction",
2020,Број,Federacija Bosne i Hercegovine,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Број,Federacija Bosne i Hercegovine,Здравство и социјална заштита,
