Year,UNIT_MEASURE,Административна јединица,Старосна доб,Пол,Value
2013,Број,Посавски кантон,61,Ж,253
2013,Број,Посавски кантон,62,Ж,249
2013,Број,Посавски кантон,63,Ж,259
2013,Број,Посавски кантон,64,Ж,266
2013,Број,Посавски кантон,65,Ж,243
2013,Број,Посавски кантон,66,Ж,267
2013,Број,Посавски кантон,67,Ж,208
2013,Број,Посавски кантон,68,Ж,241
2013,Број,Посавски кантон,69,Ж,214
2013,Број,Посавски кантон,70,Ж,230
2013,Број,Посавски кантон,71,Ж,244
2013,Број,Посавски кантон,72,Ж,209
2013,Број,Посавски кантон,73,Ж,217
2013,Број,Посавски кантон,74,Ж,202
2013,Број,Посавски кантон,75,Ж,205
2013,Број,Посавски кантон,76,Ж,213
2013,Број,Посавски кантон,77,Ж,175
2013,Број,Посавски кантон,78,Ж,183
2013,Број,Посавски кантон,79,Ж,175
2013,Број,Посавски кантон,80,Ж,116
2013,Број,Посавски кантон,81,Ж,119
2013,Број,Посавски кантон,82,Ж,104
2013,Број,Посавски кантон,83,Ж,73
2013,Број,Посавски кантон,84,Ж,54
2013,Број,Посавски кантон,85+,Ж,187
2013,Број,Тузлански кантон,Укупно,Ж,227640
2013,Број,Тузлански кантон,0,Ж,2130
2013,Број,Тузлански кантон,1,Ж,2261
2013,Број,Тузлански кантон,2,Ж,2178
2013,Број,Тузлански кантон,3,Ж,2295
2013,Број,Тузлански кантон,4,Ж,2335
2013,Број,Тузлански кантон,5,Ж,2282
2013,Број,Тузлански кантон,6,Ж,2157
2013,Број,Тузлански кантон,7,Ж,2171
2013,Број,Тузлански кантон,8,Ж,2221
2013,Број,Тузлански кантон,9,Ж,2184
2013,Број,Тузлански кантон,10,Ж,2231
2013,Број,Тузлански кантон,11,Ж,2244
2013,Број,Тузлански кантон,12,Ж,2375
2013,Број,Тузлански кантон,13,Ж,2352
2013,Број,Тузлански кантон,14,Ж,2535
2013,Број,Тузлански кантон,15,Ж,2823
2013,Број,Тузлански кантон,16,Ж,3253
2013,Број,Тузлански кантон,17,Ж,3614
2013,Број,Тузлански кантон,18,Ж,3398
2013,Број,Тузлански кантон,19,Ж,2619
2013,Број,Тузлански кантон,20,Ж,2574
2013,Број,Тузлански кантон,21,Ж,3157
2013,Број,Тузлански кантон,22,Ж,3303
2013,Број,Тузлански кантон,23,Ж,3202
2013,Број,Тузлански кантон,24,Ж,3175
2013,Број,Тузлански кантон,25,Ж,3279
2013,Број,Тузлански кантон,26,Ж,3253
2013,Број,Тузлански кантон,27,Ж,3177
2013,Број,Тузлански кантон,28,Ж,3103
2013,Број,Тузлански кантон,29,Ж,3287
2013,Број,Тузлански кантон,30,Ж,3114
2013,Број,Тузлански кантон,31,Ж,3061
2013,Број,Тузлански кантон,32,Ж,3201
2013,Број,Тузлански кантон,33,Ж,3082
2013,Број,Тузлански кантон,34,Ж,3072
2013,Број,Тузлански кантон,35,Ж,3049
2013,Број,Тузлански кантон,36,Ж,3088
2013,Број,Тузлански кантон,37,Ж,3312
2013,Број,Тузлански кантон,38,Ж,3165
2013,Број,Тузлански кантон,39,Ж,3207
2013,Број,Тузлански кантон,40,Ж,3200
2013,Број,Тузлански кантон,41,Ж,3272
2013,Број,Тузлански кантон,42,Ж,3254
2013,Број,Тузлански кантон,43,Ж,3042
2013,Број,Тузлански кантон,44,Ж,3166
2013,Број,Тузлански кантон,45,Ж,3238
2013,Број,Тузлански кантон,46,Ж,3514
2013,Број,Тузлански кантон,47,Ж,3642
2013,Број,Тузлански кантон,48,Ж,3696
2013,Број,Тузлански кантон,49,Ж,3771
2013,Број,Тузлански кантон,50,Ж,3680
2013,Број,Тузлански кантон,51,Ж,3818
2013,Број,Тузлански кантон,52,Ж,3969
2013,Број,Тузлански кантон,53,Ж,3929
2013,Број,Тузлански кантон,54,Ж,3731
2013,Број,Тузлански кантон,55,Ж,3584
2013,Број,Тузлански кантон,56,Ж,3086
2013,Број,Тузлански кантон,57,Ж,3316
2013,Број,Тузлански кантон,58,Ж,3427
2013,Број,Тузлански кантон,59,Ж,3244
2013,Број,Тузлански кантон,60,Ж,3453
2013,Број,Тузлански кантон,61,Ж,3012
2013,Број,Тузлански кантон,62,Ж,2703
2013,Број,Тузлански кантон,63,Ж,2568
2013,Број,Тузлански кантон,64,Ж,2583
2013,Број,Тузлански кантон,65,Ж,2299
2013,Број,Тузлански кантон,66,Ж,2393
2013,Број,Тузлански кантон,67,Ж,2018
2013,Број,Тузлански кантон,68,Ж,1700
2013,Број,Тузлански кантон,69,Ж,1775
2013,Број,Тузлански кантон,70,Ж,1680
2013,Број,Тузлански кантон,71,Ж,1766
2013,Број,Тузлански кантон,72,Ж,1752
2013,Број,Тузлански кантон,73,Ж,1912
2013,Број,Тузлански кантон,74,Ж,1608
2013,Број,Тузлански кантон,75,Ж,1642
2013,Број,Тузлански кантон,76,Ж,1452
2013,Број,Тузлански кантон,77,Ж,1402
2013,Број,Тузлански кантон,78,Ж,1305
2013,Број,Тузлански кантон,79,Ж,1174
2013,Број,Тузлански кантон,80,Ж,994
2013,Број,Тузлански кантон,81,Ж,861
2013,Број,Тузлански кантон,82,Ж,715
2013,Број,Тузлански кантон,83,Ж,648
2013,Број,Тузлански кантон,84,Ж,508
2013,Број,Тузлански кантон,85+,Ж,1619
2013,Број,Зеничко-добојски кантон,Укупно,Ж,183653
2013,Број,Зеничко-добојски кантон,0,Ж,1775
2013,Број,Зеничко-добојски кантон,1,Ж,1880
2013,Број,Зеничко-добојски кантон,2,Ж,1880
2013,Број,Зеничко-добојски кантон,3,Ж,2055
2013,Број,Зеничко-добојски кантон,4,Ж,2051
2013,Број,Зеничко-добојски кантон,5,Ж,2050
2013,Број,Зеничко-добојски кантон,6,Ж,1880
2013,Број,Зеничко-добојски кантон,7,Ж,1862
2013,Број,Зеничко-добојски кантон,8,Ж,1925
2013,Број,Зеничко-добојски кантон,9,Ж,1883
2013,Број,Зеничко-добојски кантон,10,Ж,1961
2013,Број,Зеничко-добојски кантон,11,Ж,1922
2013,Број,Зеничко-добојски кантон,12,Ж,2044
2013,Број,Зеничко-добојски кантон,13,Ж,2107
2013,Број,Зеничко-добојски кантон,14,Ж,2225
2013,Број,Зеничко-добојски кантон,15,Ж,2428
2013,Број,Зеничко-добојски кантон,16,Ж,2856
2013,Број,Зеничко-добојски кантон,17,Ж,3172
2013,Број,Зеничко-добојски кантон,18,Ж,2864
2013,Број,Зеничко-добојски кантон,19,Ж,2002
2013,Број,Зеничко-добојски кантон,20,Ж,2052
2013,Број,Зеничко-добојски кантон,21,Ж,2516
2013,Број,Зеничко-добојски кантон,22,Ж,2684
2013,Број,Зеничко-добојски кантон,23,Ж,2594
2013,Број,Зеничко-добојски кантон,24,Ж,2622
2013,Број,Зеничко-добојски кантон,25,Ж,2685
2013,Број,Зеничко-добојски кантон,26,Ж,2628
2013,Број,Зеничко-добојски кантон,27,Ж,2553
2013,Број,Зеничко-добојски кантон,28,Ж,2585
2013,Број,Зеничко-добојски кантон,29,Ж,2660
2013,Број,Зеничко-добојски кантон,30,Ж,2515
2013,Број,Зеничко-добојски кантон,31,Ж,2575
2013,Број,Зеничко-добојски кантон,32,Ж,2479
2013,Број,Зеничко-добојски кантон,33,Ж,2440
2013,Број,Зеничко-добојски кантон,34,Ж,2449
2013,Број,Зеничко-добојски кантон,35,Ж,2502
2013,Број,Зеничко-добојски кантон,36,Ж,2529
2013,Број,Зеничко-добојски кантон,37,Ж,2620
2013,Број,Зеничко-добојски кантон,38,Ж,2482
2013,Број,Зеничко-добојски кантон,39,Ж,2499
2013,Број,Зеничко-добојски кантон,40,Ж,2452
2013,Број,Зеничко-добојски кантон,41,Ж,2641
2013,Број,Зеничко-добојски кантон,42,Ж,2517
2013,Број,Зеничко-добојски кантон,43,Ж,2476
2013,Број,Зеничко-добојски кантон,44,Ж,2549
2013,Број,Зеничко-добојски кантон,45,Ж,2640
2013,Број,Зеничко-добојски кантон,46,Ж,2746
2013,Број,Зеничко-добојски кантон,47,Ж,2926
2013,Број,Зеничко-добојски кантон,48,Ж,2995
2013,Број,Зеничко-добојски кантон,49,Ж,2801
2013,Број,Зеничко-добојски кантон,50,Ж,2935
2013,Број,Зеничко-добојски кантон,51,Ж,3103
2013,Број,Зеничко-добојски кантон,52,Ж,3018
2013,Број,Зеничко-добојски кантон,53,Ж,2987
2013,Број,Зеничко-добојски кантон,54,Ж,2902
2013,Број,Зеничко-добојски кантон,55,Ж,2874
2013,Број,Зеничко-добојски кантон,56,Ж,2600
2013,Број,Зеничко-добојски кантон,57,Ж,2662
2013,Број,Зеничко-добојски кантон,58,Ж,2713
2013,Број,Зеничко-добојски кантон,59,Ж,2521
2013,Број,Зеничко-добојски кантон,60,Ж,2514
2013,Број,Зеничко-добојски кантон,61,Ж,2360
2013,Број,Зеничко-добојски кантон,62,Ж,2162
2013,Број,Зеничко-добојски кантон,63,Ж,2158
2013,Број,Зеничко-добојски кантон,64,Ж,1982
2013,Број,Зеничко-добојски кантон,65,Ж,1838
2013,Број,Зеничко-добојски кантон,66,Ж,1930
2013,Број,Зеничко-добојски кантон,67,Ж,1516
2013,Број,Зеничко-добојски кантон,68,Ж,1315
2013,Број,Зеничко-добојски кантон,69,Ж,1158
2013,Број,Зеничко-добојски кантон,70,Ж,1298
2013,Број,Зеничко-добојски кантон,71,Ж,1412
2013,Број,Зеничко-добојски кантон,72,Ж,1480
2013,Број,Зеничко-добојски кантон,73,Ж,1491
2013,Број,Зеничко-добојски кантон,74,Ж,1260
2013,Број,Зеничко-добојски кантон,75,Ж,1288
2013,Број,Зеничко-добојски кантон,76,Ж,1157
2013,Број,Зеничко-добојски кантон,77,Ж,1132
2013,Број,Зеничко-добојски кантон,78,Ж,982
2013,Број,Зеничко-добојски кантон,79,Ж,809
2013,Број,Зеничко-добојски кантон,80,Ж,710
2013,Број,Зеничко-добојски кантон,81,Ж,690
2013,Број,Зеничко-добојски кантон,82,Ж,507
2013,Број,Зеничко-добојски кантон,83,Ж,472
2013,Број,Зеничко-добојски кантон,84,Ж,363
2013,Број,Зеничко-добојски кантон,85+,Ж,1120
2013,Број,Босанско-подрињски кантон,Укупно,Ж,12117
2013,Број,Босанско-подрињски кантон,0,Ж,99
2013,Број,Босанско-подрињски кантон,1,Ж,95
2013,Број,Босанско-подрињски кантон,2,Ж,103
2013,Број,Босанско-подрињски кантон,3,Ж,116
2013,Број,Босанско-подрињски кантон,4,Ж,104
2013,Број,Босанско-подрињски кантон,5,Ж,84
2013,Број,Босанско-подрињски кантон,6,Ж,86
2013,Број,Босанско-подрињски кантон,7,Ж,76
2013,Број,Босанско-подрињски кантон,8,Ж,99
2013,Број,Босанско-подрињски кантон,9,Ж,93
2013,Број,Босанско-подрињски кантон,10,Ж,101
2013,Број,Босанско-подрињски кантон,11,Ж,109
2013,Број,Босанско-подрињски кантон,12,Ж,110
2013,Број,Босанско-подрињски кантон,13,Ж,140
2013,Број,Босанско-подрињски кантон,14,Ж,135
2013,Број,Босанско-подрињски кантон,15,Ж,148
2013,Број,Босанско-подрињски кантон,16,Ж,214
2013,Број,Босанско-подрињски кантон,17,Ж,164
2013,Број,Босанско-подрињски кантон,18,Ж,167
2013,Број,Босанско-подрињски кантон,19,Ж,148
2013,Број,Босанско-подрињски кантон,20,Ж,120
2013,Број,Босанско-подрињски кантон,21,Ж,125
2013,Број,Босанско-подрињски кантон,22,Ж,160
2013,Број,Босанско-подрињски кантон,23,Ж,147
2013,Број,Босанско-подрињски кантон,24,Ж,136
2013,Број,Босанско-подрињски кантон,25,Ж,162
2013,Број,Босанско-подрињски кантон,26,Ж,155
2013,Број,Босанско-подрињски кантон,27,Ж,131
2013,Број,Босанско-подрињски кантон,28,Ж,145
2013,Број,Босанско-подрињски кантон,29,Ж,170
2013,Број,Босанско-подрињски кантон,30,Ж,166
2013,Број,Босанско-подрињски кантон,31,Ж,148
2013,Број,Босанско-подрињски кантон,32,Ж,157
2013,Број,Босанско-подрињски кантон,33,Ж,164
2013,Број,Босанско-подрињски кантон,34,Ж,145
2013,Број,Босанско-подрињски кантон,35,Ж,152
2013,Број,Босанско-подрињски кантон,36,Ж,160
2013,Број,Босанско-подрињски кантон,37,Ж,125
2013,Број,Босанско-подрињски кантон,38,Ж,143
2013,Број,Босанско-подрињски кантон,39,Ж,137
2013,Број,Босанско-подрињски кантон,40,Ж,155
2013,Број,Босанско-подрињски кантон,41,Ж,123
2013,Број,Босанско-подрињски кантон,42,Ж,147
2013,Број,Босанско-подрињски кантон,43,Ж,132
2013,Број,Босанско-подрињски кантон,44,Ж,146
2013,Број,Босанско-подрињски кантон,45,Ж,180
2013,Број,Босанско-подрињски кантон,46,Ж,144
2013,Број,Босанско-подрињски кантон,47,Ж,194
2013,Број,Босанско-подрињски кантон,48,Ж,193
2013,Број,Босанско-подрињски кантон,49,Ж,157
2013,Број,Босанско-подрињски кантон,50,Ж,169
2013,Број,Босанско-подрињски кантон,51,Ж,216
2013,Број,Босанско-подрињски кантон,52,Ж,178
2013,Број,Босанско-подрињски кантон,53,Ж,185
2013,Број,Босанско-подрињски кантон,54,Ж,227
2013,Број,Босанско-подрињски кантон,55,Ж,208
2013,Број,Босанско-подрињски кантон,56,Ж,202
2013,Број,Босанско-подрињски кантон,57,Ж,227
2013,Број,Босанско-подрињски кантон,58,Ж,213
2013,Број,Босанско-подрињски кантон,59,Ж,209
2013,Број,Босанско-подрињски кантон,60,Ж,217
2013,Број,Босанско-подрињски кантон,61,Ж,189
2013,Број,Босанско-подрињски кантон,62,Ж,153
2013,Број,Босанско-подрињски кантон,63,Ж,173
2013,Број,Босанско-подрињски кантон,64,Ж,193
2013,Број,Босанско-подрињски кантон,65,Ж,141
2013,Број,Босанско-подрињски кантон,66,Ж,160
2013,Број,Босанско-подрињски кантон,67,Ж,110
2013,Број,Босанско-подрињски кантон,68,Ж,133
2013,Број,Босанско-подрињски кантон,69,Ж,81
2013,Број,Босанско-подрињски кантон,70,Ж,95
2013,Број,Босанско-подрињски кантон,71,Ж,97
2013,Број,Босанско-подрињски кантон,72,Ж,129
2013,Број,Босанско-подрињски кантон,73,Ж,129
2013,Број,Босанско-подрињски кантон,74,Ж,149
2013,Број,Босанско-подрињски кантон,75,Ж,135
2013,Број,Босанско-подрињски кантон,76,Ж,122
2013,Број,Босанско-подрињски кантон,77,Ж,114
2013,Број,Босанско-подрињски кантон,78,Ж,115
2013,Број,Босанско-подрињски кантон,79,Ж,106
2013,Број,Босанско-подрињски кантон,80,Ж,71
2013,Број,Босанско-подрињски кантон,81,Ж,84
2013,Број,Босанско-подрињски кантон,82,Ж,38
2013,Број,Босанско-подрињски кантон,83,Ж,48
2013,Број,Босанско-подрињски кантон,84,Ж,45
2013,Број,Босанско-подрињски кантон,85+,Ж,146
2013,Број,Средњобосански кантон,Укупно,Ж,127420
2013,Број,Средњобосански кантон,0,Ж,1170
2013,Број,Средњобосански кантон,1,Ж,1209
2013,Број,Средњобосански кантон,2,Ж,1283
2013,Број,Средњобосански кантон,3,Ж,1295
2013,Број,Средњобосански кантон,4,Ж,1298
2013,Број,Средњобосански кантон,5,Ж,1343
2013,Број,Средњобосански кантон,6,Ж,1334
2013,Број,Средњобосански кантон,7,Ж,1430
2013,Број,Средњобосански кантон,8,Ж,1411
2013,Број,Средњобосански кантон,9,Ж,1415
2013,Број,Средњобосански кантон,10,Ж,1454
2013,Број,Средњобосански кантон,11,Ж,1423
2013,Број,Средњобосански кантон,12,Ж,1569
2013,Број,Средњобосански кантон,13,Ж,1563
2013,Број,Средњобосански кантон,14,Ж,1754
2013,Број,Средњобосански кантон,15,Ж,1809
2013,Број,Средњобосански кантон,16,Ж,2057
2013,Број,Средњобосански кантон,17,Ж,2156
2013,Број,Средњобосански кантон,18,Ж,2115
2013,Број,Средњобосански кантон,19,Ж,1510
2013,Број,Средњобосански кантон,20,Ж,1425
2013,Број,Средњобосански кантон,21,Ж,1730
2013,Број,Средњобосански кантон,22,Ж,1830
2013,Број,Средњобосански кантон,23,Ж,1778
2013,Број,Средњобосански кантон,24,Ж,1833
2013,Број,Средњобосански кантон,25,Ж,1893
2013,Број,Средњобосански кантон,26,Ж,1685
2013,Број,Средњобосански кантон,27,Ж,1790
2013,Број,Средњобосански кантон,28,Ж,1740
2013,Број,Средњобосански кантон,29,Ж,1841
2013,Број,Средњобосански кантон,30,Ж,1773
2013,Број,Средњобосански кантон,31,Ж,1682
2013,Број,Средњобосански кантон,32,Ж,1803
2013,Број,Средњобосански кантон,33,Ж,1754
2013,Број,Средњобосански кантон,34,Ж,1758
2013,Број,Средњобосански кантон,35,Ж,1775
2013,Број,Средњобосански кантон,36,Ж,1785
2013,Број,Средњобосански кантон,37,Ж,1817
2013,Број,Средњобосански кантон,38,Ж,1749
2013,Број,Средњобосански кантон,39,Ж,1765
2013,Број,Средњобосански кантон,40,Ж,1740
2013,Број,Средњобосански кантон,41,Ж,1814
2013,Број,Средњобосански кантон,42,Ж,1746
2013,Број,Средњобосански кантон,43,Ж,1685
2013,Број,Средњобосански кантон,44,Ж,1876
2013,Број,Средњобосански кантон,45,Ж,1904
2013,Број,Средњобосански кантон,46,Ж,1876
2013,Број,Средњобосански кантон,47,Ж,1981
2013,Број,Средњобосански кантон,48,Ж,1960
2013,Број,Средњобосански кантон,49,Ж,1948
2013,Број,Средњобосански кантон,50,Ж,2062
2013,Број,Средњобосански кантон,51,Ж,2086
2013,Број,Средњобосански кантон,52,Ж,1957
2013,Број,Средњобосански кантон,53,Ж,1989
2013,Број,Средњобосански кантон,54,Ж,1982
2013,Број,Средњобосански кантон,55,Ж,1849
2013,Број,Средњобосански кантон,56,Ж,1834
2013,Број,Средњобосански кантон,57,Ж,1805
2013,Број,Средњобосански кантон,58,Ж,1785
2013,Број,Средњобосански кантон,59,Ж,1697
2013,Број,Средњобосански кантон,60,Ж,1640
2013,Број,Средњобосански кантон,61,Ж,1514
2013,Број,Средњобосански кантон,62,Ж,1397
2013,Број,Средњобосански кантон,63,Ж,1446
2013,Број,Средњобосански кантон,64,Ж,1306
2013,Број,Средњобосански кантон,65,Ж,1225
2013,Број,Средњобосански кантон,66,Ж,1159
2013,Број,Средњобосански кантон,67,Ж,905
2013,Број,Средњобосански кантон,68,Ж,891
2013,Број,Средњобосански кантон,69,Ж,867
2013,Број,Средњобосански кантон,70,Ж,938
2013,Број,Средњобосански кантон,71,Ж,1022
2013,Број,Средњобосански кантон,72,Ж,1024
2013,Број,Средњобосански кантон,73,Ж,1143
2013,Број,Средњобосански кантон,74,Ж,1008
2013,Број,Средњобосански кантон,75,Ж,861
2013,Број,Средњобосански кантон,76,Ж,804
2013,Број,Средњобосански кантон,77,Ж,800
2013,Број,Средњобосански кантон,78,Ж,712
2013,Број,Средњобосански кантон,79,Ж,575
2013,Број,Средњобосански кантон,80,Ж,500
2013,Број,Средњобосански кантон,81,Ж,472
2013,Број,Средњобосански кантон,82,Ж,378
2013,Број,Средњобосански кантон,83,Ж,355
2013,Број,Средњобосански кантон,84,Ж,259
2013,Број,Средњобосански кантон,85+,Ж,839
2013,Број,Херцеговачко-неретвански кантон,Укупно,Ж,112989
2013,Број,Херцеговачко-неретвански кантон,0,Ж,1031
2013,Број,Херцеговачко-неретвански кантон,1,Ж,1057
2013,Број,Херцеговачко-неретвански кантон,2,Ж,1054
2013,Број,Херцеговачко-неретвански кантон,3,Ж,1041
2013,Број,Херцеговачко-неретвански кантон,4,Ж,1086
2013,Број,Херцеговачко-неретвански кантон,5,Ж,1052
2013,Број,Херцеговачко-неретвански кантон,6,Ж,1009
2013,Број,Херцеговачко-неретвански кантон,7,Ж,1056
2013,Број,Херцеговачко-неретвански кантон,8,Ж,1080
2013,Број,Херцеговачко-неретвански кантон,9,Ж,1098
2013,Број,Херцеговачко-неретвански кантон,10,Ж,1121
2013,Број,Херцеговачко-неретвански кантон,11,Ж,1249
2013,Број,Херцеговачко-неретвански кантон,12,Ж,1196
2013,Број,Херцеговачко-неретвански кантон,13,Ж,1270
2013,Број,Херцеговачко-неретвански кантон,14,Ж,1370
2013,Број,Херцеговачко-неретвански кантон,15,Ж,1448
2013,Број,Херцеговачко-неретвански кантон,16,Ж,1600
2013,Број,Херцеговачко-неретвански кантон,17,Ж,1716
2013,Број,Херцеговачко-неретвански кантон,18,Ж,1725
2013,Број,Херцеговачко-неретвански кантон,19,Ж,1443
2013,Број,Херцеговачко-неретвански кантон,20,Ж,1221
2013,Број,Херцеговачко-неретвански кантон,21,Ж,1394
2013,Број,Херцеговачко-неретвански кантон,22,Ж,1502
2013,Број,Херцеговачко-неретвански кантон,23,Ж,1517
2013,Број,Херцеговачко-неретвански кантон,24,Ж,1536
2013,Број,Херцеговачко-неретвански кантон,25,Ж,1477
2013,Број,Херцеговачко-неретвански кантон,26,Ж,1476
2013,Број,Херцеговачко-неретвански кантон,27,Ж,1545
2013,Број,Херцеговачко-неретвански кантон,28,Ж,1528
2013,Број,Херцеговачко-неретвански кантон,29,Ж,1585
2013,Број,Херцеговачко-неретвански кантон,30,Ж,1504
2013,Број,Херцеговачко-неретвански кантон,31,Ж,1406
2013,Број,Херцеговачко-неретвански кантон,32,Ж,1515
2013,Број,Херцеговачко-неретвански кантон,33,Ж,1466
2013,Број,Херцеговачко-неретвански кантон,34,Ж,1441
2013,Број,Херцеговачко-неретвански кантон,35,Ж,1418
2013,Број,Херцеговачко-неретвански кантон,36,Ж,1482
2013,Број,Херцеговачко-неретвански кантон,37,Ж,1436
2013,Број,Херцеговачко-неретвански кантон,38,Ж,1424
2013,Број,Херцеговачко-неретвански кантон,39,Ж,1400
2013,Број,Херцеговачко-неретвански кантон,40,Ж,1466
2013,Број,Херцеговачко-неретвански кантон,41,Ж,1468
2013,Број,Херцеговачко-неретвански кантон,42,Ж,1362
2013,Број,Херцеговачко-неретвански кантон,43,Ж,1383
2013,Број,Херцеговачко-неретвански кантон,44,Ж,1504
2013,Број,Херцеговачко-неретвански кантон,45,Ж,1582
2013,Број,Херцеговачко-неретвански кантон,46,Ж,1583
2013,Број,Херцеговачко-неретвански кантон,47,Ж,1597
2013,Број,Херцеговачко-неретвански кантон,48,Ж,1698
2013,Број,Херцеговачко-неретвански кантон,49,Ж,1663
2013,Број,Херцеговачко-неретвански кантон,50,Ж,1715
2013,Број,Херцеговачко-неретвански кантон,51,Ж,1716
2013,Број,Херцеговачко-неретвански кантон,52,Ж,1733
2013,Број,Херцеговачко-неретвански кантон,53,Ж,1812
2013,Број,Херцеговачко-неретвански кантон,54,Ж,1810
2013,Број,Херцеговачко-неретвански кантон,55,Ж,1725
2013,Број,Херцеговачко-неретвански кантон,56,Ж,1622
2013,Број,Херцеговачко-неретвански кантон,57,Ж,1548
2013,Број,Херцеговачко-неретвански кантон,58,Ж,1561
2013,Број,Херцеговачко-неретвански кантон,59,Ж,1456
2013,Број,Херцеговачко-неретвански кантон,60,Ж,1471
2013,Број,Херцеговачко-неретвански кантон,61,Ж,1359
2013,Број,Херцеговачко-неретвански кантон,62,Ж,1315
2013,Број,Херцеговачко-неретвански кантон,63,Ж,1365
2013,Број,Херцеговачко-неретвански кантон,64,Ж,1255
2013,Број,Херцеговачко-неретвански кантон,65,Ж,1112
2013,Број,Херцеговачко-неретвански кантон,66,Ж,1182
2013,Број,Херцеговачко-неретвански кантон,67,Ж,809
2013,Број,Херцеговачко-неретвански кантон,68,Ж,925
2013,Број,Херцеговачко-неретвански кантон,69,Ж,889
2013,Број,Херцеговачко-неретвански кантон,70,Ж,843
2013,Број,Херцеговачко-неретвански кантон,71,Ж,1077
2013,Број,Херцеговачко-неретвански кантон,72,Ж,1103
2013,Број,Херцеговачко-неретвански кантон,73,Ж,1258
2013,Број,Херцеговачко-неретвански кантон,74,Ж,1168
2013,Број,Херцеговачко-неретвански кантон,75,Ж,1124
2013,Број,Херцеговачко-неретвански кантон,76,Ж,1001
2013,Број,Херцеговачко-неретвански кантон,77,Ж,935
2013,Број,Херцеговачко-неретвански кантон,78,Ж,934
2013,Број,Херцеговачко-неретвански кантон,79,Ж,892
2013,Број,Херцеговачко-неретвански кантон,80,Ж,772
2013,Број,Херцеговачко-неретвански кантон,81,Ж,754
2013,Број,Херцеговачко-неретвански кантон,82,Ж,632
2013,Број,Херцеговачко-неретвански кантон,83,Ж,513
2013,Број,Херцеговачко-неретвански кантон,84,Ж,453
2013,Број,Херцеговачко-неретвански кантон,85+,Ж,1869
2013,Број,Западнохерцеговчки кантон,Укупно,Ж,47587
2013,Број,Западнохерцеговчки кантон,0,Ж,457
2013,Број,Западнохерцеговчки кантон,1,Ж,480
2013,Број,Западнохерцеговчки кантон,2,Ж,496
2013,Број,Западнохерцеговчки кантон,3,Ж,486
2013,Број,Западнохерцеговчки кантон,4,Ж,503
2013,Број,Западнохерцеговчки кантон,5,Ж,507
2013,Број,Западнохерцеговчки кантон,6,Ж,551
2013,Број,Западнохерцеговчки кантон,7,Ж,535
2013,Број,Западнохерцеговчки кантон,8,Ж,538
2013,Број,Западнохерцеговчки кантон,9,Ж,525
2013,Број,Западнохерцеговчки кантон,10,Ж,562
2013,Број,Западнохерцеговчки кантон,11,Ж,600
2013,Број,Западнохерцеговчки кантон,12,Ж,601
2013,Број,Западнохерцеговчки кантон,13,Ж,658
2013,Број,Западнохерцеговчки кантон,14,Ж,719
2013,Број,Западнохерцеговчки кантон,15,Ж,750
2013,Број,Западнохерцеговчки кантон,16,Ж,719
2013,Број,Западнохерцеговчки кантон,17,Ж,694
2013,Број,Западнохерцеговчки кантон,18,Ж,743
2013,Број,Западнохерцеговчки кантон,19,Ж,694
2013,Број,Западнохерцеговчки кантон,20,Ж,703
2013,Број,Западнохерцеговчки кантон,21,Ж,674
2013,Број,Западнохерцеговчки кантон,22,Ж,727
2013,Број,Западнохерцеговчки кантон,23,Ж,665
2013,Број,Западнохерцеговчки кантон,24,Ж,626
2013,Број,Западнохерцеговчки кантон,25,Ж,658
2013,Број,Западнохерцеговчки кантон,26,Ж,666
2013,Број,Западнохерцеговчки кантон,27,Ж,666
2013,Број,Западнохерцеговчки кантон,28,Ж,620
2013,Број,Западнохерцеговчки кантон,29,Ж,625
2013,Број,Западнохерцеговчки кантон,30,Ж,594
2013,Број,Западнохерцеговчки кантон,31,Ж,572
2013,Број,Западнохерцеговчки кантон,32,Ж,574
2013,Број,Западнохерцеговчки кантон,33,Ж,578
2013,Број,Западнохерцеговчки кантон,34,Ж,557
2013,Број,Западнохерцеговчки кантон,35,Ж,562
2013,Број,Западнохерцеговчки кантон,36,Ж,590
2013,Број,Западнохерцеговчки кантон,37,Ж,630
2013,Број,Западнохерцеговчки кантон,38,Ж,627
2013,Број,Западнохерцеговчки кантон,39,Ж,615
2013,Број,Западнохерцеговчки кантон,40,Ж,627
2013,Број,Западнохерцеговчки кантон,41,Ж,663
2013,Број,Западнохерцеговчки кантон,42,Ж,641
2013,Број,Западнохерцеговчки кантон,43,Ж,572
2013,Број,Западнохерцеговчки кантон,44,Ж,698
2013,Број,Западнохерцеговчки кантон,45,Ж,690
2013,Број,Западнохерцеговчки кантон,46,Ж,671
2013,Број,Западнохерцеговчки кантон,47,Ж,657
2013,Број,Западнохерцеговчки кантон,48,Ж,683
2013,Број,Западнохерцеговчки кантон,49,Ж,703
2013,Број,Западнохерцеговчки кантон,50,Ж,661
2013,Број,Западнохерцеговчки кантон,51,Ж,647
2013,Број,Западнохерцеговчки кантон,52,Ж,668
2013,Број,Западнохерцеговчки кантон,53,Ж,643
2013,Број,Западнохерцеговчки кантон,54,Ж,619
2013,Број,Западнохерцеговчки кантон,55,Ж,597
2013,Број,Западнохерцеговчки кантон,56,Ж,531
2013,Број,Западнохерцеговчки кантон,57,Ж,555
2013,Број,Западнохерцеговчки кантон,58,Ж,568
