Year,UNIT_MEASURE,Административна јединица,scientific_field,Value
2015,Број,Тузлански кантон,"natural_sciences,_mathematics_and_statistics",
2015,Број,Тузлански кантон,Информационе и комуникационе технологије,
2015,Број,Тузлански кантон,"engineering,_production_and_construction",
2015,Број,Тузлански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,Тузлански кантон,Здравство и социјална заштита,
2015,Број,Тузлански кантон,Услуге,
2015,Број,Зеничко-добојски кантон,Образовање,
2015,Број,Зеничко-добојски кантон,Умјетност и хуманистичке науке,
2015,Број,Зеничко-добојски кантон,"social_sciences,_journalism_and_information",
2015,Број,Зеничко-добојски кантон,"business,_administration_and_law",
2015,Број,Зеничко-добојски кантон,"natural_sciences,_mathematics_and_statistics",
2015,Број,Зеничко-добојски кантон,Информационе и комуникационе технологије,
2015,Број,Зеничко-добојски кантон,"engineering,_production_and_construction",
2015,Број,Зеничко-добојски кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,Зеничко-добојски кантон,Здравство и социјална заштита,
2015,Број,Зеничко-добојски кантон,Услуге,
2015,Број,Босанско-подрињски кантон,Образовање,
2015,Број,Босанско-подрињски кантон,Умјетност и хуманистичке науке,
2015,Број,Босанско-подрињски кантон,"social_sciences,_journalism_and_information",
2015,Број,Босанско-подрињски кантон,"business,_administration_and_law",
2015,Број,Босанско-подрињски кантон,"natural_sciences,_mathematics_and_statistics",
2015,Број,Босанско-подрињски кантон,Информационе и комуникационе технологије,
2015,Број,Босанско-подрињски кантон,"engineering,_production_and_construction",
2015,Број,Босанско-подрињски кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,Босанско-подрињски кантон,Здравство и социјална заштита,
2015,Број,Босанско-подрињски кантон,Услуге,
2015,Број,Средњобосански кантон,Образовање,
2015,Број,Средњобосански кантон,Умјетност и хуманистичке науке,
2015,Број,Средњобосански кантон,"social_sciences,_journalism_and_information",
2015,Број,Средњобосански кантон,"business,_administration_and_law",
2015,Број,Средњобосански кантон,"natural_sciences,_mathematics_and_statistics",
2015,Број,Средњобосански кантон,Информационе и комуникационе технологије,
2015,Број,Средњобосански кантон,"engineering,_production_and_construction",
2015,Број,Средњобосански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,Средњобосански кантон,Здравство и социјална заштита,
2015,Број,Средњобосански кантон,Услуге,
2015,Број,Херцеговачко-неретвански кантон,Образовање,
2015,Број,Херцеговачко-неретвански кантон,Умјетност и хуманистичке науке,
2015,Број,Херцеговачко-неретвански кантон,"social_sciences,_journalism_and_information",
2015,Број,Херцеговачко-неретвански кантон,"business,_administration_and_law",
2015,Број,Херцеговачко-неретвански кантон,"natural_sciences,_mathematics_and_statistics",
2015,Број,Херцеговачко-неретвански кантон,Информационе и комуникационе технологије,
2015,Број,Херцеговачко-неретвански кантон,"engineering,_production_and_construction",
2015,Број,Херцеговачко-неретвански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,Херцеговачко-неретвански кантон,Здравство и социјална заштита,
2015,Број,Херцеговачко-неретвански кантон,Услуге,
2015,Број,Кантон Сарајево,Образовање,
2015,Број,Кантон Сарајево,Умјетност и хуманистичке науке,
2015,Број,Кантон Сарајево,"social_sciences,_journalism_and_information",
2015,Број,Кантон Сарајево,"business,_administration_and_law",
2015,Број,Кантон Сарајево,"natural_sciences,_mathematics_and_statistics",
2015,Број,Кантон Сарајево,Информационе и комуникационе технологије,
2015,Број,Кантон Сарајево,"engineering,_production_and_construction",
2015,Број,Кантон Сарајево,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2015,Број,Кантон Сарајево,Здравство и социјална заштита,
2015,Број,Кантон Сарајево,Услуге,
2016,Број,Федерација Босне и Херцеговине,Образовање,
2016,Број,Федерација Босне и Херцеговине,Умјетност и хуманистичке науке,
2016,Број,Федерација Босне и Херцеговине,"social_sciences,_journalism_and_information",
2016,Број,Федерација Босне и Херцеговине,"business,_administration_and_law",
2016,Број,Федерација Босне и Херцеговине,"natural_sciences,_mathematics_and_statistics",
2016,Број,Федерација Босне и Херцеговине,Информационе и комуникационе технологије,
2016,Број,Федерација Босне и Херцеговине,"engineering,_production_and_construction",
2016,Број,Федерација Босне и Херцеговине,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Број,Федерација Босне и Херцеговине,Здравство и социјална заштита,
2016,Број,Федерација Босне и Херцеговине,Услуге,
2016,Број,Унско-сански кантон,Образовање,
2016,Број,Унско-сански кантон,Умјетност и хуманистичке науке,
2016,Број,Унско-сански кантон,"social_sciences,_journalism_and_information",
2016,Број,Унско-сански кантон,"business,_administration_and_law",
2016,Број,Унско-сански кантон,"natural_sciences,_mathematics_and_statistics",
2016,Број,Унско-сански кантон,Информационе и комуникационе технологије,
2016,Број,Унско-сански кантон,"engineering,_production_and_construction",
2016,Број,Унско-сански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Број,Унско-сански кантон,Здравство и социјална заштита,
2016,Број,Унско-сански кантон,Услуге,
2016,Број,Тузлански кантон,Образовање,
2016,Број,Тузлански кантон,Умјетност и хуманистичке науке,
2016,Број,Тузлански кантон,"social_sciences,_journalism_and_information",
2016,Број,Тузлански кантон,"business,_administration_and_law",
2016,Број,Тузлански кантон,"natural_sciences,_mathematics_and_statistics",
2016,Број,Тузлански кантон,Информационе и комуникационе технологије,
2016,Број,Тузлански кантон,"engineering,_production_and_construction",
2016,Број,Тузлански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Број,Тузлански кантон,Здравство и социјална заштита,
2016,Број,Тузлански кантон,Услуге,
2016,Број,Зеничко-добојски кантон,Образовање,
2016,Број,Зеничко-добојски кантон,Умјетност и хуманистичке науке,
2016,Број,Зеничко-добојски кантон,"social_sciences,_journalism_and_information",
2016,Број,Зеничко-добојски кантон,"business,_administration_and_law",
2016,Број,Зеничко-добојски кантон,"natural_sciences,_mathematics_and_statistics",
2016,Број,Зеничко-добојски кантон,Информационе и комуникационе технологије,
2016,Број,Зеничко-добојски кантон,"engineering,_production_and_construction",
2016,Број,Зеничко-добојски кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Број,Зеничко-добојски кантон,Здравство и социјална заштита,
2016,Број,Зеничко-добојски кантон,Услуге,
2016,Број,Босанско-подрињски кантон,Образовање,
2016,Број,Босанско-подрињски кантон,Умјетност и хуманистичке науке,
2016,Број,Босанско-подрињски кантон,"social_sciences,_journalism_and_information",
2016,Број,Босанско-подрињски кантон,"business,_administration_and_law",
2016,Број,Босанско-подрињски кантон,"natural_sciences,_mathematics_and_statistics",
2016,Број,Босанско-подрињски кантон,Информационе и комуникационе технологије,
2016,Број,Босанско-подрињски кантон,"engineering,_production_and_construction",
2016,Број,Босанско-подрињски кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Број,Босанско-подрињски кантон,Здравство и социјална заштита,
2016,Број,Босанско-подрињски кантон,Услуге,
2016,Број,Средњобосански кантон,Образовање,
2016,Број,Средњобосански кантон,Умјетност и хуманистичке науке,
2016,Број,Средњобосански кантон,"social_sciences,_journalism_and_information",
2016,Број,Средњобосански кантон,"business,_administration_and_law",
2016,Број,Средњобосански кантон,"natural_sciences,_mathematics_and_statistics",
2016,Број,Средњобосански кантон,Информационе и комуникационе технологије,
2016,Број,Средњобосански кантон,"engineering,_production_and_construction",
2016,Број,Средњобосански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Број,Средњобосански кантон,Здравство и социјална заштита,
2016,Број,Средњобосански кантон,Услуге,
2016,Број,Херцеговачко-неретвански кантон,Образовање,
2016,Број,Херцеговачко-неретвански кантон,Умјетност и хуманистичке науке,
2016,Број,Херцеговачко-неретвански кантон,"social_sciences,_journalism_and_information",
2016,Број,Херцеговачко-неретвански кантон,"business,_administration_and_law",
2016,Број,Херцеговачко-неретвански кантон,"natural_sciences,_mathematics_and_statistics",
2016,Број,Херцеговачко-неретвански кантон,Информационе и комуникационе технологије,
2016,Број,Херцеговачко-неретвански кантон,"engineering,_production_and_construction",
2016,Број,Херцеговачко-неретвански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Број,Херцеговачко-неретвански кантон,Здравство и социјална заштита,
2016,Број,Херцеговачко-неретвански кантон,Услуге,
2016,Број,Кантон Сарајево,Образовање,
2016,Број,Кантон Сарајево,Умјетност и хуманистичке науке,
2016,Број,Кантон Сарајево,"social_sciences,_journalism_and_information",
2016,Број,Кантон Сарајево,"business,_administration_and_law",
2016,Број,Кантон Сарајево,"natural_sciences,_mathematics_and_statistics",
2016,Број,Кантон Сарајево,Информационе и комуникационе технологије,
2016,Број,Кантон Сарајево,"engineering,_production_and_construction",
2016,Број,Кантон Сарајево,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2016,Број,Кантон Сарајево,Здравство и социјална заштита,
2016,Број,Кантон Сарајево,Услуге,
2017,Број,Федерација Босне и Херцеговине,Образовање,
2017,Број,Федерација Босне и Херцеговине,Умјетност и хуманистичке науке,
2017,Број,Федерација Босне и Херцеговине,"social_sciences,_journalism_and_information",
2017,Број,Федерација Босне и Херцеговине,"business,_administration_and_law",
2017,Број,Федерација Босне и Херцеговине,"natural_sciences,_mathematics_and_statistics",
2017,Број,Федерација Босне и Херцеговине,Информационе и комуникационе технологије,
2017,Број,Федерација Босне и Херцеговине,"engineering,_production_and_construction",
2017,Број,Федерација Босне и Херцеговине,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Број,Федерација Босне и Херцеговине,Здравство и социјална заштита,
2017,Број,Федерација Босне и Херцеговине,Услуге,
2017,Број,Унско-сански кантон,Образовање,
2017,Број,Унско-сански кантон,Умјетност и хуманистичке науке,
2017,Број,Унско-сански кантон,"social_sciences,_journalism_and_information",
2017,Број,Унско-сански кантон,"business,_administration_and_law",
2017,Број,Унско-сански кантон,"natural_sciences,_mathematics_and_statistics",
2017,Број,Унско-сански кантон,Информационе и комуникационе технологије,
2017,Број,Унско-сански кантон,"engineering,_production_and_construction",
2017,Број,Унско-сански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Број,Унско-сански кантон,Здравство и социјална заштита,
2017,Број,Унско-сански кантон,Услуге,
2017,Број,Тузлански кантон,Образовање,
2017,Број,Тузлански кантон,Умјетност и хуманистичке науке,
2017,Број,Тузлански кантон,"social_sciences,_journalism_and_information",
2017,Број,Тузлански кантон,"business,_administration_and_law",
2017,Број,Тузлански кантон,"natural_sciences,_mathematics_and_statistics",
2017,Број,Тузлански кантон,Информационе и комуникационе технологије,
2017,Број,Тузлански кантон,"engineering,_production_and_construction",
2017,Број,Тузлански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Број,Тузлански кантон,Здравство и социјална заштита,
2017,Број,Тузлански кантон,Услуге,
2017,Број,Зеничко-добојски кантон,Образовање,
2017,Број,Зеничко-добојски кантон,Умјетност и хуманистичке науке,
2017,Број,Зеничко-добојски кантон,"social_sciences,_journalism_and_information",
2017,Број,Зеничко-добојски кантон,"business,_administration_and_law",
2017,Број,Зеничко-добојски кантон,"natural_sciences,_mathematics_and_statistics",
2017,Број,Зеничко-добојски кантон,Информационе и комуникационе технологије,
2017,Број,Зеничко-добојски кантон,"engineering,_production_and_construction",
2017,Број,Зеничко-добојски кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Број,Зеничко-добојски кантон,Здравство и социјална заштита,
2017,Број,Зеничко-добојски кантон,Услуге,
2017,Број,Босанско-подрињски кантон,Образовање,
2017,Број,Босанско-подрињски кантон,Умјетност и хуманистичке науке,
2017,Број,Босанско-подрињски кантон,"social_sciences,_journalism_and_information",
2017,Број,Босанско-подрињски кантон,"business,_administration_and_law",
2017,Број,Босанско-подрињски кантон,"natural_sciences,_mathematics_and_statistics",
2017,Број,Босанско-подрињски кантон,Информационе и комуникационе технологије,
2017,Број,Босанско-подрињски кантон,"engineering,_production_and_construction",
2017,Број,Босанско-подрињски кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Број,Босанско-подрињски кантон,Здравство и социјална заштита,
2017,Број,Босанско-подрињски кантон,Услуге,
2017,Број,Средњобосански кантон,Образовање,
2017,Број,Средњобосански кантон,Умјетност и хуманистичке науке,
2017,Број,Средњобосански кантон,"social_sciences,_journalism_and_information",
2017,Број,Средњобосански кантон,"business,_administration_and_law",
2017,Број,Средњобосански кантон,"natural_sciences,_mathematics_and_statistics",
2017,Број,Средњобосански кантон,Информационе и комуникационе технологије,
2017,Број,Средњобосански кантон,"engineering,_production_and_construction",
2017,Број,Средњобосански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Број,Средњобосански кантон,Здравство и социјална заштита,
2017,Број,Средњобосански кантон,Услуге,
2017,Број,Херцеговачко-неретвански кантон,Образовање,
2017,Број,Херцеговачко-неретвански кантон,Умјетност и хуманистичке науке,
2017,Број,Херцеговачко-неретвански кантон,"social_sciences,_journalism_and_information",
2017,Број,Херцеговачко-неретвански кантон,"business,_administration_and_law",
2017,Број,Херцеговачко-неретвански кантон,"natural_sciences,_mathematics_and_statistics",
2017,Број,Херцеговачко-неретвански кантон,Информационе и комуникационе технологије,
2017,Број,Херцеговачко-неретвански кантон,"engineering,_production_and_construction",
2017,Број,Херцеговачко-неретвански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Број,Херцеговачко-неретвански кантон,Здравство и социјална заштита,
2017,Број,Херцеговачко-неретвански кантон,Услуге,
2017,Број,Кантон Сарајево,Образовање,
2017,Број,Кантон Сарајево,Умјетност и хуманистичке науке,
2017,Број,Кантон Сарајево,"social_sciences,_journalism_and_information",
2017,Број,Кантон Сарајево,"business,_administration_and_law",
2017,Број,Кантон Сарајево,"natural_sciences,_mathematics_and_statistics",
2017,Број,Кантон Сарајево,Информационе и комуникационе технологије,
2017,Број,Кантон Сарајево,"engineering,_production_and_construction",
2017,Број,Кантон Сарајево,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2017,Број,Кантон Сарајево,Здравство и социјална заштита,
2017,Број,Кантон Сарајево,Услуге,
2018,Број,Федерација Босне и Херцеговине,Образовање,
2018,Број,Федерација Босне и Херцеговине,Умјетност и хуманистичке науке,
2018,Број,Федерација Босне и Херцеговине,"social_sciences,_journalism_and_information",
2018,Број,Федерација Босне и Херцеговине,"business,_administration_and_law",
2018,Број,Федерација Босне и Херцеговине,"natural_sciences,_mathematics_and_statistics",
2018,Број,Федерација Босне и Херцеговине,Информационе и комуникационе технологије,
2018,Број,Федерација Босне и Херцеговине,"engineering,_production_and_construction",
2018,Број,Федерација Босне и Херцеговине,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Број,Федерација Босне и Херцеговине,Здравство и социјална заштита,
2018,Број,Федерација Босне и Херцеговине,Услуге,
2018,Број,Унско-сански кантон,Образовање,
2018,Број,Унско-сански кантон,Умјетност и хуманистичке науке,
2018,Број,Унско-сански кантон,"social_sciences,_journalism_and_information",
2018,Број,Унско-сански кантон,"business,_administration_and_law",
2018,Број,Унско-сански кантон,"natural_sciences,_mathematics_and_statistics",
2018,Број,Унско-сански кантон,Информационе и комуникационе технологије,
2018,Број,Унско-сански кантон,"engineering,_production_and_construction",
2018,Број,Унско-сански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Број,Унско-сански кантон,Здравство и социјална заштита,
2018,Број,Унско-сански кантон,Услуге,
2018,Број,Тузлански кантон,Образовање,
2018,Број,Тузлански кантон,Умјетност и хуманистичке науке,
2018,Број,Тузлански кантон,"social_sciences,_journalism_and_information",
2018,Број,Тузлански кантон,"business,_administration_and_law",
2018,Број,Тузлански кантон,"natural_sciences,_mathematics_and_statistics",
2018,Број,Тузлански кантон,Информационе и комуникационе технологије,
2018,Број,Тузлански кантон,"engineering,_production_and_construction",
2018,Број,Тузлански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Број,Тузлански кантон,Здравство и социјална заштита,
2018,Број,Тузлански кантон,Услуге,
2018,Број,Зеничко-добојски кантон,Образовање,
2018,Број,Зеничко-добојски кантон,Умјетност и хуманистичке науке,
2018,Број,Зеничко-добојски кантон,"social_sciences,_journalism_and_information",
2018,Број,Зеничко-добојски кантон,"business,_administration_and_law",
2018,Број,Зеничко-добојски кантон,"natural_sciences,_mathematics_and_statistics",
2018,Број,Зеничко-добојски кантон,Информационе и комуникационе технологије,
2018,Број,Зеничко-добојски кантон,"engineering,_production_and_construction",
2018,Број,Зеничко-добојски кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Број,Зеничко-добојски кантон,Здравство и социјална заштита,
2018,Број,Зеничко-добојски кантон,Услуге,
2018,Број,Босанско-подрињски кантон,Образовање,
2018,Број,Босанско-подрињски кантон,Умјетност и хуманистичке науке,
2018,Број,Босанско-подрињски кантон,"social_sciences,_journalism_and_information",
2018,Број,Босанско-подрињски кантон,"business,_administration_and_law",
2018,Број,Босанско-подрињски кантон,"natural_sciences,_mathematics_and_statistics",
2018,Број,Босанско-подрињски кантон,Информационе и комуникационе технологије,
2018,Број,Босанско-подрињски кантон,"engineering,_production_and_construction",
2018,Број,Босанско-подрињски кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Број,Босанско-подрињски кантон,Здравство и социјална заштита,
2018,Број,Босанско-подрињски кантон,Услуге,
2018,Број,Средњобосански кантон,Образовање,
2018,Број,Средњобосански кантон,Умјетност и хуманистичке науке,
2018,Број,Средњобосански кантон,"social_sciences,_journalism_and_information",
2018,Број,Средњобосански кантон,"business,_administration_and_law",
2018,Број,Средњобосански кантон,"natural_sciences,_mathematics_and_statistics",
2018,Број,Средњобосански кантон,Информационе и комуникационе технологије,
2018,Број,Средњобосански кантон,"engineering,_production_and_construction",
2018,Број,Средњобосански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Број,Средњобосански кантон,Здравство и социјална заштита,
2018,Број,Средњобосански кантон,Услуге,
2018,Број,Херцеговачко-неретвански кантон,Образовање,
2018,Број,Херцеговачко-неретвански кантон,Умјетност и хуманистичке науке,
2018,Број,Херцеговачко-неретвански кантон,"social_sciences,_journalism_and_information",
2018,Број,Херцеговачко-неретвански кантон,"business,_administration_and_law",
2018,Број,Херцеговачко-неретвански кантон,"natural_sciences,_mathematics_and_statistics",
2018,Број,Херцеговачко-неретвански кантон,Информационе и комуникационе технологије,
2018,Број,Херцеговачко-неретвански кантон,"engineering,_production_and_construction",
2018,Број,Херцеговачко-неретвански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Број,Херцеговачко-неретвански кантон,Здравство и социјална заштита,
2018,Број,Херцеговачко-неретвански кантон,Услуге,
2018,Број,Кантон Сарајево,Образовање,
2018,Број,Кантон Сарајево,Умјетност и хуманистичке науке,
2018,Број,Кантон Сарајево,"social_sciences,_journalism_and_information",
2018,Број,Кантон Сарајево,"business,_administration_and_law",
2018,Број,Кантон Сарајево,"natural_sciences,_mathematics_and_statistics",
2018,Број,Кантон Сарајево,Информационе и комуникационе технологије,
2018,Број,Кантон Сарајево,"engineering,_production_and_construction",
2018,Број,Кантон Сарајево,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2018,Број,Кантон Сарајево,Здравство и социјална заштита,
2018,Број,Кантон Сарајево,Услуге,
2019,Број,Федерација Босне и Херцеговине,Образовање,
2019,Број,Федерација Босне и Херцеговине,Умјетност и хуманистичке науке,
2019,Број,Федерација Босне и Херцеговине,"social_sciences,_journalism_and_information",
2019,Број,Федерација Босне и Херцеговине,"business,_administration_and_law",
2019,Број,Федерација Босне и Херцеговине,"natural_sciences,_mathematics_and_statistics",
2019,Број,Федерација Босне и Херцеговине,Информационе и комуникационе технологије,
2019,Број,Федерација Босне и Херцеговине,"engineering,_production_and_construction",
2019,Број,Федерација Босне и Херцеговине,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Број,Федерација Босне и Херцеговине,Здравство и социјална заштита,
2019,Број,Федерација Босне и Херцеговине,Услуге,
2019,Број,Унско-сански кантон,Образовање,
2019,Број,Унско-сански кантон,Умјетност и хуманистичке науке,
2019,Број,Унско-сански кантон,"social_sciences,_journalism_and_information",
2019,Број,Унско-сански кантон,"business,_administration_and_law",
2019,Број,Унско-сански кантон,"natural_sciences,_mathematics_and_statistics",
2019,Број,Унско-сански кантон,Информационе и комуникационе технологије,
2019,Број,Унско-сански кантон,"engineering,_production_and_construction",
2019,Број,Унско-сански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Број,Унско-сански кантон,Здравство и социјална заштита,
2019,Број,Унско-сански кантон,Услуге,
2019,Број,Тузлански кантон,Образовање,
2019,Број,Тузлански кантон,Умјетност и хуманистичке науке,
2019,Број,Тузлански кантон,"social_sciences,_journalism_and_information",
2019,Број,Тузлански кантон,"business,_administration_and_law",
2019,Број,Тузлански кантон,"natural_sciences,_mathematics_and_statistics",
2019,Број,Тузлански кантон,Информационе и комуникационе технологије,
2019,Број,Тузлански кантон,"engineering,_production_and_construction",
2019,Број,Тузлански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Број,Тузлански кантон,Здравство и социјална заштита,
2019,Број,Тузлански кантон,Услуге,
2019,Број,Зеничко-добојски кантон,Образовање,
2019,Број,Зеничко-добојски кантон,Умјетност и хуманистичке науке,
2019,Број,Зеничко-добојски кантон,"social_sciences,_journalism_and_information",
2019,Број,Зеничко-добојски кантон,"business,_administration_and_law",
2019,Број,Зеничко-добојски кантон,"natural_sciences,_mathematics_and_statistics",
2019,Број,Зеничко-добојски кантон,Информационе и комуникационе технологије,
2019,Број,Зеничко-добојски кантон,"engineering,_production_and_construction",
2019,Број,Зеничко-добојски кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Број,Зеничко-добојски кантон,Здравство и социјална заштита,
2019,Број,Зеничко-добојски кантон,Услуге,
2019,Број,Босанско-подрињски кантон,Образовање,
2019,Број,Босанско-подрињски кантон,Умјетност и хуманистичке науке,
2019,Број,Босанско-подрињски кантон,"social_sciences,_journalism_and_information",
2019,Број,Босанско-подрињски кантон,"business,_administration_and_law",
2019,Број,Босанско-подрињски кантон,"natural_sciences,_mathematics_and_statistics",
2019,Број,Босанско-подрињски кантон,Информационе и комуникационе технологије,
2019,Број,Босанско-подрињски кантон,"engineering,_production_and_construction",
2019,Број,Босанско-подрињски кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Број,Босанско-подрињски кантон,Здравство и социјална заштита,
2019,Број,Босанско-подрињски кантон,Услуге,
2019,Број,Средњобосански кантон,Образовање,
2019,Број,Средњобосански кантон,Умјетност и хуманистичке науке,
2019,Број,Средњобосански кантон,"social_sciences,_journalism_and_information",
2019,Број,Средњобосански кантон,"business,_administration_and_law",
2019,Број,Средњобосански кантон,"natural_sciences,_mathematics_and_statistics",
2019,Број,Средњобосански кантон,Информационе и комуникационе технологије,
2019,Број,Средњобосански кантон,"engineering,_production_and_construction",
2019,Број,Средњобосански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Број,Средњобосански кантон,Здравство и социјална заштита,
2019,Број,Средњобосански кантон,Услуге,
2019,Број,Херцеговачко-неретвански кантон,Образовање,
2019,Број,Херцеговачко-неретвански кантон,Умјетност и хуманистичке науке,
2019,Број,Херцеговачко-неретвански кантон,"social_sciences,_journalism_and_information",
2019,Број,Херцеговачко-неретвански кантон,"business,_administration_and_law",
2019,Број,Херцеговачко-неретвански кантон,"natural_sciences,_mathematics_and_statistics",
2019,Број,Херцеговачко-неретвански кантон,Информационе и комуникационе технологије,
2019,Број,Херцеговачко-неретвански кантон,"engineering,_production_and_construction",
2019,Број,Херцеговачко-неретвански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Број,Херцеговачко-неретвански кантон,Здравство и социјална заштита,
2019,Број,Херцеговачко-неретвански кантон,Услуге,
2019,Број,Кантон Сарајево,Образовање,
2019,Број,Кантон Сарајево,Умјетност и хуманистичке науке,
2019,Број,Кантон Сарајево,"social_sciences,_journalism_and_information",
2019,Број,Кантон Сарајево,"business,_administration_and_law",
2019,Број,Кантон Сарајево,"natural_sciences,_mathematics_and_statistics",
2019,Број,Кантон Сарајево,Информационе и комуникационе технологије,
2019,Број,Кантон Сарајево,"engineering,_production_and_construction",
2019,Број,Кантон Сарајево,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2019,Број,Кантон Сарајево,Здравство и социјална заштита,
2019,Број,Кантон Сарајево,Услуге,
2020,Број,Федерација Босне и Херцеговине,Образовање,
2020,Број,Федерација Босне и Херцеговине,Умјетност и хуманистичке науке,
2020,Број,Федерација Босне и Херцеговине,"social_sciences,_journalism_and_information",
2020,Број,Федерација Босне и Херцеговине,"business,_administration_and_law",
2020,Број,Федерација Босне и Херцеговине,"natural_sciences,_mathematics_and_statistics",
2020,Број,Федерација Босне и Херцеговине,Информационе и комуникационе технологије,
2020,Број,Федерација Босне и Херцеговине,"engineering,_production_and_construction",
2020,Број,Федерација Босне и Херцеговине,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Број,Федерација Босне и Херцеговине,Здравство и социјална заштита,
2020,Број,Федерација Босне и Херцеговине,Услуге,
2020,Број,Унско-сански кантон,Образовање,
2020,Број,Унско-сански кантон,Умјетност и хуманистичке науке,
2020,Број,Унско-сански кантон,"social_sciences,_journalism_and_information",
2020,Број,Унско-сански кантон,"business,_administration_and_law",
2020,Број,Унско-сански кантон,"natural_sciences,_mathematics_and_statistics",
2020,Број,Унско-сански кантон,Информационе и комуникационе технологије,
2020,Број,Унско-сански кантон,"engineering,_production_and_construction",
2020,Број,Унско-сански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Број,Унско-сански кантон,Здравство и социјална заштита,
2020,Број,Унско-сански кантон,Услуге,
2020,Број,Тузлански кантон,Образовање,
2020,Број,Тузлански кантон,Умјетност и хуманистичке науке,
2020,Број,Тузлански кантон,"social_sciences,_journalism_and_information",
2020,Број,Тузлански кантон,"business,_administration_and_law",
2020,Број,Тузлански кантон,"natural_sciences,_mathematics_and_statistics",
2020,Број,Тузлански кантон,Информационе и комуникационе технологије,
2020,Број,Тузлански кантон,"engineering,_production_and_construction",
2020,Број,Тузлански кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Број,Тузлански кантон,Здравство и социјална заштита,
2020,Број,Тузлански кантон,Услуге,
2020,Број,Зеничко-добојски кантон,Образовање,
2020,Број,Зеничко-добојски кантон,Умјетност и хуманистичке науке,
2020,Број,Зеничко-добојски кантон,"social_sciences,_journalism_and_information",
2020,Број,Зеничко-добојски кантон,"business,_administration_and_law",
2020,Број,Зеничко-добојски кантон,"natural_sciences,_mathematics_and_statistics",
2020,Број,Зеничко-добојски кантон,Информационе и комуникационе технологије,
2020,Број,Зеничко-добојски кантон,"engineering,_production_and_construction",
2020,Број,Зеничко-добојски кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
2020,Број,Зеничко-добојски кантон,Здравство и социјална заштита,
2020,Број,Зеничко-добојски кантон,Услуге,
2020,Број,Босанско-подрињски кантон,Образовање,
2020,Број,Босанско-подрињски кантон,Умјетност и хуманистичке науке,
2020,Број,Босанско-подрињски кантон,"social_sciences,_journalism_and_information",
2020,Број,Босанско-подрињски кантон,"business,_administration_and_law",
2020,Број,Босанско-подрињски кантон,"natural_sciences,_mathematics_and_statistics",
2020,Број,Босанско-подрињски кантон,Информационе и комуникационе технологије,
2020,Број,Босанско-подрињски кантон,"engineering,_production_and_construction",
2020,Број,Босанско-подрињски кантон,"agriculture,_forestry,_fisheries_and_veterinary_medicine",
