Year,UNIT_MEASURE,Spol,Administrativna jedinica,Vitalna statistika,Value
2013,Broj,Ž,Tuzlanska županija,Umrli,
2013,Broj,Ž,Zeničko-dobojska županija,Umrli,
2013,Broj,Ž,Bosansko-podrinjska županija,Umrli,
2013,Broj,Ž,Srednjobosanska županija,Umrli,
2013,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,
2013,Broj,Ž,Zapadno-hercegovačka županija,Umrli,
2013,Broj,Ž,Sarajevska županija,Umrli,
2013,Broj,Ž,Županija 10,Umrli,
2014,Broj,Oba spola,Federacija Bosne i Hercegovine,Umrli,20030.0
2014,Broj,Oba spola,Unsko-sanska županija,Umrli,
2014,Broj,Oba spola,Posavska županija,Umrli,
2014,Broj,Oba spola,Tuzlanska županija,Umrli,
2014,Broj,Oba spola,Zeničko-dobojska županija,Umrli,
2014,Broj,Oba spola,Bosansko-podrinjska županija,Umrli,
2014,Broj,Oba spola,Srednjobosanska županija,Umrli,
2014,Broj,Oba spola,Hercegovačko-neretvanska županija,Umrli,
2014,Broj,Oba spola,Zapadno-hercegovačka županija,Umrli,
2014,Broj,Oba spola,Sarajevska županija,Umrli,
2014,Broj,Oba spola,Županija 10,Umrli,
2014,Broj,M,Federacija Bosne i Hercegovine,Umrli,10184.0
2014,Broj,M,Unsko-sanska županija,Umrli,
2014,Broj,M,Posavska županija,Umrli,
2014,Broj,M,Tuzlanska županija,Umrli,
2014,Broj,M,Zeničko-dobojska županija,Umrli,
2014,Broj,M,Bosansko-podrinjska županija,Umrli,
2014,Broj,M,Srednjobosanska županija,Umrli,
2014,Broj,M,Hercegovačko-neretvanska županija,Umrli,
2014,Broj,M,Zapadno-hercegovačka županija,Umrli,
2014,Broj,M,Sarajevska županija,Umrli,
2014,Broj,M,Županija 10,Umrli,
2014,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,9846.0
2014,Broj,Ž,Unsko-sanska županija,Umrli,
2014,Broj,Ž,Posavska županija,Umrli,
2014,Broj,Ž,Tuzlanska županija,Umrli,
2014,Broj,Ž,Zeničko-dobojska županija,Umrli,
2014,Broj,Ž,Bosansko-podrinjska županija,Umrli,
2014,Broj,Ž,Srednjobosanska županija,Umrli,
2014,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,
2014,Broj,Ž,Zapadno-hercegovačka županija,Umrli,
2014,Broj,Ž,Sarajevska županija,Umrli,
2014,Broj,Ž,Županija 10,Umrli,
2015,Broj,Oba spola,Federacija Bosne i Hercegovine,Umrli,21474.0
2015,Broj,Oba spola,Unsko-sanska županija,Umrli,
2015,Broj,Oba spola,Posavska županija,Umrli,
2015,Broj,Oba spola,Tuzlanska županija,Umrli,
2015,Broj,Oba spola,Zeničko-dobojska županija,Umrli,
2015,Broj,Oba spola,Bosansko-podrinjska županija,Umrli,
2015,Broj,Oba spola,Srednjobosanska županija,Umrli,
2015,Broj,Oba spola,Hercegovačko-neretvanska županija,Umrli,
2015,Broj,Oba spola,Zapadno-hercegovačka županija,Umrli,
2015,Broj,Oba spola,Sarajevska županija,Umrli,
2015,Broj,Oba spola,Županija 10,Umrli,
2015,Broj,M,Federacija Bosne i Hercegovine,Umrli,10722.0
2015,Broj,M,Unsko-sanska županija,Umrli,
2015,Broj,M,Posavska županija,Umrli,
2015,Broj,M,Tuzlanska županija,Umrli,
2015,Broj,M,Zeničko-dobojska županija,Umrli,
2015,Broj,M,Bosansko-podrinjska županija,Umrli,
2015,Broj,M,Srednjobosanska županija,Umrli,
2015,Broj,M,Hercegovačko-neretvanska županija,Umrli,
2015,Broj,M,Zapadno-hercegovačka županija,Umrli,
2015,Broj,M,Sarajevska županija,Umrli,
2015,Broj,M,Županija 10,Umrli,
2015,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,10752.0
2015,Broj,Ž,Unsko-sanska županija,Umrli,
2015,Broj,Ž,Posavska županija,Umrli,
2015,Broj,Ž,Tuzlanska županija,Umrli,
2015,Broj,Ž,Zeničko-dobojska županija,Umrli,
2015,Broj,Ž,Bosansko-podrinjska županija,Umrli,
2015,Broj,Ž,Srednjobosanska županija,Umrli,
2015,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,
2015,Broj,Ž,Zapadno-hercegovačka županija,Umrli,
2015,Broj,Ž,Sarajevska županija,Umrli,
2015,Broj,Ž,Županija 10,Umrli,
2016,Broj,Oba spola,Federacija Bosne i Hercegovine,Umrli,21105.0
2016,Broj,Oba spola,Unsko-sanska županija,Umrli,
2016,Broj,Oba spola,Posavska županija,Umrli,
2016,Broj,Oba spola,Tuzlanska županija,Umrli,
2016,Broj,Oba spola,Zeničko-dobojska županija,Umrli,
2016,Broj,Oba spola,Bosansko-podrinjska županija,Umrli,
2016,Broj,Oba spola,Srednjobosanska županija,Umrli,
2016,Broj,Oba spola,Hercegovačko-neretvanska županija,Umrli,
2016,Broj,Oba spola,Zapadno-hercegovačka županija,Umrli,
2016,Broj,Oba spola,Sarajevska županija,Umrli,
2016,Broj,Oba spola,Županija 10,Umrli,
2016,Broj,M,Federacija Bosne i Hercegovine,Umrli,10538.0
2016,Broj,M,Unsko-sanska županija,Umrli,
2016,Broj,M,Posavska županija,Umrli,
2016,Broj,M,Tuzlanska županija,Umrli,
2016,Broj,M,Zeničko-dobojska županija,Umrli,
2016,Broj,M,Bosansko-podrinjska županija,Umrli,
2016,Broj,M,Srednjobosanska županija,Umrli,
2016,Broj,M,Hercegovačko-neretvanska županija,Umrli,
2016,Broj,M,Zapadno-hercegovačka županija,Umrli,
2016,Broj,M,Sarajevska županija,Umrli,
2016,Broj,M,Županija 10,Umrli,
2016,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,10567.0
2016,Broj,Ž,Unsko-sanska županija,Umrli,
2016,Broj,Ž,Posavska županija,Umrli,
2016,Broj,Ž,Tuzlanska županija,Umrli,
2016,Broj,Ž,Zeničko-dobojska županija,Umrli,
2016,Broj,Ž,Bosansko-podrinjska županija,Umrli,
2016,Broj,Ž,Srednjobosanska županija,Umrli,
2016,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,
2016,Broj,Ž,Zapadno-hercegovačka županija,Umrli,
2016,Broj,Ž,Sarajevska županija,Umrli,
2016,Broj,Ž,Županija 10,Umrli,
2017,Broj,Oba spola,Federacija Bosne i Hercegovine,Umrli,21689.0
2017,Broj,Oba spola,Unsko-sanska županija,Umrli,
2017,Broj,Oba spola,Posavska županija,Umrli,
2017,Broj,Oba spola,Tuzlanska županija,Umrli,
2017,Broj,Oba spola,Zeničko-dobojska županija,Umrli,
2017,Broj,Oba spola,Bosansko-podrinjska županija,Umrli,
2017,Broj,Oba spola,Srednjobosanska županija,Umrli,
2017,Broj,Oba spola,Hercegovačko-neretvanska županija,Umrli,
2017,Broj,Oba spola,Zapadno-hercegovačka županija,Umrli,
2017,Broj,Oba spola,Sarajevska županija,Umrli,
2017,Broj,Oba spola,Županija 10,Umrli,
2017,Broj,M,Federacija Bosne i Hercegovine,Umrli,10979.0
2017,Broj,M,Unsko-sanska županija,Umrli,
2017,Broj,M,Posavska županija,Umrli,
2017,Broj,M,Tuzlanska županija,Umrli,
2017,Broj,M,Zeničko-dobojska županija,Umrli,
2017,Broj,M,Bosansko-podrinjska županija,Umrli,
2017,Broj,M,Srednjobosanska županija,Umrli,
2017,Broj,M,Hercegovačko-neretvanska županija,Umrli,
2017,Broj,M,Zapadno-hercegovačka županija,Umrli,
2017,Broj,M,Sarajevska županija,Umrli,
2017,Broj,M,Županija 10,Umrli,
2017,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,10710.0
2017,Broj,Ž,Unsko-sanska županija,Umrli,
2017,Broj,Ž,Posavska županija,Umrli,
2017,Broj,Ž,Tuzlanska županija,Umrli,
2017,Broj,Ž,Zeničko-dobojska županija,Umrli,
2017,Broj,Ž,Bosansko-podrinjska županija,Umrli,
2017,Broj,Ž,Srednjobosanska županija,Umrli,
2017,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,
2017,Broj,Ž,Zapadno-hercegovačka županija,Umrli,
2017,Broj,Ž,Sarajevska županija,Umrli,
2017,Broj,Ž,Županija 10,Umrli,
2018,Broj,Oba spola,Federacija Bosne i Hercegovine,Umrli,21442.0
2018,Broj,Oba spola,Unsko-sanska županija,Umrli,
2018,Broj,Oba spola,Posavska županija,Umrli,
2018,Broj,Oba spola,Tuzlanska županija,Umrli,
2018,Broj,Oba spola,Zeničko-dobojska županija,Umrli,
2018,Broj,Oba spola,Bosansko-podrinjska županija,Umrli,
2018,Broj,Oba spola,Srednjobosanska županija,Umrli,
2018,Broj,Oba spola,Hercegovačko-neretvanska županija,Umrli,
2018,Broj,Oba spola,Zapadno-hercegovačka županija,Umrli,
2018,Broj,Oba spola,Sarajevska županija,Umrli,
2018,Broj,Oba spola,Županija 10,Umrli,
2018,Broj,M,Federacija Bosne i Hercegovine,Umrli,10756.0
2018,Broj,M,Unsko-sanska županija,Umrli,
2018,Broj,M,Posavska županija,Umrli,
2018,Broj,M,Tuzlanska županija,Umrli,
2018,Broj,M,Zeničko-dobojska županija,Umrli,
2018,Broj,M,Bosansko-podrinjska županija,Umrli,
2018,Broj,M,Srednjobosanska županija,Umrli,
2018,Broj,M,Hercegovačko-neretvanska županija,Umrli,
2018,Broj,M,Zapadno-hercegovačka županija,Umrli,
2018,Broj,M,Sarajevska županija,Umrli,
2018,Broj,M,Županija 10,Umrli,
2018,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,10686.0
2018,Broj,Ž,Unsko-sanska županija,Umrli,
2018,Broj,Ž,Posavska županija,Umrli,
2018,Broj,Ž,Tuzlanska županija,Umrli,
2018,Broj,Ž,Zeničko-dobojska županija,Umrli,
2018,Broj,Ž,Bosansko-podrinjska županija,Umrli,
2018,Broj,Ž,Srednjobosanska županija,Umrli,
2018,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,
2018,Broj,Ž,Zapadno-hercegovačka županija,Umrli,
2018,Broj,Ž,Sarajevska županija,Umrli,
2018,Broj,Ž,Županija 10,Umrli,
2019,Broj,Oba spola,Federacija Bosne i Hercegovine,Umrli,22024.0
2019,Broj,Oba spola,Unsko-sanska županija,Umrli,
2019,Broj,Oba spola,Posavska županija,Umrli,
2019,Broj,Oba spola,Tuzlanska županija,Umrli,
2019,Broj,Oba spola,Zeničko-dobojska županija,Umrli,
2019,Broj,Oba spola,Bosansko-podrinjska županija,Umrli,
2019,Broj,Oba spola,Srednjobosanska županija,Umrli,
2019,Broj,Oba spola,Hercegovačko-neretvanska županija,Umrli,
2019,Broj,Oba spola,Zapadno-hercegovačka županija,Umrli,
2019,Broj,Oba spola,Sarajevska županija,Umrli,
2019,Broj,Oba spola,Županija 10,Umrli,
2019,Broj,M,Federacija Bosne i Hercegovine,Umrli,11140.0
2019,Broj,M,Unsko-sanska županija,Umrli,
2019,Broj,M,Posavska županija,Umrli,
2019,Broj,M,Tuzlanska županija,Umrli,
2019,Broj,M,Zeničko-dobojska županija,Umrli,
2019,Broj,M,Bosansko-podrinjska županija,Umrli,
2019,Broj,M,Srednjobosanska županija,Umrli,
2019,Broj,M,Hercegovačko-neretvanska županija,Umrli,
2019,Broj,M,Zapadno-hercegovačka županija,Umrli,
2019,Broj,M,Sarajevska županija,Umrli,
2019,Broj,M,Županija 10,Umrli,
2019,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,10884.0
2019,Broj,Ž,Unsko-sanska županija,Umrli,
2019,Broj,Ž,Posavska županija,Umrli,
2019,Broj,Ž,Tuzlanska županija,Umrli,
2019,Broj,Ž,Zeničko-dobojska županija,Umrli,
2019,Broj,Ž,Bosansko-podrinjska županija,Umrli,
2019,Broj,Ž,Srednjobosanska županija,Umrli,
2019,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,
2019,Broj,Ž,Zapadno-hercegovačka županija,Umrli,
2019,Broj,Ž,Sarajevska županija,Umrli,
2019,Broj,Ž,Županija 10,Umrli,
2020,Broj,Oba spola,Federacija Bosne i Hercegovine,Umrli,
2020,Broj,Oba spola,Unsko-sanska županija,Umrli,
2020,Broj,Oba spola,Posavska županija,Umrli,
2020,Broj,Oba spola,Tuzlanska županija,Umrli,
2020,Broj,Oba spola,Zeničko-dobojska županija,Umrli,
2020,Broj,Oba spola,Bosansko-podrinjska županija,Umrli,
2020,Broj,Oba spola,Srednjobosanska županija,Umrli,
2020,Broj,Oba spola,Hercegovačko-neretvanska županija,Umrli,
2020,Broj,Oba spola,Zapadno-hercegovačka županija,Umrli,
2020,Broj,Oba spola,Sarajevska županija,Umrli,
2020,Broj,Oba spola,Županija 10,Umrli,
2020,Broj,M,Federacija Bosne i Hercegovine,Umrli,
2020,Broj,M,Unsko-sanska županija,Umrli,
2020,Broj,M,Posavska županija,Umrli,
2020,Broj,M,Tuzlanska županija,Umrli,
2020,Broj,M,Zeničko-dobojska županija,Umrli,
2020,Broj,M,Bosansko-podrinjska županija,Umrli,
2020,Broj,M,Srednjobosanska županija,Umrli,
2020,Broj,M,Hercegovačko-neretvanska županija,Umrli,
2020,Broj,M,Zapadno-hercegovačka županija,Umrli,
2020,Broj,M,Sarajevska županija,Umrli,
2020,Broj,M,Županija 10,Umrli,
2020,Broj,Ž,Federacija Bosne i Hercegovine,Umrli,
2020,Broj,Ž,Unsko-sanska županija,Umrli,
2020,Broj,Ž,Posavska županija,Umrli,
2020,Broj,Ž,Tuzlanska županija,Umrli,
2020,Broj,Ž,Zeničko-dobojska županija,Umrli,
2020,Broj,Ž,Bosansko-podrinjska županija,Umrli,
2020,Broj,Ž,Srednjobosanska županija,Umrli,
2020,Broj,Ž,Hercegovačko-neretvanska županija,Umrli,
2020,Broj,Ž,Zapadno-hercegovačka županija,Umrli,
2020,Broj,Ž,Sarajevska županija,Umrli,
2020,Broj,Ž,Županija 10,Umrli,
2011,Broj,Oba spola,Federacija Bosne i Hercegovine,Prirodni priraštaj,1249.0
2011,Broj,Oba spola,Unsko-sanska županija,Prirodni priraštaj,
2011,Broj,Oba spola,Posavska županija,Prirodni priraštaj,
2011,Broj,Oba spola,Tuzlanska županija,Prirodni priraštaj,
2011,Broj,Oba spola,Zeničko-dobojska županija,Prirodni priraštaj,
2011,Broj,Oba spola,Bosansko-podrinjska županija,Prirodni priraštaj,
2011,Broj,Oba spola,Srednjobosanska županija,Prirodni priraštaj,
2011,Broj,Oba spola,Hercegovačko-neretvanska županija,Prirodni priraštaj,
2011,Broj,Oba spola,Zapadno-hercegovačka županija,Prirodni priraštaj,
2011,Broj,Oba spola,Sarajevska županija,Prirodni priraštaj,
2011,Broj,Oba spola,Županija 10,Prirodni priraštaj,
2012,Broj,Oba spola,Federacija Bosne i Hercegovine,Prirodni priraštaj,851.0
2012,Broj,Oba spola,Unsko-sanska županija,Prirodni priraštaj,
2012,Broj,Oba spola,Posavska županija,Prirodni priraštaj,
2012,Broj,Oba spola,Tuzlanska županija,Prirodni priraštaj,
2012,Broj,Oba spola,Zeničko-dobojska županija,Prirodni priraštaj,
2012,Broj,Oba spola,Bosansko-podrinjska županija,Prirodni priraštaj,
2012,Broj,Oba spola,Srednjobosanska županija,Prirodni priraštaj,
2012,Broj,Oba spola,Hercegovačko-neretvanska županija,Prirodni priraštaj,
2012,Broj,Oba spola,Zapadno-hercegovačka županija,Prirodni priraštaj,
2012,Broj,Oba spola,Sarajevska županija,Prirodni priraštaj,
2012,Broj,Oba spola,Županija 10,Prirodni priraštaj,
2013,Broj,Oba spola,Federacija Bosne i Hercegovine,Prirodni priraštaj,-124.0
2013,Broj,Oba spola,Unsko-sanska županija,Prirodni priraštaj,
2013,Broj,Oba spola,Posavska županija,Prirodni priraštaj,
2013,Broj,Oba spola,Tuzlanska županija,Prirodni priraštaj,
2013,Broj,Oba spola,Zeničko-dobojska županija,Prirodni priraštaj,
2013,Broj,Oba spola,Bosansko-podrinjska županija,Prirodni priraštaj,
2013,Broj,Oba spola,Srednjobosanska županija,Prirodni priraštaj,
2013,Broj,Oba spola,Hercegovačko-neretvanska županija,Prirodni priraštaj,
2013,Broj,Oba spola,Zapadno-hercegovačka županija,Prirodni priraštaj,
2013,Broj,Oba spola,Sarajevska županija,Prirodni priraštaj,
2013,Broj,Oba spola,Županija 10,Prirodni priraštaj,
2014,Broj,Oba spola,Federacija Bosne i Hercegovine,Prirodni priraštaj,-150.0
2014,Broj,Oba spola,Unsko-sanska županija,Prirodni priraštaj,
2014,Broj,Oba spola,Posavska županija,Prirodni priraštaj,
2014,Broj,Oba spola,Tuzlanska županija,Prirodni priraštaj,
2014,Broj,Oba spola,Zeničko-dobojska županija,Prirodni priraštaj,
2014,Broj,Oba spola,Bosansko-podrinjska županija,Prirodni priraštaj,
2014,Broj,Oba spola,Srednjobosanska županija,Prirodni priraštaj,
2014,Broj,Oba spola,Hercegovačko-neretvanska županija,Prirodni priraštaj,
2014,Broj,Oba spola,Zapadno-hercegovačka županija,Prirodni priraštaj,
2014,Broj,Oba spola,Sarajevska županija,Prirodni priraštaj,
2014,Broj,Oba spola,Županija 10,Prirodni priraštaj,
2015,Broj,Oba spola,Federacija Bosne i Hercegovine,Prirodni priraštaj,-2116.0
2015,Broj,Oba spola,Unsko-sanska županija,Prirodni priraštaj,
2015,Broj,Oba spola,Posavska županija,Prirodni priraštaj,
2015,Broj,Oba spola,Tuzlanska županija,Prirodni priraštaj,
2015,Broj,Oba spola,Zeničko-dobojska županija,Prirodni priraštaj,
2015,Broj,Oba spola,Bosansko-podrinjska županija,Prirodni priraštaj,
2015,Broj,Oba spola,Srednjobosanska županija,Prirodni priraštaj,
2015,Broj,Oba spola,Hercegovačko-neretvanska županija,Prirodni priraštaj,
2015,Broj,Oba spola,Zapadno-hercegovačka županija,Prirodni priraštaj,
2015,Broj,Oba spola,Sarajevska županija,Prirodni priraštaj,
2015,Broj,Oba spola,Županija 10,Prirodni priraštaj,
2016,Broj,Oba spola,Federacija Bosne i Hercegovine,Prirodni priraštaj,-1450.0
2016,Broj,Oba spola,Unsko-sanska županija,Prirodni priraštaj,
2016,Broj,Oba spola,Posavska županija,Prirodni priraštaj,
2016,Broj,Oba spola,Tuzlanska županija,Prirodni priraštaj,
2016,Broj,Oba spola,Zeničko-dobojska županija,Prirodni priraštaj,
2016,Broj,Oba spola,Bosansko-podrinjska županija,Prirodni priraštaj,
2016,Broj,Oba spola,Srednjobosanska županija,Prirodni priraštaj,
2016,Broj,Oba spola,Hercegovačko-neretvanska županija,Prirodni priraštaj,
2016,Broj,Oba spola,Zapadno-hercegovačka županija,Prirodni priraštaj,
2016,Broj,Oba spola,Sarajevska županija,Prirodni priraštaj,
2016,Broj,Oba spola,Županija 10,Prirodni priraštaj,
2017,Broj,Oba spola,Federacija Bosne i Hercegovine,Prirodni priraštaj,-1865.0
2017,Broj,Oba spola,Unsko-sanska županija,Prirodni priraštaj,
2017,Broj,Oba spola,Posavska županija,Prirodni priraštaj,
2017,Broj,Oba spola,Tuzlanska županija,Prirodni priraštaj,
2017,Broj,Oba spola,Zeničko-dobojska županija,Prirodni priraštaj,
2017,Broj,Oba spola,Bosansko-podrinjska županija,Prirodni priraštaj,
2017,Broj,Oba spola,Srednjobosanska županija,Prirodni priraštaj,
2017,Broj,Oba spola,Hercegovačko-neretvanska županija,Prirodni priraštaj,
2017,Broj,Oba spola,Zapadno-hercegovačka županija,Prirodni priraštaj,
2017,Broj,Oba spola,Sarajevska županija,Prirodni priraštaj,
2017,Broj,Oba spola,Županija 10,Prirodni priraštaj,
2018,Broj,Oba spola,Federacija Bosne i Hercegovine,Prirodni priraštaj,-2543.0
2018,Broj,Oba spola,Unsko-sanska županija,Prirodni priraštaj,
2018,Broj,Oba spola,Posavska županija,Prirodni priraštaj,
2018,Broj,Oba spola,Tuzlanska županija,Prirodni priraštaj,
2018,Broj,Oba spola,Zeničko-dobojska županija,Prirodni priraštaj,
2018,Broj,Oba spola,Bosansko-podrinjska županija,Prirodni priraštaj,
2018,Broj,Oba spola,Srednjobosanska županija,Prirodni priraštaj,
2018,Broj,Oba spola,Hercegovačko-neretvanska županija,Prirodni priraštaj,
2018,Broj,Oba spola,Zapadno-hercegovačka županija,Prirodni priraštaj,
2018,Broj,Oba spola,Sarajevska županija,Prirodni priraštaj,
2018,Broj,Oba spola,Županija 10,Prirodni priraštaj,
2019,Broj,Oba spola,Federacija Bosne i Hercegovine,Prirodni priraštaj,-4005.0
2019,Broj,Oba spola,Unsko-sanska županija,Prirodni priraštaj,
2019,Broj,Oba spola,Posavska županija,Prirodni priraštaj,
2019,Broj,Oba spola,Tuzlanska županija,Prirodni priraštaj,
2019,Broj,Oba spola,Zeničko-dobojska županija,Prirodni priraštaj,
2019,Broj,Oba spola,Bosansko-podrinjska županija,Prirodni priraštaj,
2019,Broj,Oba spola,Srednjobosanska županija,Prirodni priraštaj,
2019,Broj,Oba spola,Hercegovačko-neretvanska županija,Prirodni priraštaj,
2019,Broj,Oba spola,Zapadno-hercegovačka županija,Prirodni priraštaj,
2019,Broj,Oba spola,Sarajevska županija,Prirodni priraštaj,
2019,Broj,Oba spola,Županija 10,Prirodni priraštaj,
2020,Broj,Oba spola,Federacija Bosne i Hercegovine,Prirodni priraštaj,
2020,Broj,Oba spola,Unsko-sanska županija,Prirodni priraštaj,
2020,Broj,Oba spola,Posavska županija,Prirodni priraštaj,
2020,Broj,Oba spola,Tuzlanska županija,Prirodni priraštaj,
2020,Broj,Oba spola,Zeničko-dobojska županija,Prirodni priraštaj,
2020,Broj,Oba spola,Bosansko-podrinjska županija,Prirodni priraštaj,
2020,Broj,Oba spola,Srednjobosanska županija,Prirodni priraštaj,
2020,Broj,Oba spola,Hercegovačko-neretvanska županija,Prirodni priraštaj,
2020,Broj,Oba spola,Zapadno-hercegovačka županija,Prirodni priraštaj,
2020,Broj,Oba spola,Sarajevska županija,Prirodni priraštaj,
2020,Broj,Oba spola,Županija 10,Prirodni priraštaj,
