Year,UNIT_MEASURE,Административна јединица,Научна област,Value
2015,Број,Тузлански кантон,"Природне науке, математика и статистика",
2015,Број,Тузлански кантон,Информационе и комуникационе технологије,
2015,Број,Тузлански кантон,"Инжењерство, производња и грађевинарство",
2015,Број,Тузлански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2015,Број,Тузлански кантон,Здравство и социјална заштита,
2015,Број,Тузлански кантон,Услуге,
2015,Број,Зеничко-добојски кантон,Образовање,
2015,Број,Зеничко-добојски кантон,Умјетност и хуманистичке науке,
2015,Број,Зеничко-добојски кантон,"Друштвене науке, новинарство и информисање",
2015,Број,Зеничко-добојски кантон,"Пословање, администрација и право",
2015,Број,Зеничко-добојски кантон,"Природне науке, математика и статистика",
2015,Број,Зеничко-добојски кантон,Информационе и комуникационе технологије,
2015,Број,Зеничко-добојски кантон,"Инжењерство, производња и грађевинарство",
2015,Број,Зеничко-добојски кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2015,Број,Зеничко-добојски кантон,Здравство и социјална заштита,
2015,Број,Зеничко-добојски кантон,Услуге,
2015,Број,Босанско-подрињски кантон,Образовање,
2015,Број,Босанско-подрињски кантон,Умјетност и хуманистичке науке,
2015,Број,Босанско-подрињски кантон,"Друштвене науке, новинарство и информисање",
2015,Број,Босанско-подрињски кантон,"Пословање, администрација и право",
2015,Број,Босанско-подрињски кантон,"Природне науке, математика и статистика",
2015,Број,Босанско-подрињски кантон,Информационе и комуникационе технологије,
2015,Број,Босанско-подрињски кантон,"Инжењерство, производња и грађевинарство",
2015,Број,Босанско-подрињски кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2015,Број,Босанско-подрињски кантон,Здравство и социјална заштита,
2015,Број,Босанско-подрињски кантон,Услуге,
2015,Број,Средњобосански кантон,Образовање,
2015,Број,Средњобосански кантон,Умјетност и хуманистичке науке,
2015,Број,Средњобосански кантон,"Друштвене науке, новинарство и информисање",
2015,Број,Средњобосански кантон,"Пословање, администрација и право",
2015,Број,Средњобосански кантон,"Природне науке, математика и статистика",
2015,Број,Средњобосански кантон,Информационе и комуникационе технологије,
2015,Број,Средњобосански кантон,"Инжењерство, производња и грађевинарство",
2015,Број,Средњобосански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2015,Број,Средњобосански кантон,Здравство и социјална заштита,
2015,Број,Средњобосански кантон,Услуге,
2015,Број,Херцеговачко-неретвански кантон,Образовање,
2015,Број,Херцеговачко-неретвански кантон,Умјетност и хуманистичке науке,
2015,Број,Херцеговачко-неретвански кантон,"Друштвене науке, новинарство и информисање",
2015,Број,Херцеговачко-неретвански кантон,"Пословање, администрација и право",
2015,Број,Херцеговачко-неретвански кантон,"Природне науке, математика и статистика",
2015,Број,Херцеговачко-неретвански кантон,Информационе и комуникационе технологије,
2015,Број,Херцеговачко-неретвански кантон,"Инжењерство, производња и грађевинарство",
2015,Број,Херцеговачко-неретвански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2015,Број,Херцеговачко-неретвански кантон,Здравство и социјална заштита,
2015,Број,Херцеговачко-неретвански кантон,Услуге,
2015,Број,Кантон Сарајево,Образовање,
2015,Број,Кантон Сарајево,Умјетност и хуманистичке науке,
2015,Број,Кантон Сарајево,"Друштвене науке, новинарство и информисање",
2015,Број,Кантон Сарајево,"Пословање, администрација и право",
2015,Број,Кантон Сарајево,"Природне науке, математика и статистика",
2015,Број,Кантон Сарајево,Информационе и комуникационе технологије,
2015,Број,Кантон Сарајево,"Инжењерство, производња и грађевинарство",
2015,Број,Кантон Сарајево,"Пољопривреда, шумарство, рибарство и ветеринарство",
2015,Број,Кантон Сарајево,Здравство и социјална заштита,
2015,Број,Кантон Сарајево,Услуге,
2016,Број,Федерација Босне и Херцеговине,Образовање,
2016,Број,Федерација Босне и Херцеговине,Умјетност и хуманистичке науке,
2016,Број,Федерација Босне и Херцеговине,"Друштвене науке, новинарство и информисање",
2016,Број,Федерација Босне и Херцеговине,"Пословање, администрација и право",
2016,Број,Федерација Босне и Херцеговине,"Природне науке, математика и статистика",
2016,Број,Федерација Босне и Херцеговине,Информационе и комуникационе технологије,
2016,Број,Федерација Босне и Херцеговине,"Инжењерство, производња и грађевинарство",
2016,Број,Федерација Босне и Херцеговине,"Пољопривреда, шумарство, рибарство и ветеринарство",
2016,Број,Федерација Босне и Херцеговине,Здравство и социјална заштита,
2016,Број,Федерација Босне и Херцеговине,Услуге,
2016,Број,Унско-сански кантон,Образовање,
2016,Број,Унско-сански кантон,Умјетност и хуманистичке науке,
2016,Број,Унско-сански кантон,"Друштвене науке, новинарство и информисање",
2016,Број,Унско-сански кантон,"Пословање, администрација и право",
2016,Број,Унско-сански кантон,"Природне науке, математика и статистика",
2016,Број,Унско-сански кантон,Информационе и комуникационе технологије,
2016,Број,Унско-сански кантон,"Инжењерство, производња и грађевинарство",
2016,Број,Унско-сански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2016,Број,Унско-сански кантон,Здравство и социјална заштита,
2016,Број,Унско-сански кантон,Услуге,
2016,Број,Тузлански кантон,Образовање,
2016,Број,Тузлански кантон,Умјетност и хуманистичке науке,
2016,Број,Тузлански кантон,"Друштвене науке, новинарство и информисање",
2016,Број,Тузлански кантон,"Пословање, администрација и право",
2016,Број,Тузлански кантон,"Природне науке, математика и статистика",
2016,Број,Тузлански кантон,Информационе и комуникационе технологије,
2016,Број,Тузлански кантон,"Инжењерство, производња и грађевинарство",
2016,Број,Тузлански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2016,Број,Тузлански кантон,Здравство и социјална заштита,
2016,Број,Тузлански кантон,Услуге,
2016,Број,Зеничко-добојски кантон,Образовање,
2016,Број,Зеничко-добојски кантон,Умјетност и хуманистичке науке,
2016,Број,Зеничко-добојски кантон,"Друштвене науке, новинарство и информисање",
2016,Број,Зеничко-добојски кантон,"Пословање, администрација и право",
2016,Број,Зеничко-добојски кантон,"Природне науке, математика и статистика",
2016,Број,Зеничко-добојски кантон,Информационе и комуникационе технологије,
2016,Број,Зеничко-добојски кантон,"Инжењерство, производња и грађевинарство",
2016,Број,Зеничко-добојски кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2016,Број,Зеничко-добојски кантон,Здравство и социјална заштита,
2016,Број,Зеничко-добојски кантон,Услуге,
2016,Број,Босанско-подрињски кантон,Образовање,
2016,Број,Босанско-подрињски кантон,Умјетност и хуманистичке науке,
2016,Број,Босанско-подрињски кантон,"Друштвене науке, новинарство и информисање",
2016,Број,Босанско-подрињски кантон,"Пословање, администрација и право",
2016,Број,Босанско-подрињски кантон,"Природне науке, математика и статистика",
2016,Број,Босанско-подрињски кантон,Информационе и комуникационе технологије,
2016,Број,Босанско-подрињски кантон,"Инжењерство, производња и грађевинарство",
2016,Број,Босанско-подрињски кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2016,Број,Босанско-подрињски кантон,Здравство и социјална заштита,
2016,Број,Босанско-подрињски кантон,Услуге,
2016,Број,Средњобосански кантон,Образовање,
2016,Број,Средњобосански кантон,Умјетност и хуманистичке науке,
2016,Број,Средњобосански кантон,"Друштвене науке, новинарство и информисање",
2016,Број,Средњобосански кантон,"Пословање, администрација и право",
2016,Број,Средњобосански кантон,"Природне науке, математика и статистика",
2016,Број,Средњобосански кантон,Информационе и комуникационе технологије,
2016,Број,Средњобосански кантон,"Инжењерство, производња и грађевинарство",
2016,Број,Средњобосански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2016,Број,Средњобосански кантон,Здравство и социјална заштита,
2016,Број,Средњобосански кантон,Услуге,
2016,Број,Херцеговачко-неретвански кантон,Образовање,
2016,Број,Херцеговачко-неретвански кантон,Умјетност и хуманистичке науке,
2016,Број,Херцеговачко-неретвански кантон,"Друштвене науке, новинарство и информисање",
2016,Број,Херцеговачко-неретвански кантон,"Пословање, администрација и право",
2016,Број,Херцеговачко-неретвански кантон,"Природне науке, математика и статистика",
2016,Број,Херцеговачко-неретвански кантон,Информационе и комуникационе технологије,
2016,Број,Херцеговачко-неретвански кантон,"Инжењерство, производња и грађевинарство",
2016,Број,Херцеговачко-неретвански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2016,Број,Херцеговачко-неретвански кантон,Здравство и социјална заштита,
2016,Број,Херцеговачко-неретвански кантон,Услуге,
2016,Број,Кантон Сарајево,Образовање,
2016,Број,Кантон Сарајево,Умјетност и хуманистичке науке,
2016,Број,Кантон Сарајево,"Друштвене науке, новинарство и информисање",
2016,Број,Кантон Сарајево,"Пословање, администрација и право",
2016,Број,Кантон Сарајево,"Природне науке, математика и статистика",
2016,Број,Кантон Сарајево,Информационе и комуникационе технологије,
2016,Број,Кантон Сарајево,"Инжењерство, производња и грађевинарство",
2016,Број,Кантон Сарајево,"Пољопривреда, шумарство, рибарство и ветеринарство",
2016,Број,Кантон Сарајево,Здравство и социјална заштита,
2016,Број,Кантон Сарајево,Услуге,
2017,Број,Федерација Босне и Херцеговине,Образовање,
2017,Број,Федерација Босне и Херцеговине,Умјетност и хуманистичке науке,
2017,Број,Федерација Босне и Херцеговине,"Друштвене науке, новинарство и информисање",
2017,Број,Федерација Босне и Херцеговине,"Пословање, администрација и право",
2017,Број,Федерација Босне и Херцеговине,"Природне науке, математика и статистика",
2017,Број,Федерација Босне и Херцеговине,Информационе и комуникационе технологије,
2017,Број,Федерација Босне и Херцеговине,"Инжењерство, производња и грађевинарство",
2017,Број,Федерација Босне и Херцеговине,"Пољопривреда, шумарство, рибарство и ветеринарство",
2017,Број,Федерација Босне и Херцеговине,Здравство и социјална заштита,
2017,Број,Федерација Босне и Херцеговине,Услуге,
2017,Број,Унско-сански кантон,Образовање,
2017,Број,Унско-сански кантон,Умјетност и хуманистичке науке,
2017,Број,Унско-сански кантон,"Друштвене науке, новинарство и информисање",
2017,Број,Унско-сански кантон,"Пословање, администрација и право",
2017,Број,Унско-сански кантон,"Природне науке, математика и статистика",
2017,Број,Унско-сански кантон,Информационе и комуникационе технологије,
2017,Број,Унско-сански кантон,"Инжењерство, производња и грађевинарство",
2017,Број,Унско-сански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2017,Број,Унско-сански кантон,Здравство и социјална заштита,
2017,Број,Унско-сански кантон,Услуге,
2017,Број,Тузлански кантон,Образовање,
2017,Број,Тузлански кантон,Умјетност и хуманистичке науке,
2017,Број,Тузлански кантон,"Друштвене науке, новинарство и информисање",
2017,Број,Тузлански кантон,"Пословање, администрација и право",
2017,Број,Тузлански кантон,"Природне науке, математика и статистика",
2017,Број,Тузлански кантон,Информационе и комуникационе технологије,
2017,Број,Тузлански кантон,"Инжењерство, производња и грађевинарство",
2017,Број,Тузлански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2017,Број,Тузлански кантон,Здравство и социјална заштита,
2017,Број,Тузлански кантон,Услуге,
2017,Број,Зеничко-добојски кантон,Образовање,
2017,Број,Зеничко-добојски кантон,Умјетност и хуманистичке науке,
2017,Број,Зеничко-добојски кантон,"Друштвене науке, новинарство и информисање",
2017,Број,Зеничко-добојски кантон,"Пословање, администрација и право",
2017,Број,Зеничко-добојски кантон,"Природне науке, математика и статистика",
2017,Број,Зеничко-добојски кантон,Информационе и комуникационе технологије,
2017,Број,Зеничко-добојски кантон,"Инжењерство, производња и грађевинарство",
2017,Број,Зеничко-добојски кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2017,Број,Зеничко-добојски кантон,Здравство и социјална заштита,
2017,Број,Зеничко-добојски кантон,Услуге,
2017,Број,Босанско-подрињски кантон,Образовање,
2017,Број,Босанско-подрињски кантон,Умјетност и хуманистичке науке,
2017,Број,Босанско-подрињски кантон,"Друштвене науке, новинарство и информисање",
2017,Број,Босанско-подрињски кантон,"Пословање, администрација и право",
2017,Број,Босанско-подрињски кантон,"Природне науке, математика и статистика",
2017,Број,Босанско-подрињски кантон,Информационе и комуникационе технологије,
2017,Број,Босанско-подрињски кантон,"Инжењерство, производња и грађевинарство",
2017,Број,Босанско-подрињски кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2017,Број,Босанско-подрињски кантон,Здравство и социјална заштита,
2017,Број,Босанско-подрињски кантон,Услуге,
2017,Број,Средњобосански кантон,Образовање,
2017,Број,Средњобосански кантон,Умјетност и хуманистичке науке,
2017,Број,Средњобосански кантон,"Друштвене науке, новинарство и информисање",
2017,Број,Средњобосански кантон,"Пословање, администрација и право",
2017,Број,Средњобосански кантон,"Природне науке, математика и статистика",
2017,Број,Средњобосански кантон,Информационе и комуникационе технологије,
2017,Број,Средњобосански кантон,"Инжењерство, производња и грађевинарство",
2017,Број,Средњобосански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2017,Број,Средњобосански кантон,Здравство и социјална заштита,
2017,Број,Средњобосански кантон,Услуге,
2017,Број,Херцеговачко-неретвански кантон,Образовање,
2017,Број,Херцеговачко-неретвански кантон,Умјетност и хуманистичке науке,
2017,Број,Херцеговачко-неретвански кантон,"Друштвене науке, новинарство и информисање",
2017,Број,Херцеговачко-неретвански кантон,"Пословање, администрација и право",
2017,Број,Херцеговачко-неретвански кантон,"Природне науке, математика и статистика",
2017,Број,Херцеговачко-неретвански кантон,Информационе и комуникационе технологије,
2017,Број,Херцеговачко-неретвански кантон,"Инжењерство, производња и грађевинарство",
2017,Број,Херцеговачко-неретвански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2017,Број,Херцеговачко-неретвански кантон,Здравство и социјална заштита,
2017,Број,Херцеговачко-неретвански кантон,Услуге,
2017,Број,Кантон Сарајево,Образовање,
2017,Број,Кантон Сарајево,Умјетност и хуманистичке науке,
2017,Број,Кантон Сарајево,"Друштвене науке, новинарство и информисање",
2017,Број,Кантон Сарајево,"Пословање, администрација и право",
2017,Број,Кантон Сарајево,"Природне науке, математика и статистика",
2017,Број,Кантон Сарајево,Информационе и комуникационе технологије,
2017,Број,Кантон Сарајево,"Инжењерство, производња и грађевинарство",
2017,Број,Кантон Сарајево,"Пољопривреда, шумарство, рибарство и ветеринарство",
2017,Број,Кантон Сарајево,Здравство и социјална заштита,
2017,Број,Кантон Сарајево,Услуге,
2018,Број,Федерација Босне и Херцеговине,Образовање,
2018,Број,Федерација Босне и Херцеговине,Умјетност и хуманистичке науке,
2018,Број,Федерација Босне и Херцеговине,"Друштвене науке, новинарство и информисање",
2018,Број,Федерација Босне и Херцеговине,"Пословање, администрација и право",
2018,Број,Федерација Босне и Херцеговине,"Природне науке, математика и статистика",
2018,Број,Федерација Босне и Херцеговине,Информационе и комуникационе технологије,
2018,Број,Федерација Босне и Херцеговине,"Инжењерство, производња и грађевинарство",
2018,Број,Федерација Босне и Херцеговине,"Пољопривреда, шумарство, рибарство и ветеринарство",
2018,Број,Федерација Босне и Херцеговине,Здравство и социјална заштита,
2018,Број,Федерација Босне и Херцеговине,Услуге,
2018,Број,Унско-сански кантон,Образовање,
2018,Број,Унско-сански кантон,Умјетност и хуманистичке науке,
2018,Број,Унско-сански кантон,"Друштвене науке, новинарство и информисање",
2018,Број,Унско-сански кантон,"Пословање, администрација и право",
2018,Број,Унско-сански кантон,"Природне науке, математика и статистика",
2018,Број,Унско-сански кантон,Информационе и комуникационе технологије,
2018,Број,Унско-сански кантон,"Инжењерство, производња и грађевинарство",
2018,Број,Унско-сански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2018,Број,Унско-сански кантон,Здравство и социјална заштита,
2018,Број,Унско-сански кантон,Услуге,
2018,Број,Тузлански кантон,Образовање,
2018,Број,Тузлански кантон,Умјетност и хуманистичке науке,
2018,Број,Тузлански кантон,"Друштвене науке, новинарство и информисање",
2018,Број,Тузлански кантон,"Пословање, администрација и право",
2018,Број,Тузлански кантон,"Природне науке, математика и статистика",
2018,Број,Тузлански кантон,Информационе и комуникационе технологије,
2018,Број,Тузлански кантон,"Инжењерство, производња и грађевинарство",
2018,Број,Тузлански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2018,Број,Тузлански кантон,Здравство и социјална заштита,
2018,Број,Тузлански кантон,Услуге,
2018,Број,Зеничко-добојски кантон,Образовање,
2018,Број,Зеничко-добојски кантон,Умјетност и хуманистичке науке,
2018,Број,Зеничко-добојски кантон,"Друштвене науке, новинарство и информисање",
2018,Број,Зеничко-добојски кантон,"Пословање, администрација и право",
2018,Број,Зеничко-добојски кантон,"Природне науке, математика и статистика",
2018,Број,Зеничко-добојски кантон,Информационе и комуникационе технологије,
2018,Број,Зеничко-добојски кантон,"Инжењерство, производња и грађевинарство",
2018,Број,Зеничко-добојски кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2018,Број,Зеничко-добојски кантон,Здравство и социјална заштита,
2018,Број,Зеничко-добојски кантон,Услуге,
2018,Број,Босанско-подрињски кантон,Образовање,
2018,Број,Босанско-подрињски кантон,Умјетност и хуманистичке науке,
2018,Број,Босанско-подрињски кантон,"Друштвене науке, новинарство и информисање",
2018,Број,Босанско-подрињски кантон,"Пословање, администрација и право",
2018,Број,Босанско-подрињски кантон,"Природне науке, математика и статистика",
2018,Број,Босанско-подрињски кантон,Информационе и комуникационе технологије,
2018,Број,Босанско-подрињски кантон,"Инжењерство, производња и грађевинарство",
2018,Број,Босанско-подрињски кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2018,Број,Босанско-подрињски кантон,Здравство и социјална заштита,
2018,Број,Босанско-подрињски кантон,Услуге,
2018,Број,Средњобосански кантон,Образовање,
2018,Број,Средњобосански кантон,Умјетност и хуманистичке науке,
2018,Број,Средњобосански кантон,"Друштвене науке, новинарство и информисање",
2018,Број,Средњобосански кантон,"Пословање, администрација и право",
2018,Број,Средњобосански кантон,"Природне науке, математика и статистика",
2018,Број,Средњобосански кантон,Информационе и комуникационе технологије,
2018,Број,Средњобосански кантон,"Инжењерство, производња и грађевинарство",
2018,Број,Средњобосански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2018,Број,Средњобосански кантон,Здравство и социјална заштита,
2018,Број,Средњобосански кантон,Услуге,
2018,Број,Херцеговачко-неретвански кантон,Образовање,
2018,Број,Херцеговачко-неретвански кантон,Умјетност и хуманистичке науке,
2018,Број,Херцеговачко-неретвански кантон,"Друштвене науке, новинарство и информисање",
2018,Број,Херцеговачко-неретвански кантон,"Пословање, администрација и право",
2018,Број,Херцеговачко-неретвански кантон,"Природне науке, математика и статистика",
2018,Број,Херцеговачко-неретвански кантон,Информационе и комуникационе технологије,
2018,Број,Херцеговачко-неретвански кантон,"Инжењерство, производња и грађевинарство",
2018,Број,Херцеговачко-неретвански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2018,Број,Херцеговачко-неретвански кантон,Здравство и социјална заштита,
2018,Број,Херцеговачко-неретвански кантон,Услуге,
2018,Број,Кантон Сарајево,Образовање,
2018,Број,Кантон Сарајево,Умјетност и хуманистичке науке,
2018,Број,Кантон Сарајево,"Друштвене науке, новинарство и информисање",
2018,Број,Кантон Сарајево,"Пословање, администрација и право",
2018,Број,Кантон Сарајево,"Природне науке, математика и статистика",
2018,Број,Кантон Сарајево,Информационе и комуникационе технологије,
2018,Број,Кантон Сарајево,"Инжењерство, производња и грађевинарство",
2018,Број,Кантон Сарајево,"Пољопривреда, шумарство, рибарство и ветеринарство",
2018,Број,Кантон Сарајево,Здравство и социјална заштита,
2018,Број,Кантон Сарајево,Услуге,
2019,Број,Федерација Босне и Херцеговине,Образовање,
2019,Број,Федерација Босне и Херцеговине,Умјетност и хуманистичке науке,
2019,Број,Федерација Босне и Херцеговине,"Друштвене науке, новинарство и информисање",
2019,Број,Федерација Босне и Херцеговине,"Пословање, администрација и право",
2019,Број,Федерација Босне и Херцеговине,"Природне науке, математика и статистика",
2019,Број,Федерација Босне и Херцеговине,Информационе и комуникационе технологије,
2019,Број,Федерација Босне и Херцеговине,"Инжењерство, производња и грађевинарство",
2019,Број,Федерација Босне и Херцеговине,"Пољопривреда, шумарство, рибарство и ветеринарство",
2019,Број,Федерација Босне и Херцеговине,Здравство и социјална заштита,
2019,Број,Федерација Босне и Херцеговине,Услуге,
2019,Број,Унско-сански кантон,Образовање,
2019,Број,Унско-сански кантон,Умјетност и хуманистичке науке,
2019,Број,Унско-сански кантон,"Друштвене науке, новинарство и информисање",
2019,Број,Унско-сански кантон,"Пословање, администрација и право",
2019,Број,Унско-сански кантон,"Природне науке, математика и статистика",
2019,Број,Унско-сански кантон,Информационе и комуникационе технологије,
2019,Број,Унско-сански кантон,"Инжењерство, производња и грађевинарство",
2019,Број,Унско-сански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2019,Број,Унско-сански кантон,Здравство и социјална заштита,
2019,Број,Унско-сански кантон,Услуге,
2019,Број,Тузлански кантон,Образовање,
2019,Број,Тузлански кантон,Умјетност и хуманистичке науке,
2019,Број,Тузлански кантон,"Друштвене науке, новинарство и информисање",
2019,Број,Тузлански кантон,"Пословање, администрација и право",
2019,Број,Тузлански кантон,"Природне науке, математика и статистика",
2019,Број,Тузлански кантон,Информационе и комуникационе технологије,
2019,Број,Тузлански кантон,"Инжењерство, производња и грађевинарство",
2019,Број,Тузлански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2019,Број,Тузлански кантон,Здравство и социјална заштита,
2019,Број,Тузлански кантон,Услуге,
2019,Број,Зеничко-добојски кантон,Образовање,
2019,Број,Зеничко-добојски кантон,Умјетност и хуманистичке науке,
2019,Број,Зеничко-добојски кантон,"Друштвене науке, новинарство и информисање",
2019,Број,Зеничко-добојски кантон,"Пословање, администрација и право",
2019,Број,Зеничко-добојски кантон,"Природне науке, математика и статистика",
2019,Број,Зеничко-добојски кантон,Информационе и комуникационе технологије,
2019,Број,Зеничко-добојски кантон,"Инжењерство, производња и грађевинарство",
2019,Број,Зеничко-добојски кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2019,Број,Зеничко-добојски кантон,Здравство и социјална заштита,
2019,Број,Зеничко-добојски кантон,Услуге,
2019,Број,Босанско-подрињски кантон,Образовање,
2019,Број,Босанско-подрињски кантон,Умјетност и хуманистичке науке,
2019,Број,Босанско-подрињски кантон,"Друштвене науке, новинарство и информисање",
2019,Број,Босанско-подрињски кантон,"Пословање, администрација и право",
2019,Број,Босанско-подрињски кантон,"Природне науке, математика и статистика",
2019,Број,Босанско-подрињски кантон,Информационе и комуникационе технологије,
2019,Број,Босанско-подрињски кантон,"Инжењерство, производња и грађевинарство",
2019,Број,Босанско-подрињски кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2019,Број,Босанско-подрињски кантон,Здравство и социјална заштита,
2019,Број,Босанско-подрињски кантон,Услуге,
2019,Број,Средњобосански кантон,Образовање,
2019,Број,Средњобосански кантон,Умјетност и хуманистичке науке,
2019,Број,Средњобосански кантон,"Друштвене науке, новинарство и информисање",
2019,Број,Средњобосански кантон,"Пословање, администрација и право",
2019,Број,Средњобосански кантон,"Природне науке, математика и статистика",
2019,Број,Средњобосански кантон,Информационе и комуникационе технологије,
2019,Број,Средњобосански кантон,"Инжењерство, производња и грађевинарство",
2019,Број,Средњобосански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2019,Број,Средњобосански кантон,Здравство и социјална заштита,
2019,Број,Средњобосански кантон,Услуге,
2019,Број,Херцеговачко-неретвански кантон,Образовање,
2019,Број,Херцеговачко-неретвански кантон,Умјетност и хуманистичке науке,
2019,Број,Херцеговачко-неретвански кантон,"Друштвене науке, новинарство и информисање",
2019,Број,Херцеговачко-неретвански кантон,"Пословање, администрација и право",
2019,Број,Херцеговачко-неретвански кантон,"Природне науке, математика и статистика",
2019,Број,Херцеговачко-неретвански кантон,Информационе и комуникационе технологије,
2019,Број,Херцеговачко-неретвански кантон,"Инжењерство, производња и грађевинарство",
2019,Број,Херцеговачко-неретвански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2019,Број,Херцеговачко-неретвански кантон,Здравство и социјална заштита,
2019,Број,Херцеговачко-неретвански кантон,Услуге,
2019,Број,Кантон Сарајево,Образовање,
2019,Број,Кантон Сарајево,Умјетност и хуманистичке науке,
2019,Број,Кантон Сарајево,"Друштвене науке, новинарство и информисање",
2019,Број,Кантон Сарајево,"Пословање, администрација и право",
2019,Број,Кантон Сарајево,"Природне науке, математика и статистика",
2019,Број,Кантон Сарајево,Информационе и комуникационе технологије,
2019,Број,Кантон Сарајево,"Инжењерство, производња и грађевинарство",
2019,Број,Кантон Сарајево,"Пољопривреда, шумарство, рибарство и ветеринарство",
2019,Број,Кантон Сарајево,Здравство и социјална заштита,
2019,Број,Кантон Сарајево,Услуге,
2020,Број,Федерација Босне и Херцеговине,Образовање,
2020,Број,Федерација Босне и Херцеговине,Умјетност и хуманистичке науке,
2020,Број,Федерација Босне и Херцеговине,"Друштвене науке, новинарство и информисање",
2020,Број,Федерација Босне и Херцеговине,"Пословање, администрација и право",
2020,Број,Федерација Босне и Херцеговине,"Природне науке, математика и статистика",
2020,Број,Федерација Босне и Херцеговине,Информационе и комуникационе технологије,
2020,Број,Федерација Босне и Херцеговине,"Инжењерство, производња и грађевинарство",
2020,Број,Федерација Босне и Херцеговине,"Пољопривреда, шумарство, рибарство и ветеринарство",
2020,Број,Федерација Босне и Херцеговине,Здравство и социјална заштита,
2020,Број,Федерација Босне и Херцеговине,Услуге,
2020,Број,Унско-сански кантон,Образовање,
2020,Број,Унско-сански кантон,Умјетност и хуманистичке науке,
2020,Број,Унско-сански кантон,"Друштвене науке, новинарство и информисање",
2020,Број,Унско-сански кантон,"Пословање, администрација и право",
2020,Број,Унско-сански кантон,"Природне науке, математика и статистика",
2020,Број,Унско-сански кантон,Информационе и комуникационе технологије,
2020,Број,Унско-сански кантон,"Инжењерство, производња и грађевинарство",
2020,Број,Унско-сански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2020,Број,Унско-сански кантон,Здравство и социјална заштита,
2020,Број,Унско-сански кантон,Услуге,
2020,Број,Тузлански кантон,Образовање,
2020,Број,Тузлански кантон,Умјетност и хуманистичке науке,
2020,Број,Тузлански кантон,"Друштвене науке, новинарство и информисање",
2020,Број,Тузлански кантон,"Пословање, администрација и право",
2020,Број,Тузлански кантон,"Природне науке, математика и статистика",
2020,Број,Тузлански кантон,Информационе и комуникационе технологије,
2020,Број,Тузлански кантон,"Инжењерство, производња и грађевинарство",
2020,Број,Тузлански кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2020,Број,Тузлански кантон,Здравство и социјална заштита,
2020,Број,Тузлански кантон,Услуге,
2020,Број,Зеничко-добојски кантон,Образовање,
2020,Број,Зеничко-добојски кантон,Умјетност и хуманистичке науке,
2020,Број,Зеничко-добојски кантон,"Друштвене науке, новинарство и информисање",
2020,Број,Зеничко-добојски кантон,"Пословање, администрација и право",
2020,Број,Зеничко-добојски кантон,"Природне науке, математика и статистика",
2020,Број,Зеничко-добојски кантон,Информационе и комуникационе технологије,
2020,Број,Зеничко-добојски кантон,"Инжењерство, производња и грађевинарство",
2020,Број,Зеничко-добојски кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
2020,Број,Зеничко-добојски кантон,Здравство и социјална заштита,
2020,Број,Зеничко-добојски кантон,Услуге,
2020,Број,Босанско-подрињски кантон,Образовање,
2020,Број,Босанско-подрињски кантон,Умјетност и хуманистичке науке,
2020,Број,Босанско-подрињски кантон,"Друштвене науке, новинарство и информисање",
2020,Број,Босанско-подрињски кантон,"Пословање, администрација и право",
2020,Број,Босанско-подрињски кантон,"Природне науке, математика и статистика",
2020,Број,Босанско-подрињски кантон,Информационе и комуникационе технологије,
2020,Број,Босанско-подрињски кантон,"Инжењерство, производња и грађевинарство",
2020,Број,Босанско-подрињски кантон,"Пољопривреда, шумарство, рибарство и ветеринарство",
