Year,UNIT_MEASURE,Admin_Area,Област образовања,Value
2015,Број,bosnian-podrinje_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2015,Број,bosnian-podrinje_canton,Здравство и социјална заштита,
2015,Број,bosnian-podrinje_canton,Услуге,
2015,Број,central_bosnia_canton,Oбразовање,
2015,Број,central_bosnia_canton,Умјетност и хуманистичке науке,
2015,Број,central_bosnia_canton,"Друштвене науке, новинарство и информисање",
2015,Број,central_bosnia_canton,"Пословање, администрација и право",
2015,Број,central_bosnia_canton,"Природне науке, математика и статистика",
2015,Број,central_bosnia_canton,Информационе и комуникационе технологије,
2015,Број,central_bosnia_canton,"Инжeњерство, производња и грађевинарство",
2015,Број,central_bosnia_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2015,Број,central_bosnia_canton,Здравство и социјална заштита,
2015,Број,central_bosnia_canton,Услуге,
2015,Број,herzegovina-neretva_canton,Oбразовање,
2015,Број,herzegovina-neretva_canton,Умјетност и хуманистичке науке,
2015,Број,herzegovina-neretva_canton,"Друштвене науке, новинарство и информисање",
2015,Број,herzegovina-neretva_canton,"Пословање, администрација и право",
2015,Број,herzegovina-neretva_canton,"Природне науке, математика и статистика",
2015,Број,herzegovina-neretva_canton,Информационе и комуникационе технологије,
2015,Број,herzegovina-neretva_canton,"Инжeњерство, производња и грађевинарство",
2015,Број,herzegovina-neretva_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2015,Број,herzegovina-neretva_canton,Здравство и социјална заштита,
2015,Број,herzegovina-neretva_canton,Услуге,
2015,Број,sarajevo_canton,Oбразовање,
2015,Број,sarajevo_canton,Умјетност и хуманистичке науке,
2015,Број,sarajevo_canton,"Друштвене науке, новинарство и информисање",
2015,Број,sarajevo_canton,"Пословање, администрација и право",
2015,Број,sarajevo_canton,"Природне науке, математика и статистика",
2015,Број,sarajevo_canton,Информационе и комуникационе технологије,
2015,Број,sarajevo_canton,"Инжeњерство, производња и грађевинарство",
2015,Број,sarajevo_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2015,Број,sarajevo_canton,Здравство и социјална заштита,
2015,Број,sarajevo_canton,Услуге,
2016,Број,federation_of_bih,Oбразовање,
2016,Број,federation_of_bih,Умјетност и хуманистичке науке,
2016,Број,federation_of_bih,"Друштвене науке, новинарство и информисање",
2016,Број,federation_of_bih,"Пословање, администрација и право",
2016,Број,federation_of_bih,"Природне науке, математика и статистика",
2016,Број,federation_of_bih,Информационе и комуникационе технологије,
2016,Број,federation_of_bih,"Инжeњерство, производња и грађевинарство",
2016,Број,federation_of_bih,"Пољопривреда, шумарство, рибарство и ветеринарство",
2016,Број,federation_of_bih,Здравство и социјална заштита,
2016,Број,federation_of_bih,Услуге,
2016,Број,una-sana_canton,Oбразовање,
2016,Број,una-sana_canton,Умјетност и хуманистичке науке,
2016,Број,una-sana_canton,"Друштвене науке, новинарство и информисање",
2016,Број,una-sana_canton,"Пословање, администрација и право",
2016,Број,una-sana_canton,"Природне науке, математика и статистика",
2016,Број,una-sana_canton,Информационе и комуникационе технологије,
2016,Број,una-sana_canton,"Инжeњерство, производња и грађевинарство",
2016,Број,una-sana_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2016,Број,una-sana_canton,Здравство и социјална заштита,
2016,Број,una-sana_canton,Услуге,
2016,Број,tuzla_canton,Oбразовање,
2016,Број,tuzla_canton,Умјетност и хуманистичке науке,
2016,Број,tuzla_canton,"Друштвене науке, новинарство и информисање",
2016,Број,tuzla_canton,"Пословање, администрација и право",
2016,Број,tuzla_canton,"Природне науке, математика и статистика",
2016,Број,tuzla_canton,Информационе и комуникационе технологије,
2016,Број,tuzla_canton,"Инжeњерство, производња и грађевинарство",
2016,Број,tuzla_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2016,Број,tuzla_canton,Здравство и социјална заштита,
2016,Број,tuzla_canton,Услуге,
2016,Број,zenica-doboj_canton,Oбразовање,
2016,Број,zenica-doboj_canton,Умјетност и хуманистичке науке,
2016,Број,zenica-doboj_canton,"Друштвене науке, новинарство и информисање",
2016,Број,zenica-doboj_canton,"Пословање, администрација и право",
2016,Број,zenica-doboj_canton,"Природне науке, математика и статистика",
2016,Број,zenica-doboj_canton,Информационе и комуникационе технологије,
2016,Број,zenica-doboj_canton,"Инжeњерство, производња и грађевинарство",
2016,Број,zenica-doboj_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2016,Број,zenica-doboj_canton,Здравство и социјална заштита,
2016,Број,zenica-doboj_canton,Услуге,
2016,Број,bosnian-podrinje_canton,Oбразовање,
2016,Број,bosnian-podrinje_canton,Умјетност и хуманистичке науке,
2016,Број,bosnian-podrinje_canton,"Друштвене науке, новинарство и информисање",
2016,Број,bosnian-podrinje_canton,"Пословање, администрација и право",
2016,Број,bosnian-podrinje_canton,"Природне науке, математика и статистика",
2016,Број,bosnian-podrinje_canton,Информационе и комуникационе технологије,
2016,Број,bosnian-podrinje_canton,"Инжeњерство, производња и грађевинарство",
2016,Број,bosnian-podrinje_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2016,Број,bosnian-podrinje_canton,Здравство и социјална заштита,
2016,Број,bosnian-podrinje_canton,Услуге,
2016,Број,central_bosnia_canton,Oбразовање,
2016,Број,central_bosnia_canton,Умјетност и хуманистичке науке,
2016,Број,central_bosnia_canton,"Друштвене науке, новинарство и информисање",
2016,Број,central_bosnia_canton,"Пословање, администрација и право",
2016,Број,central_bosnia_canton,"Природне науке, математика и статистика",
2016,Број,central_bosnia_canton,Информационе и комуникационе технологије,
2016,Број,central_bosnia_canton,"Инжeњерство, производња и грађевинарство",
2016,Број,central_bosnia_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2016,Број,central_bosnia_canton,Здравство и социјална заштита,
2016,Број,central_bosnia_canton,Услуге,
2016,Број,herzegovina-neretva_canton,Oбразовање,
2016,Број,herzegovina-neretva_canton,Умјетност и хуманистичке науке,
2016,Број,herzegovina-neretva_canton,"Друштвене науке, новинарство и информисање",
2016,Број,herzegovina-neretva_canton,"Пословање, администрација и право",
2016,Број,herzegovina-neretva_canton,"Природне науке, математика и статистика",
2016,Број,herzegovina-neretva_canton,Информационе и комуникационе технологије,
2016,Број,herzegovina-neretva_canton,"Инжeњерство, производња и грађевинарство",
2016,Број,herzegovina-neretva_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2016,Број,herzegovina-neretva_canton,Здравство и социјална заштита,
2016,Број,herzegovina-neretva_canton,Услуге,
2016,Број,sarajevo_canton,Oбразовање,
2016,Број,sarajevo_canton,Умјетност и хуманистичке науке,
2016,Број,sarajevo_canton,"Друштвене науке, новинарство и информисање",
2016,Број,sarajevo_canton,"Пословање, администрација и право",
2016,Број,sarajevo_canton,"Природне науке, математика и статистика",
2016,Број,sarajevo_canton,Информационе и комуникационе технологије,
2016,Број,sarajevo_canton,"Инжeњерство, производња и грађевинарство",
2016,Број,sarajevo_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2016,Број,sarajevo_canton,Здравство и социјална заштита,
2016,Број,sarajevo_canton,Услуге,
2017,Број,federation_of_bih,Oбразовање,
2017,Број,federation_of_bih,Умјетност и хуманистичке науке,
2017,Број,federation_of_bih,"Друштвене науке, новинарство и информисање",
2017,Број,federation_of_bih,"Пословање, администрација и право",
2017,Број,federation_of_bih,"Природне науке, математика и статистика",
2017,Број,federation_of_bih,Информационе и комуникационе технологије,
2017,Број,federation_of_bih,"Инжeњерство, производња и грађевинарство",
2017,Број,federation_of_bih,"Пољопривреда, шумарство, рибарство и ветеринарство",
2017,Број,federation_of_bih,Здравство и социјална заштита,
2017,Број,federation_of_bih,Услуге,
2017,Број,una-sana_canton,Oбразовање,
2017,Број,una-sana_canton,Умјетност и хуманистичке науке,
2017,Број,una-sana_canton,"Друштвене науке, новинарство и информисање",
2017,Број,una-sana_canton,"Пословање, администрација и право",
2017,Број,una-sana_canton,"Природне науке, математика и статистика",
2017,Број,una-sana_canton,Информационе и комуникационе технологије,
2017,Број,una-sana_canton,"Инжeњерство, производња и грађевинарство",
2017,Број,una-sana_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2017,Број,una-sana_canton,Здравство и социјална заштита,
2017,Број,una-sana_canton,Услуге,
2017,Број,tuzla_canton,Oбразовање,
2017,Број,tuzla_canton,Умјетност и хуманистичке науке,
2017,Број,tuzla_canton,"Друштвене науке, новинарство и информисање",
2017,Број,tuzla_canton,"Пословање, администрација и право",
2017,Број,tuzla_canton,"Природне науке, математика и статистика",
2017,Број,tuzla_canton,Информационе и комуникационе технологије,
2017,Број,tuzla_canton,"Инжeњерство, производња и грађевинарство",
2017,Број,tuzla_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2017,Број,tuzla_canton,Здравство и социјална заштита,
2017,Број,tuzla_canton,Услуге,
2017,Број,zenica-doboj_canton,Oбразовање,
2017,Број,zenica-doboj_canton,Умјетност и хуманистичке науке,
2017,Број,zenica-doboj_canton,"Друштвене науке, новинарство и информисање",
2017,Број,zenica-doboj_canton,"Пословање, администрација и право",
2017,Број,zenica-doboj_canton,"Природне науке, математика и статистика",
2017,Број,zenica-doboj_canton,Информационе и комуникационе технологије,
2017,Број,zenica-doboj_canton,"Инжeњерство, производња и грађевинарство",
2017,Број,zenica-doboj_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2017,Број,zenica-doboj_canton,Здравство и социјална заштита,
2017,Број,zenica-doboj_canton,Услуге,
2017,Број,bosnian-podrinje_canton,Oбразовање,
2017,Број,bosnian-podrinje_canton,Умјетност и хуманистичке науке,
2017,Број,bosnian-podrinje_canton,"Друштвене науке, новинарство и информисање",
2017,Број,bosnian-podrinje_canton,"Пословање, администрација и право",
2017,Број,bosnian-podrinje_canton,"Природне науке, математика и статистика",
2017,Број,bosnian-podrinje_canton,Информационе и комуникационе технологије,
2017,Број,bosnian-podrinje_canton,"Инжeњерство, производња и грађевинарство",
2017,Број,bosnian-podrinje_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2017,Број,bosnian-podrinje_canton,Здравство и социјална заштита,
2017,Број,bosnian-podrinje_canton,Услуге,
2017,Број,central_bosnia_canton,Oбразовање,
2017,Број,central_bosnia_canton,Умјетност и хуманистичке науке,
2017,Број,central_bosnia_canton,"Друштвене науке, новинарство и информисање",
2017,Број,central_bosnia_canton,"Пословање, администрација и право",
2017,Број,central_bosnia_canton,"Природне науке, математика и статистика",
2017,Број,central_bosnia_canton,Информационе и комуникационе технологије,
2017,Број,central_bosnia_canton,"Инжeњерство, производња и грађевинарство",
2017,Број,central_bosnia_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2017,Број,central_bosnia_canton,Здравство и социјална заштита,
2017,Број,central_bosnia_canton,Услуге,
2017,Број,herzegovina-neretva_canton,Oбразовање,
2017,Број,herzegovina-neretva_canton,Умјетност и хуманистичке науке,
2017,Број,herzegovina-neretva_canton,"Друштвене науке, новинарство и информисање",
2017,Број,herzegovina-neretva_canton,"Пословање, администрација и право",
2017,Број,herzegovina-neretva_canton,"Природне науке, математика и статистика",
2017,Број,herzegovina-neretva_canton,Информационе и комуникационе технологије,
2017,Број,herzegovina-neretva_canton,"Инжeњерство, производња и грађевинарство",
2017,Број,herzegovina-neretva_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2017,Број,herzegovina-neretva_canton,Здравство и социјална заштита,
2017,Број,herzegovina-neretva_canton,Услуге,
2017,Број,sarajevo_canton,Oбразовање,
2017,Број,sarajevo_canton,Умјетност и хуманистичке науке,
2017,Број,sarajevo_canton,"Друштвене науке, новинарство и информисање",
2017,Број,sarajevo_canton,"Пословање, администрација и право",
2017,Број,sarajevo_canton,"Природне науке, математика и статистика",
2017,Број,sarajevo_canton,Информационе и комуникационе технологије,
2017,Број,sarajevo_canton,"Инжeњерство, производња и грађевинарство",
2017,Број,sarajevo_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2017,Број,sarajevo_canton,Здравство и социјална заштита,
2017,Број,sarajevo_canton,Услуге,
2018,Број,federation_of_bih,Oбразовање,
2018,Број,federation_of_bih,Умјетност и хуманистичке науке,
2018,Број,federation_of_bih,"Друштвене науке, новинарство и информисање",
2018,Број,federation_of_bih,"Пословање, администрација и право",
2018,Број,federation_of_bih,"Природне науке, математика и статистика",
2018,Број,federation_of_bih,Информационе и комуникационе технологије,
2018,Број,federation_of_bih,"Инжeњерство, производња и грађевинарство",
2018,Број,federation_of_bih,"Пољопривреда, шумарство, рибарство и ветеринарство",
2018,Број,federation_of_bih,Здравство и социјална заштита,
2018,Број,federation_of_bih,Услуге,
2018,Број,una-sana_canton,Oбразовање,
2018,Број,una-sana_canton,Умјетност и хуманистичке науке,
2018,Број,una-sana_canton,"Друштвене науке, новинарство и информисање",
2018,Број,una-sana_canton,"Пословање, администрација и право",
2018,Број,una-sana_canton,"Природне науке, математика и статистика",
2018,Број,una-sana_canton,Информационе и комуникационе технологије,
2018,Број,una-sana_canton,"Инжeњерство, производња и грађевинарство",
2018,Број,una-sana_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2018,Број,una-sana_canton,Здравство и социјална заштита,
2018,Број,una-sana_canton,Услуге,
2018,Број,tuzla_canton,Oбразовање,
2018,Број,tuzla_canton,Умјетност и хуманистичке науке,
2018,Број,tuzla_canton,"Друштвене науке, новинарство и информисање",
2018,Број,tuzla_canton,"Пословање, администрација и право",
2018,Број,tuzla_canton,"Природне науке, математика и статистика",
2018,Број,tuzla_canton,Информационе и комуникационе технологије,
2018,Број,tuzla_canton,"Инжeњерство, производња и грађевинарство",
2018,Број,tuzla_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2018,Број,tuzla_canton,Здравство и социјална заштита,
2018,Број,tuzla_canton,Услуге,
2018,Број,zenica-doboj_canton,Oбразовање,
2018,Број,zenica-doboj_canton,Умјетност и хуманистичке науке,
2018,Број,zenica-doboj_canton,"Друштвене науке, новинарство и информисање",
2018,Број,zenica-doboj_canton,"Пословање, администрација и право",
2018,Број,zenica-doboj_canton,"Природне науке, математика и статистика",
2018,Број,zenica-doboj_canton,Информационе и комуникационе технологије,
2018,Број,zenica-doboj_canton,"Инжeњерство, производња и грађевинарство",
2018,Број,zenica-doboj_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2018,Број,zenica-doboj_canton,Здравство и социјална заштита,
2018,Број,zenica-doboj_canton,Услуге,
2018,Број,bosnian-podrinje_canton,Oбразовање,
2018,Број,bosnian-podrinje_canton,Умјетност и хуманистичке науке,
2018,Број,bosnian-podrinje_canton,"Друштвене науке, новинарство и информисање",
2018,Број,bosnian-podrinje_canton,"Пословање, администрација и право",
2018,Број,bosnian-podrinje_canton,"Природне науке, математика и статистика",
2018,Број,bosnian-podrinje_canton,Информационе и комуникационе технологије,
2018,Број,bosnian-podrinje_canton,"Инжeњерство, производња и грађевинарство",
2018,Број,bosnian-podrinje_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2018,Број,bosnian-podrinje_canton,Здравство и социјална заштита,
2018,Број,bosnian-podrinje_canton,Услуге,
2018,Број,central_bosnia_canton,Oбразовање,
2018,Број,central_bosnia_canton,Умјетност и хуманистичке науке,
2018,Број,central_bosnia_canton,"Друштвене науке, новинарство и информисање",
2018,Број,central_bosnia_canton,"Пословање, администрација и право",
2018,Број,central_bosnia_canton,"Природне науке, математика и статистика",
2018,Број,central_bosnia_canton,Информационе и комуникационе технологије,
2018,Број,central_bosnia_canton,"Инжeњерство, производња и грађевинарство",
2018,Број,central_bosnia_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2018,Број,central_bosnia_canton,Здравство и социјална заштита,
2018,Број,central_bosnia_canton,Услуге,
2018,Број,herzegovina-neretva_canton,Oбразовање,
2018,Број,herzegovina-neretva_canton,Умјетност и хуманистичке науке,
2018,Број,herzegovina-neretva_canton,"Друштвене науке, новинарство и информисање",
2018,Број,herzegovina-neretva_canton,"Пословање, администрација и право",
2018,Број,herzegovina-neretva_canton,"Природне науке, математика и статистика",
2018,Број,herzegovina-neretva_canton,Информационе и комуникационе технологије,
2018,Број,herzegovina-neretva_canton,"Инжeњерство, производња и грађевинарство",
2018,Број,herzegovina-neretva_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2018,Број,herzegovina-neretva_canton,Здравство и социјална заштита,
2018,Број,herzegovina-neretva_canton,Услуге,
2018,Број,sarajevo_canton,Oбразовање,
2018,Број,sarajevo_canton,Умјетност и хуманистичке науке,
2018,Број,sarajevo_canton,"Друштвене науке, новинарство и информисање",
2018,Број,sarajevo_canton,"Пословање, администрација и право",
2018,Број,sarajevo_canton,"Природне науке, математика и статистика",
2018,Број,sarajevo_canton,Информационе и комуникационе технологије,
2018,Број,sarajevo_canton,"Инжeњерство, производња и грађевинарство",
2018,Број,sarajevo_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2018,Број,sarajevo_canton,Здравство и социјална заштита,
2018,Број,sarajevo_canton,Услуге,
2019,Број,federation_of_bih,Oбразовање,
2019,Број,federation_of_bih,Умјетност и хуманистичке науке,
2019,Број,federation_of_bih,"Друштвене науке, новинарство и информисање",
2019,Број,federation_of_bih,"Пословање, администрација и право",
2019,Број,federation_of_bih,"Природне науке, математика и статистика",
2019,Број,federation_of_bih,Информационе и комуникационе технологије,
2019,Број,federation_of_bih,"Инжeњерство, производња и грађевинарство",
2019,Број,federation_of_bih,"Пољопривреда, шумарство, рибарство и ветеринарство",
2019,Број,federation_of_bih,Здравство и социјална заштита,
2019,Број,federation_of_bih,Услуге,
2019,Број,una-sana_canton,Oбразовање,
2019,Број,una-sana_canton,Умјетност и хуманистичке науке,
2019,Број,una-sana_canton,"Друштвене науке, новинарство и информисање",
2019,Број,una-sana_canton,"Пословање, администрација и право",
2019,Број,una-sana_canton,"Природне науке, математика и статистика",
2019,Број,una-sana_canton,Информационе и комуникационе технологије,
2019,Број,una-sana_canton,"Инжeњерство, производња и грађевинарство",
2019,Број,una-sana_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2019,Број,una-sana_canton,Здравство и социјална заштита,
2019,Број,una-sana_canton,Услуге,
2019,Број,tuzla_canton,Oбразовање,
2019,Број,tuzla_canton,Умјетност и хуманистичке науке,
2019,Број,tuzla_canton,"Друштвене науке, новинарство и информисање",
2019,Број,tuzla_canton,"Пословање, администрација и право",
2019,Број,tuzla_canton,"Природне науке, математика и статистика",
2019,Број,tuzla_canton,Информационе и комуникационе технологије,
2019,Број,tuzla_canton,"Инжeњерство, производња и грађевинарство",
2019,Број,tuzla_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2019,Број,tuzla_canton,Здравство и социјална заштита,
2019,Број,tuzla_canton,Услуге,
2019,Број,zenica-doboj_canton,Oбразовање,
2019,Број,zenica-doboj_canton,Умјетност и хуманистичке науке,
2019,Број,zenica-doboj_canton,"Друштвене науке, новинарство и информисање",
2019,Број,zenica-doboj_canton,"Пословање, администрација и право",
2019,Број,zenica-doboj_canton,"Природне науке, математика и статистика",
2019,Број,zenica-doboj_canton,Информационе и комуникационе технологије,
2019,Број,zenica-doboj_canton,"Инжeњерство, производња и грађевинарство",
2019,Број,zenica-doboj_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2019,Број,zenica-doboj_canton,Здравство и социјална заштита,
2019,Број,zenica-doboj_canton,Услуге,
2019,Број,bosnian-podrinje_canton,Oбразовање,
2019,Број,bosnian-podrinje_canton,Умјетност и хуманистичке науке,
2019,Број,bosnian-podrinje_canton,"Друштвене науке, новинарство и информисање",
2019,Број,bosnian-podrinje_canton,"Пословање, администрација и право",
2019,Број,bosnian-podrinje_canton,"Природне науке, математика и статистика",
2019,Број,bosnian-podrinje_canton,Информационе и комуникационе технологије,
2019,Број,bosnian-podrinje_canton,"Инжeњерство, производња и грађевинарство",
2019,Број,bosnian-podrinje_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2019,Број,bosnian-podrinje_canton,Здравство и социјална заштита,
2019,Број,bosnian-podrinje_canton,Услуге,
2019,Број,central_bosnia_canton,Oбразовање,
2019,Број,central_bosnia_canton,Умјетност и хуманистичке науке,
2019,Број,central_bosnia_canton,"Друштвене науке, новинарство и информисање",
2019,Број,central_bosnia_canton,"Пословање, администрација и право",
2019,Број,central_bosnia_canton,"Природне науке, математика и статистика",
2019,Број,central_bosnia_canton,Информационе и комуникационе технологије,
2019,Број,central_bosnia_canton,"Инжeњерство, производња и грађевинарство",
2019,Број,central_bosnia_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2019,Број,central_bosnia_canton,Здравство и социјална заштита,
2019,Број,central_bosnia_canton,Услуге,
2019,Број,herzegovina-neretva_canton,Oбразовање,
2019,Број,herzegovina-neretva_canton,Умјетност и хуманистичке науке,
2019,Број,herzegovina-neretva_canton,"Друштвене науке, новинарство и информисање",
2019,Број,herzegovina-neretva_canton,"Пословање, администрација и право",
2019,Број,herzegovina-neretva_canton,"Природне науке, математика и статистика",
2019,Број,herzegovina-neretva_canton,Информационе и комуникационе технологије,
2019,Број,herzegovina-neretva_canton,"Инжeњерство, производња и грађевинарство",
2019,Број,herzegovina-neretva_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2019,Број,herzegovina-neretva_canton,Здравство и социјална заштита,
2019,Број,herzegovina-neretva_canton,Услуге,
2019,Број,sarajevo_canton,Oбразовање,
2019,Број,sarajevo_canton,Умјетност и хуманистичке науке,
2019,Број,sarajevo_canton,"Друштвене науке, новинарство и информисање",
2019,Број,sarajevo_canton,"Пословање, администрација и право",
2019,Број,sarajevo_canton,"Природне науке, математика и статистика",
2019,Број,sarajevo_canton,Информационе и комуникационе технологије,
2019,Број,sarajevo_canton,"Инжeњерство, производња и грађевинарство",
2019,Број,sarajevo_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2019,Број,sarajevo_canton,Здравство и социјална заштита,
2019,Број,sarajevo_canton,Услуге,
2020,Број,federation_of_bih,Oбразовање,
2020,Број,federation_of_bih,Умјетност и хуманистичке науке,
2020,Број,federation_of_bih,"Друштвене науке, новинарство и информисање",
2020,Број,federation_of_bih,"Пословање, администрација и право",
2020,Број,federation_of_bih,"Природне науке, математика и статистика",
2020,Број,federation_of_bih,Информационе и комуникационе технологије,
2020,Број,federation_of_bih,"Инжeњерство, производња и грађевинарство",
2020,Број,federation_of_bih,"Пољопривреда, шумарство, рибарство и ветеринарство",
2020,Број,federation_of_bih,Здравство и социјална заштита,
2020,Број,federation_of_bih,Услуге,
2020,Број,una-sana_canton,Oбразовање,
2020,Број,una-sana_canton,Умјетност и хуманистичке науке,
2020,Број,una-sana_canton,"Друштвене науке, новинарство и информисање",
2020,Број,una-sana_canton,"Пословање, администрација и право",
2020,Број,una-sana_canton,"Природне науке, математика и статистика",
2020,Број,una-sana_canton,Информационе и комуникационе технологије,
2020,Број,una-sana_canton,"Инжeњерство, производња и грађевинарство",
2020,Број,una-sana_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2020,Број,una-sana_canton,Здравство и социјална заштита,
2020,Број,una-sana_canton,Услуге,
2020,Број,tuzla_canton,Oбразовање,
2020,Број,tuzla_canton,Умјетност и хуманистичке науке,
2020,Број,tuzla_canton,"Друштвене науке, новинарство и информисање",
2020,Број,tuzla_canton,"Пословање, администрација и право",
2020,Број,tuzla_canton,"Природне науке, математика и статистика",
2020,Број,tuzla_canton,Информационе и комуникационе технологије,
2020,Број,tuzla_canton,"Инжeњерство, производња и грађевинарство",
2020,Број,tuzla_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2020,Број,tuzla_canton,Здравство и социјална заштита,
2020,Број,tuzla_canton,Услуге,
2020,Број,zenica-doboj_canton,Oбразовање,
2020,Број,zenica-doboj_canton,Умјетност и хуманистичке науке,
2020,Број,zenica-doboj_canton,"Друштвене науке, новинарство и информисање",
2020,Број,zenica-doboj_canton,"Пословање, администрација и право",
2020,Број,zenica-doboj_canton,"Природне науке, математика и статистика",
2020,Број,zenica-doboj_canton,Информационе и комуникационе технологије,
2020,Број,zenica-doboj_canton,"Инжeњерство, производња и грађевинарство",
2020,Број,zenica-doboj_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2020,Број,zenica-doboj_canton,Здравство и социјална заштита,
2020,Број,zenica-doboj_canton,Услуге,
2020,Број,bosnian-podrinje_canton,Oбразовање,
2020,Број,bosnian-podrinje_canton,Умјетност и хуманистичке науке,
2020,Број,bosnian-podrinje_canton,"Друштвене науке, новинарство и информисање",
2020,Број,bosnian-podrinje_canton,"Пословање, администрација и право",
2020,Број,bosnian-podrinje_canton,"Природне науке, математика и статистика",
2020,Број,bosnian-podrinje_canton,Информационе и комуникационе технологије,
2020,Број,bosnian-podrinje_canton,"Инжeњерство, производња и грађевинарство",
2020,Број,bosnian-podrinje_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2020,Број,bosnian-podrinje_canton,Здравство и социјална заштита,
2020,Број,bosnian-podrinje_canton,Услуге,
2020,Број,central_bosnia_canton,Oбразовање,
2020,Број,central_bosnia_canton,Умјетност и хуманистичке науке,
2020,Број,central_bosnia_canton,"Друштвене науке, новинарство и информисање",
2020,Број,central_bosnia_canton,"Пословање, администрација и право",
2020,Број,central_bosnia_canton,"Природне науке, математика и статистика",
2020,Број,central_bosnia_canton,Информационе и комуникационе технологије,
2020,Број,central_bosnia_canton,"Инжeњерство, производња и грађевинарство",
2020,Број,central_bosnia_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2020,Број,central_bosnia_canton,Здравство и социјална заштита,
2020,Број,central_bosnia_canton,Услуге,
2020,Број,herzegovina-neretva_canton,Oбразовање,
2020,Број,herzegovina-neretva_canton,Умјетност и хуманистичке науке,
2020,Број,herzegovina-neretva_canton,"Друштвене науке, новинарство и информисање",
2020,Број,herzegovina-neretva_canton,"Пословање, администрација и право",
2020,Број,herzegovina-neretva_canton,"Природне науке, математика и статистика",
2020,Број,herzegovina-neretva_canton,Информационе и комуникационе технологије,
2020,Број,herzegovina-neretva_canton,"Инжeњерство, производња и грађевинарство",
2020,Број,herzegovina-neretva_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2020,Број,herzegovina-neretva_canton,Здравство и социјална заштита,
2020,Број,herzegovina-neretva_canton,Услуге,
2020,Број,sarajevo_canton,Oбразовање,
2020,Број,sarajevo_canton,Умјетност и хуманистичке науке,
2020,Број,sarajevo_canton,"Друштвене науке, новинарство и информисање",
2020,Број,sarajevo_canton,"Пословање, администрација и право",
2020,Број,sarajevo_canton,"Природне науке, математика и статистика",
2020,Број,sarajevo_canton,Информационе и комуникационе технологије,
2020,Број,sarajevo_canton,"Инжeњерство, производња и грађевинарство",
2020,Број,sarajevo_canton,"Пољопривреда, шумарство, рибарство и ветеринарство",
2020,Број,sarajevo_canton,Здравство и социјална заштита,
2020,Број,sarajevo_canton,Услуге,
