Year,UNIT_MEASURE,Municipality,Sex,Education,Value
2013,Number,Tuzla,Both sexes,Elementary education,15907
2013,Number,Usora,Both sexes,Elementary education,1370
2013,Number,Vares,Both sexes,Elementary education,1649
2013,Number,Velika Kladusa,Both sexes,Elementary education,11344
2013,Number,Visoko,Both sexes,Elementary education,6961
2013,Number,Vitez,Both sexes,Elementary education,4317
2013,Number,Sarajevo-Vogosca,Both sexes,Elementary education,4100
2013,Number,Zavidovici,Both sexes,Elementary education,7764
2013,Number,Zenica,Both sexes,Elementary education,19375
2013,Number,Zepce,Both sexes,Elementary education,6573
2013,Number,Zivinice,Both sexes,Elementary education,11174
2013,Number,Banovici,M,Elementary education,1488
2013,Number,Bihac,M,Elementary education,4692
2013,Number,Bosanska Krupa,M,Elementary education,2713
2013,Number,Bosanski Petrovac,M,Elementary education,752
2013,Number,Bosansko Grahovo,M,Elementary education,197
2013,Number,Breza,M,Elementary education,816
2013,Number,Bugojno,M,Elementary education,2713
2013,Number,Busovaca,M,Elementary education,1485
2013,Number,Buzim,M,Elementary education,2656
2013,Number,Cazin,M,Elementary education,7667
2013,Number,Sarajevo-Centar,M,Elementary education,1889
2013,Number,Capljina,M,Elementary education,1561
2013,Number,Celic,M,Elementary education,1313
2013,Number,Citluk,M,Elementary education,1072
2013,Number,Doboj-Istok,M,Elementary education,863
2013,Number,Doboj-Jug,M,Elementary education,346
2013,Number,Dobretici,M,Elementary education,245
2013,Number,Domaljevac-Samac,M,Elementary education,488
2013,Number,Donji Vakuf,M,Elementary education,1432
2013,Number,Drvar,M,Elementary education,466
2013,Number,foca-fbih,M,Elementary education,202
2013,Number,Fojnica,M,Elementary education,1059
2013,Number,Glamoc,M,Elementary education,357
2013,Number,Gorazde,M,Elementary education,1544
2013,Number,Gornji Vakuf-Uskoplje,M,Elementary education,1925
2013,Number,Gracanica,M,Elementary education,3765
2013,Number,Gradacac,M,Elementary education,4069
2013,Number,Grude,M,Elementary education,1172
2013,Number,Sarajevo-Hadzici,M,Elementary education,1641
2013,Number,Sarajevo-Ilidza,M,Elementary education,3476
2013,Number,Sarajevo-Ilijas,M,Elementary education,1526
2013,Number,Jablanica,M,Elementary education,638
2013,Number,Jajce,M,Elementary education,2227
2013,Number,Kakanj,M,Elementary education,2703
2013,Number,Kalesija,M,Elementary education,2869
2013,Number,Kiseljak,M,Elementary education,1573
2013,Number,Kladanj,M,Elementary education,1070
2013,Number,Kljuc,M,Elementary education,1778
2013,Number,Konjic,M,Elementary education,2205
2013,Number,Kresevo,M,Elementary education,335
2013,Number,Kupres-FBiH,M,Elementary education,358
2013,Number,Livno,M,Elementary education,2491
2013,Number,Lukavac,M,Elementary education,2992
2013,Number,Ljubuski,M,Elementary education,1694
2013,Number,Maglaj,M,Elementary education,1890
2013,Number,Mostar,M,Elementary education,5501
2013,Number,Neum,M,Elementary education,281
2013,Number,Sarajevo-Novi Grad,M,Elementary education,5492
2013,Number,Novi Travnik,M,Elementary education,1682
2013,Number,Sarajevo-Novo Sarajevo,M,Elementary education,2258
2013,Number,Odzak,M,Elementary education,1870
2013,Number,Olovo,M,Elementary education,963
2013,Number,Orasje,M,Elementary education,1958
2013,Number,Pale-FBiH,M,Elementary education,93
2013,Number,Posusje,M,Elementary education,1558
2013,Number,Prozor,M,Elementary education,1244
2013,Number,Ravno,M,Elementary education,204
2013,Number,Sanski Most,M,Elementary education,3935
2013,Number,Sapna,M,Elementary education,1457
2013,Number,Srebrenik,M,Elementary education,3715
2013,Number,Sarajevo-Stari Grad,M,Elementary education,1634
2013,Number,Stolac,M,Elementary education,980
2013,Number,Siroki Brijeg,M,Elementary education,1633
2013,Number,Teocak,M,Elementary education,823
2013,Number,Tesanj,M,Elementary education,4192
2013,Number,Tomislavgrad,M,Elementary education,2765
2013,Number,Travnik,M,Elementary education,5002
2013,Number,Trnovo-FBiH,M,Elementary education,124
2013,Number,Tuzla,M,Elementary education,6043
2013,Number,Usora,M,Elementary education,603
2013,Number,Vares,M,Elementary education,623
2013,Number,Velika Kladusa,M,Elementary education,5360
2013,Number,Visoko,M,Elementary education,3040
2013,Number,Vitez,M,Elementary education,1713
2013,Number,Sarajevo-Vogosca,M,Elementary education,1387
2013,Number,Zavidovici,M,Elementary education,2812
2013,Number,Zenica,M,Elementary education,7484
2013,Number,Zepce,M,Elementary education,2813
2013,Number,Zivinice,M,Elementary education,4423
2013,Number,Banovici,F,Elementary education,2931
2013,Number,Bihac,F,Elementary education,6331
2013,Number,Bosanska Krupa,F,Elementary education,3380
2013,Number,Bosanski Petrovac,F,Elementary education,812
2013,Number,Bosansko Grahovo,F,Elementary education,228
2013,Number,Breza,F,Elementary education,1460
2013,Number,Bugojno,F,Elementary education,3651
2013,Number,Busovaca,F,Elementary education,2005
2013,Number,Buzim,F,Elementary education,2987
2013,Number,Cazin,F,Elementary education,9453
2013,Number,Sarajevo-Centar,F,Elementary education,3557
2013,Number,Capljina,F,Elementary education,2219
2013,Number,Celic,F,Elementary education,1571
2013,Number,Citluk,F,Elementary education,1395
2013,Number,Doboj-Istok,F,Elementary education,1163
2013,Number,Doboj-Jug,F,Elementary education,508
2013,Number,Dobretici,F,Elementary education,206
2013,Number,Domaljevac-Samac,F,Elementary education,480
2013,Number,Donji Vakuf,F,Elementary education,1818
2013,Number,Drvar,F,Elementary education,766
2013,Number,foca-fbih,F,Elementary education,238
2013,Number,Fojnica,F,Elementary education,1389
2013,Number,Glamoc,F,Elementary education,424
2013,Number,Gorazde,F,Elementary education,2653
2013,Number,Gornji Vakuf-Uskoplje,F,Elementary education,2205
2013,Number,Gracanica,F,Elementary education,5648
2013,Number,Gradacac,F,Elementary education,5339
2013,Number,Grude,F,Elementary education,1294
2013,Number,Sarajevo-Hadzici,F,Elementary education,2676
2013,Number,Sarajevo-Ilidza,F,Elementary education,6411
2013,Number,Sarajevo-Ilijas,F,Elementary education,2442
2013,Number,Jablanica,F,Elementary education,1024
2013,Number,Jajce,F,Elementary education,2624
2013,Number,Kakanj,F,Elementary education,4853
2013,Number,Kalesija,F,Elementary education,3972
2013,Number,Kiseljak,F,Elementary education,2043
2013,Number,Kladanj,F,Elementary education,1660
2013,Number,Kljuc,F,Elementary education,1975
2013,Number,Konjic,F,Elementary education,3001
2013,Number,Kresevo,F,Elementary education,526
2013,Number,Kupres-FBiH,F,Elementary education,356
2013,Number,Livno,F,Elementary education,2754
2013,Number,Lukavac,F,Elementary education,4868
2013,Number,Ljubuski,F,Elementary education,1815
2013,Number,Maglaj,F,Elementary education,2868
2013,Number,Mostar,F,Elementary education,8742
2013,Number,Neum,F,Elementary education,327
2013,Number,Sarajevo-Novi Grad,F,Elementary education,10481
2013,Number,Novi Travnik,F,Elementary education,2616
2013,Number,Sarajevo-Novo Sarajevo,F,Elementary education,4198
2013,Number,Odzak,F,Elementary education,2112
2013,Number,Olovo,F,Elementary education,1458
2013,Number,Orasje,F,Elementary education,2057
2013,Number,Pale-FBiH,F,Elementary education,156
2013,Number,Posusje,F,Elementary education,1591
2013,Number,Prozor,F,Elementary education,1227
2013,Number,Ravno,F,Elementary education,238
2013,Number,Sanski Most,F,Elementary education,4972
2013,Number,Sapna,F,Elementary education,1473
2013,Number,Srebrenik,F,Elementary education,4878
2013,Number,Sarajevo-Stari Grad,F,Elementary education,2884
2013,Number,Stolac,F,Elementary education,1437
2013,Number,Siroki Brijeg,F,Elementary education,1818
2013,Number,Teocak,F,Elementary education,1023
2013,Number,Tesanj,F,Elementary education,5799
2013,Number,Tomislavgrad,F,Elementary education,2633
2013,Number,Travnik,F,Elementary education,6612
2013,Number,Trnovo-FBiH,F,Elementary education,166
2013,Number,Tuzla,F,Elementary education,9864
2013,Number,Usora,F,Elementary education,767
2013,Number,Vares,F,Elementary education,1026
2013,Number,Velika Kladusa,F,Elementary education,5984
2013,Number,Visoko,F,Elementary education,3921
2013,Number,Vitez,F,Elementary education,2604
2013,Number,Sarajevo-Vogosca,F,Elementary education,2713
2013,Number,Zavidovici,F,Elementary education,4952
2013,Number,Zenica,F,Elementary education,11891
2013,Number,Zepce,F,Elementary education,3760
2013,Number,Zivinice,F,Elementary education,6751
2013,Number,Banovici,Both sexes,Secondary education,10567
2013,Number,Bihac,Both sexes,Secondary education,22893
2013,Number,Bosanska Krupa,Both sexes,Secondary education,8892
2013,Number,Bosanski Petrovac,Both sexes,Secondary education,3060
2013,Number,Bosansko Grahovo,Both sexes,Secondary education,1116
2013,Number,Breza,Both sexes,Secondary education,6653
2013,Number,Bugojno,Both sexes,Secondary education,13972
2013,Number,Busovaca,Both sexes,Secondary education,7814
2013,Number,Buzim,Both sexes,Secondary education,5704
2013,Number,Cazin,Both sexes,Secondary education,23905
2013,Number,Sarajevo-Centar,Both sexes,Secondary education,22213
2013,Number,Capljina,Both sexes,Secondary education,12475
2013,Number,Celic,Both sexes,Secondary education,3489
2013,Number,Citluk,Both sexes,Secondary education,8453
2013,Number,Doboj-Istok,Both sexes,Secondary education,4280
2013,Number,Doboj-Jug,Both sexes,Secondary education,1864
2013,Number,Dobretici,Both sexes,Secondary education,651
2013,Number,Domaljevac-Samac,Both sexes,Secondary education,1754
2013,Number,Donji Vakuf,Both sexes,Secondary education,5494
2013,Number,Drvar,Both sexes,Secondary education,3594
2013,Number,foca-fbih,Both sexes,Secondary education,748
2013,Number,Fojnica,Both sexes,Secondary education,4766
2013,Number,Glamoc,Both sexes,Secondary education,1572
2013,Number,Gorazde,Both sexes,Secondary education,9103
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,Secondary education,8817
2013,Number,Gracanica,Both sexes,Secondary education,18522
2013,Number,Gradacac,Both sexes,Secondary education,14750
2013,Number,Grude,Both sexes,Secondary education,7830
2013,Number,Sarajevo-Hadzici,Both sexes,Secondary education,10861
2013,Number,Sarajevo-Ilidza,Both sexes,Secondary education,31683
2013,Number,Sarajevo-Ilijas,Both sexes,Secondary education,8352
2013,Number,Jablanica,Both sexes,Secondary education,4565
2013,Number,Jajce,Both sexes,Secondary education,11293
2013,Number,Kakanj,Both sexes,Secondary education,15259
2013,Number,Kalesija,Both sexes,Secondary education,13592
2013,Number,Kiseljak,Both sexes,Secondary education,9291
2013,Number,Kladanj,Both sexes,Secondary education,5276
2013,Number,Kljuc,Both sexes,Secondary education,6950
2013,Number,Konjic,Both sexes,Secondary education,9767
2013,Number,Kresevo,Both sexes,Secondary education,2391
2013,Number,Kupres-FBiH,Both sexes,Secondary education,2154
2013,Number,Livno,Both sexes,Secondary education,14513
2013,Number,Lukavac,Both sexes,Secondary education,20955
2013,Number,Ljubuski,Both sexes,Secondary education,12685
2013,Number,Maglaj,Both sexes,Secondary education,10053
2013,Number,Mostar,Both sexes,Secondary education,50196
2013,Number,Neum,Both sexes,Secondary education,2092
2013,Number,Sarajevo-Novi Grad,Both sexes,Secondary education,55560
2013,Number,Novi Travnik,Both sexes,Secondary education,10488
2013,Number,Sarajevo-Novo Sarajevo,Both sexes,Secondary education,27377
2013,Number,Odzak,Both sexes,Secondary education,8118
2013,Number,Olovo,Both sexes,Secondary education,4040
2013,Number,Orasje,Both sexes,Secondary education,7596
2013,Number,Pale-FBiH,Both sexes,Secondary education,322
2013,Number,Posusje,Both sexes,Secondary education,9020
2013,Number,Prozor,Both sexes,Secondary education,5640
2013,Number,Ravno,Both sexes,Secondary education,1588
2013,Number,Sanski Most,Both sexes,Secondary education,18955
2013,Number,Sapna,Both sexes,Secondary education,3667
2013,Number,Srebrenik,Both sexes,Secondary education,15295
2013,Number,Sarajevo-Stari Grad,Both sexes,Secondary education,18034
2013,Number,Stolac,Both sexes,Secondary education,6576
2013,Number,Siroki Brijeg,Both sexes,Secondary education,13451
2013,Number,Teocak,Both sexes,Secondary education,2938
2013,Number,Tesanj,Both sexes,Secondary education,17257
2013,Number,Tomislavgrad,Both sexes,Secondary education,13379
2013,Number,Travnik,Both sexes,Secondary education,20889
2013,Number,Trnovo-FBiH,Both sexes,Secondary education,549
2013,Number,Tuzla,Both sexes,Secondary education,52917
2013,Number,Usora,Both sexes,Secondary education,3000
2013,Number,Vares,Both sexes,Secondary education,3914
2013,Number,Velika Kladusa,Both sexes,Secondary education,11477
2013,Number,Visoko,Both sexes,Secondary education,17614
2013,Number,Vitez,Both sexes,Secondary education,11791
2013,Number,Sarajevo-Vogosca,Both sexes,Secondary education,12299
2013,Number,Zavidovici,Both sexes,Secondary education,15051
2013,Number,Zenica,Both sexes,Secondary education,49301
2013,Number,Zepce,Both sexes,Secondary education,12585
2013,Number,Zivinice,Both sexes,Secondary education,24753
2013,Number,Banovici,M,Secondary education,6668
2013,Number,Bihac,M,Secondary education,12626
2013,Number,Bosanska Krupa,M,Secondary education,5304
2013,Number,Bosanski Petrovac,M,Secondary education,1784
2013,Number,Bosansko Grahovo,M,Secondary education,711
2013,Number,Breza,M,Secondary education,4058
2013,Number,Bugojno,M,Secondary education,8010
2013,Number,Busovaca,M,Secondary education,4855
2013,Number,Buzim,M,Secondary education,3639
2013,Number,Cazin,M,Secondary education,14381
2013,Number,Sarajevo-Centar,M,Secondary education,10885
2013,Number,Capljina,M,Secondary education,7100
2013,Number,Celic,M,Secondary education,2141
2013,Number,Citluk,M,Secondary education,4733
2013,Number,Doboj-Istok,M,Secondary education,2556
2013,Number,Doboj-Jug,M,Secondary education,1111
2013,Number,Dobretici,M,Secondary education,430
2013,Number,Domaljevac-Samac,M,Secondary education,973
2013,Number,Donji Vakuf,M,Secondary education,3313
2013,Number,Drvar,M,Secondary education,2098
2013,Number,foca-fbih,M,Secondary education,486
2013,Number,Fojnica,M,Secondary education,2861
2013,Number,Glamoc,M,Secondary education,963
2013,Number,Gorazde,M,Secondary education,5252
2013,Number,Gornji Vakuf-Uskoplje,M,Secondary education,5192
2013,Number,Gracanica,M,Secondary education,10727
2013,Number,Gradacac,M,Secondary education,8767
2013,Number,Grude,M,Secondary education,4306
2013,Number,Sarajevo-Hadzici,M,Secondary education,6625
2013,Number,Sarajevo-Ilidza,M,Secondary education,17593
2013,Number,Sarajevo-Ilijas,M,Secondary education,4982
2013,Number,Jablanica,M,Secondary education,2795
2013,Number,Jajce,M,Secondary education,7050
2013,Number,Kakanj,M,Secondary education,9882
2013,Number,Kalesija,M,Secondary education,8660
2013,Number,Kiseljak,M,Secondary education,5495
2013,Number,Kladanj,M,Secondary education,3206
2013,Number,Kljuc,M,Secondary education,4083
2013,Number,Konjic,M,Secondary education,5937
2013,Number,Kresevo,M,Secondary education,1416
2013,Number,Kupres-FBiH,M,Secondary education,1159
2013,Number,Livno,M,Secondary education,8114
2013,Number,Lukavac,M,Secondary education,12568
2013,Number,Ljubuski,M,Secondary education,6924
2013,Number,Maglaj,M,Secondary education,5969
2013,Number,Mostar,M,Secondary education,27372
2013,Number,Neum,M,Secondary education,1157
2013,Number,Sarajevo-Novi Grad,M,Secondary education,29274
2013,Number,Novi Travnik,M,Secondary education,6287
2013,Number,Sarajevo-Novo Sarajevo,M,Secondary education,13288
2013,Number,Odzak,M,Secondary education,4533
2013,Number,Olovo,M,Secondary education,2667
2013,Number,Orasje,M,Secondary education,4325
2013,Number,Pale-FBiH,M,Secondary education,222
2013,Number,Posusje,M,Secondary education,5026
2013,Number,Prozor,M,Secondary education,3308
2013,Number,Ravno,M,Secondary education,910
2013,Number,Sanski Most,M,Secondary education,11103
2013,Number,Sapna,M,Secondary education,2509
2013,Number,Srebrenik,M,Secondary education,9129
2013,Number,Sarajevo-Stari Grad,M,Secondary education,9459
2013,Number,Stolac,M,Secondary education,3873
2013,Number,Siroki Brijeg,M,Secondary education,7390
2013,Number,Teocak,M,Secondary education,1891
2013,Number,Tesanj,M,Secondary education,10235
2013,Number,Tomislavgrad,M,Secondary education,7566
2013,Number,Travnik,M,Secondary education,12467
2013,Number,Trnovo-FBiH,M,Secondary education,391
2013,Number,Tuzla,M,Secondary education,28217
2013,Number,Usora,M,Secondary education,1756
2013,Number,Vares,M,Secondary education,2521
2013,Number,Velika Kladusa,M,Secondary education,6766
2013,Number,Visoko,M,Secondary education,10178
2013,Number,Vitez,M,Secondary education,6815
2013,Number,Sarajevo-Vogosca,M,Secondary education,6798
2013,Number,Zavidovici,M,Secondary education,9485
2013,Number,Zenica,M,Secondary education,28605
2013,Number,Zepce,M,Secondary education,7714
2013,Number,Zivinice,M,Secondary education,15656
2013,Number,Banovici,F,Secondary education,3899
2013,Number,Bihac,F,Secondary education,10267
2013,Number,Bosanska Krupa,F,Secondary education,3588
2013,Number,Bosanski Petrovac,F,Secondary education,1276
2013,Number,Bosansko Grahovo,F,Secondary education,405
2013,Number,Breza,F,Secondary education,2595
2013,Number,Bugojno,F,Secondary education,5962
2013,Number,Busovaca,F,Secondary education,2959
2013,Number,Buzim,F,Secondary education,2065
2013,Number,Cazin,F,Secondary education,9524
2013,Number,Sarajevo-Centar,F,Secondary education,11328
2013,Number,Capljina,F,Secondary education,5375
2013,Number,Celic,F,Secondary education,1348
2013,Number,Citluk,F,Secondary education,3720
2013,Number,Doboj-Istok,F,Secondary education,1724
2013,Number,Doboj-Jug,F,Secondary education,753
2013,Number,Dobretici,F,Secondary education,221
2013,Number,Domaljevac-Samac,F,Secondary education,781
2013,Number,Donji Vakuf,F,Secondary education,2181
2013,Number,Drvar,F,Secondary education,1496
2013,Number,foca-fbih,F,Secondary education,262
2013,Number,Fojnica,F,Secondary education,1905
2013,Number,Glamoc,F,Secondary education,609
2013,Number,Gorazde,F,Secondary education,3851
2013,Number,Gornji Vakuf-Uskoplje,F,Secondary education,3625
2013,Number,Gracanica,F,Secondary education,7795
2013,Number,Gradacac,F,Secondary education,5983
2013,Number,Grude,F,Secondary education,3524
2013,Number,Sarajevo-Hadzici,F,Secondary education,4236
2013,Number,Sarajevo-Ilidza,F,Secondary education,14090
2013,Number,Sarajevo-Ilijas,F,Secondary education,3370
2013,Number,Jablanica,F,Secondary education,1770
2013,Number,Jajce,F,Secondary education,4243
2013,Number,Kakanj,F,Secondary education,5377
2013,Number,Kalesija,F,Secondary education,4932
2013,Number,Kiseljak,F,Secondary education,3796
2013,Number,Kladanj,F,Secondary education,2070
2013,Number,Kljuc,F,Secondary education,2867
2013,Number,Konjic,F,Secondary education,3830
2013,Number,Kresevo,F,Secondary education,975
2013,Number,Kupres-FBiH,F,Secondary education,995
2013,Number,Livno,F,Secondary education,6399
2013,Number,Lukavac,F,Secondary education,8387
2013,Number,Ljubuski,F,Secondary education,5761
2013,Number,Maglaj,F,Secondary education,4084
2013,Number,Mostar,F,Secondary education,22824
2013,Number,Neum,F,Secondary education,935
2013,Number,Sarajevo-Novi Grad,F,Secondary education,26286
2013,Number,Novi Travnik,F,Secondary education,4201
2013,Number,Sarajevo-Novo Sarajevo,F,Secondary education,14089
2013,Number,Odzak,F,Secondary education,3585
2013,Number,Olovo,F,Secondary education,1373
2013,Number,Orasje,F,Secondary education,3271
2013,Number,Pale-FBiH,F,Secondary education,100
2013,Number,Posusje,F,Secondary education,3994
2013,Number,Prozor,F,Secondary education,2332
2013,Number,Ravno,F,Secondary education,678
2013,Number,Sanski Most,F,Secondary education,7852
2013,Number,Sapna,F,Secondary education,1158
2013,Number,Srebrenik,F,Secondary education,6166
2013,Number,Sarajevo-Stari Grad,F,Secondary education,8575
2013,Number,Stolac,F,Secondary education,2703
2013,Number,Siroki Brijeg,F,Secondary education,6061
2013,Number,Teocak,F,Secondary education,1047
2013,Number,Tesanj,F,Secondary education,7022
2013,Number,Tomislavgrad,F,Secondary education,5813
2013,Number,Travnik,F,Secondary education,8422
2013,Number,Trnovo-FBiH,F,Secondary education,158
2013,Number,Tuzla,F,Secondary education,24700
2013,Number,Usora,F,Secondary education,1244
2013,Number,Vares,F,Secondary education,1393
2013,Number,Velika Kladusa,F,Secondary education,4711
2013,Number,Visoko,F,Secondary education,7436
2013,Number,Vitez,F,Secondary education,4976
2013,Number,Sarajevo-Vogosca,F,Secondary education,5501
2013,Number,Zavidovici,F,Secondary education,5566
2013,Number,Zenica,F,Secondary education,20696
2013,Number,Zepce,F,Secondary education,4871
2013,Number,Zivinice,F,Secondary education,9097
2013,Number,Banovici,Both sexes,Secondary specialisation,150
2013,Number,Bihac,Both sexes,Secondary specialisation,216
2013,Number,Bosanska Krupa,Both sexes,Secondary specialisation,64
2013,Number,Bosanski Petrovac,Both sexes,Secondary specialisation,16
2013,Number,Bosansko Grahovo,Both sexes,Secondary specialisation,3
2013,Number,Breza,Both sexes,Secondary specialisation,111
2013,Number,Bugojno,Both sexes,Secondary specialisation,114
2013,Number,Busovaca,Both sexes,Secondary specialisation,104
2013,Number,Buzim,Both sexes,Secondary specialisation,39
2013,Number,Cazin,Both sexes,Secondary specialisation,140
2013,Number,Sarajevo-Centar,Both sexes,Secondary specialisation,282
2013,Number,Capljina,Both sexes,Secondary specialisation,130
2013,Number,Celic,Both sexes,Secondary specialisation,16
2013,Number,Citluk,Both sexes,Secondary specialisation,84
2013,Number,Doboj-Istok,Both sexes,Secondary specialisation,24
2013,Number,Doboj-Jug,Both sexes,Secondary specialisation,23
2013,Number,Dobretici,Both sexes,Secondary specialisation,1
2013,Number,Domaljevac-Samac,Both sexes,Secondary specialisation,30
2013,Number,Donji Vakuf,Both sexes,Secondary specialisation,24
2013,Number,Drvar,Both sexes,Secondary specialisation,32
2013,Number,foca-fbih,Both sexes,Secondary specialisation,11
2013,Number,Fojnica,Both sexes,Secondary specialisation,42
2013,Number,Glamoc,Both sexes,Secondary specialisation,13
2013,Number,Gorazde,Both sexes,Secondary specialisation,190
2013,Number,Gornji Vakuf-Uskoplje,Both sexes,Secondary specialisation,30
2013,Number,Gracanica,Both sexes,Secondary specialisation,189
2013,Number,Gradacac,Both sexes,Secondary specialisation,136
2013,Number,Grude,Both sexes,Secondary specialisation,75
2013,Number,Sarajevo-Hadzici,Both sexes,Secondary specialisation,89
2013,Number,Sarajevo-Ilidza,Both sexes,Secondary specialisation,375
2013,Number,Sarajevo-Ilijas,Both sexes,Secondary specialisation,97
2013,Number,Jablanica,Both sexes,Secondary specialisation,133
2013,Number,Jajce,Both sexes,Secondary specialisation,113
2013,Number,Kakanj,Both sexes,Secondary specialisation,313
2013,Number,Kalesija,Both sexes,Secondary specialisation,115
2013,Number,Kiseljak,Both sexes,Secondary specialisation,80
2013,Number,Kladanj,Both sexes,Secondary specialisation,24
2013,Number,Kljuc,Both sexes,Secondary specialisation,74
2013,Number,Konjic,Both sexes,Secondary specialisation,144
2013,Number,Kresevo,Both sexes,Secondary specialisation,22
2013,Number,Kupres-FBiH,Both sexes,Secondary specialisation,11
2013,Number,Livno,Both sexes,Secondary specialisation,164
2013,Number,Lukavac,Both sexes,Secondary specialisation,517
2013,Number,Ljubuski,Both sexes,Secondary specialisation,138
2013,Number,Maglaj,Both sexes,Secondary specialisation,208
2013,Number,Mostar,Both sexes,Secondary specialisation,698
2013,Number,Neum,Both sexes,Secondary specialisation,53
2013,Number,Sarajevo-Novi Grad,Both sexes,Secondary specialisation,665
2013,Number,Novi Travnik,Both sexes,Secondary specialisation,335
2013,Number,Sarajevo-Novo Sarajevo,Both sexes,Secondary specialisation,446
2013,Number,Odzak,Both sexes,Secondary specialisation,94
2013,Number,Olovo,Both sexes,Secondary specialisation,32
2013,Number,Orasje,Both sexes,Secondary specialisation,76
2013,Number,Pale-FBiH,Both sexes,Secondary specialisation,4
2013,Number,Posusje,Both sexes,Secondary specialisation,103
2013,Number,Prozor,Both sexes,Secondary specialisation,25
2013,Number,Ravno,Both sexes,Secondary specialisation,6
2013,Number,Sanski Most,Both sexes,Secondary specialisation,207
2013,Number,Sapna,Both sexes,Secondary specialisation,11
2013,Number,Srebrenik,Both sexes,Secondary specialisation,145
2013,Number,Sarajevo-Stari Grad,Both sexes,Secondary specialisation,238
2013,Number,Stolac,Both sexes,Secondary specialisation,74
2013,Number,Siroki Brijeg,Both sexes,Secondary specialisation,71
2013,Number,Teocak,Both sexes,Secondary specialisation,20
2013,Number,Tesanj,Both sexes,Secondary specialisation,271
2013,Number,Tomislavgrad,Both sexes,Secondary specialisation,74
2013,Number,Travnik,Both sexes,Secondary specialisation,248
2013,Number,Trnovo-FBiH,Both sexes,Secondary specialisation,13
2013,Number,Tuzla,Both sexes,Secondary specialisation,1125
2013,Number,Usora,Both sexes,Secondary specialisation,42
2013,Number,Vares,Both sexes,Secondary specialisation,88
2013,Number,Velika Kladusa,Both sexes,Secondary specialisation,71
2013,Number,Visoko,Both sexes,Secondary specialisation,226
2013,Number,Vitez,Both sexes,Secondary specialisation,208
2013,Number,Sarajevo-Vogosca,Both sexes,Secondary specialisation,180
2013,Number,Zavidovici,Both sexes,Secondary specialisation,152
2013,Number,Zenica,Both sexes,Secondary specialisation,1966
2013,Number,Zepce,Both sexes,Secondary specialisation,161
2013,Number,Zivinice,Both sexes,Secondary specialisation,220
2013,Number,Banovici,M,Secondary specialisation,142
2013,Number,Bihac,M,Secondary specialisation,181
2013,Number,Bosanska Krupa,M,Secondary specialisation,45
2013,Number,Bosanski Petrovac,M,Secondary specialisation,13
2013,Number,Bosansko Grahovo,M,Secondary specialisation,3
2013,Number,Breza,M,Secondary specialisation,101
2013,Number,Bugojno,M,Secondary specialisation,85
2013,Number,Busovaca,M,Secondary specialisation,94
2013,Number,Buzim,M,Secondary specialisation,18
2013,Number,Cazin,M,Secondary specialisation,99
2013,Number,Sarajevo-Centar,M,Secondary specialisation,220
2013,Number,Capljina,M,Secondary specialisation,96
2013,Number,Celic,M,Secondary specialisation,14
2013,Number,Citluk,M,Secondary specialisation,61
2013,Number,Doboj-Istok,M,Secondary specialisation,20
2013,Number,Doboj-Jug,M,Secondary specialisation,21
2013,Number,Dobretici,M,Secondary specialisation,1
2013,Number,Domaljevac-Samac,M,Secondary specialisation,19
2013,Number,Donji Vakuf,M,Secondary specialisation,19
2013,Number,Drvar,M,Secondary specialisation,27
2013,Number,foca-fbih,M,Secondary specialisation,8
2013,Number,Fojnica,M,Secondary specialisation,36
2013,Number,Glamoc,M,Secondary specialisation,10
2013,Number,Gorazde,M,Secondary specialisation,163
2013,Number,Gornji Vakuf-Uskoplje,M,Secondary specialisation,25
2013,Number,Gracanica,M,Secondary specialisation,175
2013,Number,Gradacac,M,Secondary specialisation,105
2013,Number,Grude,M,Secondary specialisation,50
2013,Number,Sarajevo-Hadzici,M,Secondary specialisation,74
2013,Number,Sarajevo-Ilidza,M,Secondary specialisation,311
2013,Number,Sarajevo-Ilijas,M,Secondary specialisation,82
2013,Number,Jablanica,M,Secondary specialisation,127
2013,Number,Jajce,M,Secondary specialisation,86
2013,Number,Kakanj,M,Secondary specialisation,295
2013,Number,Kalesija,M,Secondary specialisation,94
2013,Number,Kiseljak,M,Secondary specialisation,71
2013,Number,Kladanj,M,Secondary specialisation,16
2013,Number,Kljuc,M,Secondary specialisation,51
2013,Number,Konjic,M,Secondary specialisation,130
2013,Number,Kresevo,M,Secondary specialisation,19
2013,Number,Kupres-FBiH,M,Secondary specialisation,8
2013,Number,Livno,M,Secondary specialisation,104
2013,Number,Lukavac,M,Secondary specialisation,478
2013,Number,Ljubuski,M,Secondary specialisation,83
2013,Number,Maglaj,M,Secondary specialisation,173
2013,Number,Mostar,M,Secondary specialisation,555
2013,Number,Neum,M,Secondary specialisation,45
2013,Number,Sarajevo-Novi Grad,M,Secondary specialisation,539
2013,Number,Novi Travnik,M,Secondary specialisation,301
2013,Number,Sarajevo-Novo Sarajevo,M,Secondary specialisation,346
2013,Number,Odzak,M,Secondary specialisation,70
2013,Number,Olovo,M,Secondary specialisation,27
2013,Number,Orasje,M,Secondary specialisation,57
2013,Number,Pale-FBiH,M,Secondary specialisation,4
2013,Number,Posusje,M,Secondary specialisation,69
2013,Number,Prozor,M,Secondary specialisation,17
