Year,UNIT_MEASURE,Spol,Starosna dob,Cause_of_death,Value
2012,Broj,Oba spola,0,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",4
2012,Broj,Oba spola,0,Nepoznato,4
2012,Broj,Oba spola,0,(P00-P96) Određena stanja nastala u perinatalnom periodu,82
2012,Broj,Oba spola,0,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",25
2012,Broj,Oba spola,0,(I00-I99) Bolesti cirkulacijskog sustava,11
2012,Broj,Oba spola,0,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",5
2012,Broj,M,0,(K00-K93) Bolesti digestivnog sustava,0
2012,Broj,M,0,(N00-N99) Bolesti genitalno-urinarnog sustava,0
2012,Broj,M,0,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2012,Broj,M,0,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2012,Broj,M,0,(H00-H59) Bolesti oka,0
2012,Broj,M,0,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2012,Broj,M,0,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2012,Broj,M,0,(L00-L99) Bolesti kože i potkožnog tkiva,0
2012,Broj,M,0,(A00-B99) Zarazne i parazitarne bolesti,1
2012,Broj,M,0,"(C00-C97,D00-D48) Neoplazme",1
2012,Broj,M,0,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",1
2012,Broj,M,0,(G00-G99) Bolesti nervnog sustava,1
2012,Broj,M,0,(J00-J99) Bolesti respiratornog sustava,1
2012,Broj,M,0,Nepoznato,1
2012,Broj,M,0,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",3
2012,Broj,M,0,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",3
2012,Broj,M,0,(I00-I99) Bolesti cirkulacijskog sustava,9
2012,Broj,M,0,(P00-P96) Određena stanja nastala u perinatalnom periodu,49
2012,Broj,M,0,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",15
2012,Broj,Ž,0,(L00-L99) Bolesti kože i potkožnog tkiva,0
2012,Broj,Ž,0,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2012,Broj,Ž,0,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",0
2012,Broj,Ž,0,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2012,Broj,Ž,0,(G00-G99) Bolesti nervnog sustava,0
2012,Broj,Ž,0,(H00-H59) Bolesti oka,0
2012,Broj,Ž,0,(K00-K93) Bolesti digestivnog sustava,0
2012,Broj,Ž,0,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2012,Broj,Ž,0,(N00-N99) Bolesti genitalno-urinarnog sustava,0
2012,Broj,Ž,0,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2012,Broj,Ž,0,(A00-B99) Zarazne i parazitarne bolesti,1
2012,Broj,Ž,0,"(C00-C97,D00-D48) Neoplazme",1
2012,Broj,Ž,0,(J00-J99) Bolesti respiratornog sustava,1
2012,Broj,Ž,0,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",1
2012,Broj,Ž,0,(I00-I99) Bolesti cirkulacijskog sustava,2
2012,Broj,Ž,0,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",2
2012,Broj,Ž,0,Nepoznato,3
2012,Broj,Ž,0,(P00-P96) Određena stanja nastala u perinatalnom periodu,33
2012,Broj,Ž,0,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",10
2012,Broj,Oba spola, 1-4,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2012,Broj,Oba spola, 1-4,(L00-L99) Bolesti kože i potkožnog tkiva,0
2012,Broj,Oba spola, 1-4,(H00-H59) Bolesti oka,0
2012,Broj,Oba spola, 1-4,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2012,Broj,Oba spola, 1-4,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2012,Broj,Oba spola, 1-4,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2012,Broj,Oba spola, 1-4,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2012,Broj,Oba spola, 1-4,"(C00-C97,D00-D48) Neoplazme",0
2012,Broj,Oba spola, 1-4,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",0
2012,Broj,Oba spola, 1-4,(J00-J99) Bolesti respiratornog sustava,0
2012,Broj,Oba spola, 1-4,(N00-N99) Bolesti genitalno-urinarnog sustava,0
2012,Broj,Oba spola, 1-4,(G00-G99) Bolesti nervnog sustava,1
2012,Broj,Oba spola, 1-4,(K00-K93) Bolesti digestivnog sustava,1
2012,Broj,Oba spola, 1-4,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",1
2012,Broj,Oba spola, 1-4,Nepoznato,1
2012,Broj,Oba spola, 1-4,(A00-B99) Zarazne i parazitarne bolesti,2
2012,Broj,Oba spola, 1-4,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",2
2012,Broj,Oba spola, 1-4,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",2
2012,Broj,Oba spola, 1-4,(I00-I99) Bolesti cirkulacijskog sustava,5
2012,Broj,M, 1-4,"(C00-C97,D00-D48) Neoplazme",0
2012,Broj,M, 1-4,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",0
2012,Broj,M, 1-4,(J00-J99) Bolesti respiratornog sustava,0
2012,Broj,M, 1-4,(K00-K93) Bolesti digestivnog sustava,0
2012,Broj,M, 1-4,(N00-N99) Bolesti genitalno-urinarnog sustava,0
2012,Broj,M, 1-4,Nepoznato,0
2012,Broj,M, 1-4,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2012,Broj,M, 1-4,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2012,Broj,M, 1-4,(H00-H59) Bolesti oka,0
2012,Broj,M, 1-4,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2012,Broj,M, 1-4,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2012,Broj,M, 1-4,(L00-L99) Bolesti kože i potkožnog tkiva,0
2012,Broj,M, 1-4,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2012,Broj,M, 1-4,(G00-G99) Bolesti nervnog sustava,1
2012,Broj,M, 1-4,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",1
2012,Broj,M, 1-4,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",1
2012,Broj,M, 1-4,(A00-B99) Zarazne i parazitarne bolesti,2
2012,Broj,M, 1-4,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",2
2012,Broj,M, 1-4,(I00-I99) Bolesti cirkulacijskog sustava,3
2012,Broj,Ž, 1-4,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2012,Broj,Ž, 1-4,(L00-L99) Bolesti kože i potkožnog tkiva,0
2012,Broj,Ž, 1-4,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2012,Broj,Ž, 1-4,(A00-B99) Zarazne i parazitarne bolesti,0
2012,Broj,Ž, 1-4,"(C00-C97,D00-D48) Neoplazme",0
2012,Broj,Ž, 1-4,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2012,Broj,Ž, 1-4,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",0
2012,Broj,Ž, 1-4,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2012,Broj,Ž, 1-4,(G00-G99) Bolesti nervnog sustava,0
2012,Broj,Ž, 1-4,(H00-H59) Bolesti oka,0
2012,Broj,Ž, 1-4,(J00-J99) Bolesti respiratornog sustava,0
2012,Broj,Ž, 1-4,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2012,Broj,Ž, 1-4,(N00-N99) Bolesti genitalno-urinarnog sustava,0
2012,Broj,Ž, 1-4,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2012,Broj,Ž, 1-4,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",0
2012,Broj,Ž, 1-4,(K00-K93) Bolesti digestivnog sustava,1
2012,Broj,Ž, 1-4,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",1
2012,Broj,Ž, 1-4,Nepoznato,1
2012,Broj,Ž, 1-4,(I00-I99) Bolesti cirkulacijskog sustava,2
2012,Broj,Oba spola, 5-9,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2012,Broj,Oba spola, 5-9,(L00-L99) Bolesti kože i potkožnog tkiva,0
2012,Broj,Oba spola, 5-9,(H00-H59) Bolesti oka,0
2012,Broj,Oba spola, 5-9,(A00-B99) Zarazne i parazitarne bolesti,0
2012,Broj,Oba spola, 5-9,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2012,Broj,Oba spola, 5-9,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",0
2012,Broj,Oba spola, 5-9,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2012,Broj,Oba spola, 5-9,(K00-K93) Bolesti digestivnog sustava,0
2012,Broj,Oba spola, 5-9,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2012,Broj,Oba spola, 5-9,(N00-N99) Bolesti genitalno-urinarnog sustava,0
2012,Broj,Oba spola, 5-9,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2012,Broj,Oba spola, 5-9,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",0
2012,Broj,Oba spola, 5-9,(J00-J99) Bolesti respiratornog sustava,1
2012,Broj,Oba spola, 5-9,Nepoznato,1
2012,Broj,Oba spola, 5-9,"(C00-C97,D00-D48) Neoplazme",2
2012,Broj,Oba spola, 5-9,(G00-G99) Bolesti nervnog sustava,2
2012,Broj,Oba spola, 5-9,(I00-I99) Bolesti cirkulacijskog sustava,2
2012,Broj,Oba spola, 5-9,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",3
2012,Broj,Oba spola, 5-9,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",5
2012,Broj,M, 5-9,(A00-B99) Zarazne i parazitarne bolesti,0
2012,Broj,M, 5-9,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",0
2012,Broj,M, 5-9,(K00-K93) Bolesti digestivnog sustava,0
2012,Broj,M, 5-9,(N00-N99) Bolesti genitalno-urinarnog sustava,0
2012,Broj,M, 5-9,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",0
2012,Broj,M, 5-9,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2012,Broj,M, 5-9,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2012,Broj,M, 5-9,(H00-H59) Bolesti oka,0
2012,Broj,M, 5-9,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2012,Broj,M, 5-9,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2012,Broj,M, 5-9,(L00-L99) Bolesti kože i potkožnog tkiva,0
2012,Broj,M, 5-9,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2012,Broj,M, 5-9,(G00-G99) Bolesti nervnog sustava,1
2012,Broj,M, 5-9,(J00-J99) Bolesti respiratornog sustava,1
2012,Broj,M, 5-9,Nepoznato,1
2012,Broj,M, 5-9,"(C00-C97,D00-D48) Neoplazme",2
2012,Broj,M, 5-9,(I00-I99) Bolesti cirkulacijskog sustava,2
2012,Broj,M, 5-9,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",2
2012,Broj,M, 5-9,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",4
2012,Broj,Ž, 5-9,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2012,Broj,Ž, 5-9,(L00-L99) Bolesti kože i potkožnog tkiva,0
2012,Broj,Ž, 5-9,(A00-B99) Zarazne i parazitarne bolesti,0
2012,Broj,Ž, 5-9,"(C00-C97,D00-D48) Neoplazme",0
2012,Broj,Ž, 5-9,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2012,Broj,Ž, 5-9,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",0
2012,Broj,Ž, 5-9,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2012,Broj,Ž, 5-9,(H00-H59) Bolesti oka,0
2012,Broj,Ž, 5-9,(I00-I99) Bolesti cirkulacijskog sustava,0
2012,Broj,Ž, 5-9,(J00-J99) Bolesti respiratornog sustava,0
2012,Broj,Ž, 5-9,(K00-K93) Bolesti digestivnog sustava,0
2012,Broj,Ž, 5-9,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2012,Broj,Ž, 5-9,(N00-N99) Bolesti genitalno-urinarnog sustava,0
2012,Broj,Ž, 5-9,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2012,Broj,Ž, 5-9,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",0
2012,Broj,Ž, 5-9,Nepoznato,0
2012,Broj,Ž, 5-9,(G00-G99) Bolesti nervnog sustava,1
2012,Broj,Ž, 5-9,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",1
2012,Broj,Ž, 5-9,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",1
2012,Broj,Oba spola, 10-14,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2012,Broj,Oba spola, 10-14,(L00-L99) Bolesti kože i potkožnog tkiva,0
2012,Broj,Oba spola, 10-14,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2012,Broj,Oba spola, 10-14,(H00-H59) Bolesti oka,0
2012,Broj,Oba spola, 10-14,(A00-B99) Zarazne i parazitarne bolesti,0
2012,Broj,Oba spola, 10-14,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2012,Broj,Oba spola, 10-14,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",0
2012,Broj,Oba spola, 10-14,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2012,Broj,Oba spola, 10-14,(K00-K93) Bolesti digestivnog sustava,0
2012,Broj,Oba spola, 10-14,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2012,Broj,Oba spola, 10-14,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2012,Broj,Oba spola, 10-14,(J00-J99) Bolesti respiratornog sustava,1
2012,Broj,Oba spola, 10-14,(N00-N99) Bolesti genitalno-urinarnog sustava,1
2012,Broj,Oba spola, 10-14,(I00-I99) Bolesti cirkulacijskog sustava,2
2012,Broj,Oba spola, 10-14,Nepoznato,2
2012,Broj,Oba spola, 10-14,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",4
2012,Broj,Oba spola, 10-14,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",4
2012,Broj,Oba spola, 10-14,"(C00-C97,D00-D48) Neoplazme",10
2012,Broj,Oba spola, 10-14,(G00-G99) Bolesti nervnog sustava,5
2012,Broj,M, 10-14,(A00-B99) Zarazne i parazitarne bolesti,0
2012,Broj,M, 10-14,(K00-K93) Bolesti digestivnog sustava,0
2012,Broj,M, 10-14,(N00-N99) Bolesti genitalno-urinarnog sustava,0
2012,Broj,M, 10-14,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2012,Broj,M, 10-14,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2012,Broj,M, 10-14,(H00-H59) Bolesti oka,0
2012,Broj,M, 10-14,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2012,Broj,M, 10-14,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2012,Broj,M, 10-14,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2012,Broj,M, 10-14,(L00-L99) Bolesti kože i potkožnog tkiva,0
2012,Broj,M, 10-14,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2012,Broj,M, 10-14,(J00-J99) Bolesti respiratornog sustava,1
2012,Broj,M, 10-14,Nepoznato,1
2012,Broj,M, 10-14,(G00-G99) Bolesti nervnog sustava,2
2012,Broj,M, 10-14,(I00-I99) Bolesti cirkulacijskog sustava,2
2012,Broj,M, 10-14,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",2
2012,Broj,M, 10-14,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",3
2012,Broj,M, 10-14,"(C00-C97,D00-D48) Neoplazme",8
2012,Broj,Ž, 10-14,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2012,Broj,Ž, 10-14,(L00-L99) Bolesti kože i potkožnog tkiva,0
2012,Broj,Ž, 10-14,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2012,Broj,Ž, 10-14,(A00-B99) Zarazne i parazitarne bolesti,0
2012,Broj,Ž, 10-14,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2012,Broj,Ž, 10-14,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",0
2012,Broj,Ž, 10-14,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2012,Broj,Ž, 10-14,(H00-H59) Bolesti oka,0
2012,Broj,Ž, 10-14,(I00-I99) Bolesti cirkulacijskog sustava,0
2012,Broj,Ž, 10-14,(J00-J99) Bolesti respiratornog sustava,0
2012,Broj,Ž, 10-14,(K00-K93) Bolesti digestivnog sustava,0
2012,Broj,Ž, 10-14,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2012,Broj,Ž, 10-14,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2012,Broj,Ž, 10-14,(N00-N99) Bolesti genitalno-urinarnog sustava,1
2012,Broj,Ž, 10-14,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",1
2012,Broj,Ž, 10-14,Nepoznato,1
2012,Broj,Ž, 10-14,"(C00-C97,D00-D48) Neoplazme",2
2012,Broj,Ž, 10-14,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",2
2012,Broj,Ž, 10-14,(G00-G99) Bolesti nervnog sustava,3
2012,Broj,Oba spola,15-19,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2012,Broj,Oba spola,15-19,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2012,Broj,Oba spola,15-19,(H00-H59) Bolesti oka,0
2012,Broj,Oba spola,15-19,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2012,Broj,Oba spola,15-19,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2012,Broj,Oba spola,15-19,(J00-J99) Bolesti respiratornog sustava,0
2012,Broj,Oba spola,15-19,(A00-B99) Zarazne i parazitarne bolesti,1
2012,Broj,Oba spola,15-19,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",1
2012,Broj,Oba spola,15-19,(F00-F99) Duševni poremećaji i poremećaji ponašanja,1
2012,Broj,Oba spola,15-19,(K00-K93) Bolesti digestivnog sustava,1
2012,Broj,Oba spola,15-19,(L00-L99) Bolesti kože i potkožnog tkiva,1
2012,Broj,Oba spola,15-19,(N00-N99) Bolesti genitalno-urinarnog sustava,2
2012,Broj,Oba spola,15-19,Nepoznato,2
2012,Broj,Oba spola,15-19,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",3
2012,Broj,Oba spola,15-19,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",4
2012,Broj,Oba spola,15-19,(G00-G99) Bolesti nervnog sustava,4
2012,Broj,Oba spola,15-19,(I00-I99) Bolesti cirkulacijskog sustava,12
2012,Broj,Oba spola,15-19,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",15
2012,Broj,Oba spola,15-19,"(C00-C97,D00-D48) Neoplazme",6
2012,Broj,M,15-19,(J00-J99) Bolesti respiratornog sustava,0
2012,Broj,M,15-19,(K00-K93) Bolesti digestivnog sustava,0
2012,Broj,M,15-19,(N00-N99) Bolesti genitalno-urinarnog sustava,0
2012,Broj,M,15-19,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2012,Broj,M,15-19,(H00-H59) Bolesti oka,0
2012,Broj,M,15-19,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2012,Broj,M,15-19,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2012,Broj,M,15-19,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2012,Broj,M,15-19,(L00-L99) Bolesti kože i potkožnog tkiva,0
2012,Broj,M,15-19,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2012,Broj,M,15-19,(A00-B99) Zarazne i parazitarne bolesti,1
2012,Broj,M,15-19,"(C00-C97,D00-D48) Neoplazme",1
2012,Broj,M,15-19,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",1
2012,Broj,M,15-19,(F00-F99) Duševni poremećaji i poremećaji ponašanja,1
2012,Broj,M,15-19,Nepoznato,1
2012,Broj,M,15-19,(G00-G99) Bolesti nervnog sustava,2
2012,Broj,M,15-19,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",3
2012,Broj,M,15-19,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",12
2012,Broj,M,15-19,(I00-I99) Bolesti cirkulacijskog sustava,8
2012,Broj,Ž,15-19,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2012,Broj,Ž,15-19,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2012,Broj,Ž,15-19,(A00-B99) Zarazne i parazitarne bolesti,0
2012,Broj,Ž,15-19,(F00-F99) Duševni poremećaji i poremećaji ponašanja,0
2012,Broj,Ž,15-19,(H00-H59) Bolesti oka,0
2012,Broj,Ž,15-19,(J00-J99) Bolesti respiratornog sustava,0
2012,Broj,Ž,15-19,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2012,Broj,Ž,15-19,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2012,Broj,Ž,15-19,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",1
2012,Broj,Ž,15-19,(K00-K93) Bolesti digestivnog sustava,1
2012,Broj,Ž,15-19,(L00-L99) Bolesti kože i potkožnog tkiva,1
2012,Broj,Ž,15-19,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",1
2012,Broj,Ž,15-19,Nepoznato,1
2012,Broj,Ž,15-19,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",2
2012,Broj,Ž,15-19,(G00-G99) Bolesti nervnog sustava,2
2012,Broj,Ž,15-19,(N00-N99) Bolesti genitalno-urinarnog sustava,2
2012,Broj,Ž,15-19,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",3
2012,Broj,Ž,15-19,(I00-I99) Bolesti cirkulacijskog sustava,4
2012,Broj,Ž,15-19,"(C00-C97,D00-D48) Neoplazme",5
2012,Broj,Oba spola,20-24,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2012,Broj,Oba spola,20-24,(L00-L99) Bolesti kože i potkožnog tkiva,0
2012,Broj,Oba spola,20-24,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2012,Broj,Oba spola,20-24,(H00-H59) Bolesti oka,0
2012,Broj,Oba spola,20-24,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2012,Broj,Oba spola,20-24,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2012,Broj,Oba spola,20-24,(A00-B99) Zarazne i parazitarne bolesti,1
2012,Broj,Oba spola,20-24,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",1
2012,Broj,Oba spola,20-24,(J00-J99) Bolesti respiratornog sustava,1
2012,Broj,Oba spola,20-24,(N00-N99) Bolesti genitalno-urinarnog sustava,1
2012,Broj,Oba spola,20-24,"(O00-O99) Trudnoća, porođaj i postporođajni period",1
2012,Broj,Oba spola,20-24,(K00-K93) Bolesti digestivnog sustava,2
2012,Broj,Oba spola,20-24,(G00-G99) Bolesti nervnog sustava,3
2012,Broj,Oba spola,20-24,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",3
2012,Broj,Oba spola,20-24,Nepoznato,3
2012,Broj,Oba spola,20-24,(F00-F99) Duševni poremećaji i poremećaji ponašanja,4
2012,Broj,Oba spola,20-24,"(C00-C97,D00-D48) Neoplazme",9
2012,Broj,Oba spola,20-24,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",49
2012,Broj,Oba spola,20-24,(I00-I99) Bolesti cirkulacijskog sustava,7
2012,Broj,M,20-24,(A00-B99) Zarazne i parazitarne bolesti,0
2012,Broj,M,20-24,(J00-J99) Bolesti respiratornog sustava,0
2012,Broj,M,20-24,"(O00-O99) Trudnoća, porođaj i postporođajni period",0
2012,Broj,M,20-24,(H00-H59) Bolesti oka,0
2012,Broj,M,20-24,"(D50-D89) Bolesti krvi i krvotvornih organa, kao i poremećaji imunološkog sustava",0
2012,Broj,M,20-24,(M00-M99) Bolesti muskuloskeletnog sustava i vezivnog tkiva,0
2012,Broj,M,20-24,"(Q00-Q99) Kongenitalne malformacije, deformiteti i kromosomske abnormalnosti",0
2012,Broj,M,20-24,(L00-L99) Bolesti kože i potkožnog tkiva,0
2012,Broj,M,20-24,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
2012,Broj,M,20-24,"(E00-E90) Endokrine bolesti, bolesti prehrane i bolesti metabolizma",1
2012,Broj,M,20-24,(K00-K93) Bolesti digestivnog sustava,1
2012,Broj,M,20-24,(N00-N99) Bolesti genitalno-urinarnog sustava,1
2012,Broj,M,20-24,Nepoznato,1
2012,Broj,M,20-24,(F00-F99) Duševni poremećaji i poremećaji ponašanja,2
2012,Broj,M,20-24,(G00-G99) Bolesti nervnog sustava,2
2012,Broj,M,20-24,"(R00-R99) Simptomi, znakovi i abnormalni klinički i laboratorijski nalazi nesvrstani drugamo",2
2012,Broj,M,20-24,(I00-I99) Bolesti cirkulacijskog sustava,3
2012,Broj,M,20-24,"(S00-T98) Ozljede, otrovanja i ostale posljedice vanjskih uzroka",43
2012,Broj,M,20-24,"(C00-C97,D00-D48) Neoplazme",6
2012,Broj,Ž,20-24,(P00-P96) Određena stanja nastala u perinatalnom periodu,0
