Year,UNIT_MEASURE,Пол,Старосна доб,Узрок смрти,Value
2012,Број,Ж, 10-14,(И00-И99) Болести циркулацијског система,0.0
2012,Број,Ж, 10-14,(Ј00-Ј99) Болести респираторног система,0.0
2012,Број,Ж, 10-14,(К00-К93) Болести дигестивног система,0.0
2012,Број,Ж, 10-14,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,Ж, 10-14,"(О00-О99) Трудноћа, порођај и постпорођајни период",0.0
2012,Број,Ж, 10-14,(Н00-Н99) Болести генитално-уринарног система,1.0
2012,Број,Ж, 10-14,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",1.0
2012,Број,Ж, 10-14,Непознато,1.0
2012,Број,Ж, 10-14,"(Ц00-Ц97,Д00-Д48) Неоплазме",2.0
2012,Број,Ж, 10-14,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",2.0
2012,Број,Ж, 10-14,(Г00-Г99) Болести нервног система,3.0
2012,Број,Оба пола,15-19,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2012,Број,Оба пола,15-19,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2012,Број,Оба пола,15-19,(Х00-Х59) Болести ока,0.0
2012,Број,Оба пола,15-19,"(О00-О99) Трудноћа, порођај и постпорођајни период",0.0
2012,Број,Оба пола,15-19,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,Оба пола,15-19,(Ј00-Ј99) Болести респираторног система,0.0
2012,Број,Оба пола,15-19,(А00-Б99) Заразне и паразитарне болести,1.0
2012,Број,Оба пола,15-19,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",1.0
2012,Број,Оба пола,15-19,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,1.0
2012,Број,Оба пола,15-19,(К00-К93) Болести дигестивног система,1.0
2012,Број,Оба пола,15-19,(Л00-Л99) Болести коже и поткожног ткива,1.0
2012,Број,Оба пола,15-19,(Н00-Н99) Болести генитално-уринарног система,2.0
2012,Број,Оба пола,15-19,Непознато,2.0
2012,Број,Оба пола,15-19,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",3.0
2012,Број,Оба пола,15-19,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",4.0
2012,Број,Оба пола,15-19,(Г00-Г99) Болести нервног система,4.0
2012,Број,Оба пола,15-19,(И00-И99) Болести циркулацијског система,12.0
2012,Број,Оба пола,15-19,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",15.0
2012,Број,Оба пола,15-19,"(Ц00-Ц97,Д00-Д48) Неоплазме",6.0
2012,Број,M,15-19,(Ј00-Ј99) Болести респираторног система,0.0
2012,Број,M,15-19,(К00-К93) Болести дигестивног система,0.0
2012,Број,M,15-19,(Н00-Н99) Болести генитално-уринарног система,0.0
2012,Број,M,15-19,"(О00-О99) Трудноћа, порођај и постпорођајни период",0.0
2012,Број,M,15-19,(Х00-Х59) Болести ока,0.0
2012,Број,M,15-19,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2012,Број,M,15-19,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,M,15-19,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2012,Број,M,15-19,(Л00-Л99) Болести коже и поткожног ткива,0.0
2012,Број,M,15-19,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2012,Број,M,15-19,(А00-Б99) Заразне и паразитарне болести,1.0
2012,Број,M,15-19,"(Ц00-Ц97,Д00-Д48) Неоплазме",1.0
2012,Број,M,15-19,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",1.0
2012,Број,M,15-19,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,1.0
2012,Број,M,15-19,Непознато,1.0
2012,Број,M,15-19,(Г00-Г99) Болести нервног система,2.0
2012,Број,M,15-19,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",3.0
2012,Број,M,15-19,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",12.0
2012,Број,M,15-19,(И00-И99) Болести циркулацијског система,8.0
2012,Број,Ж,15-19,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2012,Број,Ж,15-19,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2012,Број,Ж,15-19,(А00-Б99) Заразне и паразитарне болести,0.0
2012,Број,Ж,15-19,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,0.0
2012,Број,Ж,15-19,(Х00-Х59) Болести ока,0.0
2012,Број,Ж,15-19,(Ј00-Ј99) Болести респираторног система,0.0
2012,Број,Ж,15-19,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,Ж,15-19,"(О00-О99) Трудноћа, порођај и постпорођајни период",0.0
2012,Број,Ж,15-19,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",1.0
2012,Број,Ж,15-19,(К00-К93) Болести дигестивног система,1.0
2012,Број,Ж,15-19,(Л00-Л99) Болести коже и поткожног ткива,1.0
2012,Број,Ж,15-19,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",1.0
2012,Број,Ж,15-19,Непознато,1.0
2012,Број,Ж,15-19,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",2.0
2012,Број,Ж,15-19,(Г00-Г99) Болести нервног система,2.0
2012,Број,Ж,15-19,(Н00-Н99) Болести генитално-уринарног система,2.0
2012,Број,Ж,15-19,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",3.0
2012,Број,Ж,15-19,(И00-И99) Болести циркулацијског система,4.0
2012,Број,Ж,15-19,"(Ц00-Ц97,Д00-Д48) Неоплазме",5.0
2012,Број,Оба пола,20-24,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2012,Број,Оба пола,20-24,(Л00-Л99) Болести коже и поткожног ткива,0.0
2012,Број,Оба пола,20-24,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2012,Број,Оба пола,20-24,(Х00-Х59) Болести ока,0.0
2012,Број,Оба пола,20-24,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2012,Број,Оба пола,20-24,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,Оба пола,20-24,(А00-Б99) Заразне и паразитарне болести,1.0
2012,Број,Оба пола,20-24,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",1.0
2012,Број,Оба пола,20-24,(Ј00-Ј99) Болести респираторног система,1.0
2012,Број,Оба пола,20-24,(Н00-Н99) Болести генитално-уринарног система,1.0
2012,Број,Оба пола,20-24,"(О00-О99) Трудноћа, порођај и постпорођајни период",1.0
2012,Број,Оба пола,20-24,(К00-К93) Болести дигестивног система,2.0
2012,Број,Оба пола,20-24,(Г00-Г99) Болести нервног система,3.0
2012,Број,Оба пола,20-24,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",3.0
2012,Број,Оба пола,20-24,Непознато,3.0
2012,Број,Оба пола,20-24,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,4.0
2012,Број,Оба пола,20-24,"(Ц00-Ц97,Д00-Д48) Неоплазме",9.0
2012,Број,Оба пола,20-24,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",49.0
2012,Број,Оба пола,20-24,(И00-И99) Болести циркулацијског система,7.0
2012,Број,M,20-24,(А00-Б99) Заразне и паразитарне болести,0.0
2012,Број,M,20-24,(Ј00-Ј99) Болести респираторног система,0.0
2012,Број,M,20-24,"(О00-О99) Трудноћа, порођај и постпорођајни период",0.0
2012,Број,M,20-24,(Х00-Х59) Болести ока,0.0
2012,Број,M,20-24,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2012,Број,M,20-24,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,M,20-24,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2012,Број,M,20-24,(Л00-Л99) Болести коже и поткожног ткива,0.0
2012,Број,M,20-24,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2012,Број,M,20-24,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",1.0
2012,Број,M,20-24,(К00-К93) Болести дигестивног система,1.0
2012,Број,M,20-24,(Н00-Н99) Болести генитално-уринарног система,1.0
2012,Број,M,20-24,Непознато,1.0
2012,Број,M,20-24,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,2.0
2012,Број,M,20-24,(Г00-Г99) Болести нервног система,2.0
2012,Број,M,20-24,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",2.0
2012,Број,M,20-24,(И00-И99) Болести циркулацијског система,3.0
2012,Број,M,20-24,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",43.0
2012,Број,M,20-24,"(Ц00-Ц97,Д00-Д48) Неоплазме",6.0
2012,Број,Ж,20-24,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2012,Број,Ж,20-24,(Л00-Л99) Болести коже и поткожног ткива,0.0
2012,Број,Ж,20-24,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2012,Број,Ж,20-24,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2012,Број,Ж,20-24,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",0.0
2012,Број,Ж,20-24,(Х00-Х59) Болести ока,0.0
2012,Број,Ж,20-24,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,Ж,20-24,(Н00-Н99) Болести генитално-уринарног система,0.0
2012,Број,Ж,20-24,(А00-Б99) Заразне и паразитарне болести,1.0
2012,Број,Ж,20-24,(Г00-Г99) Болести нервног система,1.0
2012,Број,Ж,20-24,(Ј00-Ј99) Болести респираторног система,1.0
2012,Број,Ж,20-24,(К00-К93) Болести дигестивног система,1.0
2012,Број,Ж,20-24,"(О00-О99) Трудноћа, порођај и постпорођајни период",1.0
2012,Број,Ж,20-24,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",1.0
2012,Број,Ж,20-24,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,2.0
2012,Број,Ж,20-24,Непознато,2.0
2012,Број,Ж,20-24,"(Ц00-Ц97,Д00-Д48) Неоплазме",3.0
2012,Број,Ж,20-24,(И00-И99) Болести циркулацијског система,4.0
2012,Број,Ж,20-24,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",6.0
2012,Број,Оба пола,25-29,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2012,Број,Оба пола,25-29,(Л00-Л99) Болести коже и поткожног ткива,0.0
2012,Број,Оба пола,25-29,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2012,Број,Оба пола,25-29,(Х00-Х59) Болести ока,0.0
2012,Број,Оба пола,25-29,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2012,Број,Оба пола,25-29,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,Оба пола,25-29,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",1.0
2012,Број,Оба пола,25-29,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,1.0
2012,Број,Оба пола,25-29,(Г00-Г99) Болести нервног система,1.0
2012,Број,Оба пола,25-29,(Ј00-Ј99) Болести респираторног система,1.0
2012,Број,Оба пола,25-29,(Н00-Н99) Болести генитално-уринарног система,1.0
2012,Број,Оба пола,25-29,(А00-Б99) Заразне и паразитарне болести,2.0
2012,Број,Оба пола,25-29,(К00-К93) Болести дигестивног система,2.0
2012,Број,Оба пола,25-29,"(О00-О99) Трудноћа, порођај и постпорођајни период",2.0
2012,Број,Оба пола,25-29,Непознато,4.0
2012,Број,Оба пола,25-29,"(Ц00-Ц97,Д00-Д48) Неоплазме",9.0
2012,Број,Оба пола,25-29,(И00-И99) Болести циркулацијског система,16.0
2012,Број,Оба пола,25-29,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",33.0
2012,Број,Оба пола,25-29,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",6.0
2012,Број,M,25-29,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",0.0
2012,Број,M,25-29,(Г00-Г99) Болести нервног система,0.0
2012,Број,M,25-29,"(О00-О99) Трудноћа, порођај и постпорођајни период",0.0
2012,Број,M,25-29,(Х00-Х59) Болести ока,0.0
2012,Број,M,25-29,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2012,Број,M,25-29,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,M,25-29,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2012,Број,M,25-29,(Л00-Л99) Болести коже и поткожног ткива,0.0
2012,Број,M,25-29,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2012,Број,M,25-29,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,1.0
2012,Број,M,25-29,(Ј00-Ј99) Болести респираторног система,1.0
2012,Број,M,25-29,(Н00-Н99) Болести генитално-уринарног система,1.0
2012,Број,M,25-29,Непознато,1.0
2012,Број,M,25-29,(А00-Б99) Заразне и паразитарне болести,2.0
2012,Број,M,25-29,(К00-К93) Болести дигестивног система,2.0
2012,Број,M,25-29,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",4.0
2012,Број,M,25-29,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",27.0
2012,Број,M,25-29,(И00-И99) Болести циркулацијског система,12.0
2012,Број,M,25-29,"(Ц00-Ц97,Д00-Д48) Неоплазме",6.0
2012,Број,Ж,25-29,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2012,Број,Ж,25-29,(Л00-Л99) Болести коже и поткожног ткива,0.0
2012,Број,Ж,25-29,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2012,Број,Ж,25-29,(А00-Б99) Заразне и паразитарне болести,0.0
2012,Број,Ж,25-29,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2012,Број,Ж,25-29,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,0.0
2012,Број,Ж,25-29,(Х00-Х59) Болести ока,0.0
2012,Број,Ж,25-29,(Ј00-Ј99) Болести респираторног система,0.0
2012,Број,Ж,25-29,(К00-К93) Болести дигестивног система,0.0
2012,Број,Ж,25-29,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,Ж,25-29,(Н00-Н99) Болести генитално-уринарног система,0.0
2012,Број,Ж,25-29,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",1.0
2012,Број,Ж,25-29,(Г00-Г99) Болести нервног система,1.0
2012,Број,Ж,25-29,"(О00-О99) Трудноћа, порођај и постпорођајни период",2.0
2012,Број,Ж,25-29,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",2.0
2012,Број,Ж,25-29,"(Ц00-Ц97,Д00-Д48) Неоплазме",3.0
2012,Број,Ж,25-29,Непознато,3.0
2012,Број,Ж,25-29,(И00-И99) Болести циркулацијског система,4.0
2012,Број,Ж,25-29,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",6.0
2012,Број,Оба пола,30-34,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2012,Број,Оба пола,30-34,(Л00-Л99) Болести коже и поткожног ткива,0.0
2012,Број,Оба пола,30-34,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2012,Број,Оба пола,30-34,(Х00-Х59) Болести ока,0.0
2012,Број,Оба пола,30-34,"(О00-О99) Трудноћа, порођај и постпорођајни период",0.0
2012,Број,Оба пола,30-34,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2012,Број,Оба пола,30-34,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,Оба пола,30-34,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,0.0
2012,Број,Оба пола,30-34,(А00-Б99) Заразне и паразитарне болести,1.0
2012,Број,Оба пола,30-34,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",1.0
2012,Број,Оба пола,30-34,(Г00-Г99) Болести нервног система,1.0
2012,Број,Оба пола,30-34,(Н00-Н99) Болести генитално-уринарног система,1.0
2012,Број,Оба пола,30-34,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",3.0
2012,Број,Оба пола,30-34,Непознато,3.0
2012,Број,Оба пола,30-34,(Ј00-Ј99) Болести респираторног система,4.0
2012,Број,Оба пола,30-34,"(Ц00-Ц97,Д00-Д48) Неоплазме",23.0
2012,Број,Оба пола,30-34,(И00-И99) Болести циркулацијског система,19.0
2012,Број,Оба пола,30-34,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",32.0
2012,Број,Оба пола,30-34,(К00-К93) Болести дигестивног система,5.0
2012,Број,M,30-34,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",0.0
2012,Број,M,30-34,(Н00-Н99) Болести генитално-уринарног система,0.0
2012,Број,M,30-34,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,0.0
2012,Број,M,30-34,"(О00-О99) Трудноћа, порођај и постпорођајни период",0.0
2012,Број,M,30-34,(Х00-Х59) Болести ока,0.0
2012,Број,M,30-34,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2012,Број,M,30-34,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,M,30-34,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2012,Број,M,30-34,(Л00-Л99) Болести коже и поткожног ткива,0.0
2012,Број,M,30-34,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2012,Број,M,30-34,(А00-Б99) Заразне и паразитарне болести,1.0
2012,Број,M,30-34,(Г00-Г99) Болести нервног система,1.0
2012,Број,M,30-34,Непознато,1.0
2012,Број,M,30-34,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",2.0
2012,Број,M,30-34,(Ј00-Ј99) Болести респираторног система,3.0
2012,Број,M,30-34,(К00-К93) Болести дигестивног система,4.0
2012,Број,M,30-34,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",25.0
2012,Број,M,30-34,(И00-И99) Болести циркулацијског система,14.0
2012,Број,M,30-34,"(Ц00-Ц97,Д00-Д48) Неоплазме",13.0
2012,Број,Ж,30-34,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2012,Број,Ж,30-34,(Л00-Л99) Болести коже и поткожног ткива,0.0
2012,Број,Ж,30-34,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2012,Број,Ж,30-34,(А00-Б99) Заразне и паразитарне болести,0.0
2012,Број,Ж,30-34,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2012,Број,Ж,30-34,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,0.0
2012,Број,Ж,30-34,(Г00-Г99) Болести нервног система,0.0
2012,Број,Ж,30-34,(Х00-Х59) Болести ока,0.0
2012,Број,Ж,30-34,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,Ж,30-34,"(О00-О99) Трудноћа, порођај и постпорођајни период",0.0
2012,Број,Ж,30-34,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",1.0
2012,Број,Ж,30-34,(Ј00-Ј99) Болести респираторног система,1.0
2012,Број,Ж,30-34,(К00-К93) Болести дигестивног система,1.0
2012,Број,Ж,30-34,(Н00-Н99) Болести генитално-уринарног система,1.0
2012,Број,Ж,30-34,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",1.0
2012,Број,Ж,30-34,Непознато,2.0
2012,Број,Ж,30-34,(И00-И99) Болести циркулацијског система,5.0
2012,Број,Ж,30-34,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",7.0
2012,Број,Ж,30-34,"(Ц00-Ц97,Д00-Д48) Неоплазме",10.0
2012,Број,Оба пола,35-39,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2012,Број,Оба пола,35-39,(Х00-Х59) Болести ока,0.0
2012,Број,Оба пола,35-39,"(О00-О99) Трудноћа, порођај и постпорођајни период",0.0
2012,Број,Оба пола,35-39,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2012,Број,Оба пола,35-39,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,Оба пола,35-39,(Л00-Л99) Болести коже и поткожног ткива,1.0
2012,Број,Оба пола,35-39,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",1.0
2012,Број,Оба пола,35-39,(А00-Б99) Заразне и паразитарне болести,2.0
2012,Број,Оба пола,35-39,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",3.0
2012,Број,Оба пола,35-39,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,3.0
2012,Број,Оба пола,35-39,(К00-К93) Болести дигестивног система,4.0
2012,Број,Оба пола,35-39,"(Ц00-Ц97,Д00-Д48) Неоплазме",36.0
2012,Број,Оба пола,35-39,(И00-И99) Болести циркулацијског система,46.0
2012,Број,Оба пола,35-39,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",23.0
2012,Број,Оба пола,35-39,(Г00-Г99) Болести нервног система,6.0
2012,Број,Оба пола,35-39,(Ј00-Ј99) Болести респираторног система,6.0
2012,Број,Оба пола,35-39,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",6.0
2012,Број,Оба пола,35-39,(Н00-Н99) Болести генитално-уринарног система,5.0
2012,Број,Оба пола,35-39,Непознато,5.0
2012,Број,M,35-39,"(О00-О99) Трудноћа, порођај и постпорођајни период",0.0
2012,Број,M,35-39,(Х00-Х59) Болести ока,0.0
2012,Број,M,35-39,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2012,Број,M,35-39,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,M,35-39,(Л00-Л99) Болести коже и поткожног ткива,0.0
2012,Број,M,35-39,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2012,Број,M,35-39,(А00-Б99) Заразне и паразитарне болести,1.0
2012,Број,M,35-39,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,1.0
2012,Број,M,35-39,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",1.0
2012,Број,M,35-39,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",2.0
2012,Број,M,35-39,(К00-К93) Болести дигестивног система,2.0
2012,Број,M,35-39,Непознато,2.0
2012,Број,M,35-39,(Ј00-Ј99) Болести респираторног система,4.0
2012,Број,M,35-39,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",4.0
2012,Број,M,35-39,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",17.0
2012,Број,M,35-39,(И00-И99) Болести циркулацијског система,24.0
2012,Број,M,35-39,"(Ц00-Ц97,Д00-Д48) Неоплазме",16.0
2012,Број,M,35-39,(Г00-Г99) Болести нервног система,5.0
2012,Број,M,35-39,(Н00-Н99) Болести генитално-уринарног система,5.0
2012,Број,Ж,35-39,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2012,Број,Ж,35-39,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2012,Број,Ж,35-39,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",0.0
2012,Број,Ж,35-39,(Х00-Х59) Болести ока,0.0
2012,Број,Ж,35-39,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,Ж,35-39,(Н00-Н99) Болести генитално-уринарног система,0.0
2012,Број,Ж,35-39,"(О00-О99) Трудноћа, порођај и постпорођајни период",0.0
2012,Број,Ж,35-39,(А00-Б99) Заразне и паразитарне болести,1.0
2012,Број,Ж,35-39,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",1.0
2012,Број,Ж,35-39,(Г00-Г99) Болести нервног система,1.0
2012,Број,Ж,35-39,(Л00-Л99) Болести коже и поткожног ткива,1.0
2012,Број,Ж,35-39,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,2.0
2012,Број,Ж,35-39,(Ј00-Ј99) Болести респираторног система,2.0
2012,Број,Ж,35-39,(К00-К93) Болести дигестивног система,2.0
2012,Број,Ж,35-39,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",2.0
2012,Број,Ж,35-39,Непознато,3.0
2012,Број,Ж,35-39,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",6.0
2012,Број,Ж,35-39,(И00-И99) Болести циркулацијског система,22.0
2012,Број,Ж,35-39,"(Ц00-Ц97,Д00-Д48) Неоплазме",20.0
2012,Број,Оба пола,40-44,(П00-П96) Одређена стања настала у перинаталном периоду,0.0
2012,Број,Оба пола,40-44,(Л00-Л99) Болести коже и поткожног ткива,0.0
2012,Број,Оба пола,40-44,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
2012,Број,Оба пола,40-44,(Х00-Х59) Болести ока,0.0
2012,Број,Оба пола,40-44,"(О00-О99) Трудноћа, порођај и постпорођајни период",0.0
2012,Број,Оба пола,40-44,(М00-М99) Болести мускулоскелетног система и везивног ткива,1.0
2012,Број,Оба пола,40-44,(А00-Б99) Заразне и паразитарне болести,2.0
2012,Број,Оба пола,40-44,"(Д50-Д89) Болести крви и крвотворних органа, као и поремећаји имунолошког система",2.0
2012,Број,Оба пола,40-44,(Ф00-Ф99) Душевни поремећаји и поремећаји понашања,3.0
2012,Број,Оба пола,40-44,(Ј00-Ј99) Болести респираторног система,3.0
2012,Број,Оба пола,40-44,(Н00-Н99) Болести генитално-уринарног система,4.0
2012,Број,Оба пола,40-44,(К00-К93) Болести дигестивног система,16.0
2012,Број,Оба пола,40-44,"(Р00-Р99) Симптоми, знакови и абнормални клинички и лабораторијски налази који нису другдје класифицирани",11.0
2012,Број,Оба пола,40-44,"(Ц00-Ц97,Д00-Д48) Неоплазме",80.0
2012,Број,Оба пола,40-44,(И00-И99) Болести циркулацијског система,70.0
2012,Број,Оба пола,40-44,"(С00-Т98) Повреде, тровања и друге посљедице дејстава спољних фактора",38.0
2012,Број,Оба пола,40-44,Непознато,7.0
2012,Број,Оба пола,40-44,(Г00-Г99) Болести нервног система,6.0
2012,Број,Оба пола,40-44,"(Е00-Е90) Ендокрине болести, болести исхране и болести метаболизма",5.0
2012,Број,M,40-44,(Ј00-Ј99) Болести респираторног система,0.0
2012,Број,M,40-44,"(О00-О99) Трудноћа, порођај и постпорођајни период",0.0
2012,Број,M,40-44,(Х00-Х59) Болести ока,0.0
2012,Број,M,40-44,(М00-М99) Болести мускулоскелетног система и везивног ткива,0.0
2012,Број,M,40-44,"(Q00-Q99) Конгениталне малформације, деформитети и хромосомске абнормалности",0.0
